t_frame_ns,theta_1,theta_2,theta_3,theta_4,quality
360569022231800,-0.6777,-0.8922,-0.5249,-1.1386,1
360569227926100,-0.6922,-0.3407,0.1754,-1.8388,1
360569436412900,-6.9939,5.4239,0.1754,-1.8388,1
360569628018700,-0.6462,-0.3407,-0.5249,-1.1386,1
360569836324900,-0.7264,-0.8435,-1.0823,-0.5812,1
360570044422100,-0.6922,-0.3407,-1.0823,-0.5812,1
360570235691200,-1.2293,-0.3407,0.1754,-1.9298,1
360570444338100,-1.2293,-0.3407,-0.3851,-0.5989,1
360570652248700,-1.7798,-2.1169,2.0093,-1.0855,1
360570845652500,-1.2833,-0.3475,-1.0214,0.1793,1
360571052348600,-0.0947,-0.8922,-0.4542,0.2247,1
360571260453400,-0.6777,-0.9531,0.8673,-1.1090,1
360571451861100,-1.2293,0.1895,0.9084,1.0000,1
360571660655100,0.4119,1.4598,1.0509,2.6209,1
360571868378900,-0.0929,3.7525,2.4665,4.9156,1
360572060495400,0.4119,6.2127,5.9075,4.7018,1
360572268557500,0.9420,9.2807,8.0894,5.6624,1
360572476926400,4.2968,10.1163,11.8876,6.3108,1
360572667970400,5.4284,15.0768,14.5608,6.3810,1
360572876405200,6.4998,17.7086,19.2229,7.7537,1
360573084739400,7.0283,20.9107,21.7810,4.7503,1
360573276633500,9.2301,22.3561,21.5803,4.1999,1
360573484142600,10.8980,23.3802,23.4165,3.2950,1
360573692203300,11.9032,23.5969,24.0014,2.6609,1
360573884518600,12.5222,23.7816,23.9005,2.5100,1
360574092576400,13.0059,24.2746,24.4419,2.0339,1
360574300452800,12.4835,24.4137,24.1426,2.6581,1
360574492847100,11.8645,21.7869,20.0135,2.8386,1
360574700650100,8.1098,17.9486,14.3603,3.0490,1
360574908261400,4.2364,11.0826,8.9546,5.2757,1
360575100657600,2.0548,5.7212,6.5410,2.8131,1
360575308842400,0.9939,2.6449,3.6860,2.7977,1
360575516693200,1.5061,2.7112,1.8360,0.1025,1
360575708704500,1.5061,2.7172,1.2142,0.7183,1
360575916943600,0.9496,3.2294,1.2074,0.7251,1
360576124403100,0.4252,2.6694,1.1812,0.0000,1
360576332745600,1.0054,1.5171,1.1238,1.3036,1
360576524968600,0.3858,2.0972,1.7534,-0.6662,1
360576732736600,0.4618,1.4768,1.7077,-0.0444,1
