frame_idx,t_frame_ns
0,876976441377000
1,876976489533500
2,876976521862400
3,876976553642100
4,876976585715300
5,876976617622000
6,876976649696500
7,876976681492500
8,876976713793900
9,876976761704700
10,876976793775200
11,876976825730000
12,876976857769400
13,876976889513400
14,876976921840800
15,876976953749000
16,876976985793700
17,876977017988600
18,876977065690800
19,876977097635600
20,876977129693900
21,876977161700000
22,876977193762900
23,876977225668000
24,876977257724000
25,876977289731000
26,876977337919700
27,876977369766600
28,876977401770100
29,876977433937800
30,876977465888500
31,876977497662100
32,876977529692400
33,876977561841200
34,876977593823300
35,876977641939400
36,876977673919300
37,876977705610300
38,876977737759100
39,876977769722300
40,876977801761600
41,876977833808800
42,876977865770100
43,876977913818300
44,876977945833800
45,876977977835100
46,876978009846000
47,876978041899400
48,876978073857800
49,876978105674700
50,876978137981500
51,876978169839000
52,876978217771800
53,876978249946300
54,876978281695000
55,876978313649200
56,876978345790000
57,876978377810500
58,876978410065100
59,876978441826600
60,876978489740900
61,876978521970900
62,876978553898400
63,876978585922100
64,876978617879000
65,876978649942000
66,876978682233600
67,876978713860100
68,876978762024500
69,876978793761700
70,876978825713300
71,876978857959700
72,876978889708400
73,876978921930900
74,876978953877800
75,876978985729400
76,876979017896300
77,876979065959300
78,876979097725700
79,876979130020800
80,876979161964200
81,876979193962700
82,876979225952800
83,876979258020800
84,876979289692100
85,876979338162500
86,876979369900100
87,876979401897300
88,876979433861800
89,876979465950800
90,876979497887800
91,876979530020200
92,876979561963100
93,876979593995900
94,876979642016000
95,876979674107300
96,876979705790800
97,876979738287500
98,876979770031700
99,876979802041000
100,876979834121900
101,876979866035900
102,876979913875900
103,876979945957700
104,876979977949000
105,876980010176800
106,876980041991600
107,876980073934700
108,876980105831800
109,876980138117300
110,876980169975000
111,876980218055100
112,876980250102200
113,876980281952800
114,876980313937200
115,876980345980700
116,876980377847200
117,876980410101000
118,876980442073400
119,876980489914200
120,876980521929000
121,876980554004900
122,876980586048400
123,876980618037400
124,876980649816400
125,876980681979800
126,876980714047600
127,876980746186100
128,876980794188100
129,876980826137800
130,876980858306400
131,876980890111000
132,876980922092100
133,876980954153300
134,876980986138600
135,876981018030200
136,876981066046700
137,876981097945900
138,876981129931800
139,876981162113300
140,876981194201200
141,876981225921800
142,876981257999400
143,876981289817600
144,876981338226900
145,876981369905400
146,876981401922100
147,876981434088200
148,876981466195700
149,876981497935500
150,876981530120000
151,876981561956000
152,876981594099800
153,876981642076000
154,876981673972600
155,876981705762900
156,876981738074800
157,876981770157400
158,876981802216400
159,876981833932500
160,876981865954700
161,876981913775000
162,876981946117800
163,876981978314600
164,876982009986300
165,876982042013800
166,876982073949800
167,876982105893300
168,876982138141600
169,876982169856200
170,876982217907900
171,876982249945800
172,876982281944600
173,876982314032800
174,876982345913900
175,876982378236300
176,876982409978300
177,876982442148700
178,876982490130500
179,876982522083600
180,876982554322600
181,876982586136100
182,876982618174400
183,876982650308200
184,876982681857600
185,876982714041500
186,876982746265400
187,876982794016600
188,876982826268600
189,876982858219400
190,876982890066200
191,876982922068800
192,876982954087100
193,876982986096000
194,876983018066800
195,876983066104900
196,876983098346100
197,876983129998700
198,876983162107200
199,876983194410400
200,876983226105300
201,876983258216100
202,876983290335000
203,876983322053600
204,876983370069000
205,876983402364000
206,876983434117900
207,876983466335100
208,876983497969200
209,876983530151200
210,876983562017400
211,876983594409400
212,876983642487100
213,876983674309600
214,876983706273200
215,876983738659000
216,876983770261300
217,876983802104000
218,876983834447300
219,876983866181700
220,876983913957000
221,876983946268400
222,876983978202600
223,876984010045900
224,876984042161100
225,876984074430800
226,876984106039200
227,876984138118200
228,876984170164200
229,876984218316000
230,876984250349000
231,876984282229900
232,876984314163800
233,876984346483600
234,876984378378900
235,876984410227800
236,876984442224000
237,876984490503800
238,876984522204700
239,876984554313900
240,876984586497000
241,876984618300300
242,876984650240800
243,876984682294400
