t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
1382240847019900,0,-0.001953125,-0.01171875,1.0078125,20.55000114440918,-37.35000228881836,567.7319946289062,-3.912227631845392,2.98973382756114,3.560134902646559,1.0859215432178255,6.156755839752093,-5.177119936510989,-2.422200408871164,-2.4147962431223258,-0.38306857995278887,0.3151975454998538,-1.4185864263949042,0.4960529463298012,
1382240847019900,1,-0.013671875,-0.052734375,1.013671875,-43.5,-5.850000381469727,47.43199920654297,-3.912227631845392,2.98973382756114,3.560134902646559,1.0859215432178255,6.156755839752093,-5.177119936510989,-2.422200408871164,-2.4147962431223258,-0.38306857995278887,0.3151975454998538,-1.4185864263949042,0.4960529463298012,
1382240847019900,2,-0.037109375,-0.103515625,0.99609375,32.85000228881836,-136.0500030517578,480.12799072265625,-3.912227631845392,2.98973382756114,3.560134902646559,1.0859215432178255,6.156755839752093,-5.177119936510989,-2.422200408871164,-2.4147962431223258,-0.38306857995278887,0.3151975454998538,-1.4185864263949042,0.4960529463298012,
1382240847019900,3,-0.06640625,-0.11328125,1.01171875,55.500003814697266,56.85000228881836,-864.666015625,-3.912227631845392,2.98973382756114,3.560134902646559,1.0859215432178255,6.156755839752093,-5.177119936510989,-2.422200408871164,-2.4147962431223258,-0.38306857995278887,0.3151975454998538,-1.4185864263949042,0.4960529463298012,
1382240847019900,4,-0.07421875,-0.029296875,1.021484375,-30.450000762939453,-268.0500183105469,1524.115966796875,-3.912227631845392,2.98973382756114,3.560134902646559,1.0859215432178255,6.156755839752093,-5.177119936510989,-2.422200408871164,-2.4147962431223258,-0.38306857995278887,0.3151975454998538,-1.4185864263949042,0.4960529463298012,
1382240847019900,5,-0.05078125,-0.025390625,1.015625,159.90000915527344,67.35000610351562,3366.219970703125,-3.912227631845392,2.98973382756114,3.560134902646559,1.0859215432178255,6.156755839752093,-5.177119936510989,-2.422200408871164,-2.4147962431223258,-0.38306857995278887,0.3151975454998538,-1.4185864263949042,0.4960529463298012,
1382240919353700,0,0.0,-0.009765625,1.009765625,20.55000114440918,-31.650001525878906,568.7000122070312,-3.3911511909215983,2.9241603612449687,2.4618291172185347,1.6777230921776805,6.174579473434664,-4.783195491348904,-2.6736792775100624,-2.239211893008712,-0.018042404343796628,-0.05441960200120154,-0.9441249923130075,0.25458952541874513,
1382240919353700,1,0.0,-0.021484375,1.017578125,-47.55000305175781,-2.5500001907348633,51.54600143432617,-3.3911511909215983,2.9241603612449687,2.4618291172185347,1.6777230921776805,6.174579473434664,-4.783195491348904,-2.6736792775100624,-2.239211893008712,-0.018042404343796628,-0.05441960200120154,-0.9441249923130075,0.25458952541874513,
1382240919353700,2,-0.01171875,-0.07421875,1.00390625,41.400001525878906,-127.35000610351562,489.5660095214844,-3.3911511909215983,2.9241603612449687,2.4618291172185347,1.6777230921776805,6.174579473434664,-4.783195491348904,-2.6736792775100624,-2.239211893008712,-0.018042404343796628,-0.05441960200120154,-0.9441249923130075,0.25458952541874513,
1382240919353700,3,-0.0234375,-0.08203125,1.005859375,57.000003814697266,58.35000228881836,-859.0999755859375,-3.3911511909215983,2.9241603612449687,2.4618291172185347,1.6777230921776805,6.174579473434664,-4.783195491348904,-2.6736792775100624,-2.239211893008712,-0.018042404343796628,-0.05441960200120154,-0.9441249923130075,0.25458952541874513,
1382240919353700,4,-0.021484375,-0.03125,1.009765625,-27.750001907348633,-266.1000061035156,1534.0379638671875,-3.3911511909215983,2.9241603612449687,2.4618291172185347,1.6777230921776805,6.174579473434664,-4.783195491348904,-2.6736792775100624,-2.239211893008712,-0.018042404343796628,-0.05441960200120154,-0.9441249923130075,0.25458952541874513,
1382240919353700,5,-0.005859375,-0.044921875,1.005859375,157.5,67.5,3375.89990234375,-3.3911511909215983,2.9241603612449687,2.4618291172185347,1.6777230921776805,6.174579473434664,-4.783195491348904,-2.6736792775100624,-2.239211893008712,-0.018042404343796628,-0.05441960200120154,-0.9441249923130075,0.25458952541874513,
1382240990767300,0,0.0,-0.01171875,1.009765625,18.0,-34.35000228881836,566.7639770507812,-3.1516699938225265,2.7305953623784247,3.175456549683125,0.9500690622420568,6.454642140607003,-4.462635997673117,-2.6406005367729426,-2.154766520342759,-0.32345329929186734,-0.10193094136059179,0.4267829881822597,-1.7475409489791245,
