t_pc_ns,frame_id,sensor_id,accX,accY,accZ,magX,magY,magZ
1382240343150300,610,0,-0.001953125,-0.009765625,1.0078125,21.0,-39.900001525878906,566.7639770507812
1382240343150300,610,1,-0.015625,-0.04296875,1.017578125,-44.85000228881836,0.15000000596046448,40.172000885009766
1382240343150300,610,2,-0.03515625,-0.083984375,1.0,36.45000076293945,-125.25000762939453,482.5480041503906
1382240343150300,610,3,-0.060546875,-0.068359375,1.017578125,79.80000305175781,61.35000228881836,-856.1959838867188
1382240343150300,610,4,-0.080078125,0.048828125,1.025390625,-54.750003814697266,-264.1500244140625,1523.14794921875
1382240343150300,610,5,-0.078125,0.0703125,1.01171875,163.5,66.0,3372.99609375
1382240414538100,611,0,0.001953125,-0.009765625,1.013671875,19.80000114440918,-29.850000381469727,568.9420166015625
1382240414538100,611,1,-0.015625,-0.037109375,1.01953125,-46.05000305175781,-9.600000381469727,42.349998474121094
1382240414538100,611,2,-0.05078125,-0.064453125,1.00390625,33.75,-129.45001220703125,498.2779846191406
1382240414538100,611,3,-0.08203125,-0.056640625,1.01953125,78.30000305175781,64.05000305175781,-862.72998046875
1382240414538100,611,4,-0.11328125,0.04296875,1.033203125,-42.150001525878906,-268.5,1536.4580078125
1382240414538100,611,5,-0.126953125,0.0234375,1.0078125,161.40000915527344,66.1500015258789,3373.238037109375
1382240486741500,612,0,0.001953125,-0.0078125,1.009765625,10.200000762939453,-36.45000076293945,561.4400024414062
1382240486741500,612,1,-0.01171875,-0.037109375,1.015625,-45.60000228881836,1.8000000715255737,43.07600021362305
1382240486741500,612,2,-0.033203125,-0.087890625,1.001953125,38.10000228881836,-127.80000305175781,490.04998779296875
1382240486741500,612,3,-0.052734375,-0.10546875,1.01171875,63.750003814697266,60.45000076293945,-856.6799926757812
1382240486741500,612,4,-0.056640625,-0.04296875,1.01953125,-29.700000762939453,-266.8500061035156,1531.134033203125
1382240486741500,612,5,-0.041015625,-0.03515625,1.0078125,153.75,72.0,3373.721923828125
1382240559167800,613,0,0.0,-0.009765625,1.01171875,16.80000114440918,-33.900001525878906,571.8460083007812
1382240559167800,613,1,-0.001953125,-0.048828125,1.015625,-43.35000228881836,1.6500000953674316,50.81999969482422
1382240559167800,613,2,-0.021484375,-0.060546875,1.001953125,31.350000381469727,-128.10000610351562,483.5159912109375
1382240559167800,613,3,-0.037109375,-0.0703125,1.01171875,58.35000228881836,59.400001525878906,-867.81201171875
1382240559167800,613,4,-0.033203125,-0.01953125,1.01953125,-24.750001907348633,-269.70001220703125,1527.5040283203125
1382240559167800,613,5,-0.03125,-0.05078125,1.0078125,163.35000610351562,71.25,3377.35205078125
1382240630725400,614,0,0.0,-0.01171875,1.005859375,14.250000953674316,-36.150001525878906,569.426025390625
1382240630725400,614,1,0.00390625,-0.041015625,1.013671875,-39.900001525878906,0.6000000238418579,50.577999114990234
1382240630725400,614,2,-0.025390625,-0.076171875,1.001953125,38.10000228881836,-122.85000610351562,486.90399169921875
1382240630725400,614,3,-0.05078125,-0.095703125,1.013671875,62.10000228881836,54.000003814697266,-853.5339965820312
1382240630725400,614,4,-0.076171875,-0.029296875,1.01953125,-30.900001525878906,-264.45001220703125,1531.134033203125
1382240630725400,614,5,-0.08203125,-0.03515625,1.013671875,154.8000030517578,61.35000228881836,3370.575927734375
1382240702843200,615,0,0.0,-0.01171875,1.0078125,18.450000762939453,-35.55000305175781,564.5859985351562
1382240702843200,615,1,-0.00390625,-0.009765625,1.017578125,-45.0,-0.9000000357627869,42.59199905395508
1382240702843200,615,2,-0.03125,-0.0703125,1.0,36.75,-129.0,492.2279968261719
1382240702843200,615,3,-0.0703125,-0.10546875,1.01171875,60.45000076293945,60.150001525878906,-868.7799682617188
1382240702843200,615,4,-0.080078125,-0.03515625,1.017578125,-36.150001525878906,-265.20001220703125,1533.0699462890625
1382240702843200,615,5,-0.08203125,-0.021484375,1.017578125,161.25,69.60000610351562,3374.931884765625
1382240775329200,616,0,0.0,-0.005859375,1.0078125,19.05000114440918,-34.95000076293945,564.343994140625
1382240775329200,616,1,-0.015625,-0.052734375,1.015625,-36.60000228881836,-5.100000381469727,44.04399871826172
1382240775329200,616,2,-0.0546875,-0.083984375,1.00390625,38.25,-133.0500030517578,482.5480041503906
1382240775329200,616,3,-0.107421875,-0.08984375,1.015625,62.85000228881836,53.55000305175781,-858.1320190429688
1382240775329200,616,4,-0.14453125,-0.00390625,1.0234375,-35.25,-271.20001220703125,1528.7139892578125
1382240775329200,616,5,-0.158203125,-0.009765625,1.015625,158.85000610351562,68.85000610351562,3370.092041015625
1382240847019900,617,0,-0.001953125,-0.01171875,1.0078125,20.55000114440918,-37.35000228881836,567.7319946289062
1382240847019900,617,1,-0.013671875,-0.052734375,1.013671875,-43.5,-5.850000381469727,47.43199920654297
1382240847019900,617,2,-0.037109375,-0.103515625,0.99609375,32.85000228881836,-136.0500030517578,480.12799072265625
1382240847019900,617,3,-0.06640625,-0.11328125,1.01171875,55.500003814697266,56.85000228881836,-864.666015625
1382240847019900,617,4,-0.07421875,-0.029296875,1.021484375,-30.450000762939453,-268.0500183105469,1524.115966796875
1382240847019900,617,5,-0.05078125,-0.025390625,1.015625,159.90000915527344,67.35000610351562,3366.219970703125
1382240919353700,618,0,0.0,-0.009765625,1.009765625,20.55000114440918,-31.650001525878906,568.7000122070312
1382240919353700,618,1,0.0,-0.021484375,1.017578125,-47.55000305175781,-2.5500001907348633,51.54600143432617
1382240919353700,618,2,-0.01171875,-0.07421875,1.00390625,41.400001525878906,-127.35000610351562,489.5660095214844
1382240919353700,618,3,-0.0234375,-0.08203125,1.005859375,57.000003814697266,58.35000228881836,-859.0999755859375
1382240919353700,618,4,-0.021484375,-0.03125,1.009765625,-27.750001907348633,-266.1000061035156,1534.0379638671875
1382240919353700,618,5,-0.005859375,-0.044921875,1.005859375,157.5,67.5,3375.89990234375
1382240990767300,619,0,0.0,-0.01171875,1.009765625,18.0,-34.35000228881836,566.7639770507812
1382240990767300,619,1,0.005859375,-0.0234375,1.015625,-44.55000305175781,-1.5,38.961997985839844
1382240990767300,619,2,-0.0078125,-0.052734375,1.00390625,37.95000076293945,-124.80000305175781,485.9360046386719
1382240990767300,619,3,-0.03515625,-0.068359375,1.021484375,56.85000228881836,52.20000076293945,-861.52001953125
1382240990767300,619,4,-0.056640625,-0.009765625,1.0234375,-24.900001525878906,-265.0500183105469,1536.4580078125
1382240990767300,619,5,-0.060546875,-0.017578125,1.01171875,159.60000610351562,69.0,3370.092041015625
1382241064041300,620,0,0.0,-0.009765625,1.01171875,25.500001907348633,-34.650001525878906,566.7639770507812
1382241064041300,620,1,-0.005859375,-0.029296875,1.017578125,-46.5,0.45000001788139343,46.22200012207031
1382241064041300,620,2,-0.03125,-0.07421875,1.0,34.95000076293945,-127.95000457763672,481.5799865722656
1382241064041300,620,3,-0.05859375,-0.095703125,1.017578125,56.70000076293945,55.500003814697266,-863.2139892578125
1382241064041300,620,4,-0.08984375,-0.001953125,1.02734375,-36.45000076293945,-256.20001220703125,1527.7459716796875
1382241064041300,620,5,-0.095703125,0.0078125,1.01171875,157.20001220703125,68.70000457763672,3368.882080078125
1382241134538900,621,0,0.0,-0.009765625,1.00390625,9.450000762939453,-43.650001525878906,554.906005859375
1382241134538900,621,1,-0.00390625,-0.04296875,1.01171875,-42.900001525878906,2.1000001430511475,37.268001556396484
1382241134538900,621,2,-0.03125,-0.1015625,0.994140625,40.5,-127.50000762939453,493.67999267578125
1382241134538900,621,3,-0.07421875,-0.109375,1.013671875,64.6500015258789,57.60000228881836,-862.72998046875
1382241134538900,621,4,-0.091796875,-0.015625,1.017578125,-37.650001525878906,-267.0,1532.343994140625
1382241134538900,621,5,-0.0859375,0.00390625,1.015625,164.10000610351562,72.1500015258789,3365.493896484375
1382241207093500,622,0,0.0,-0.01171875,1.005859375,16.350000381469727,-27.900001525878906,557.8099975585938
1382241207093500,622,1,-0.001953125,-0.04296875,1.015625,-42.900001525878906,0.6000000238418579,47.67399978637695
1382241207093500,622,2,-0.01953125,-0.09375,0.998046875,43.80000305175781,-130.65000915527344,487.38800048828125
1382241207093500,622,3,-0.05078125,-0.1015625,1.009765625,58.80000305175781,56.400001525878906,-862.4879760742188
1382241207093500,622,4,-0.05859375,-0.025390625,1.01953125,-42.150001525878906,-260.70001220703125,1531.134033203125
