frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
32,1637516946950145,6.5386,4.3758,0.4309,-6.7985,-4.5689,2.0453,8.2892,1.1693,2.8086,0.1092,-1.3983,0.4891,0.5119
33,1637516980328579,6.2912,4.6829,0.3773,-6.5417,-4.9657,1.0646,9.1906,0.1591,2.2812,0.4947,-1.3717,-0.0313,0.6697
34,1637517013707013,6.2979,5.2979,-0.1549,-7.6476,-3.6392,0.9726,8.7608,0.9588,2.0018,0.6064,-0.3072,-0.9325,0.5364
35,1637517047085446,6.7671,4.5874,-0.0127,-7.3294,-4.4233,1.9359,8.9166,2.7326,1.7225,0.7181,-0.7874,-0.8456,0.8035
36,1637517080463880,7.3190,4.3550,-0.1788,-7.0225,-5.1655,1.4317,8.3114,2.3413,1.7271,1.4164,-1.4695,-0.1647,0.1125
37,1637517113842314,7.4134,4.5136,-0.0627,-7.3532,-5.2749,0.9321,8.1079,2.4296,2.1155,1.5051,-1.5393,-0.3850,0.2878
38,1637517147220748,7.1470,4.9067,-0.0632,-7.2003,-4.8997,0.4015,8.3875,3.4874,1.0967,1.1945,-1.0186,-0.2272,0.4631
39,1637517180599182,6.8298,5.2094,0.1381,-6.7091,-4.8072,0.0054,8.2899,3.0254,2.0283,1.0252,-1.5765,-0.1930,0.6384
40,1637517213977616,6.8460,5.0754,0.0257,-7.5950,-3.9596,0.0914,8.0604,1.6779,2.0900,1.5197,-1.8991,0.3717,0.9835
41,1637517247356049,6.6917,4.9003,-0.0439,-6.8324,-4.8533,1.1716,8.1493,1.8872,2.0606,1.2031,-1.7619,-0.0154,1.3286
42,1637517280734483,6.4323,4.6635,0.2876,-7.3908,-4.4957,0.7817,8.1835,1.5196,2.0312,0.8865,-0.8053,-0.3534,0.8208
43,1637517314112917,6.6281,4.3502,0.9266,-7.0578,-4.8672,1.0766,6.8220,0.7525,2.3676,1.0346,-0.6302,-0.2391,-0.0294
44,1637517347491351,6.4649,4.2685,0.9529,-6.5536,-5.1370,1.3771,7.2713,1.9617,1.6262,1.0397,-0.2815,-0.2779,-0.4912
45,1637517380869785,6.4641,4.2293,0.8249,-7.1835,-3.8207,1.0099,7.7911,1.0488,2.1745,1.0866,0.0276,-1.5321,-0.3057
46,1637517414248219,6.2652,4.5076,0.4728,-7.1016,-3.6409,0.9065,8.1555,1.6136,2.4337,0.8805,-0.2721,-1.3926,0.4726
47,1637517447626652,6.3070,4.5829,0.3765,-5.9689,-4.6939,0.7516,8.5355,1.9048,2.6930,0.6744,-0.0954,-1.9935,0.4199
48,1637517481005086,6.3742,4.5960,-0.0245,-6.6016,-3.7494,0.8271,8.0477,2.2792,2.9750,0.8915,0.0775,-2.1353,0.3673
49,1637517514383520,6.0989,4.7040,0.3626,-7.1305,-3.0571,0.9591,8.1174,2.5679,3.0279,0.6259,-0.0751,-1.6065,0.1564
50,1637517547761954,6.1368,4.8213,0.1972,-7.0987,-3.2351,0.8850,8.3315,2.9263,3.2559,0.5435,-1.1777,-0.8946,0.1701
51,1637517581140388,6.1341,4.6814,0.4765,-7.2530,-4.0766,0.5702,8.6677,2.0032,2.8903,1.3808,-1.7746,-0.4526,0.1839
52,1637517614518822,6.0077,4.4818,0.5739,-7.7655,-3.2892,0.9341,8.6522,1.2468,3.4365,1.3150,-1.4467,-0.9814,0.8543
53,1637517647897255,5.8832,4.3644,0.8046,-7.6777,-2.6294,1.1969,8.6715,0.5798,2.8369,1.3796,-1.5264,-1.3944,0.9425
54,1637517681275689,5.7798,4.0180,1.4679,-7.7708,-2.4745,1.2587,8.3806,0.1388,2.9369,0.7548,-1.3745,-0.5305,-0.3594
55,1637517714654123,5.9060,3.7025,1.1731,-7.8258,-2.3463,0.8942,8.1989,1.0809,1.2465,0.3620,0.0309,-0.6877,-0.6343
56,1637517748032557,5.9766,3.7841,0.6721,-7.5909,-2.6226,0.6370,8.1675,0.8990,1.4910,1.1570,0.1334,-1.2152,-0.4007
57,1637517781410991,6.1997,4.1265,-0.1672,-7.1401,-2.6358,0.6231,8.3708,1.4613,0.2534,1.7496,-0.9428,-0.7628,-0.0824
58,1637517814789425,5.4544,5.5055,-0.6944,-7.4815,-2.9333,0.5396,8.7825,1.3555,1.9699,0.9624,-1.2820,-0.7021,0.2358
59,1637517848167858,5.9016,5.2188,-0.2264,-7.7777,-3.0652,0.4944,8.6380,1.9537,2.1080,1.0524,-2.1342,0.0040,-1.3391
60,1637517881546292,6.5303,4.7185,0.1625,-7.7346,-3.0529,1.0324,8.6777,1.7272,3.0854,0.9126,-2.0029,-0.2057,-0.3995
61,1637517914924726,6.8488,4.5498,0.3869,-7.4600,-4.1110,2.0466,8.8489,2.5736,3.7112,1.3076,-1.4352,-0.9337,-0.1088
62,1637517948303160,7.0950,4.1831,0.4631,-8.0223,-3.5137,1.6318,9.0269,2.7583,1.9651,2.0964,-1.8643,-0.4907,0.0392
63,1637517981681594,6.7391,4.4046,-0.1641,-8.6007,-2.3584,1.3773,8.3536,2.7875,2.5838,-0.1604,-0.0037,-0.6598,0.1871
64,1637518015060028,6.6317,4.8890,-0.3606,-8.6346,-2.4538,1.3808,8.1934,1.5121,3.2347,-0.3240,-0.1570,-0.7476,0.3350
65,1637518048438461,6.5243,4.8895,-0.3465,-8.2242,-3.3791,1.8826,8.0353,1.1515,3.4903,-0.0515,-0.7026,-0.4317,0.4829
66,1637518081816895,6.2671,4.9784,-0.2365,-8.2953,-3.2283,1.3890,6.4466,1.6259,3.6003,0.5324,-0.8047,0.1435,-0.2599
67,1637518115195329,6.5784,4.8849,-0.2977,-8.2460,-2.8611,1.6306,7.1876,0.8868,2.5272,1.2695,-0.9883,0.3264,-0.4496
68,1637518148573763,6.6843,4.9944,-0.7683,-7.8145,-3.5826,1.0227,6.7275,1.1569,2.5259,0.4534,-0.9715,1.0170,-0.6394
69,1637518181952197,6.6512,4.8499,-0.9042,-7.1143,-4.6151,0.6914,7.1590,1.4239,2.5714,0.4794,-0.9459,0.2691,-0.8291
70,1637518215330631,6.7235,4.4052,-0.7602,-6.3593,-5.4247,0.2906,7.1892,1.4999,1.3259,0.6794,-1.0625,1.3474,-1.0723
71,1637518248709065,6.5091,4.3177,-0.7833,-6.9733,-4.2937,0.2291,7.2509,0.5943,1.7584,0.5441,-1.4255,1.1492,-1.3155
72,1637518282087498,6.3048,4.2539,-0.3188,-7.9298,-3.8325,-0.0754,7.5314,2.4436,1.4285,0.6355,-0.8371,0.2254,-0.8950
73,1637518315465932,6.3815,4.1620,-0.2572,-8.4471,-3.9249,0.0566,7.1943,2.9129,1.7855,0.8988,-0.6666,-0.7411,-1.0431
74,1637518348844366,6.0564,4.4453,-0.2619,-8.5921,-3.4129,0.9246,7.3823,0.6471,2.1426,1.1621,-0.9811,-0.8308,-0.8241
75,1637518382222800,6.0324,4.3434,-0.2703,-8.1322,-3.5945,1.0430,7.5563,-0.1815,2.4415,1.1809,-1.4047,-0.8753,0.2653
76,1637518415601234,6.3083,3.8048,0.0258,-7.0613,-4.7558,1.2689,7.6665,-0.2137,1.2171,1.5467,-1.3057,-0.1578,-1.0139
77,1637518448979668,6.3664,3.6242,0.1356,-6.3023,-5.7292,0.5782,7.4476,0.1563,0.4651,0.9313,-1.4114,-0.4005,-1.1288
78,1637518482358101,6.3348,4.0436,0.2094,-7.4852,-4.5595,0.2600,7.4149,-0.2158,0.3448,0.8350,-1.0637,-0.7210,-1.1914
79,1637518515736535,6.2367,4.5917,-0.0870,-7.2239,-5.2052,0.3634,5.8351,0.9591,0.5726,1.2438,-1.1772,-1.3704,-0.9241
80,1637518549114969,6.1089,4.7210,0.1096,-6.5483,-6.0330,1.2401,6.6273,0.2593,1.2237,1.0920,-1.4457,-1.1096,-1.3346
81,1637518582493403,6.1608,4.6855,-0.0509,-6.0325,-5.8388,1.0452,7.2602,1.1026,1.8747,0.9402,-1.3536,-1.6697,-0.7957
82,1637518615871837,6.1151,4.5953,-0.2533,-5.6993,-5.8527,0.8859,7.6658,0.5999,2.8196,0.5942,-0.3100,-1.7116,-1.4617
83,1637518649250271,5.9129,4.2137,-0.5861,-6.0315,-5.7523,1.6247,8.4040,0.7625,2.5328,0.6489,-0.7238,-1.6419,-0.5800
84,1637518682628704,5.4994,3.7671,-0.3892,-5.6969,-5.4251,2.1110,8.7255,1.9855,2.0581,1.6614,-0.3335,-0.8845,-0.2699
85,1637518716007138,5.4502,3.1675,0.0282,-6.1915,-4.9862,1.2897,9.0021,1.5333,1.9440,1.9331,-0.6927,-1.0339,0.0402
86,1637518749385572,4.9620,3.2768,-0.1164,-6.0899,-4.9812,0.6179,8.6444,0.5692,1.8299,2.2047,-1.0065,-1.4452,-0.1837
87,1637518782764006,4.5837,3.1693,0.1168,-6.2967,-4.5000,0.6537,8.0366,0.6806,1.5264,1.6721,-0.1467,-1.7362,-1.0984
88,1637518816142440,4.3091,3.3190,-0.3149,-5.6504,-4.1690,0.7929,8.3080,0.6241,1.2230,1.1394,0.8906,-2.2787,-1.1447
89,1637518849520874,4.2373,3.2195,-0.5929,-6.7051,-3.3061,0.9222,7.8186,1.0118,1.6140,1.1463,-0.0362,-1.5091,-0.7844
90,1637518882899307,3.9230,3.1974,-0.5806,-6.3691,-3.4803,1.6968,7.3401,0.1186,2.0049,1.1532,-0.9513,-1.2691,-0.4241
91,1637518916277741,3.6564,3.2402,-0.6427,-7.1702,-2.4179,1.5104,7.6513,-0.6015,1.7708,0.9002,-1.0418,-1.0172,-1.0557
92,1637518949656175,3.7459,2.9119,-0.6904,-6.1417,-3.4499,1.9040,7.6201,-0.8821,2.4447,0.8908,-0.3020,-2.4695,-1.5013
93,1637518983034609,3.6116,3.1507,-0.3874,-6.0903,-3.2530,2.1163,8.1365,-0.1194,3.0813,0.3789,-0.3623,-1.8339,-1.1220
94,1637519016413043,3.4395,2.7186,-0.0794,-6.1468,-2.6958,1.7234,8.1939,1.0288,2.6174,0.6706,0.5845,-1.7716,-1.0692
95,1637519049791477,3.2489,2.5214,0.0185,-6.7851,-2.5735,1.0755,7.9324,1.3331,2.1535,0.9623,0.8166,-2.8378,-0.8579
96,1637519083169910,2.8720,2.4535,-0.1894,-6.4382,-2.5425,0.7714,8.1883,2.4330,2.3222,1.0624,-0.0228,-2.8028,-0.7318
97,1637519116548344,2.6497,2.5205,-0.4789,-6.4896,-2.6694,0.3147,8.0558,2.8277,2.4909,1.1624,-0.2744,-2.1598,-0.5990
98,1637519149926778,2.3826,2.9328,-1.1747,-5.8463,-3.1989,0.2787,8.4055,2.4500,2.8920,0.0087,0.4843,-1.4922,-1.6350
99,1637519183305212,2.2048,3.1834,-0.6824,-6.2964,-3.7056,0.7177,8.1867,1.8231,3.3002,-1.2922,1.2062,-1.2998,-2.2796
100,1637519216683646,2.1097,2.9802,-0.0104,-6.6090,-3.8272,1.4106,8.1539,-0.0170,3.1251,-0.4263,0.2219,-1.1618,-2.7661
101,1637519250062080,2.0927,2.9956,-0.2403,-6.5110,-3.1909,1.1511,6.8079,0.4712,2.9500,0.4396,-1.4318,-0.4313,-2.5678
102,1637519283440513,2.1406,2.8752,0.0479,-6.2577,-3.5297,0.4004,7.2731,-0.3039,1.6272,1.9917,-2.0708,-0.4101,-1.8838
103,1637519316818947,2.2347,2.6353,0.0916,-6.5352,-2.9165,1.1296,7.4054,-1.0841,-0.1859,4.8579,-1.6479,-0.4606,-1.1997
104,1637519350197381,2.0948,2.6250,-0.1898,-6.5062,-2.1945,0.8393,7.9413,-0.8292,0.0356,4.0635,-1.7761,-0.2237,-2.0163
105,1637519383575815,2.0366,2.6846,-0.3861,-6.4504,-2.8580,1.5982,8.4559,-0.6681,1.1487,1.6961,-0.6713,-0.3162,-0.9766
106,1637519416954249,2.0454,2.5494,-0.6091,-6.2891,-2.5400,0.7617,7.3229,0.3291,0.0974,0.0858,0.3411,-0.9608,-1.0527
107,1637519450332683,2.0377,2.3502,-0.9075,-5.2981,-3.4180,0.3501,6.0907,0.9203,0.4457,0.3150,0.4426,-0.8570,-1.5021
108,1637519483711116,2.0285,2.1604,-0.9102,-5.6406,-2.9035,0.9582,7.3194,0.0463,0.7939,0.5441,0.2337,-1.2296,-0.9252
109,1637519517089550,1.8754,2.1008,-1.0453,-4.9760,-3.0967,0.6769,8.1099,0.7428,2.2750,0.5767,-0.0990,-0.8802,-2.0066
110,1637519550467984,1.7547,1.9957,-1.3910,-5.0128,-2.3358,0.8124,8.2536,1.0248,2.6078,-0.0206,0.6885,-0.5952,-3.3460
111,1637519583846418,1.7467,2.1462,-1.3671,-4.7582,-2.5300,0.5351,8.4812,1.4467,3.1119,0.1326,-0.3510,-0.9866,-1.9858
112,1637519617224852,1.7724,1.9603,-0.9797,-5.0489,-2.9906,0.0952,7.9425,0.7851,2.8956,1.1079,-0.6492,-1.6944,-1.5249
113,1637519650603286,1.5965,1.7090,-0.7541,-5.3371,-2.4305,-0.1066,7.7786,0.6373,2.4071,0.3445,0.3110,-2.0699,-0.6420
114,1637519683981719,1.1762,2.4886,-1.3467,-4.2435,-3.1360,-0.3846,7.7292,0.2996,3.4852,0.1382,-0.4293,-1.8236,-0.1996
115,1637519717360153,1.0151,2.6688,-2.0885,-3.8060,-3.2820,0.7078,8.1663,-0.0458,3.2985,0.8598,-1.6901,-1.2132,-0.5663
116,1637519750738587,0.4897,2.8463,-1.4817,-4.2301,-3.2905,1.4342,8.9256,-0.9941,2.7943,1.1586,-1.4798,-1.4305,-0.6835
117,1637519784117021,0.5302,2.3343,-2.0460,-4.0814,-2.5953,1.7672,6.7316,-1.3027,2.7920,0.3769,0.4176,-1.7081,-1.0690
118,1637519817495455,0.3266,2.2068,-1.9836,-3.8705,-2.5600,2.0011,7.4034,-1.1607,2.9377,0.5186,0.6911,-3.0094,-0.0506
119,1637519850873889,0.1516,2.0178,-1.6200,-3.9789,-2.7969,2.1897,9.5992,-0.6982,3.0833,0.6604,-0.1596,-1.7029,-0.2902
120,1637519884252322,0.4908,1.5608,-2.3386,-2.7323,-3.1456,2.0354,9.9631,-1.3811,3.1045,0.6384,-1.1035,-1.1462,-0.8250
121,1637519917630756,0.6211,1.2781,-1.5987,-3.7937,-3.1687,1.9082,8.5387,-1.4658,2.2517,-0.1569,-1.0785,-0.2305,-1.1594
122,1637519951009190,0.5313,1.2743,-1.1747,-5.2266,-2.1417,1.6334,8.4794,-1.1600,2.6070,-0.2880,-1.4796,0.7371,-1.6300
123,1637519984387624,0.1144,1.7010,-1.4380,-5.8636,-1.6362,1.7096,8.1679,-0.9245,2.2327,0.0355,-0.5248,-0.5700,-0.8942
124,1637520017766058,-0.2153,1.9923,-1.4463,-6.2188,-1.6511,1.1995,6.8817,-0.8194,2.1645,0.6160,-1.4360,-0.3531,-0.5455
125,1637520051144492,-0.4523,2.2656,-1.5855,-6.4380,-1.6604,0.8046,6.6344,-0.8356,3.3571,0.2304,-1.6408,-0.0716,-0.7422
126,1637520084522925,-0.0274,1.4836,-1.9062,-5.0162,-2.3850,0.0858,5.7393,-0.7609,3.2701,0.3082,-1.6680,-0.3388,-0.6696
127,1637520117901359,0.1526,0.9777,-1.4692,-5.4000,-2.2085,-0.5881,6.5013,-1.3409,3.1832,0.3860,-1.5622,-0.9590,-0.0644
128,1637520151279793,0.0458,1.3229,-1.5164,-5.9609,-2.1924,-0.8997,6.8371,-1.3452,2.4779,1.1740,-1.6539,-1.0101,0.3034
129,1637520184658227,-0.0052,1.4284,-1.4647,-6.3923,-1.7933,-0.5373,5.5356,-1.2787,2.3992,-0.1239,-0.5663,-1.5550,0.7612
130,1637520218036661,0.1394,1.4437,-1.6337,-5.6518,-2.3259,0.0211,5.4518,-0.7575,2.5976,0.1078,-0.9324,-0.8551,0.4077
131,1637520251415095,0.2061,1.5372,-1.7501,-4.9988,-3.0320,0.0518,6.2007,-1.0907,2.4232,0.3082,-0.7123,-0.8477,-0.9647
132,1637520284793529,0.0554,1.5791,-1.7284,-5.7379,-2.3987,-0.1622,6.7234,-1.1899,2.2541,0.7698,-0.7918,-1.2219,-0.5736
133,1637520318171962,0.0457,1.6131,-1.9956,-4.9505,-2.9798,-0.0121,5.7668,-1.0844,1.9462,0.3627,-0.7127,-0.9963,-0.0670
134,1637520351550396,0.2031,1.8290,-2.0287,-5.5727,-2.4299,0.0548,6.4149,-2.6418,2.7830,0.4157,-1.1022,-0.5038,-0.5477
135,1637520384928830,0.2485,1.9966,-2.5021,-5.5282,-1.8852,0.0344,6.1844,-3.3889,1.7195,0.8968,-0.5146,-1.7980,0.3808
136,1637520418307264,0.2789,1.6725,-1.6812,-5.9441,-1.8518,-0.0136,7.2378,-3.3671,2.3323,0.5190,-0.4544,-2.2821,-0.0854
137,1637520451685698,0.3404,1.7877,-1.6316,-6.0489,-1.7329,-0.2554,6.6674,-2.9258,2.6912,0.3992,-0.7260,-1.6930,-0.2514
138,1637520485064132,0.6306,1.2932,-2.1366,-4.9640,-1.9546,-0.3518,6.2497,-3.3964,2.1625,0.1800,-0.2152,-1.8449,0.5395
139,1637520518442565,0.6052,1.2169,-2.2018,-5.0229,-1.7462,-0.5218,7.0373,-3.4705,2.5067,0.1907,-0.1101,-2.1192,1.0135
140,1637520551820999,0.4296,0.9563,-1.8153,-5.2060,-2.0111,0.4019,7.2213,-3.6364,2.4019,0.7057,-0.2887,-1.7531,-0.1741
141,1637520585199433,0.4270,0.9733,-1.3561,-5.0973,-2.1580,1.0603,7.2624,-4.0461,2.9522,0.6808,-0.3009,-1.5237,-0.1551
142,1637520618577867,0.3748,1.0822,-1.5721,-5.1966,-2.3049,1.7186,6.9077,-2.6907,3.4986,-0.0460,-0.0419,-1.0490,0.1457
143,1637520651956301,0.5467,1.1339,-1.7612,-4.9075,-2.1593,2.1397,6.9428,-0.7930,3.0928,-0.1377,0.2811,-1.6033,-0.8326
144,1637520685334735,0.6749,1.1863,-1.1783,-5.4694,-2.0635,1.9314,6.3311,-2.4168,2.6870,-0.2293,0.5943,-0.7261,-2.0219
145,1637520718713168,0.5806,1.6833,-1.2460,-4.7422,-2.8008,1.7057,5.9543,-3.8208,2.3829,0.4077,-0.1680,-1.8564,-0.2349
146,1637520752091602,0.7722,1.7223,-1.2344,-4.5134,-3.2952,1.6950,6.6660,-5.1393,2.5516,0.4650,-0.1578,-1.2132,-0.8407
147,1637520785470036,0.8461,1.6418,-1.1199,-4.7073,-3.0948,1.4022,5.9325,-4.2343,3.2741,0.2219,-0.1554,-1.7330,-0.3474
148,1637520818848470,0.9518,1.7498,-0.9943,-5.2459,-2.6708,1.5102,5.4842,-3.5835,3.0999,0.9487,-0.4838,-2.1471,-0.3891
149,1637520852226904,1.2662,1.9008,-0.8524,-4.9965,-3.7996,1.4673,5.9556,-2.2188,2.9417,0.7784,-0.1218,-1.5751,-0.4113
150,1637520885605338,1.6192,2.4254,-1.1584,-6.1784,-3.4126,1.5912,6.3775,-3.2681,2.7835,0.6082,-0.1592,-1.2215,-0.1015
151,1637520918983771,1.8314,2.5173,-1.1225,-6.8112,-2.8577,1.6993,6.4378,-3.7116,3.1307,0.2199,-0.1076,-0.8639,0.0818
152,1637520952362205,2.1505,2.1935,-1.0430,-6.1547,-3.9975,1.7556,6.5076,-3.1471,3.0814,0.3661,-0.4288,-1.3262,0.1850
153,1637520985740639,2.2684,2.3383,-0.9054,-6.0998,-4.6633,1.6144,5.8733,-1.5372,2.9093,0.2576,-0.1448,-2.2517,0.2288
154,1637521019119073,2.1800,2.3901,-0.9601,-6.5608,-3.5853,0.2195,4.8205,-0.6705,2.4807,-0.3911,1.6190,-2.7557,-0.0473
155,1637521052497507,1.9784,2.2433,-0.7749,-6.9228,-2.5295,0.1083,4.4530,-0.9831,2.4242,-0.1427,1.0063,-3.0065,0.0523
156,1637521085875941,2.1899,2.0099,-0.7405,-6.8487,-2.5178,-0.6828,4.8715,-1.8238,1.5136,0.8293,0.2837,-1.2299,-0.9815
157,1637521119254374,2.3848,2.1465,-1.1954,-6.6468,-2.4847,-0.2533,5.5033,-3.0181,2.1037,0.3051,0.8024,-2.8086,-0.0957
158,1637521152632808,2.4095,1.9374,-0.8667,-7.2137,-2.2126,-0.4987,5.3208,-2.5791,0.2130,0.4931,0.7270,-1.6565,-0.2431
159,1637521186011242,2.3213,2.2684,-1.2939,-6.0432,-3.3648,-0.9624,5.3192,-2.1814,-0.0446,0.1626,-0.6555,-0.5051,-0.3611
160,1637521219389676,2.3329,2.1296,-0.9147,-5.5948,-4.1083,-1.0379,6.7434,-2.5708,1.1875,-0.7034,-0.1785,-0.5142,-0.4791
161,1637521252768110,2.4280,2.0127,-0.8206,-5.6423,-4.2380,-0.8684,6.1442,-2.2468,1.6372,-1.2279,0.8616,-0.7444,-0.2805
162,1637521286146544,2.0973,1.9300,-0.5640,-6.0336,-3.3133,-1.0302,7.7344,-3.3454,2.0991,-0.5411,-0.1207,-0.3816,-0.6990
163,1637521319524977,1.9348,1.9525,-1.1155,-5.7177,-2.8045,-1.0689,8.0316,-4.1279,2.3507,-0.4398,0.1581,-0.6701,-0.9214
164,1637521352903411,2.0185,2.2299,-1.5053,-5.5827,-2.3449,-1.1292,6.7725,-3.9480,2.6023,-0.3385,-0.3468,-1.2732,-0.4047
165,1637521386281845,0.6278,2.5220,-1.9212,-5.0106,-3.3663,-0.9452,6.7716,-3.3018,2.6695,-0.2048,-0.5386,-1.6090,-0.4307
166,1637521419660279,0.8282,2.7919,-1.3497,-5.4371,-2.5679,-0.1355,5.7256,-3.1133,2.7367,-0.0712,-0.2232,-1.6601,-0.2063
167,1637521453038713,1.0285,2.8340,-1.1574,-5.6552,-2.2309,0.2453,6.2793,-3.3405,2.3012,1.1056,-1.4828,-0.6022,-0.5781
168,1637521486417147,1.4260,2.8305,-1.6585,-5.9031,-2.2681,-0.1438,5.9666,-3.5419,1.4544,1.3279,-1.6651,-0.0419,-0.4512
169,1637521519795580,1.5719,2.6578,-1.8411,-5.7193,-2.4695,0.3981,5.4821,-2.9430,2.2578,1.1548,-1.3055,-0.6977,-0.5869
170,1637521553174014,1.8834,2.3698,-2.6278,-4.4826,-3.3538,0.6002,4.6130,-2.9525,1.5835,0.2794,-0.5783,-0.6132,-0.9877
171,1637521586552448,2.1871,2.1034,-1.4970,-5.1316,-2.9623,-0.0612,6.2783,-3.1980,2.0961,0.1894,-0.6746,-1.0948,-0.3486
172,1637521619930882,2.2420,2.0109,-0.9429,-5.1753,-3.9309,-0.0418,5.3558,-3.4664,0.8464,0.6714,-0.9890,-1.6060,0.1542
