frame_idx,t_frame_ns
0,599784917531100
1,599784956088600
2,599784997430900
3,599785041306400
4,599785093063200
5,599785138922600
6,599785184825900
7,599785232974000
8,599785281347800
9,599785320358400
10,599785361360800
11,599785408057300
12,599785455012300
13,599785499092700
14,599785547215000
15,599785595602500
16,599785641282500
17,599785688486700
18,599785733504000
19,599785781344000
20,599785831245000
21,599785863449000
22,599785907965100
23,599785953123100
24,599786002376300
25,599786048593300
26,599786097069300
27,599786141164700
28,599786180104400
29,599786221082700
30,599786259861500
31,599786298501700
32,599786342561300
33,599786377362000
34,599786422243700
35,599786468787900
36,599786515183000
37,599786547056400
38,599786592015500
39,599786640871300
40,599786688601400
41,599786737863600
42,599786782512300
43,599786832917400
44,599786872645100
45,599786922433900
46,599786968638800
47,599787015284200
48,599787055620400
49,599787087164100
50,599787138611000
51,599787187103300
52,599787232230900
53,599787278182000
54,599787320305100
55,599787370986200
56,599787418565200
57,599787465224900
58,599787512249300
59,599787558855500
60,599787619766400
61,599787668724800
62,599787716898400
63,599787765130400
64,599787811157000
65,599787858918700
66,599787890947600
67,599787936452200
68,599787986206100
69,599788036226500
70,599788077556300
71,599788123041800
72,599788156256800
73,599788189822500
74,599788235106200
75,599788280823700
76,599788326341000
77,599788369774900
78,599788404039000
79,599788450785400
80,599788498619900
81,599788545104400
82,599788590225600
83,599788637170200
84,599788682163600
85,599788714993700
86,599788761018100
87,599788808263500
88,599788855693100
89,599788889496300
90,599788935165900
91,599788984587900
92,599789030892300
93,599789072598000
94,599789112784500
95,599789158263100
96,599789205849700
97,599789236234400
98,599789283046000
99,599789331038600
100,599789379445800
101,599789426428200
102,599789471345700
103,599789521198600
104,599789557129000
105,599789597284900
106,599789630895800
107,599789674856100
108,599789721575400
109,599789754172000
110,599789799495200
111,599789846520500
112,599789894834100
113,599789942073700
114,599789990232200
115,599790037956900
116,599790085389200
117,599790131097900
118,599790179331600
119,599790226444600
120,599790271120800
121,599790307009300
122,599790350418600
123,599790395943700
124,599790445168700
125,599790491272100
126,599790537268000
127,599790586188900
128,599790631227900
129,599790678492800
130,599790726364800
131,599790770072500
132,599790818636300
133,599790850605400
134,599790888216300
135,599790929400300
136,599790976524300
137,599791020964300
138,599791060198700
139,599791095109400
140,599791133070200
141,599791181214700
142,599791219157100
143,599791258044300
144,599791305017200
145,599791336922000
146,599791383147100
147,599791430946500
148,599791477479800
149,599791522246900
150,599791570979000
151,599791600517500
152,599791650554400
153,599791695995900
154,599791732862700
155,599791775091100
156,599791822158400
157,599791855286700
158,599791902061300
159,599791937168800
160,599791978413400
161,599792024224600
162,599792070504000
163,599792116971500
164,599792162220400
165,599792196860900
166,599792241593100
167,599792276179500
168,599792321254300
169,599792365437900
170,599792400857500
171,599792446553100
172,599792493293600
173,599792529586700
174,599792572560700
175,599792620888400
176,599792666962300
177,599792701231400
178,599792736950300
179,599792777194900
180,599792825019000
181,599792871396300
182,599792916013900
183,599792964162700
184,599793010088300
185,599793044843700
186,599793088187700
187,599793135502400
188,599793184993700
189,599793228291100
190,599793276575000
191,599793321931500
192,599793371053000
193,599793403473400
194,599793448482100
195,599793495342800
196,599793542200800
197,599793586338800
198,599793621085900
199,599793665896700
200,599793701123200
201,599793738836900
202,599793781046900
203,599793838503200
204,599793870083400
205,599793916372800
206,599793962312200
207,599794037706200
208,599794086022500
209,599794135401400
210,599794165213200
211,599794198550900
212,599794242091400
213,599794290158100
214,599794338534100
215,599794385234400
216,599794434992700
217,599794469210500
218,599794512361600
219,599794558355400
220,599794606087100
221,599794650937100
222,599794698765300
223,599794743781600
224,599794791144400
225,599794838635300
226,599794886351000
227,599794922543400
228,599794962396900
229,599794996069900
230,599795042648100
231,599795088157600
232,599795136387300
233,599795183188000
234,599795227180900
235,599795276344900
236,599795324922200
237,599795369508200
238,599795416113900
239,599795462928200
240,599795509517200
241,599795543302200
242,599795586209900
243,599795621959300
244,599795665217300
245,599795711297400
246,599795761045300
247,599795807024700
248,599795856096700
249,599795902008200
250,599795948725700
251,599795995907600
252,599796042937500
253,599796076284700
254,599796121419700
