t_pc_ns,frame_id,sensor_id,accX,accY,accZ,magX,magY,magZ
1626763872581200,65617,0,0.0,-0.005859375,1.0078125,34.5,-55.650001525878906,595.8040161132812
1626763872581200,65617,1,-0.056640625,-0.220703125,0.99609375,-10.800000190734863,-7.050000190734863,49.85200119018555
1626763872581200,65617,2,-0.08984375,0.1328125,1.0,-193.95001220703125,-141.60000610351562,532.8839721679688
1626763872581200,65617,3,-0.13671875,0.880859375,0.423828125,404.5500183105469,84.0,-837.3200073242188
1626763872581200,65617,4,-0.142578125,0.990234375,-0.09765625,-365.5500183105469,-292.95001220703125,1584.615966796875
1626763872581200,65617,5,-0.1171875,0.93359375,-0.2265625,146.85000610351562,99.30000305175781,3498.593994140625
1626763944572700,65618,0,0.001953125,-0.00390625,1.001953125,34.05000305175781,-48.45000076293945,589.7539672851562
1626763944572700,65618,1,-0.060546875,-0.197265625,0.994140625,-16.80000114440918,-2.5500001907348633,43.560001373291016
1626763944572700,65618,2,-0.091796875,0.1484375,0.984375,-187.20001220703125,-144.75,542.322021484375
1626763944572700,65618,3,-0.130859375,0.89453125,0.40625,403.0500183105469,87.60000610351562,-837.0780029296875
1626763944572700,65618,4,-0.13671875,0.998046875,-0.123046875,-366.0,-295.8000183105469,1583.8900146484375
1626763944572700,65618,5,-0.11328125,0.923828125,-0.255859375,149.85000610351562,92.25,3503.91796875
1626764016827400,65619,0,0.0,-0.0078125,1.0078125,36.900001525878906,-45.60000228881836,584.18798828125
1626764016827400,65619,1,-0.048828125,-0.203125,1.0,-12.90000057220459,-5.25,43.801998138427734
1626764016827400,65619,2,-0.07421875,0.158203125,0.986328125,-197.70001220703125,-148.35000610351562,543.0479736328125
1626764016827400,65619,3,-0.10546875,0.873046875,0.408203125,408.45001220703125,88.05000305175781,-839.9819946289062
1626764016827400,65619,4,-0.109375,0.982421875,-0.109375,-359.5500183105469,-290.8500061035156,1579.050048828125
1626764016827400,65619,5,-0.095703125,0.921875,-0.248046875,140.25,91.35000610351562,3493.99609375
1626764088971300,65620,0,0.0,-0.005859375,1.009765625,39.900001525878906,-46.20000076293945,586.1240234375
1626764088971300,65620,1,-0.046875,-0.20703125,1.0,-12.90000057220459,-3.3000001907348633,52.99800109863281
1626764088971300,65620,2,-0.06640625,0.16015625,0.990234375,-187.5,-143.10000610351562,533.8519897460938
1626764088971300,65620,3,-0.10546875,0.896484375,0.396484375,406.6500244140625,85.5,-839.4979858398438
1626764088971300,65620,4,-0.11328125,0.9921875,-0.1328125,-358.6500244140625,-293.4000244140625,1585.583984375
1626764088971300,65620,5,-0.09375,0.931640625,-0.255859375,152.25,97.6500015258789,3496.89990234375
1626764160618100,65621,0,0.0,-0.0078125,1.009765625,34.35000228881836,-43.650001525878906,580.7999877929688
1626764160618100,65621,1,-0.052734375,-0.197265625,0.99609375,-14.100000381469727,-4.950000286102295,42.10799789428711
1626764160618100,65621,2,-0.08984375,0.154296875,0.984375,-194.10000610351562,-134.85000610351562,542.0800170898438
1626764160618100,65621,3,-0.134765625,0.87890625,0.408203125,405.0000305175781,84.1500015258789,-843.6119995117188
1626764160618100,65621,4,-0.140625,0.994140625,-0.125,-363.45001220703125,-294.1500244140625,1584.1319580078125
1626764160618100,65621,5,-0.13671875,0.94140625,-0.267578125,145.95001220703125,96.75000762939453,3505.1279296875
1626764231475200,65622,0,0.001953125,-0.00390625,1.00390625,33.900001525878906,-49.650001525878906,583.7039794921875
1626764231475200,65622,1,-0.056640625,-0.19921875,1.0,-21.450000762939453,-4.800000190734863,52.99800109863281
1626764231475200,65622,2,-0.087890625,0.150390625,0.9921875,-195.75001525878906,-145.35000610351562,537.239990234375
1626764231475200,65622,3,-0.12109375,0.8828125,0.41015625,405.7500305175781,92.70000457763672,-836.3519897460938
1626764231475200,65622,4,-0.125,0.990234375,-0.11328125,-358.5,-289.8000183105469,1573.241943359375
1626764231475200,65622,5,-0.109375,0.93359375,-0.244140625,145.20001220703125,96.75000762939453,3499.56201171875
1626764303894100,65623,0,0.0,-0.005859375,1.0078125,37.05000305175781,-50.250003814697266,586.365966796875
1626764303894100,65623,1,-0.052734375,-0.2109375,0.998046875,-10.65000057220459,-2.8500001430511475,61.46799850463867
1626764303894100,65623,2,-0.083984375,0.1484375,0.98828125,-189.3000030517578,-140.5500030517578,532.4000244140625
1626764303894100,65623,3,-0.12890625,0.87890625,0.416015625,405.3000183105469,89.70000457763672,-841.676025390625
1626764303894100,65623,4,-0.134765625,0.984375,-0.10546875,-354.6000061035156,-298.6500244140625,1575.4200439453125
1626764303894100,65623,5,-0.123046875,0.91796875,-0.244140625,149.25,99.75000762939453,3502.949951171875
1626764375666800,65624,0,0.0,-0.0078125,1.0078125,31.500001907348633,-45.900001525878906,586.8499755859375
1626764375666800,65624,1,-0.052734375,-0.203125,0.994140625,-7.200000286102295,-4.5,56.62799835205078
1626764375666800,65624,2,-0.083984375,0.158203125,0.98828125,-193.95001220703125,-146.85000610351562,549.0980224609375
1626764375666800,65624,3,-0.1171875,0.888671875,0.408203125,412.8000183105469,85.6500015258789,-844.5800170898438
1626764375666800,65624,4,-0.1171875,0.9921875,-0.12109375,-362.4000244140625,-290.70001220703125,1578.08203125
1626764375666800,65624,5,-0.107421875,0.927734375,-0.248046875,148.65000915527344,99.60000610351562,3505.1279296875
1626764448911500,65625,0,0.0078125,-0.0078125,1.005859375,28.500001907348633,-40.95000076293945,582.7360229492188
1626764448911500,65625,1,-0.0546875,-0.19140625,0.994140625,-13.800000190734863,-5.25,50.33599853515625
1626764448911500,65625,2,-0.0859375,0.1640625,0.984375,-190.5,-136.95001220703125,537.9660034179688
1626764448911500,65625,3,-0.12890625,0.8828125,0.396484375,407.8500061035156,90.75,-843.1279907226562
1626764448911500,65625,4,-0.140625,0.98828125,-0.125,-360.45001220703125,-295.20001220703125,1587.761962890625
1626764448911500,65625,5,-0.126953125,0.935546875,-0.2578125,143.25,94.6500015258789,3503.676025390625
1626764520241000,65626,0,0.001953125,-0.00390625,1.009765625,31.80000114440918,-49.95000076293945,590.2379760742188
1626764520241000,65626,1,-0.05078125,-0.20703125,1.0,-10.050000190734863,-2.25,55.417999267578125
1626764520241000,65626,2,-0.078125,0.1640625,0.990234375,-193.0500030517578,-144.75,541.35400390625
1626764520241000,65626,3,-0.115234375,0.888671875,0.404296875,402.45001220703125,90.75,-842.4019775390625
1626764520241000,65626,4,-0.115234375,0.990234375,-0.126953125,-364.0500183105469,-297.0,1582.43798828125
1626764520241000,65626,5,-0.09765625,0.935546875,-0.26171875,144.15000915527344,102.45000457763672,3517.9541015625
1626764591624100,65627,0,0.001953125,-0.009765625,1.00390625,30.30000114440918,-46.80000305175781,587.333984375
1626764591624100,65627,1,-0.0546875,-0.197265625,0.99609375,-14.40000057220459,-6.450000286102295,46.947998046875
1626764591624100,65627,2,-0.087890625,0.162109375,0.990234375,-188.70001220703125,-141.0,530.4639892578125
1626764591624100,65627,3,-0.123046875,0.884765625,0.404296875,409.8000183105469,88.80000305175781,-845.0640258789062
1626764591624100,65627,4,-0.1328125,0.990234375,-0.123046875,-358.8000183105469,-293.1000061035156,1578.08203125
1626764591624100,65627,5,-0.126953125,0.93359375,-0.26171875,150.90000915527344,91.6500015258789,3499.56201171875
1626764664294000,65628,0,0.001953125,-0.00390625,1.01171875,31.80000114440918,-51.45000076293945,583.4619750976562
1626764664294000,65628,1,-0.056640625,-0.203125,1.001953125,-15.15000057220459,-6.900000095367432,49.125999450683594
1626764664294000,65628,2,-0.091796875,0.15625,0.98828125,-185.40000915527344,-138.75,542.0800170898438
1626764664294000,65628,3,-0.130859375,0.875,0.412109375,397.20001220703125,90.45000457763672,-838.2880249023438
1626764664294000,65628,4,-0.119140625,0.978515625,-0.1171875,-361.0500183105469,-292.8000183105469,1582.9219970703125
