t_pc_ns,sync_id,state,description
89715324834300,100,MARKER_UPDATE,ArUco ID 100
89716332122800,101,MARKER_UPDATE,ArUco ID 101
89717338022100,102,MARKER_UPDATE,ArUco ID 102
89718346863500,103,MARKER_UPDATE,ArUco ID 103
89719835396600,104,MARKER_UPDATE,ArUco ID 104
89720838395500,105,MARKER_UPDATE,ArUco ID 105
89721846826400,106,MARKER_UPDATE,ArUco ID 106
89723488057800,107,MARKER_UPDATE,ArUco ID 107
89724491168800,108,MARKER_UPDATE,ArUco ID 108
89725504627500,109,MARKER_UPDATE,ArUco ID 109
89726512854300,110,MARKER_UPDATE,ArUco ID 110
89727815437500,111,MARKER_UPDATE,ArUco ID 111
89728821575700,112,MARKER_UPDATE,ArUco ID 112
89729822311600,113,MARKER_UPDATE,ArUco ID 113
89730838500300,114,MARKER_UPDATE,ArUco ID 114
89731838597000,115,MARKER_UPDATE,ArUco ID 115
89732845551500,116,MARKER_UPDATE,ArUco ID 116
89733846010600,117,MARKER_UPDATE,ArUco ID 117
89734856235200,118,MARKER_UPDATE,ArUco ID 118
