frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,773220300209783,0.6138,-0.1094,0.9953,1.9860,2.1622,-0.7689,1.4237,nan,nan,-0.2916,0.4817,-0.9421,0.2903
1,773220333908222,-0.2113,-0.1712,1.3850,1.7458,2.2367,0.0215,0.3153,-2.3168,-0.0213,0.0201,0.6784,-1.3449,-0.7709
2,773220367606661,0.1962,-0.1322,1.2962,1.6267,2.1589,0.8882,-0.4852,-2.1956,0.0638,-0.0285,-0.1324,-0.6206,-0.0657
3,773220401305099,0.3442,-0.7127,1.6713,1.3935,2.0113,1.2884,-0.9455,-2.0556,0.1833,-0.2330,-0.3178,-0.0263,0.5891
4,773220435003538,0.3114,-0.6938,1.7072,1.2851,2.0741,0.6506,-0.1535,-2.0893,0.0865,-0.1026,0.0510,0.0095,1.2440
5,773220468701976,0.3441,-0.5516,1.7026,1.2568,2.0861,0.2992,0.4337,-1.9031,-0.1999,0.0140,0.5202,-0.1131,1.8988
6,773220502400415,0.3555,-0.2227,1.5642,1.3998,1.9745,0.7943,-0.1637,-1.7083,-0.3746,-0.0086,-0.0939,0.1963,2.4968
7,773220536098854,0.1139,0.3137,1.2745,1.4938,1.9941,1.1733,-0.7523,-1.7368,-0.2052,-0.2224,0.6601,-0.2674,0.7076
8,773220569797292,-0.6209,0.3204,1.3713,1.3940,2.1396,1.2783,-0.8280,-1.7238,-0.0522,-0.4052,-0.0181,-0.0716,-0.1694
9,773220603495731,-0.8168,0.6252,1.4183,1.3173,1.9610,1.4055,-1.1916,-1.4632,0.0492,-0.0619,-0.0082,-0.2506,-0.3684
10,773220637194169,-0.6981,0.4433,1.6592,1.1995,1.8797,0.8033,-0.1672,-1.6597,0.2475,18.8467,-17.9373,-1.0497,-0.5674
11,773220670892608,-0.2332,0.3059,1.5389,1.2111,1.8307,0.2716,0.2212,-1.5399,0.3202,37.7552,-35.8665,-1.2010,0.2807
12,773220704591047,0.1598,0.2115,1.5663,1.0556,1.9964,0.6137,-0.1699,-1.5691,0.2784,15.1519,-12.2831,-0.4923,-0.9518
13,773220738289485,0.6779,-0.3558,1.6852,1.0212,1.9692,0.9798,-0.6019,-1.5512,0.3008,5.5532,-4.6823,-0.3229,-1.5965
14,773220771987924,0.6066,0.0029,1.7532,0.9772,1.7140,1.0413,-0.3772,-1.5777,0.1592,1.6413,-1.5006,-0.5624,-1.9658
15,773220805686362,0.8167,0.2902,1.2099,1.0623,1.8270,0.8561,-0.5476,-1.4153,0.0284,0.5358,-0.6294,-0.5696,-2.3351
16,773220839384801,0.4584,0.4831,1.3435,1.1317,1.7738,0.8701,-0.7302,-1.4259,-0.0735,19.1115,-18.7513,-0.6327,-2.7044
17,773220873083240,0.4581,0.5806,1.2499,1.1178,1.9194,0.9726,-0.9799,-1.5731,0.1904,37.6872,-36.8733,-0.5795,-2.1773
18,773220906781678,0.1073,0.4654,1.4195,1.1511,1.8934,1.0911,-1.0103,-1.6963,0.0537,15.0178,-12.0729,-0.6619,-1.8307
19,773220940480117,-0.1550,0.4872,1.5343,1.2766,2.0687,0.0956,-0.1506,-1.6591,0.0412,5.3091,-4.0851,-0.9350,-1.8120
20,773220974178555,-0.4568,0.5926,1.5106,1.2334,2.3212,0.6373,-0.4002,-1.7534,-0.1047,1.7655,-1.1093,-0.5873,-1.7447
21,773221007876994,-0.4142,0.7136,1.5327,1.0321,2.5497,-0.1551,0.0794,-1.5638,-0.0679,0.5965,0.3511,-0.6539,-1.6774
22,773221041575432,-0.7933,0.6566,1.3649,1.1499,2.6168,0.6575,-0.5054,-1.2507,-0.0341,0.1578,0.2451,0.0758,-1.3551
23,773221075273871,-0.8587,0.3650,1.5551,1.2312,2.4682,1.0612,-0.7931,-1.3193,0.0624,0.0265,-0.0131,0.6564,-1.3380
24,773221108972310,-0.1534,0.1501,1.7519,1.2680,2.4626,1.1377,-0.8525,-1.3610,0.1717,-0.2817,-0.0668,0.3690,-1.3209
25,773221142670748,0.4221,0.1573,1.7945,0.9573,2.5925,1.0521,-0.8829,-1.2407,0.1711,-0.3257,0.2237,0.5613,-2.0842
26,773221176369187,0.5820,0.2887,1.6500,1.1752,2.3705,1.1392,-0.6271,-1.7120,0.2580,-0.4672,0.2898,0.4236,-3.0835
27,773221210067625,0.4126,0.3681,1.3603,1.2706,2.1555,1.2290,-0.6699,-1.6509,0.3661,-0.3998,-0.3530,0.5576,-2.8565
28,773221243766064,0.4548,0.5028,1.0233,1.3321,1.9597,1.1868,-0.6125,-1.5686,0.1382,18.8291,-17.3907,0.5223,-2.6295
29,773221277464503,0.6631,0.2010,1.2134,1.1269,1.9611,1.1579,-0.5482,-1.4974,-0.1216,38.0580,-34.4285,0.2018,-1.3017
30,773221311162941,0.5258,0.5891,0.7856,1.5572,1.4732,2.0791,-0.9919,-1.4190,0.0289,15.4514,-11.3042,0.3741,-2.4277
31,773221344861380,-0.4871,0.7144,1.0038,1.3772,1.5730,1.7938,-0.6570,-1.7367,0.1330,5.9894,-3.2783,0.7878,-2.2659
32,773221378559818,-0.3138,0.1885,1.3257,1.3194,1.8155,1.4227,-0.4761,-1.7315,0.1547,2.1685,-0.5202,-0.0074,-1.8643
33,773221412258257,-0.5661,0.3825,1.2954,1.3801,1.9588,1.3562,-0.4625,-1.7557,-0.1221,1.0382,0.4401,0.5787,-1.5538
34,773221445956696,-0.8908,0.5730,1.1422,1.5015,2.1787,1.1939,-0.3622,-1.7725,-0.1091,0.5863,0.8335,0.6823,-1.2433
35,773221479655134,-0.5963,0.9483,0.9236,1.6148,1.9935,1.2089,-0.2239,-1.9242,-0.0846,0.3981,0.8834,0.0859,-0.9327
36,773221513353573,0.1096,0.8732,1.2035,1.5797,1.9273,1.0873,-0.1741,-1.8859,-0.0887,0.1488,0.8970,0.1895,-0.9677
37,773221547052011,0.4206,0.4509,1.3883,1.5869,1.9339,1.1161,-0.2584,-1.9989,0.1062,-0.0733,0.5931,0.5901,-2.4473
38,773221580750450,0.7563,0.3330,1.3560,1.5530,1.8933,0.9963,-0.4547,-1.8359,0.1374,-0.2186,-0.4286,1.1352,-2.5659
39,773221614448889,1.1316,-0.1920,1.6039,1.3196,1.8208,0.9988,-0.7996,-1.7684,0.1625,-0.2086,-0.1479,1.1355,-2.2431
40,773221648147327,0.7770,-0.0221,1.6006,1.1172,1.5971,-0.2922,-0.2434,-1.8990,0.1049,-0.3170,0.2969,1.0800,-3.1106
41,773221681845766,0.5834,0.0793,1.6727,0.6581,1.7762,-1.1666,0.1101,-1.8240,0.0386,-0.2650,0.3206,0.1877,-2.1594
42,773221715544204,0.5217,0.4455,1.5781,0.5343,1.8475,-0.4372,-0.3879,-1.9733,-0.0278,-0.2130,-0.0086,-0.2383,-1.7729
43,773221749242643,-0.1749,0.5657,1.4789,0.8432,1.6912,-1.1691,0.0031,-2.0991,0.0161,-0.2935,0.2932,-0.1030,-1.3864
44,773221782941082,-0.2316,0.8548,1.1484,1.0321,1.6301,-0.3185,-0.3222,-2.1237,-0.0010,-0.4083,0.5196,0.1935,-1.3474
45,773221816639520,0.4189,0.7344,1.3515,1.1428,1.4338,0.3348,-0.5230,-2.1243,0.0655,-0.3519,-0.0312,-0.0767,-2.0298
46,773221850337959,0.5455,0.5170,1.4070,1.2620,1.6278,-0.6427,0.3181,-1.9369,-0.1869,-0.1794,0.5010,-0.4422,-2.3215
47,773221884036397,1.1154,0.0673,1.8085,1.1621,1.5937,0.2225,0.0775,-1.8066,-0.1817,-0.1634,1.0209,-0.7639,-2.6132
48,773221917734836,-0.0730,0.2368,1.7804,1.2446,1.8770,1.0419,-0.2196,-1.6647,-0.0191,-0.0570,0.9913,-0.5591,-2.8072
49,773221951433275,-0.8717,0.4915,1.5934,1.4128,1.9971,1.6936,-0.3003,-1.7918,0.0534,0.2473,0.6193,0.3912,-2.5315
50,773221985131713,-0.5104,0.2171,1.6486,1.4028,2.1061,1.7776,-0.4824,-1.4534,-0.0216,0.2277,0.7609,0.3423,-2.2558
51,773222018830152,-0.8786,-0.1971,1.6735,1.3744,2.2983,-0.2312,0.3966,-1.6952,0.3057,0.1628,0.6723,0.1471,-2.1173
52,773222052528590,-0.2519,0.2029,1.6004,1.4807,2.2272,-1.7585,1.2502,-2.0554,0.4458,-0.0830,0.9995,-0.2070,-1.3968
53,773222086227029,0.0797,-0.0367,1.4711,1.3894,2.1323,-1.0427,0.4617,-1.8974,0.3431,-0.3386,0.8758,-0.1212,-2.1049
54,773222119925467,-0.2043,0.1403,1.4710,1.1000,2.1507,-0.0645,-0.2773,-2.0066,0.1282,-0.1361,0.6823,0.6469,-2.9277
55,773222153623906,0.0058,-0.3444,1.6437,1.1296,2.0674,0.1378,-0.7264,-1.7234,-0.1361,-0.1258,0.6509,0.4977,-2.7933
56,773222187322345,0.4604,-0.5009,1.5420,1.3200,1.9373,0.1028,-0.9415,-1.6561,-0.1798,-0.0028,0.3065,0.6503,-2.4627
57,773222221020783,0.8317,-0.6302,1.3325,1.5170,1.9277,0.2119,-0.8749,-1.8188,-0.1497,-0.0216,-0.1589,0.6262,-3.0961
58,773222254719222,0.3296,0.1347,1.1175,1.4500,1.9309,-0.0140,-0.7084,-1.8370,-0.0959,-0.2412,0.3853,0.2565,-2.9924
59,773222288417660,0.0650,0.5211,1.0226,1.3565,1.9515,0.3642,-0.7074,-1.9113,0.1378,-0.3188,0.6854,-0.1765,-2.3867
60,773222322116099,-0.3983,0.4925,1.3368,1.1830,1.9804,0.5707,-0.6760,-1.6949,-0.0515,-0.1105,0.4968,0.4575,-2.7093
61,773222355814538,-0.5677,0.5422,1.1870,1.2551,1.8514,0.0353,-0.2225,-1.5439,-0.1031,-0.1006,0.0501,0.9394,-2.0800
62,773222389512976,-0.7104,0.6559,1.3803,1.0324,1.7471,0.4871,-0.4868,-1.6559,-0.1589,-0.0726,0.2430,0.4650,-2.3237
63,773222423211415,-0.5743,0.5443,1.3976,1.1293,1.7129,0.5416,-0.5850,-1.6009,-0.1706,-0.1381,0.3963,-0.1878,-1.4015
64,773222456909853,-0.3406,0.7003,1.3944,1.0486,1.7367,0.0363,0.2850,-1.8506,0.0620,-0.4865,0.6839,-0.6773,-1.6412
65,773222490608292,0.3370,0.4160,1.4303,1.1113,1.7253,-0.3575,0.5685,-1.7936,0.0326,-0.3460,0.3344,0.0529,-1.4487
66,773222524306731,0.6255,0.1001,1.5698,1.3643,1.9597,-0.5874,0.4691,-1.7027,0.0981,-0.3852,0.3118,0.4146,-1.2889
67,773222558005169,0.1197,0.3721,1.8959,1.4760,2.2467,-0.8252,0.2562,-1.7122,0.0946,-0.2492,0.6902,-0.1971,-1.6265
68,773222591703608,-0.5558,0.7039,1.9290,1.1911,2.4942,-0.0926,-0.2447,-1.5569,-0.0811,-0.0221,1.0415,-0.1134,-1.9640
69,773222625402046,-0.4145,0.4408,1.8223,1.2786,2.6571,0.0829,-0.3736,-1.4552,-0.0873,0.0212,0.3886,-0.0045,-1.8680
70,773222659100485,-0.1740,0.3100,1.8045,1.3461,2.9358,0.2674,-0.2734,-1.6095,0.0673,0.1431,-0.1558,-0.0764,-1.3798
71,773222692798924,-0.3538,0.1622,1.8634,1.5662,2.9130,0.8567,-0.0903,-1.7485,-0.0029,0.0790,0.0507,0.2906,-1.1605
72,773222726497362,-0.3362,0.2039,1.5613,1.8300,2.7414,1.3068,0.1120,-1.7047,0.2572,-0.3207,-0.1546,-0.1626,-1.6344
73,773222760195801,-0.3865,0.2573,1.4202,1.6196,3.0998,1.5031,-0.0649,-1.4273,0.1755,-0.1416,-0.0954,-0.1232,-1.6499
74,773222793894239,-0.9001,-0.0813,1.5310,1.8590,2.9899,1.6538,0.1534,-1.5652,0.1132,0.0334,-0.3918,-0.2356,-1.6653
75,773222827592678,-1.1353,-0.5742,2.0062,1.7522,3.1451,1.8849,0.0650,-1.6406,0.1300,-0.0654,0.6787,-0.2774,-2.3368
76,773222861291117,-1.0170,-1.1272,2.1433,1.7324,3.3253,1.6686,0.2138,-1.8779,0.1708,-0.3275,0.2811,0.0355,-1.8497
77,773222894989555,-2.1204,-0.9570,2.1808,1.7833,3.1919,1.8130,-0.1176,-1.7110,0.0395,-0.3414,0.7308,-0.3186,-1.7427
78,773222928687994,-2.9438,-0.4617,1.7415,1.8344,3.2893,1.8663,-0.3870,-1.8715,0.2833,-0.5539,0.9563,-0.4121,-1.6357
79,773222962386432,-2.9713,-0.5300,1.5681,1.7506,3.0027,2.1953,-0.6196,-1.7415,0.1903,-0.2207,0.6723,-0.6890,-2.3234
80,773222996084871,-2.6012,-0.3165,1.2902,1.5247,2.8237,2.2959,-0.7795,-1.8173,0.2592,-0.1531,0.4936,-0.4347,-3.1753
81,773223029783309,-2.5348,-0.0500,0.9781,1.3279,2.6054,2.1800,-0.8631,-1.8194,0.0573,-0.0102,0.4347,-0.2587,-3.0525
82,773223063481748,-2.4764,0.0527,0.9180,1.0592,2.5499,2.1831,-0.9873,-1.9346,-0.0182,-0.2118,0.4186,-0.2601,-2.8297
83,773223097180187,-1.7260,-0.4468,1.0601,1.0258,2.6080,1.8943,-0.9987,-2.2113,-0.0443,-0.3765,-0.5260,-0.1955,-2.3461
84,773223130878625,-1.2281,-0.5507,1.1937,1.1862,2.5405,1.6707,-1.1040,-2.6020,0.1150,-0.5367,0.3116,-0.3794,-1.2922
85,773223164577064,-0.9936,-0.6415,1.2675,1.3679,2.3301,1.6154,-1.3039,-2.6896,-0.1574,-0.3606,-0.1232,-0.3318,-1.0729
86,773223198275502,-1.2960,-0.7710,1.4535,1.4219,2.3309,1.4431,-1.4408,-2.8033,-0.2238,-0.3640,0.0494,-0.4270,-2.6166
87,773223231973941,-1.8778,-0.7732,1.5419,1.4128,2.3818,1.3893,-1.3753,-2.8241,-0.2271,-0.3761,-0.0225,-0.3801,-1.9950
88,773223265672380,-1.6970,-1.0243,1.5882,1.6669,2.0414,1.7170,-1.5136,-2.5953,-0.1796,-0.6897,0.3772,-0.6543,-2.0976
89,773223299370818,-1.3947,-1.0885,1.5771,1.7332,2.2920,1.6800,-1.4766,-2.6708,-0.2385,-0.5678,1.4434,-0.9521,-0.8948
90,773223333069257,-1.8638,-0.8266,1.8229,1.5016,2.4843,1.7228,-1.4495,-2.3314,-0.2973,-0.4460,2.6028,-1.1466,-0.8884
91,773223366767695,-2.6850,-0.4434,1.9250,1.3290,2.6570,1.6771,-1.1588,-2.0941,-0.2355,-0.3161,1.8309,-1.1120,-0.8821
92,773223400466134,-2.8374,-0.3571,1.6482,1.5587,2.6502,1.7783,-0.9666,-2.2617,0.0130,-0.2036,1.2133,-0.6298,-1.4521
93,773223434164573,-2.6896,-0.4215,1.4559,1.4319,2.9032,2.0503,-0.9723,-2.3119,0.1563,-0.1369,-0.2266,-0.2705,-1.9137
94,773223467863011,-2.9775,-0.3523,1.4044,1.4374,2.7926,2.2250,-1.0943,-2.0561,0.1526,-0.2287,-0.1850,-0.0044,-2.6980
95,773223501561450,-2.7459,-0.4837,1.4761,1.2671,2.7189,2.4435,-0.9133,-1.8480,0.0499,-0.2348,0.0996,0.4518,-2.7177
96,773223535259888,-2.4794,-0.4046,1.2565,1.4814,2.6405,2.5224,-0.6423,-2.0820,0.1629,-0.1881,0.2305,0.6172,-2.7374
97,773223568958327,-1.9034,-0.5821,1.4194,1.4001,2.6194,2.5780,-0.4894,-2.1407,-0.0735,0.0060,0.5450,0.3016,-2.3489
98,773223602656766,-2.3242,-0.7389,1.5674,1.5621,2.3751,3.0876,-0.8274,-1.8566,-0.0231,-0.0366,0.7089,-0.2554,-2.4916
99,773223636355204,-2.0035,-0.9862,1.4989,1.8246,2.2757,2.9386,-0.8286,-1.5262,-0.0678,0.0156,0.1774,0.7202,-2.4109
100,773223670053643,-2.7382,-0.5000,1.5148,1.7219,2.3240,3.1285,-1.2023,-1.2509,-0.0994,0.0742,0.0688,0.0963,-2.5423
101,773223703752081,-2.5905,-0.3126,1.3152,1.8451,2.5484,2.9745,-0.9992,-1.1827,0.0831,0.0039,0.0189,-0.1563,-2.6737
102,773223737450520,-2.5822,-0.4195,1.3041,1.8232,2.6153,2.8693,-0.7268,-1.3738,0.1167,-0.1265,-0.0772,-0.1220,-2.6314
103,773223771148959,-2.4119,-0.7315,1.4976,1.7793,2.4244,2.9536,-0.9708,-1.5771,0.2058,-0.0781,-0.3684,-0.0313,-2.5891
104,773223804847397,-2.6225,-0.9592,1.7075,1.9858,2.2532,2.9118,-1.0535,-1.7036,0.0474,-0.1873,0.3314,-0.2380,-2.5467
105,773223838545836,-2.6807,-0.9217,1.7487,2.1146,2.5765,2.6212,-1.3531,-1.5900,0.0792,-0.2559,-0.4723,-0.2836,-2.3770
106,773223872244274,-2.3258,-1.0704,1.8440,2.3401,2.6897,2.3764,-1.3526,-1.7864,0.1110,-0.3246,-1.0160,0.0829,-1.8982
107,773223905942713,-2.1414,-0.8684,1.6075,2.3651,2.9366,2.2117,-1.1253,-2.1851,0.2468,-0.3163,-0.4737,0.1382,-1.4193
108,773223939641152,-2.0253,-1.1021,1.3746,2.4981,2.8929,2.2355,-0.9199,-2.2193,0.2000,-0.1810,-0.4408,0.0092,-2.3765
109,773223973339590,-2.0337,-1.2762,1.2635,2.5042,3.0174,2.2112,-0.9431,-2.0323,0.1235,-0.1406,0.8690,-0.1839,-2.3867
110,773224007038029,-2.4697,-0.7427,1.3690,2.2255,3.0160,2.1085,-0.6591,-1.9709,0.1336,-0.2047,0.0836,-0.9109,-2.2201
111,773224040736467,-2.5440,-0.9327,1.5240,2.3049,2.9368,2.5050,-0.7132,-2.0382,0.3675,-0.2529,-0.4480,-0.6363,-2.1824
112,773224074434906,-2.7251,-0.7271,1.6199,2.1628,3.0457,2.5257,-0.6827,-1.7676,0.3321,-0.2479,0.5232,-0.5278,-2.2550
113,773224108133344,-2.8369,-0.6776,1.5250,2.4523,3.0375,2.5553,-0.5719,-1.7411,0.3492,-0.1336,-0.5147,0.0384,-2.3277
114,773224141831783,-2.7360,-0.6290,1.4154,2.3841,3.0419,2.8382,-0.7310,-1.8788,0.4412,-0.1785,-0.9325,0.4960,-2.4003
115,773224175530222,-4.0105,-0.6806,1.5232,2.2785,3.0745,2.8538,-0.8091,-1.9499,0.4005,-0.1239,-0.0080,0.1075,-1.9978
116,773224209228660,-3.8517,-1.0988,1.4450,2.4634,3.0629,2.5965,-0.9266,-1.6505,0.1706,-0.0357,0.4588,-0.2478,-1.6127
117,773224242927099,-2.7904,-0.7539,1.3299,2.5597,3.0687,2.5747,-0.9196,-1.6171,0.3078,-0.1345,0.5887,0.2550,-2.5174
118,773224276625537,-2.9079,-0.3893,1.1488,2.6289,3.1614,2.5714,-0.8760,-1.8695,0.4451,-0.2332,1.1189,0.0492,-2.9417
119,773224310323976,-3.4712,-0.2262,1.3625,2.5105,3.3807,2.5398,-0.7560,-1.7360,0.2931,-0.2083,0.3573,0.2416,-3.4715
120,773224344022415,-2.8954,-0.5917,1.6864,2.5224,3.1357,2.8045,-0.6072,-1.5485,0.2619,-0.3579,0.6095,-0.2809,-2.5188
121,773224377720853,-3.0591,-0.3723,1.7998,2.4708,3.0137,3.0778,-0.6895,-1.4764,0.3391,-0.3282,1.2549,-0.9712,-2.1941
122,773224411419292,-2.4804,-0.6073,1.8129,2.4989,2.8331,3.1440,-0.6595,-1.2367,0.2517,-0.1149,1.0113,0.0303,-2.1835
123,773224445117730,-2.2383,-0.8983,1.7745,2.4746,2.8375,3.1267,-0.2325,-1.4724,0.4103,-0.2582,-0.2032,0.1420,-2.1729
124,773224478816169,-2.2378,-0.6480,1.7452,2.2498,2.9999,3.0704,-0.3225,-1.4947,0.5125,-0.1401,-0.3982,-0.0081,-2.1623
125,773224512514608,-2.7389,-0.4559,1.6978,2.1512,3.1016,3.0105,-0.2377,-1.5379,0.2793,0.1323,-0.0115,0.2967,-1.7162
126,773224546213046,-2.8432,-0.3911,1.5804,2.2402,3.2320,2.8848,-0.4661,-1.4474,0.3724,-0.1650,0.5164,-0.1984,-1.5805
127,773224579911485,-3.2632,-0.3034,1.5763,2.3713,3.1326,2.6253,-0.6540,-1.5015,0.4488,-0.2253,0.9572,-0.2860,-1.3781
128,773224613609923,-3.1975,-0.2902,1.4439,2.3036,3.1439,2.6343,-0.5911,-1.6514,0.2563,-0.2738,1.0781,0.1749,-1.6047
129,773224647308362,-3.1365,-0.4016,1.4337,2.4347,3.0688,2.8390,-0.8613,-1.7112,0.1740,-0.0840,0.0240,0.0938,-1.7537
130,773224681006801,-2.4131,-0.7320,1.6908,2.5198,2.9017,2.6782,-0.5142,-1.8091,0.1502,-0.2052,-0.0690,-0.2175,-1.9027
131,773224714705239,-2.2354,-0.7774,1.8050,2.3999,3.0368,2.8683,-0.6957,-1.5275,0.1659,-0.3668,-0.3155,0.0555,-1.9233
132,773224748403678,-2.1681,-0.3698,1.3100,2.5213,2.9915,2.9545,-0.6193,-1.4676,0.3110,-0.2069,-0.1218,0.1338,-2.4594
133,773224782102116,-2.5549,-0.4074,1.3753,2.5499,3.0145,2.7607,-0.3509,-1.5151,0.4235,-0.2581,0.7150,-0.3808,-3.0824
