frame_idx,t_frame_ns
0,270103596825100
1,270103643275200
2,270103688498600
3,270103728810000
4,270103770252900
5,270103818489200
6,270103865924600
7,270103905262600
8,270103959042900
9,270103996940300
10,270104037274700
11,270104084396600
12,270104127135200
13,270104165016500
14,270104208163200
15,270104256310000
16,270104303208700
17,270104351835800
18,270104398352900
19,270104444150800
20,270104481201600
21,270104522893800
22,270104571079600
23,270104617024700
24,270104653945100
25,270104696039500
26,270104742619300
27,270104791388600
28,270104837922600
29,270104884484400
30,270104932157200
31,270104980112700
32,270105026339500
33,270105061268900
34,270105104727400
35,270105150036800
36,270105198859500
37,270105228704300
38,270105275109500
39,270105312826800
40,270105353155900
41,270105398575700
42,270105446525900
43,270105492509800
44,270105541033500
45,270105583502700
46,270105634282300
47,270105682154800
48,270105727029900
49,270105758241000
50,270105804963000
51,270105852240300
52,270105901247900
53,270105937184500
54,270105976603300
55,270106024169500
56,270106071330100
57,270106117307100
58,270106164105000
59,270106212356100
60,270106258084000
61,270106287202100
62,270106336960800
63,270106371151900
64,270106415399400
65,270106463145300
66,270106510388700
67,270106555141700
68,270106601351400
69,270106649104800
70,270106695009300
71,270106743442100
72,270106789220300
73,270106820400900
74,270106868295600
75,270106901202800
76,270106944399800
77,270106992857800
78,270107028174700
79,270107070910600
80,270107117467500
81,270107154508100
82,270107195869300
83,270107243306300
84,270107288513400
85,270107322469300
86,270107368123600
87,270107415073900
88,270107462196100
89,270107508308800
90,270107552428800
91,270107601956600
92,270107648153700
93,270107697085100
94,270107730297100
95,270107775029700
96,270107821557800
97,270107855018600
98,270107902726000
99,270107937101200
100,270107970289500
101,270108012142600
102,270108048136300
103,270108088420500
104,270108137116800
105,270108184143900
106,270108233780600
107,270108278352600
108,270108340002600
109,270108372336400
110,270108418382100
111,270108452256700
112,270108498344700
113,270108535493400
114,270108577948800
115,270108609929900
116,270108653932600
117,270108688993500
118,270108734560400
119,270108781695200
120,270108826205800
121,270108859125200
122,270108904569000
123,270108953199400
124,270108998365400
125,270109047195000
126,270109084194200
127,270109127064400
128,270109174378700
129,270109219372700
130,270109270375500
131,270109317127900
132,270109361265000
133,270109395238900
134,270109440252500
135,270109488013400
136,270109536969300
137,270109585607500
138,270109633359000
139,270109678290800
140,270109725454500
141,270109762488900
142,270109803429900
143,270109851059700
144,270109887022400
145,270109932647800
146,270109977008400
147,270110024038500
148,270110072236600
149,270110117892000
150,270110162458200
151,270110212433300
152,270110261284100
153,270110305633700
154,270110354165000
155,270110385747200
156,270110420315700
157,270110463991700
158,270110511000800
159,270110548178400
160,270110590959600
161,270110636275700
162,270110683176500
163,270110731274400
164,270110776645700
165,270110824002200
166,270110872035000
167,270110918292200
168,270110965289800
169,270110993708700
170,270111028352300
171,270111075861000
172,270111122935400
173,270111170321100
174,270111218109400
175,270111264155500
176,270111312023100
177,270111357883100
178,270111394068100
179,270111429143500
180,270111468919000
181,270111502347300
182,270111546946500
183,270111592291200
184,270111639949900
185,270111687241000
186,270111735524400
187,270111782099800
188,270111831498700
189,270111878063700
190,270111912320000
191,270111956989400
192,270112003256100
193,270112036258000
194,270112082879600
195,270112131416000
196,270112165368200
197,270112210134300
198,270112249018000
199,270112287031200
200,270112332521400
201,270112370292100
202,270112412370400
203,270112459391800
204,270112504543000
205,270112539482800
206,270112580982500
207,270112614150300
208,270112661342500
209,270112706146800
210,270112744166000
211,270112789276200
212,270112833100700
213,270112882330700
214,270112926084700
215,270112960107100
216,270113004492000
217,270113053257600
218,270113087396400
219,270113132525800
220,270113178407700
221,270113224492900
222,270113271549800
223,270113304126100
224,270113352543000
225,270113397155300
226,270113430613000
227,270113477105400
228,270113511535800
229,270113544629400
230,270113586881100
231,270113634577600
232,270113681302600
233,270113730488400
234,270113776169700
235,270113821546100
236,270113868378900
237,270113904839700
238,270113947863700
239,270113996274800
240,270114042935800
241,270114075973400
242,270114121574100
243,270114168304000
244,270114215925100
245,270114263042100
246,270114306989200
247,270114343036500
248,270114387219500
249,270114436321600
250,270114482891100
251,270114528271800
252,270114574296800
253,270114608173400
254,270114654265400
255,270114701411000
256,270114746999500
257,270114794921700
258,270114841129200
259,270114887176400
260,270114934469700
261,270114978324700
262,270115014945700
263,270115061411500
264,270115106802700
265,270115154354900
266,270115200640000
267,270115247253900
268,270115284369900
269,270115322881300
270,270115371971500
271,270115417520600
272,270115463991800
273,270115513038600
274,270115557326600
275,270115604832900
276,270115651776800
277,270115685877000
278,270115732952800
279,270115777294700
280,270115826147500
281,270115863162700
282,270115904001300
283,270115948054100
284,270115996177300
285,270116043219400
286,270116091039400
287,270116137328600
288,270116184231400
289,270116232959000
290,270116275839100
291,270116324097100
292,270116372882300
293,270116406022300
294,270116444159300
295,270116488403900
296,270116529943200
297,270116577063200
298,270116611339100
299,270116656300300
300,270116701307800
301,270116735878300
302,270116783006400
303,270116828045300
304,270116874397400
305,270116922134900
306,270116968120000
307,270117016189800
308,270117062092500
309,270117095751500
310,270117140852500
311,270117176975500
312,270117211161700
313,270117251851000
314,270117297182900
315,270117344116800
316,270117390907900
317,270117437204700
318,270117485435100
319,270117520946800
320,270117564009400
321,270117611146200
322,270117657518300
323,270117704614500
324,270117753001400
325,270117798642300
326,270117845258500
327,270117892894100
328,270117930977200
329,270117973098200
330,270118009003700
331,270118044520600
332,270118083230600
333,270118131864200
334,270118176090400
335,270118214410100
336,270118254242600
337,270118301255100
338,270118334935100
339,270118377994500
340,270118425122200
341,270118460332200
342,270118495464600
343,270118536393400
344,270118581923400
345,270118627308900
346,270118677180900
347,270118721821600
348,270118769868400
349,270118816282700
350,270118863181900
351,270118908606000
352,270118943392700
353,270118981942000
354,270119017903000
355,270119065115000
356,270119104533800
357,270119144368000
358,270119189801600
359,270119236876200
360,270119284788800
361,270119318374100
362,270119365134800
363,270119408955600
364,270119444559700
365,270119487216000
366,270119527150600
367,270119562370400
368,270119612037600
369,270119658421300
370,270119707242700
371,270119752346400
372,270119797200600
373,270119834300100
374,270119868459600
375,270119903673800
376,270119944214500
377,270119981150200
378,270120017275800
379,270120069176700
380,270120114799400
381,270120163015300
382,270120208241400
