t_ns,board_id,sensor_id,t,x,y,z,theta_1,theta_2,theta_3,theta_4
270100548585300,1,2,26.150442123413086,-11.25,-492.0000305175781,-294.7560119628906,,,,
270100548585300,1,3,28.407079696655273,-485.4000244140625,29.100000381469727,-250.71200561523438,,,,
270100548585300,1,4,27.234512329101562,-474.0000305175781,15.750000953674316,-240.06399536132812,,,,
270100550791400,2,0,27.920352935791016,28.200000762939453,-71.55000305175781,-1506.6920166015625,,,,
270100550791400,2,1,28.23008918762207,25.650001525878906,-456.6000061035156,-1300.2659912109375,,,,
270100550791400,2,2,27.4115047454834,47.85000228881836,369.9000244140625,-1350.3599853515625,,,,
270100550791400,2,3,26.194690704345703,424.6500244140625,16.350000381469727,-1330.7579345703125,,,,
270100550791400,2,4,27.389381408691406,374.4000244140625,-4.200000286102295,-1281.14794921875,,,,
270100563078800,0,0,25.907079696655273,30.750001907348633,-63.30000305175781,649.2860107421875,,,,
270100563078800,0,1,26.814159393310547,9.0,-180.3000030517578,507.71600341796875,,,,
270100563078800,0,2,27.56637191772461,48.0,125.55000305175781,539.9019775390625,,,,
270100563078800,0,3,28.362831115722656,115.80000305175781,22.05000114440918,553.6959838867188,,,,
270100563078800,0,4,27.43362808227539,100.05000305175781,-37.05000305175781,528.0440063476562,,,,
270100565276900,1,0,26.570796966552734,21.900001525878906,-67.80000305175781,-283.1399841308594,,,,
270100565276900,1,1,27.809734344482422,14.550000190734863,509.4000244140625,-330.8139953613281,,,,
270100565276900,1,2,25.995574951171875,-6.900000095367432,-496.0500183105469,-295.48199462890625,,,,
270100565276900,1,3,28.252212524414062,-473.2500305175781,30.450000762939453,-256.2779846191406,,,,
270100565276900,1,4,27.14601707458496,-475.8000183105469,17.850000381469727,-235.2239990234375,,,,
270100567498900,2,0,28.16371726989746,23.700000762939453,-64.95000457763672,-1502.3359375,,,,
270100567498900,2,1,28.09734535217285,21.30000114440918,-455.5500183105469,-1302.4439697265625,,,,
270100567498900,2,2,27.323009490966797,47.85000228881836,367.5,-1342.615966796875,,,,
270100567498900,2,3,26.061946868896484,435.1500244140625,9.15000057220459,-1330.7579345703125,,,,
270100567498900,2,4,27.5884952545166,370.0500183105469,-7.200000286102295,-1282.3580322265625,,,,
270100579774000,0,0,25.973451614379883,33.150001525878906,-60.750003814697266,650.2539672851562,,,,
270100579774000,0,1,26.83628273010254,9.90000057220459,-181.35000610351562,500.94000244140625,,,,
270100579774000,0,2,27.56637191772461,53.55000305175781,124.05000305175781,549.823974609375,,,,
270100579774000,0,3,28.340707778930664,110.10000610351562,21.30000114440918,559.9879760742188,,,,
270100579774000,0,4,27.4115047454834,98.70000457763672,-38.85000228881836,532.4000244140625,,,,
270100581977500,1,0,26.349557876586914,23.25,-61.80000305175781,-280.7200012207031,,,,
270100581977500,1,1,27.72123908996582,9.450000762939453,507.6000061035156,-339.5260009765625,,,,
270100581977500,1,2,26.1061954498291,-7.500000476837158,-487.5000305175781,-288.70599365234375,,,,
270100581977500,1,3,28.318584442138672,-483.6000061035156,31.950000762939453,-251.43800354003906,,,,
270100581977500,1,4,27.256637573242188,-482.4000244140625,14.550000190734863,-236.91799926757812,,,,
270100584200400,2,0,28.00885009765625,29.55000114440918,-63.150001525878906,-1503.303955078125,,,,
270100584200400,2,1,28.16371726989746,25.200000762939453,-460.3500061035156,-1307.7679443359375,,,,
270100584200400,2,2,27.477876663208008,47.25,373.0500183105469,-1345.2779541015625,,,,
270100584200400,2,3,26.172565460205078,429.1500244140625,13.350000381469727,-1324.949951171875,,,,
270100584200400,2,4,27.676990509033203,370.95001220703125,-3.6000001430511475,-1289.3759765625,,,,
270100596481600,0,0,25.995574951171875,27.000001907348633,-58.05000305175781,660.9019775390625,,,,
270100596481600,0,1,26.880531311035156,9.450000762939453,-174.90000915527344,502.1499938964844,,,,
270100596481600,0,2,27.544246673583984,49.05000305175781,122.55000305175781,546.1939697265625,,,,
270100596481600,0,3,28.429203033447266,109.95000457763672,18.30000114440918,555.1480102539062,,,,
270100596481600,0,4,27.323009490966797,98.85000610351562,-39.45000076293945,531.6740112304688,,,,
270100598687000,1,0,26.415929794311523,22.5,-58.05000305175781,-286.04400634765625,,,,
270100598687000,1,1,27.94247817993164,13.050000190734863,510.45001220703125,-334.9280090332031,,,,
270100598687000,1,2,26.128318786621094,2.1000001430511475,-490.3500061035156,-295.96600341796875,,,,
270100598687000,1,3,28.207963943481445,-481.0500183105469,30.000001907348633,-252.88999938964844,,,,
270100598687000,1,4,27.190265655517578,-472.6500244140625,16.80000114440918,-243.45199584960938,,,,
270100600904100,2,0,27.85398292541504,26.55000114440918,-58.20000076293945,-1502.5780029296875,,,,
270100600904100,2,1,28.252212524414062,28.80000114440918,-457.0500183105469,-1302.68603515625,,,,
270100600904100,2,2,27.36725616455078,54.150001525878906,374.1000061035156,-1337.7760009765625,,,,
270100600904100,2,3,26.084070205688477,433.95001220703125,10.800000190734863,-1331.0,,,,
270100600904100,2,4,27.5884952545166,373.20001220703125,-6.150000095367432,-1282.5999755859375,,,,
270100613006500,0,0,26.1061954498291,28.350000381469727,-63.60000228881836,654.3679809570312,,,,
270100613006500,0,1,26.92477798461914,13.350000381469727,-179.5500030517578,495.6159973144531,,,,
270100613006500,0,2,27.56637191772461,54.45000076293945,123.1500015258789,544.5,,,,
270100613006500,0,3,28.185840606689453,118.6500015258789,22.350000381469727,550.3079833984375,,,,
270100613006500,0,4,27.455751419067383,90.1500015258789,-37.20000076293945,533.8519897460938,,,,
270100615213400,1,0,26.415929794311523,26.850000381469727,-58.35000228881836,-285.3179931640625,,,,
270100615213400,1,1,28.053096771240234,9.450000762939453,516.4500122070312,-325.73199462890625,,,,
270100615213400,1,2,25.95132827758789,-7.200000286102295,-483.45001220703125,-298.62799072265625,,,,
270100615213400,1,3,28.340707778930664,-475.95001220703125,27.750001907348633,-251.43800354003906,,,,
270100615213400,1,4,27.21238899230957,-479.2500305175781,11.25,-236.91799926757812,,,,
270100617609400,2,0,27.964601516723633,31.500001907348633,-61.500003814697266,-1500.4000244140625,,,,
270100617609400,2,1,28.296459197998047,23.400001525878906,-458.2500305175781,-1300.2659912109375,,,,
270100617609400,2,2,27.4115047454834,53.250003814697266,372.0,-1353.02197265625,,,,
270100617609400,2,3,26.128318786621094,424.6500244140625,12.300000190734863,-1319.1419677734375,,,,
270100617609400,2,4,27.699115753173828,370.20001220703125,-5.850000381469727,-1290.8280029296875,,,,
270100629697600,0,0,25.907079696655273,37.35000228881836,-65.4000015258789,655.8200073242188,,,,
270100629697600,0,1,26.969026565551758,3.9000000953674316,-170.25,510.86199951171875,,,,
270100629697600,0,2,27.65486717224121,47.85000228881836,127.05000305175781,548.8560180664062,,,,
270100629697600,0,3,28.495574951171875,118.80000305175781,24.900001525878906,548.614013671875,,,,
270100629697600,0,4,27.4115047454834,97.35000610351562,-38.10000228881836,536.5139770507812,,,,
270100631915800,1,0,26.438053131103516,22.5,-64.35000610351562,-283.8659973144531,,,,
270100631915800,1,1,27.743362426757812,17.100000381469727,511.5000305175781,-333.47601318359375,,,,
270100631915800,1,2,25.862831115722656,-10.5,-489.45001220703125,-294.2720031738281,,,,
270100631915800,1,3,28.407079696655273,-479.70001220703125,31.80000114440918,-252.6479949951172,,,,
270100631915800,1,4,27.234512329101562,-476.8500061035156,14.550000190734863,-236.19200134277344,,,,
270100634298100,2,0,27.898229598999023,30.450000762939453,-65.25,-1496.77001953125,,,,
270100634298100,2,1,28.318584442138672,30.450000762939453,-456.9000244140625,-1295.1839599609375,,,,
270100634298100,2,2,27.4115047454834,47.25,375.45001220703125,-1342.1319580078125,,,,
270100634298100,2,3,26.216814041137695,427.95001220703125,11.25,-1319.1419677734375,,,,
270100634298100,2,4,27.5884952545166,373.8000183105469,-8.700000762939453,-1282.115966796875,,,,
270100646416800,0,0,25.862831115722656,34.35000228881836,-63.30000305175781,651.7059936523438,,,,
270100646416800,0,1,26.90265464782715,14.700000762939453,-183.60000610351562,505.2959899902344,,,,
270100646416800,0,2,27.27876091003418,52.80000305175781,125.10000610351562,554.6640014648438,,,,
270100646416800,0,3,28.561946868896484,118.80000305175781,21.0,543.2899780273438,,,,
270100646416800,0,4,27.27876091003418,95.25,-41.10000228881836,521.7520141601562,,,,
270100648616300,1,0,26.504425048828125,26.100000381469727,-61.95000076293945,-285.3179931640625,,,,
270100648616300,1,1,27.85398292541504,11.25,516.0,-333.2340087890625,,,,
270100648616300,1,2,26.349557876586914,-10.950000762939453,-486.0000305175781,-299.59600830078125,,,,
270100648616300,1,3,28.207963943481445,-477.3000183105469,29.250001907348633,-257.97198486328125,,,,
270100648616300,1,4,27.300884246826172,-475.95001220703125,15.750000953674316,-244.17799377441406,,,,
270100651005900,2,0,27.831857681274414,26.400001525878906,-59.400001525878906,-1507.176025390625,,,,
270100651005900,2,1,28.296459197998047,19.350000381469727,-460.95001220703125,-1303.4119873046875,,,,
270100651005900,2,2,27.5,47.400001525878906,372.6000061035156,-1352.780029296875,,,,
270100651005900,2,3,26.084070205688477,424.5000305175781,10.800000190734863,-1323.0140380859375,,,,
270100651005900,2,4,27.72123908996582,371.70001220703125,-5.400000095367432,-1297.3619384765625,,,,
270100663111800,0,0,25.929203033447266,34.35000228881836,-51.60000228881836,650.2539672851562,,,,
270100663111800,0,1,27.05752182006836,10.5,-180.0,504.81201171875,,,,
270100663111800,0,2,27.36725616455078,52.95000076293945,126.00000762939453,546.1939697265625,,,,
270100663111800,0,3,28.340707778930664,117.30000305175781,22.350000381469727,552.0020141601562,,,,
270100663111800,0,4,27.43362808227539,94.80000305175781,-39.0,542.5640258789062,,,,
270100665326100,1,0,26.1061954498291,27.150001525878906,-60.30000305175781,-282.1719970703125,,,,
270100665326100,1,1,28.14159393310547,20.25,508.5000305175781,-328.87799072265625,,,,
270100665326100,1,2,25.973451614379883,-6.900000095367432,-490.20001220703125,-296.2080078125,,,,
270100665326100,1,3,28.429203033447266,-480.3000183105469,29.400001525878906,-261.843994140625,,,,
270100665326100,1,4,27.27876091003418,-476.70001220703125,16.05000114440918,-238.3699951171875,,,,
270100667714200,2,0,28.053096771240234,26.250001907348633,-60.45000076293945,-1508.6280517578125,,,,
270100667714200,2,1,28.407079696655273,25.05000114440918,-462.3000183105469,-1304.137939453125,,,,
270100667714200,2,2,27.544246673583984,46.650001525878906,374.5500183105469,-1337.2919921875,,,,
270100667714200,2,3,25.95132827758789,430.3500061035156,13.800000190734863,-1321.3199462890625,,,,
270100667714200,2,4,27.5884952545166,371.25,-3.3000001907348633,-1289.134033203125,,,,
270100679814600,0,0,25.88495635986328,28.650001525878906,-65.25,654.6099853515625,,,,
270100679814600,0,1,26.792036056518555,10.5,-173.85000610351562,500.697998046875,,,,
270100679814600,0,2,27.36725616455078,48.0,124.6500015258789,544.5,,,,
270100679814600,0,3,28.362831115722656,120.30000305175781,13.65000057220459,548.614013671875,,,,
270100679814600,0,4,27.389381408691406,94.35000610351562,-36.45000076293945,522.719970703125,,,,
270100682022600,1,0,26.305309295654297,19.950000762939453,-62.70000076293945,-279.7519836425781,,,,
270100682022600,1,1,27.964601516723633,13.350000381469727,508.20001220703125,-334.9280090332031,,,,
270100682022600,1,2,26.194690704345703,-12.300000190734863,-489.45001220703125,-295.239990234375,,,,
270100682022600,1,3,28.539823532104492,-486.7500305175781,29.700000762939453,-254.10000610351562,,,,
270100682022600,1,4,26.946903228759766,-479.2500305175781,13.950000762939453,-236.91799926757812,,,,
270100684419700,2,0,28.119468688964844,27.450000762939453,-64.95000457763672,-1504.5140380859375,,,,
270100684419700,2,1,28.23008918762207,29.100000381469727,-455.70001220703125,-1306.800048828125,,,,
270100684419700,2,2,27.389381408691406,49.95000076293945,371.8500061035156,-1343.583984375,,,,
270100684419700,2,3,25.973451614379883,428.5500183105469,12.600000381469727,-1325.91796875,,,,
270100684419700,2,4,27.63274383544922,369.6000061035156,-0.30000001192092896,-1283.8099365234375,,,,
270100696517800,0,0,25.995574951171875,36.900001525878906,-54.150001525878906,655.5780029296875,,,,
270100696517800,0,1,26.76991081237793,9.300000190734863,-179.5500030517578,495.8580017089844,,,,
270100696517800,0,2,27.36725616455078,45.900001525878906,124.95000457763672,541.5960083007812,,,,
270100696517800,0,3,28.407079696655273,116.55000305175781,24.900001525878906,546.677978515625,,,,
270100696517800,0,4,27.36725616455078,93.30000305175781,-35.55000305175781,529.2539672851562,,,,
270100698937600,1,0,26.3938045501709,26.100000381469727,-57.900001525878906,-290.6419982910156,,,,
270100698937600,1,1,27.87610626220703,11.40000057220459,512.4000244140625,-325.9739990234375,,,,
270100698937600,1,2,26.1061954498291,-11.100000381469727,-493.3500061035156,-288.947998046875,,,,
270100698937600,1,3,28.23008918762207,-488.70001220703125,33.45000076293945,-251.43800354003906,,,,
270100698937600,1,4,27.190265655517578,-472.5000305175781,9.450000762939453,-241.2740020751953,,,,
270100701118600,2,0,27.986724853515625,28.80000114440918,-62.10000228881836,-1501.6099853515625,,,,
270100701118600,2,1,28.340707778930664,27.150001525878906,-462.3000183105469,-1300.75,,,,
270100701118600,2,2,27.43362808227539,48.60000228881836,375.6000061035156,-1349.8759765625,,,,
270100701118600,2,3,26.039823532104492,430.5000305175781,9.450000762939453,-1322.530029296875,,,,
270100701118600,2,4,27.65486717224121,371.1000061035156,-6.300000190734863,-1288.166015625,,,,
270100713215900,0,0,25.973451614379883,30.000001907348633,-55.95000076293945,639.364013671875,,,,
270100713215900,0,1,26.946903228759766,7.800000190734863,-178.5,496.82598876953125,,,,
270100713215900,0,2,27.256637573242188,51.750003814697266,120.60000610351562,544.2579956054688,,,,
270100713215900,0,3,28.561946868896484,121.35000610351562,20.100000381469727,537.9660034179688,,,,
270100713215900,0,4,27.4115047454834,97.05000305175781,-42.0,530.2219848632812,,,,
270100715434400,1,0,26.526548385620117,19.80000114440918,-62.250003814697266,-278.5419921875,,,,
270100715434400,1,1,27.898229598999023,23.25,506.5500183105469,-325.0060119628906,,,,
270100715434400,1,2,26.172565460205078,-7.350000381469727,-493.8000183105469,-294.2720031738281,,,,
270100715434400,1,3,28.119468688964844,-481.20001220703125,31.500001907348633,-252.6479949951172,,,,
270100715434400,1,4,27.21238899230957,-477.6000061035156,17.100000381469727,-238.1280059814453,,,,
270100717824700,2,0,28.030973434448242,27.150001525878906,-61.35000228881836,-1505.9659423828125,,,,
270100717824700,2,1,28.207963943481445,21.450000762939453,-459.1500244140625,-1307.5260009765625,,,,
270100717824700,2,2,27.477876663208008,47.85000228881836,374.1000061035156,-1343.8260498046875,,,,
270100717824700,2,3,26.084070205688477,428.8500061035156,14.850000381469727,-1313.8179931640625,,,,
270100717824700,2,4,27.522123336791992,369.6000061035156,-5.700000286102295,-1284.7779541015625,,,,
270100729914100,0,0,25.774335861206055,34.20000076293945,-61.80000305175781,656.3040161132812,,,,
270100729914100,0,1,26.969026565551758,8.100000381469727,-182.25,506.2640075683594,,,,
270100729914100,0,2,27.234512329101562,50.70000076293945,123.30000305175781,548.1300048828125,,,,
270100729914100,0,3,28.539823532104492,112.80000305175781,21.75,548.3720092773438,,,,
270100729914100,0,4,27.455751419067383,95.10000610351562,-37.650001525878906,536.27197265625,,,,
270100732295900,1,0,26.371681213378906,26.400001525878906,-58.05000305175781,-294.5140075683594,,,,
270100732295900,1,1,27.986724853515625,16.05000114440918,502.0500183105469,-326.21600341796875,,,,
270100732295900,1,2,25.95132827758789,-8.850000381469727,-488.2500305175781,-292.5780029296875,,,,
270100732295900,1,3,28.185840606689453,-484.20001220703125,26.250001907348633,-259.6659851074219,,,,
270100732295900,1,4,27.300884246826172,-474.7500305175781,7.500000476837158,-229.6580047607422,,,,
270100734520500,2,0,27.964601516723633,28.200000762939453,-63.150001525878906,-1504.27197265625,,,,
270100734520500,2,1,28.274335861206055,20.850000381469727,-456.0000305175781,-1303.4119873046875,,,,
270100734520500,2,2,27.36725616455078,46.35000228881836,371.5500183105469,-1344.0679931640625,,,,
270100734520500,2,3,26.039823532104492,430.8000183105469,7.050000190734863,-1315.9959716796875,,,,
270100734520500,2,4,27.676990509033203,370.3500061035156,-7.050000190734863,-1280.1800537109375,,,,
270100746628200,0,0,25.973451614379883,33.30000305175781,-56.85000228881836,649.0440063476562,,,,
270100746628200,0,1,26.90265464782715,7.050000190734863,-178.0500030517578,500.2139892578125,,,,
270100746628200,0,2,27.36725616455078,48.750003814697266,120.45000457763672,547.8880004882812,,,,
270100746628200,0,3,28.473451614379883,118.20000457763672,22.5,548.8560180664062,,,,
270100746628200,0,4,27.34513282775879,97.80000305175781,-39.150001525878906,522.9619750976562,,,,
270100749005500,1,0,26.415929794311523,20.850000381469727,-61.80000305175781,-282.41400146484375,,,,
270100749005500,1,1,28.14159393310547,8.700000762939453,516.75,-332.50799560546875,,,,
270100749005500,1,2,26.061946868896484,-12.450000762939453,-485.4000244140625,-289.67401123046875,,,,
270100749005500,1,3,28.185840606689453,-480.45001220703125,30.900001525878906,-251.9219970703125,,,,
270100749005500,1,4,27.101770401000977,-476.70001220703125,12.15000057220459,-229.1739959716797,,,,
270100751217000,2,0,27.898229598999023,26.55000114440918,-60.900001525878906,-1502.3359375,,,,
270100751217000,2,1,28.38495635986328,27.000001907348633,-461.4000244140625,-1302.4439697265625,,,,
270100751217000,2,2,27.4115047454834,54.30000305175781,372.1500244140625,-1344.3099365234375,,,,
270100751217000,2,3,26.039823532104492,427.6500244140625,14.700000762939453,-1327.85400390625,,,,
270100751217000,2,4,27.63274383544922,369.75,-4.050000190734863,-1273.64599609375,,,,
270100763322700,0,0,26.039823532104492,30.600000381469727,-58.20000076293945,653.6419677734375,,,,
270100763322700,0,1,26.76991081237793,9.15000057220459,-181.20001220703125,497.79400634765625,,,,
270100763322700,0,2,27.27876091003418,52.35000228881836,128.25,541.1119995117188,,,,
270100763322700,0,3,28.274335861206055,112.80000305175781,24.900001525878906,552.4860229492188,,,,
270100763322700,0,4,27.455751419067383,91.20000457763672,-40.650001525878906,533.1259765625,,,,
270100765528500,1,0,26.482301712036133,21.150001525878906,-63.30000305175781,-274.6700134277344,,,,
270100765528500,1,1,28.00885009765625,10.050000190734863,507.3000183105469,-335.89599609375,,,,
270100765528500,1,2,26.194690704345703,-5.550000190734863,-487.3500061035156,-292.5780029296875,,,,
270100765528500,1,3,28.207963943481445,-474.7500305175781,31.80000114440918,-264.5060119628906,,,,
270100765528500,1,4,27.168142318725586,-478.5000305175781,15.600000381469727,-242.7259979248047,,,,
270100767917500,2,0,27.94247817993164,24.0,-59.70000076293945,-1508.14404296875,,,,
270100767917500,2,1,28.185840606689453,26.400001525878906,-453.3000183105469,-1300.0240478515625,,,,
270100767917500,2,2,27.5,49.500003814697266,372.1500244140625,-1345.761962890625,,,,
270100767917500,2,3,26.1061954498291,429.9000244140625,10.200000762939453,-1324.2239990234375,,,,
270100767917500,2,4,27.676990509033203,370.20001220703125,-7.650000095367432,-1287.6820068359375,,,,
270100780029500,0,0,25.973451614379883,31.80000114440918,-59.70000076293945,642.9940185546875,,,,
270100780029500,0,1,26.90265464782715,10.65000057220459,-185.10000610351562,502.8760070800781,,,,
270100780029500,0,2,27.43362808227539,49.05000305175781,126.9000015258789,545.7100219726562,,,,
270100780029500,0,3,28.584070205688477,112.6500015258789,20.850000381469727,551.0339965820312,,,,
270100780029500,0,4,27.256637573242188,99.1500015258789,-34.95000076293945,533.6099853515625,,,,
270100782234200,1,0,26.482301712036133,27.600000381469727,-59.250003814697266,-285.3179931640625,,,,
270100782234200,1,1,27.920352935791016,11.25,505.6500244140625,-327.4259948730469,,,,
270100782234200,1,2,26.194690704345703,-10.200000762939453,-488.8500061035156,-302.74200439453125,,,,
270100782234200,1,3,28.207963943481445,-482.2500305175781,23.400001525878906,-255.30999755859375,,,,
270100782234200,1,4,27.234512329101562,-480.45001220703125,15.750000953674316,-233.28799438476562,,,,
270100784618900,2,0,27.986724853515625,32.70000076293945,-60.000003814697266,-1502.3359375,,,,
270100784618900,2,1,28.23008918762207,27.450000762939453,-459.45001220703125,-1306.800048828125,,,,
270100784618900,2,2,27.389381408691406,52.80000305175781,373.3500061035156,-1343.0999755859375,,,,
270100784618900,2,3,26.039823532104492,427.0500183105469,12.750000953674316,-1323.0140380859375,,,,
270100784618900,2,4,27.63274383544922,361.8000183105469,-10.65000057220459,-1292.280029296875,,,,
270100796718900,0,0,26.039823532104492,28.950000762939453,-59.55000305175781,641.7839965820312,,,,
270100796718900,0,1,26.92477798461914,10.65000057220459,-178.0500030517578,501.9079895019531,,,,
270100796718900,0,2,27.455751419067383,51.150001525878906,130.8000030517578,544.2579956054688,,,,
270100796718900,0,3,28.473451614379883,115.95000457763672,23.100000381469727,553.6959838867188,,,,
270100796718900,0,4,27.323009490966797,98.10000610351562,-38.70000076293945,523.4459838867188,,,,
270100798934700,1,0,26.305309295654297,25.500001907348633,-55.500003814697266,-282.89801025390625,,,,
270100798934700,1,1,28.00885009765625,16.80000114440918,505.8000183105469,-326.9419860839844,,,,
270100798934700,1,2,26.084070205688477,-5.550000190734863,-486.7500305175781,-293.7879943847656,,,,
270100798934700,1,3,28.362831115722656,-480.6000061035156,31.200000762939453,-267.6520080566406,,,,
270100798934700,1,4,27.256637573242188,-472.3500061035156,12.450000762939453,-234.4980010986328,,,,
270100801320700,2,0,27.964601516723633,26.700000762939453,-60.150001525878906,-1509.1119384765625,,,,
