t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ
431889289686800,0,0.0098,0.0000,1.0039,26.55,-46.95,449.39
431889302660800,1,-0.0098,-0.0488,1.0449,-0.60,4.05,-276.85
431889315663600,2,-0.0371,-0.0605,0.9746,30.45,-144.75,459.80
431889328712100,3,-0.0684,-0.0586,1.0430,102.45,5.85,-875.80
431889341714300,4,-0.0820,0.0430,1.0098,-123.15,-316.80,1532.10
431889354713400,5,-0.0508,0.0781,0.9844,167.70,71.25,3408.81
431889367830800,0,0.0117,-0.0059,1.0098,20.85,-45.30,446.73
431889380843700,1,0.0059,-0.0469,1.0137,-5.85,-2.85,-275.88
431889393677400,2,-0.0078,0.0098,1.0098,31.20,-142.05,462.46
431889406666000,3,-0.0098,0.0488,1.0234,92.55,8.25,-869.02
431889419705100,4,-0.0449,0.0684,1.0273,-105.90,-314.10,1544.93
431889432761300,5,0.0078,0.1035,0.9922,168.90,67.50,3409.05
431889445659200,0,0.0176,-0.0117,1.0059,22.65,-49.50,449.64
431889458696000,1,-0.0020,-0.0703,1.0098,-5.25,6.30,-270.31
431889471682400,2,-0.0156,-0.0703,1.0059,30.75,-146.25,458.83
431889484673900,3,0.0117,0.0078,1.0195,92.25,1.65,-877.98
431889497772600,4,-0.0117,0.0996,1.0156,-111.30,-324.90,1531.13
431889510743300,5,-0.0195,0.1328,1.0059,172.05,69.75,3401.31
431889523731300,0,0.0176,-0.0098,1.0059,27.75,-52.65,435.84
431889536708000,1,0.0137,-0.0742,1.0137,-2.85,5.25,-268.38
431889549704300,2,-0.0352,-0.0586,1.0000,30.75,-143.25,462.70
431889562747800,3,-0.0410,0.0156,1.0234,100.05,-1.80,-874.59
431889575760100,4,-0.0430,0.0977,1.0176,-120.60,-323.70,1541.06
431889588742600,5,-0.0391,0.1621,1.0098,171.90,65.55,3399.37
431889601703300,0,0.0195,-0.0078,1.0098,26.40,-47.25,446.25
431889614723200,1,0.0020,-0.0879,1.0078,0.60,-3.60,-268.62
431889627742000,2,-0.0488,-0.0762,1.0020,33.30,-138.30,461.01
431889640668600,3,-0.0605,0.0137,1.0254,95.25,0.90,-872.41
431889653727800,4,-0.0684,0.1211,1.0176,-117.30,-332.85,1552.67
431889666991800,5,-0.0781,0.1719,0.9980,168.15,66.75,3401.79
431889679687100,0,0.0156,-0.0078,1.0020,23.85,-52.20,442.62
431889692697700,1,0.0059,-0.0527,1.0156,-2.10,3.75,-269.10
431889705752900,2,-0.0449,-0.0605,1.0059,28.80,-138.60,457.38
431889718693300,3,-0.0762,0.0586,1.0195,97.80,6.00,-874.83
431889731717700,4,-0.0820,0.1328,1.0000,-106.50,-322.95,1535.97
431889744713200,5,-0.0977,0.1230,0.9941,169.65,67.35,3402.04
431889757750400,0,0.0137,-0.0039,1.0098,20.40,-49.05,446.49
431889770709500,1,0.0117,-0.0391,1.0195,-4.65,-0.15,-277.09
431889784006400,2,-0.0332,-0.0293,1.0039,33.75,-141.30,464.88
431889796744100,3,-0.0488,0.0703,1.0176,90.45,4.50,-873.62
431889809745800,4,-0.0645,0.1523,1.0117,-115.05,-323.55,1534.04
431889822759000,5,-0.0391,0.1719,0.9863,165.45,68.25,3403.25
431889835712100,0,0.0117,-0.0059,1.0078,26.10,-50.40,446.97
431889848736400,1,0.0000,-0.0527,1.0137,-5.10,4.80,-268.86
431889861767300,2,-0.0430,-0.0527,1.0020,32.70,-138.90,463.19
431889874751900,3,-0.0488,0.0059,1.0234,95.10,0.45,-874.10
431889887904200,4,-0.0723,0.1191,1.0234,-126.75,-316.20,1534.04
431889900738600,5,-0.0781,0.1797,1.0020,177.30,64.80,3405.18
431889913720700,0,0.0117,-0.0098,1.0039,25.65,-53.25,438.99
431889926719300,1,-0.0098,-0.0937,1.0176,-1.50,0.90,-277.09
431889939723100,2,-0.0605,-0.0645,1.0020,24.45,-139.20,465.61
431889952714800,3,-0.0820,0.0293,1.0195,92.55,2.85,-876.52
431889965913800,4,-0.1113,0.0937,1.0234,-118.65,-322.35,1536.46
431889978732400,5,-0.1172,0.1289,1.0039,172.50,67.05,3407.36
431889991734800,0,0.0098,-0.0078,1.0059,23.40,-49.20,438.02
431890004771900,1,0.0000,-0.0801,1.0137,-3.00,2.40,-272.25
431890018042200,2,-0.0547,-0.0645,1.0039,33.00,-141.90,461.49
431890030777200,3,-0.0742,0.0215,1.0215,88.65,5.10,-872.89
431890043797000,4,-0.0879,0.0957,1.0078,-108.75,-328.65,1537.91
431890056794800,5,-0.0840,0.1113,0.9980,167.85,63.30,3407.12
431890069733100,0,0.0195,-0.0059,1.0039,19.80,-46.95,449.88
431890082791800,1,0.0137,-0.0508,1.0176,-1.35,3.90,-277.09
431890095808700,2,-0.0312,-0.0391,1.0020,24.60,-142.95,464.88
431890108747300,3,-0.0371,0.0039,1.0117,91.05,7.20,-876.52
431890121834900,4,-0.0293,0.0547,1.0156,-108.00,-322.65,1546.86
431890134762600,5,-0.0020,0.0957,1.0059,169.05,64.20,3399.13
431890147790700,0,0.0156,-0.0098,1.0039,21.00,-54.00,449.88
431890160736800,1,0.0156,-0.0723,1.0215,-4.35,3.60,-271.28
431890173785400,2,-0.0332,-0.0664,1.0488,29.40,-143.55,461.74
431890186737700,3,-0.0254,0.0352,1.0059,83.40,8.10,-871.20
431890199818500,4,-0.0625,0.0898,1.0137,-107.25,-321.45,1545.17
431890212752900,5,-0.0762,0.0977,0.9941,165.60,65.70,3405.91
431890225877900,0,0.0117,-0.0039,1.0176,23.55,-52.80,449.39
431890238777600,1,0.0117,-0.0410,1.0195,-1.80,2.40,-270.80
431890251874800,2,-0.0234,-0.0547,0.9883,31.05,-143.10,462.22
431890264776800,3,-0.0254,0.0352,1.0078,90.90,0.90,-869.75
431890277792100,4,-0.0371,0.1113,1.0313,-105.60,-324.00,1541.06
431890291074000,5,-0.0293,0.1113,1.0020,169.20,64.65,3402.04
431890303796900,0,0.0156,-0.0098,0.9961,23.55,-53.25,440.44
431890316808500,1,-0.0039,-0.0703,1.0098,-1.80,1.95,-271.52
431890329762900,2,-0.0469,-0.0469,0.9961,26.55,-142.20,470.69
431890342769600,3,-0.0781,0.0664,1.0371,93.60,6.75,-875.31
431890355861000,4,-0.1113,0.1641,1.0098,-110.55,-320.40,1548.07
431890368778800,5,-0.1191,0.1621,0.9863,170.55,65.40,3403.49
431890381755800,0,0.0117,-0.0078,1.0137,21.00,-49.65,447.22
431890394810900,1,-0.0039,-0.1113,1.0020,-3.75,4.50,-274.91
431890407856700,2,-0.0352,-0.1113,0.9883,29.40,-147.00,469.48
431890420822300,3,-0.0488,-0.0293,1.0313,97.20,7.95,-876.77
431890434087600,4,-0.0625,0.0488,1.0215,-114.30,-322.20,1535.97
431890446834700,5,-0.0488,0.1348,1.0195,172.35,63.00,3399.62
431890459825500,0,0.0137,-0.0098,1.0020,21.45,-55.95,449.88
431890472789700,1,-0.0039,-0.1172,1.0137,-5.70,-5.25,-273.46
431890485796000,2,-0.0371,-0.1035,1.0059,24.30,-145.80,466.33
431890498938100,3,-0.0469,0.0176,1.0254,96.60,11.55,-883.30
431890511865700,4,-0.0801,0.0586,1.0215,-91.80,-321.90,1538.15
431890524855200,5,-0.0879,0.0605,1.0098,173.40,67.50,3402.76
431890537779300,0,0.0137,-0.0059,1.0078,19.95,-53.70,443.83
431890550795600,1,0.0117,-0.0762,1.0215,-9.90,-0.15,-269.83
431890563855200,2,-0.0352,-0.0879,1.0039,28.35,-141.60,466.09
431890576794700,3,-0.0605,0.0234,1.0254,83.25,4.35,-875.07
431890589866500,4,-0.0820,0.0645,1.0156,-83.25,-323.85,1537.91
431890603063400,5,-0.0586,0.0273,1.0039,165.15,67.50,3403.00
431890616065600,0,0.0156,-0.0059,1.0078,25.35,-52.65,443.59
431890628820800,1,0.0000,-0.0625,1.0137,-10.65,1.20,-271.52
431890641817100,2,-0.0371,-0.0645,1.0000,28.80,-140.70,469.48
431890654839700,3,-0.0293,-0.0039,1.0195,82.20,-1.20,-873.86
431890668338400,4,-0.0332,0.0176,1.0215,-83.70,-311.25,1546.86
431890680856100,5,-0.0195,0.0410,1.0098,165.45,58.50,3411.96
431890693796600,0,0.0176,-0.0098,1.0078,26.55,-54.30,440.92
431890706828500,1,-0.0020,-0.0898,1.0195,2.40,2.70,-280.96
431890719847200,2,-0.0645,-0.0586,0.9941,28.35,-139.20,470.21
431890732835300,3,-0.0820,0.0117,1.0117,88.50,3.90,-874.35
431890745849800,4,-0.1094,0.0371,1.0234,-93.45,-318.30,1540.09
431890758997000,5,-0.1270,0.0879,1.0254,164.85,60.00,3404.46
431890771847000,0,0.0176,-0.0078,1.0078,27.45,-49.50,445.76
431890784802700,1,0.0000,-0.0977,1.0137,-5.70,6.00,-278.78
431890797862600,2,-0.0645,-0.0937,1.0000,25.50,-141.75,463.19
431890810847500,3,-0.0898,0.0020,1.0156,87.75,0.45,-882.57
431890823825000,4,-0.0996,0.0684,1.0215,-102.90,-319.05,1545.65
431890836859700,5,-0.1250,0.1074,1.0000,166.50,59.10,3406.63
431890849853600,0,0.0137,-0.0078,1.0059,23.70,-47.25,452.06
431890862856300,1,-0.0020,-0.0977,1.0137,-5.85,8.10,-269.59
431890875978300,2,-0.0547,-0.0645,1.0078,30.90,-143.85,462.46
431890888848100,3,-0.0742,0.0352,1.0176,83.10,0.90,-880.40
431890901858500,4,-0.0801,0.0996,1.0215,-98.40,-324.00,1545.41
431890914865700,5,-0.0547,0.1250,0.9980,165.30,69.60,3409.78
431890927855000,0,0.0098,-0.0098,1.0078,24.45,-52.20,447.70
431890941103800,1,-0.0039,-0.0879,1.0156,0.30,1.35,-269.83
431890953900300,2,-0.0391,-0.0898,0.9961,25.20,-144.90,466.82
431890966836800,3,-0.0430,-0.0078,1.0234,84.30,5.40,-873.38
431890979906700,4,-0.0586,0.0586,1.0293,-100.80,-319.05,1539.36
431890993118800,5,-0.0469,0.0840,1.0078,170.70,68.40,3409.30
431891005942000,0,0.0156,-0.0098,1.0039,27.30,-45.75,447.70
431891018833600,1,-0.0137,-0.0762,1.0137,-1.50,8.85,-271.77
431891031882900,2,-0.0508,-0.0625,0.9961,32.70,-145.95,456.65
431891044883000,3,-0.0684,0.0215,1.0215,85.20,10.65,-867.57
431891057926200,4,-0.0840,0.0566,1.0137,-92.25,-320.40,1546.86
431891070842300,5,-0.0996,0.0625,1.0137,164.10,63.15,3410.51
431891084198400,0,0.0156,-0.0059,1.0098,24.15,-52.80,449.15
431891096844800,1,-0.0078,-0.0918,1.0137,-0.15,7.65,-266.68
