frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,1026430054315627,4.7267,0.9519,-1.6997,-3.6270,-1.2746,0.5151,-2.1401,0.4874,nan,nan,-0.8906,-1.0655,0.5369
1,1026430088045703,4.4549,0.8244,-1.5419,-3.4966,-1.4054,0.6559,-2.2522,0.4646,-0.2075,-0.5257,-1.5625,-0.4118,0.2396
2,1026430121775779,4.4650,0.8254,-1.5720,-3.5011,-1.4947,0.5690,-0.4729,-0.5251,-0.8047,-0.3984,-1.7688,-0.2980,-0.0405
3,1026430155505855,4.4751,0.8467,-1.9697,-3.2374,-1.4737,0.2110,0.2115,-0.7210,-1.4525,-0.2148,-1.5451,-0.4520,-0.4227
4,1026430189235931,4.3891,1.0237,-1.7959,-3.2523,-1.4491,0.5243,0.2933,-1.3206,-1.3194,-0.2466,-1.0097,-1.0239,-0.7266
5,1026430222966008,4.7619,0.8951,-1.4736,-3.4194,-1.4433,0.5038,0.2940,-2.4523,-0.5826,-0.5653,-0.5564,-1.8857,-0.2696
6,1026430256696084,5.1347,1.2712,-1.9293,-3.6511,-1.0044,0.4541,0.1433,-1.1751,-0.6182,-0.6743,-0.8868,-1.1677,-1.2156
7,1026430290426160,4.9723,1.1872,-1.8897,-3.7875,-1.0058,0.5818,0.0949,-0.5091,-0.8713,-0.5358,-0.9282,-0.7378,-0.7123
8,1026430324156236,5.6248,0.7178,-1.8573,-3.6621,-0.8701,0.5078,0.0025,-0.9350,-1.1243,-0.3973,-1.0791,-0.2001,-1.5868
9,1026430357886312,4.7583,1.1757,-1.7059,-3.4869,-1.1137,0.7498,-0.2676,-0.7570,-1.3774,-0.2588,-0.3830,-0.8730,-0.7004
10,1026430391616388,4.9496,1.0087,-1.4757,-3.3835,-1.1774,0.9221,-0.4522,-0.3865,-1.4045,-0.2468,-0.6496,-0.6874,-0.0065
11,1026430425346465,4.4488,0.8906,-1.4245,-3.1722,-1.3084,0.9053,-0.2108,-0.7413,-0.5486,-0.6076,-1.0618,-0.6662,-0.5623
12,1026430459076541,3.9501,0.8038,-1.3615,-3.1026,-1.3092,0.6711,-0.3829,-0.4810,-0.5856,-0.3036,-1.1437,-0.4873,-1.1119
13,1026430492806617,4.1296,0.9157,-1.7449,-3.3478,-1.0277,0.8099,-0.1415,-0.7987,-0.1556,-0.5753,-1.2180,-0.2121,0.2608
14,1026430526536693,4.3743,0.8930,-1.6023,-3.6120,-0.9160,0.7335,-0.3285,-1.1112,0.1699,-0.5402,-1.1697,-0.4907,1.2774
15,1026430560266769,4.4583,0.8911,-1.4466,-3.5452,-0.8349,0.5757,-0.9068,-0.5957,0.4955,-0.5050,-0.6676,-0.7935,0.3460
16,1026430593996845,5.0796,0.4998,-1.4510,-3.2914,-1.0073,0.4602,-1.0105,-0.4114,0.8210,-0.4699,-0.7611,-0.5871,0.5759
17,1026430627726921,4.8499,0.4445,-1.5290,-3.4980,-0.8255,0.4045,-0.6797,-0.4005,0.3595,-0.0649,-0.4904,-0.3136,0.3177
18,1026430661456998,4.8281,0.6634,-1.3356,-3.7067,-0.9992,0.4534,-0.2346,-0.5103,-0.8390,-0.2852,-0.5140,-0.3526,-0.4369
