t_pc_ns,frame_id,sensor_id,accX,accY,accZ,magX,magY,magZ
1026437571021800,227,0,-0.00390625,-0.0078125,1.01171875,23.850000381469727,-36.60000228881836,568.9420166015625
1026437571021800,227,1,-0.005859375,-0.115234375,0.98046875,-5.25,-5.700000286102295,32.66999816894531
1026437571021800,227,2,-0.0546875,-0.01953125,1.005859375,-22.05000114440918,-165.3000030517578,471.6579895019531
1026437571021800,227,3,-0.068359375,-0.033203125,1.0390625,30.150001525878906,43.650001525878906,-857.8900146484375
1026437571021800,227,4,-0.060546875,-0.046875,1.013671875,62.85000228881836,-316.95001220703125,1552.9139404296875
1026437571021800,227,5,-0.052734375,-0.037109375,1.009765625,77.70000457763672,81.0,3416.555908203125
1026437643620800,228,0,0.001953125,-0.009765625,0.994140625,25.200000762939453,-39.30000305175781,567.2479858398438
1026437643620800,228,1,-0.0234375,-0.16796875,1.01953125,-9.0,3.3000001907348633,44.77000045776367
1026437643620800,228,2,-0.046875,-0.109375,1.017578125,-23.100000381469727,-168.45001220703125,471.8999938964844
1026437643620800,228,3,-0.0859375,-0.08203125,1.0,23.400001525878906,42.60000228881836,-867.81201171875
1026437643620800,228,4,-0.11328125,-0.115234375,0.99609375,83.4000015258789,-312.45001220703125,1547.3480224609375
1026437643620800,228,5,-0.123046875,-0.134765625,1.0078125,70.35000610351562,80.85000610351562,3422.60595703125
1026437715648800,229,0,-0.00390625,-0.009765625,1.01171875,23.850000381469727,-36.150001525878906,573.2979736328125
1026437715648800,229,1,-0.01953125,-0.146484375,1.005859375,-9.300000190734863,-3.1500000953674316,31.944000244140625
1026437715648800,229,2,-0.0625,-0.06640625,0.99609375,-19.5,-162.45001220703125,473.593994140625
1026437715648800,229,3,-0.115234375,-0.076171875,1.005859375,14.40000057220459,43.05000305175781,-855.9539794921875
1026437715648800,229,4,-0.1328125,-0.177734375,1.017578125,91.05000305175781,-316.20001220703125,1552.18798828125
1026437715648800,229,5,-0.130859375,-0.2109375,0.986328125,73.05000305175781,78.9000015258789,3417.281982421875
1026437787503600,230,0,0.00390625,-0.00390625,1.001953125,23.25,-34.650001525878906,574.75
1026437787503600,230,1,-0.0078125,-0.12109375,1.01171875,-9.300000190734863,-3.750000238418579,44.52799987792969
