frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,1216472704146716,7.3905,4.7531,-4.1366,-15.7684,2.1364,-20.4831,-15.1209,-9.1614,-4.9319,-0.0736,-1.1029,0.0887,2.4240
1,1216472737690353,7.4356,4.2977,-3.4026,-15.8495,2.6132,-19.9957,-14.3895,-9.4632,-4.8745,-1.1258,-0.5742,-0.9674,nan
2,1216472771233991,7.9575,3.8812,-3.5299,-14.9432,2.0440,-20.0754,-14.4222,-9.8600,-5.0705,-1.6674,-0.8207,0.1617,nan
3,1216472804777629,8.7057,4.0429,-2.4870,-15.1249,1.8843,-20.1241,-13.7993,-9.2452,-4.9459,-2.1386,-1.0178,-1.1065,nan
4,1216472838321266,9.7631,4.0056,-2.5312,-13.3768,1.2547,-19.9386,-13.8575,-8.6465,-5.3090,-2.0892,-0.4960,-2.3826,nan
5,1216472871864904,9.8061,3.4233,-1.1759,-12.0023,0.8187,-19.7074,-13.5184,-8.3369,-4.7361,-2.1885,0.7359,-1.9036,nan
6,1216472905408542,9.3440,3.9599,-0.7275,-12.5537,1.8400,-18.5484,-12.4763,-8.2106,-5.1546,-0.9027,0.3244,0.4917,nan
7,1216472938952179,8.8951,4.2053,-0.1515,-11.4428,0.8266,-17.3820,-11.1622,-7.7096,-4.1409,-1.4056,-0.1061,-0.2035,nan
8,1216472972495817,8.5847,4.0118,-0.1649,-10.8817,0.8938,-16.2196,-10.6880,-6.4473,-4.3681,-1.5296,-0.4926,0.0535,nan
9,1216473006039455,8.4616,4.1766,-0.1115,-10.4464,1.4780,-15.2452,-9.8371,-6.5742,-3.0747,-3.4459,0.9684,0.0382,nan
10,1216473039583092,8.2852,4.3650,0.8040,-10.2483,1.3923,-13.8430,-7.9863,-6.1031,-2.3448,-3.2851,1.3923,-0.8349,nan
11,1216473073126730,8.3261,4.0904,1.4094,-8.3203,0.5489,-12.6147,-8.9113,-6.8039,-2.5198,-2.6156,1.6006,-1.5114,nan
12,1216473106670368,7.4783,3.6847,2.2981,-7.1369,0.1890,-11.8247,-8.3997,-5.9017,-3.1822,-1.1682,-0.9372,0.4885,nan
13,1216473140214005,7.1473,3.8923,1.3199,-6.3861,0.2410,-11.0346,-7.8881,-5.0639,-2.0242,-0.9731,-1.4107,-0.2369,nan
14,1216473173757643,6.2461,4.9101,0.3957,-7.2263,1.5698,-10.0304,-7.5840,-4.6565,-1.2623,-0.9132,-0.6358,-0.7227,nan
15,1216473207301281,5.3693,5.7861,0.0060,-7.6926,1.9103,-9.7522,-7.3415,-4.3211,-1.5670,-0.7037,-0.4726,-1.2532,nan
16,1216473240844918,6.0670,4.6104,-0.9597,-6.9573,1.1946,-10.5389,-6.9030,-5.2025,-1.5354,-0.5144,-1.4390,-0.0802,nan
17,1216473274388556,7.5760,3.5831,0.0029,-7.2864,-0.4017,-10.8131,-8.0142,-3.8211,-2.3160,-0.4108,-1.1090,-0.0326,nan
18,1216473307932194,7.1814,4.9689,0.5148,-7.0299,-2.1003,-11.3732,-8.7282,-4.8965,-1.7593,-0.9666,1.6704,-0.4308,nan
19,1216473341475831,6.5809,6.1250,0.4509,-7.1394,-4.0451,-12.1376,-7.9189,-5.1767,-2.3300,-0.8812,2.7641,1.2205,nan
20,1216473375019469,7.3188,6.1152,-0.8655,-7.2986,-4.7971,-13.1769,-8.2985,-5.9273,-1.5980,-2.2640,0.8624,1.7270,nan
21,1216473408563107,7.8480,6.1090,-0.5978,-7.2754,-6.9403,-14.0747,-9.7566,-5.8386,-2.5154,-1.5535,1.0888,2.3280,nan
22,1216473442106744,8.9970,5.8751,-0.8166,-8.0171,-7.7749,-14.8087,-10.6081,-6.4506,-2.3729,-3.2101,2.3840,-0.3058,nan
23,1216473475650382,9.3473,6.0181,-0.6403,-8.9780,-8.2560,-15.8678,-11.3117,-5.7586,-4.0521,-1.7885,2.4771,-0.9032,nan
24,1216473509194020,9.9678,6.0765,-1.0105,-10.9289,-7.9711,-16.9232,-12.5917,-8.0335,-4.3927,-0.8382,2.0066,0.4325,nan
25,1216473542737657,10.2216,6.3690,-2.0331,-10.9004,-8.1521,-17.2414,-12.8913,-8.9492,-4.1780,-1.7534,0.7180,1.2567,nan
26,1216473576281295,10.7327,6.3204,-2.0350,-10.6650,-9.7282,-18.0308,-13.9019,-9.2304,-4.2028,-2.9616,0.3665,1.1122,nan
27,1216473609824933,10.7487,6.2252,-1.4919,-11.3159,-10.1273,-19.2255,-15.0262,-8.5748,-4.9739,-2.6395,0.1763,0.7742,nan
28,1216473643368570,11.4310,6.7260,-1.7464,-10.9899,-11.0020,-19.8920,-14.5432,-8.7387,-5.0918,-2.3367,-0.8474,-0.2429,nan
29,1216473676912208,12.7485,6.7312,-2.3743,-12.3735,-10.3615,-19.7589,-15.2274,-9.4480,-5.7567,-1.0640,-0.9722,-1.4822,nan
30,1216473710455846,13.1437,6.3557,-2.2085,-12.4648,-10.7520,-19.5548,-14.7871,-9.6055,-5.4656,-2.2958,-0.1729,-0.8695,nan
31,1216473743999483,12.8672,6.0332,-1.1418,-12.6709,-10.6824,-19.2652,-13.4722,-10.1936,-5.1341,-1.9844,0.0481,-0.6618,nan
32,1216473777543121,13.5567,6.7583,-1.7850,-12.4787,-9.9704,-19.2658,-12.9015,-9.9066,-4.7882,-3.6621,1.1399,-2.3193,nan
33,1216473811086759,13.7436,6.9653,-1.1904,-12.7207,-9.3153,-19.5188,-12.8525,-9.7932,-4.3438,-3.0011,1.5929,-0.2907,nan
34,1216473844630396,13.8476,7.0830,-1.1738,-12.5758,-8.4360,-18.9599,-13.6731,-10.3593,-4.1306,-2.7916,2.9493,-0.5908,nan
35,1216473878174034,13.7810,6.9791,-1.4926,-12.3629,-7.4939,-18.4732,-12.0471,-8.7870,-6.2669,-2.6372,3.0592,-0.5950,nan
36,1216473911717672,13.7313,7.0906,-1.7404,-12.3101,-6.6180,-17.7026,-12.0112,-6.8975,-4.1720,-3.9509,1.6792,0.4077,nan
37,1216473945261309,13.4944,7.1422,-1.2120,-12.3882,-5.2911,-17.0883,-12.2448,-6.6804,-2.0349,-5.2541,0.2993,1.4104,nan
38,1216473978804947,13.5009,7.7346,-1.3101,-12.1319,-4.9178,-16.5671,-12.3277,-6.6108,-1.4465,-3.8121,0.8531,2.4950,nan
39,1216474012348585,13.1676,7.3465,-0.6483,-11.5366,-4.7058,-15.3843,-12.2228,-6.7420,-1.3268,-3.9992,1.7617,0.8411,nan
40,1216474045892222,13.0428,6.7170,0.1426,-11.9843,-3.5367,-13.6229,-11.6280,-6.6117,-1.7236,-3.2825,0.8960,0.0076,nan
41,1216474079435860,13.2625,5.8849,1.1543,-10.9481,-3.8088,-13.2673,-10.8823,-6.4657,-1.6116,-2.2953,0.8708,0.3570,nan
42,1216474112979498,13.0892,6.6377,-0.1249,-10.3892,-3.6616,-12.3689,-10.3363,-6.2990,-1.8245,-2.0515,0.9779,-0.3952,nan
43,1216474146523135,12.7162,7.1292,-0.7064,-9.2691,-3.8047,-12.5583,-9.7455,-5.4453,-1.8865,-1.9674,0.8943,0.1260,nan
44,1216474180066773,12.5363,7.2934,-1.7963,-9.9016,-2.4973,-12.2227,-9.2905,-5.3797,-2.5585,-0.8802,-1.6173,1.0415,nan
45,1216474213610411,12.9267,7.5603,-2.8459,-9.6584,-2.2399,-11.3780,-8.6410,-5.5914,-2.9859,-0.1012,-2.0848,0.9704,nan
46,1216474247154048,13.0136,7.6194,-3.2687,-9.0414,-2.3090,-10.9028,-8.7877,-5.6426,-3.1159,-0.5655,-1.5739,-0.1847,nan
47,1216474280697686,13.0566,7.6979,-2.9668,-9.3128,-2.2343,-10.5785,-8.2015,-4.6559,-1.9962,-0.6980,-1.6834,0.9764,nan
48,1216474314241324,13.0725,6.8810,-1.8109,-10.1097,-2.0105,-10.2956,-8.4098,-4.0005,-1.4458,-0.8481,-1.1353,-0.0433,nan
49,1216474347784961,12.3942,7.7819,-2.0156,-9.4079,-2.0565,-11.0067,-8.6748,-3.8975,-1.5475,-0.7249,-1.4675,-0.2354,nan
50,1216474381328599,12.4071,8.6325,-1.6832,-8.9283,-2.7317,-11.0848,-7.8987,-3.3979,-3.1757,-0.4295,-0.8743,-1.1055,nan
51,1216474414872237,12.4292,8.4836,-0.9712,-10.7875,-2.0072,-11.0986,-8.9450,-3.7132,-4.0505,-1.1536,-0.3127,-1.8924,nan
52,1216474448415874,12.1040,7.9715,-0.1186,-10.9351,-2.1597,-11.2871,-7.2909,-3.6459,-3.7942,-1.1562,-0.8333,-0.7798,nan
53,1216474481959512,12.2632,7.6118,-0.3702,-11.0755,-1.9473,-11.6446,-8.3085,-3.3351,-2.4686,-1.5689,-1.0717,-0.6697,nan
54,1216474515503150,12.9893,6.6143,0.6048,-10.7806,-1.7446,-12.0556,-9.2432,-2.6145,-3.3144,-0.5297,-0.8774,-1.5713,nan
55,1216474549046788,12.9182,5.7765,1.4160,-10.6985,-2.3502,-13.6888,-9.8351,-2.7548,-3.0905,-0.8371,0.1026,-2.6483,nan
56,1216474582590425,12.7659,6.5034,0.4964,-10.0360,-2.8343,-13.7510,-9.9631,-3.9027,-3.0869,-1.1014,-0.8848,-2.1517,nan
57,1216474616134063,12.6368,6.0166,1.1508,-9.9327,-2.7483,-12.9362,-9.7485,-4.8618,-2.5238,-0.8715,-1.3291,-1.1538,nan
58,1216474649677701,12.7432,6.3937,0.6598,-10.8442,-1.6615,-13.3611,-9.8813,-4.5223,-2.3751,-0.8803,-1.4245,-1.1422,nan
59,1216474683221338,12.9854,7.2209,-0.1657,-11.4788,-1.4822,-14.5298,-10.4303,-2.8887,-2.1560,-1.6452,-1.3210,-1.1866,32.3728
60,1216474716764976,11.8590,6.9232,0.5895,-11.2340,-0.5290,-14.0481,-10.8237,-5.0471,-3.4726,-0.4865,-0.6691,-1.6302,nan
61,1216474750308614,12.0616,7.5422,-1.0213,-10.6208,-0.0394,-13.3433,-10.0187,-5.5421,-3.3813,-0.8805,0.5806,-1.8672,nan
62,1216474783852251,11.7108,7.3941,-0.1129,-10.9162,0.5248,-14.1493,-9.5213,-5.1772,-2.6348,-1.6575,0.4203,-1.9063,nan
63,1216474817395889,11.5695,7.2284,-0.0523,-9.4762,0.5195,-13.9369,-7.7245,-5.4784,-1.7951,-1.5220,-0.2563,-1.2936,nan
64,1216474850939527,11.6845,7.1635,0.0033,-10.2470,1.1179,-12.9143,-8.4851,-5.5497,-2.6562,-1.4624,-0.6959,-0.6573,nan
65,1216474884483164,11.6639,6.8764,0.0643,-9.6064,0.2892,-13.3089,-9.2661,-5.5722,-2.1925,-1.6476,1.3041,-1.7765,nan
66,1216474918026802,11.9413,6.6709,-0.0094,-9.9374,0.1007,-13.7164,-9.9756,-5.4072,-1.4894,-2.1521,1.4808,-1.2126,nan
