t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
165130696636000,4,0.002,-0.6602,0.7598,-81.15,-413.85,1578.08,-22.674613204307615,-27.014008535337826,-28.39535739382956,-19.903655668559985,-11.410481773968403,-5.63309532134487,-1.338379788075355,3.660979217041054,2.265557330754863,4.292446773263962,-1.1539975255180281,2.349518257568947,-1.2453219189442137
165130709609800,5,0.0098,-0.5527,0.8398,175.95,79.8,3434.95,-22.39943671503216,-26.818225977909684,-28.367453496213965,-19.99567978564383,-11.490786254053699,-5.642509215224656,-1.32348791850577,3.6142769041896927,2.3884519703586955,3.9506680862586565,-1.0161522712969984,2.1938145088739374,-1.46332479063151
165130722624000,0,0.0254,-0.0059,1.0059,42.45,-56.1,447.94,-22.12340333493314,-26.62183375983315,-28.339462706749906,-20.087990462897416,-11.57134079973238,-5.6519524236701635,-1.3085496761286335,3.5674291618235254,2.5117292999562078,3.6078251113072577,-0.8778777713445309,2.03762590366447,-1.6820065163181104
165130735653900,1,0.002,-0.6133,0.8047,-87.0,9.9,-260.39,-21.847036955182393,-26.425204619177908,-28.311438149909087,-20.180412501405087,-11.651992524366904,-5.6614070241622505,-1.2935934126356914,3.5205249035320496,2.635155348189877,3.264568539307502,-0.7394364605508856,1.881248876492701,-1.9009520540786973
165130748617100,2,-0.002,-0.8535,0.5234,96.0,-162.75,475.77,-21.572085293697278,-26.22958202221692,-28.283557050649772,-20.272361431909744,-11.732231393182648,-5.670813226596576,-1.2787137101888797,3.473860747929623,2.757949579032992,2.92306909616924,-0.6017038302098868,1.7256723426257428,-2.1187768106077605
165130761654700,3,0.0312,-0.748,0.627,97.2,111.45,-829.82,-21.295555595645997,-26.03283668386384,-28.255515932738824,-20.364838087083427,-11.812930778833733,-5.680273414270744,-1.2637486083143001,3.426928771636563,2.881448565706051,2.5796096772094614,-0.46318070772980424,1.5692029046826534,-2.3378517339078186
165130774633700,4,0.0117,-0.6465,0.7891,-81.9,-418.5,1581.71,-21.02026881349226,-25.836975655263135,-28.227600851023926,-20.456899088149516,-11.893267445579564,-5.689691081312454,-1.2488507699675058,3.380207740134781,3.0043924624377834,2.2376940026467373,-0.32528020405819347,1.4134367487135058,-2.5559419828425503
165130787617500,5,-0.0039,-0.5469,0.8691,172.8,71.85,3421.4,-20.718215229376707,-25.651667605815557,-28.035433476295854,-20.470115193931715,-11.961652561897933,-5.861214360166168,-1.4940855979862826,3.4061686606006436,2.893355237449182,2.201067968730526,-0.3280139795287061,1.3918141795090049,-2.7682559971234677
165130800606900,0,0.0234,-0.0039,1.0098,35.1,-43.05,450.36,-20.400198825834842,-25.472588551869915,-27.74566330500866,-20.436502030509452,-12.022953208576592,-6.129060985231759,-1.893885210169715,3.4753064971760943,2.6433150607232068,2.345769255361536,-0.4142818840774446,1.4498652596450914,-2.977184010713552
165130813617700,1,-0.0156,-0.5937,0.8145,-85.2,16.65,-263.54,-20.081658491161765,-25.293214465686106,-27.455415738178512,-20.402833489494903,-12.0843548478984,-6.3973488868595005,-2.29434349109079,3.5445582381430265,2.392862943508684,2.490708936955662,-0.5006919147565156,1.5080119787725794,-3.1864562326189416
165130826607500,2,-0.0293,-0.8301,0.5254,99.15,-162.9,471.17,-19.763632294514643,-25.11412989711919,-27.16563664361014,-20.36921929097746,-12.145657382290015,-6.665203760085132,-2.6941554148394116,3.6136982037725236,2.142815066960493,2.6354146795672913,-0.586962475868438,1.566064846553365,-3.395390680009312
165130839609100,3,0.0078,-0.7227,0.6074,97.2,120.45,-830.3,-19.445317201262462,-24.934882647224686,-26.875594312247056,-20.335574557152118,-12.207015604213833,-6.933301954031949,-3.094330529761126,3.682900976496389,1.8925400456569346,2.7802518736071806,-0.6733114055942819,1.624170449852774,-3.6045149245081216
165130852617900,4,0.0273,-0.6426,0.7559,-76.2,-416.25,1572.27,-19.126825832115667,-24.75553613414725,-26.585391361822797,-20.30191119161348,-12.268407804970861,-7.2015486148594885,-3.4947272528562525,3.7521420721930894,1.642126427553491,2.9251692752982117,-0.7597081534574341,1.6823082307567665,-3.8137549774120814
165130865658000,5,0.0254,-0.5332,0.8438,158.4,73.5,3426.96,-18.80756815248256,-24.57575810195511,-26.29449016464647,-20.268166829876787,-12.3299477192667,-7.4704406942101755,-3.8960873559274627,3.82154976636892,1.3911102983616586,3.0704353574726797,-0.8463127773897177,1.7405858948584636,-4.023498475188426
165130878613100,0,0.0273,-0.0078,1.0039,38.55,-54.75,448.43,-18.53355085740555,-24.238309852938034,-25.703418612848825,-20.933068130576988,-12.191616661680799,-7.73438803554248,-3.9225283324096827,3.7574191556862977,1.1086484722616392,2.893083450121707,-0.4482808114575801,0.7928915583334384,-2.8676283225986916
165130891660500,1,0.0078,-0.5879,0.8125,-86.55,12.0,-258.94,-18.26623628657629,-23.866603913159047,-25.04756078466804,-21.74276587089422,-12.012299229533276,-7.999575787309944,-3.8744976685974972,3.6661431709509635,0.8175401131785582,2.6499614461203578,0.04966070138498668,-0.36321183667352486,-1.429942945556268
165130904671800,2,-0.0195,-0.8477,0.5332,99.15,-164.55,476.5,-18.10075230022909,-23.584349539632242,-25.32121739314128,-21.16260242874492,-12.29352495826763,-7.790760876193141,-3.7888481879602467,3.1969478349241864,0.1500223206222987,2.6485287063717817,0.12974682462305367,-0.5088081895420951,-0.4797041000670808
165130917622300,3,-0.0117,-0.748,0.625,104.55,117.75,-830.79,-18.011957367020067,-23.369816758951902,-26.29026521796921,-19.54309543494153,-12.918915721136525,-7.227513372672611,-3.675248726603682,2.445951163563481,-0.7976513895253053,2.8280976574824495,-0.10330139284827333,0.10272898047843737,0.10302639276082692
165130930681500,4,0.002,-0.623,0.7695,-73.5,-417.45,1573.0,-17.965091374308592,-23.120295224601225,-26.83940708421121,-18.492894429004235,-13.276240567078668,-6.7965471583359784,-3.762702488762103,1.738527704020642,-1.2351211463903415,2.9360546575225563,-0.5968375467367724,0.7301284556294796,0.45748019832668446
165130943615200,5,0.0156,-0.543,0.8398,170.85,72.3,3430.59,-18.015119224074574,-22.798166822332803,-26.415905304190467,-18.77013392656604,-13.012441387364442,-6.679361641939449,-4.305849451190694,1.150623604707469,-0.4973531108159398,2.8777254349683616,-1.6699107667831024,1.3757468609940169,0.2815701559098553
165130956618700,0,0.0273,-0.0059,1.0059,32.85,-48.6,449.88,-18.05519110387669,-22.475124749597306,-26.005656340698177,-19.037056322621364,-12.753146732665076,-6.597618522705261,-4.806877592835267,0.5672425232950746,0.24837837846841776,2.7736245683571683,-2.671900143198352,1.9805317074200293,0.09249705223033122
165130969705800,1,0.0137,-0.5957,0.8086,-78.15,16.5,-268.38,-17.820929154912044,-22.172153073237602,-26.010011808540813,-18.98847952311115,-12.651371004505517,-7.484045115780556,-4.1014251329764475,0.18676129675621284,1.1058277773253575,1.4482290377133256,-1.6160547397543916,1.3991656375269268,-0.4257591774939612
165130982628900,2,-0.0273,-0.8262,0.5371,92.1,-166.8,478.92,-17.589602841774294,-21.8729780634368,-26.014312696168872,-18.940511460075754,-12.550870671155973,-8.359363521307476,-3.4048129970562275,-0.18895195818066135,1.952532114143149,0.13944260052988167,-0.5734405828176645,0.8250849123979405,-0.9375209186245406
165130995626900,3,-0.0156,-0.7207,0.6152,91.65,116.4,-839.74,-17.4804947730817,-21.610938888084984,-26.06660405823538,-19.048255608903407,-12.354538087526468,-8.318530477226767,-3.491915754491856,0.20380820906219732,1.47742632639995,-0.5210141350806701,-0.19476826149887014,1.174352195446077,-1.0184467101682855
165131008709500,4,-0.0078,-0.6367,0.7539,-81.3,-411.15,1573.73,-17.407454698834673,-21.35876403320292,-26.13351303135948,-19.203132554660787,-12.128575911358359,-8.003223052086174,-3.8140651330594837,0.8285140995654944,0.6043219838801581,-0.990532081943542,-0.013056641261441404,1.8017237820897765,-0.9707751775240896
165131021672300,5,0.0,-0.5605,0.8359,172.65,77.7,3431.32,-17.31878178249777,-21.32951152556765,-25.80872648469684,-19.474575830204586,-11.88432832650407,-7.8297275390098955,-4.0652883008739185,1.2193208784338085,0.1985195559434823,-1.0097733904125394,0.031376303027106686,1.7484741622274678,-0.8344438200860562
165131034618500,0,0.0273,-0.0078,1.0098,35.55,-47.4,455.69,-17.214672527249103,-21.510735490996286,-25.111308783679267,-19.858214918591358,-11.62097763438434,-7.788971931064155,-4.25134842258522,1.3919716577249905,0.23136145360849705,-0.6035802277256973,-0.05360815237647226,1.051540076838159,-0.6132995827968672
165131047633800,1,0.0078,-0.6133,0.8027,-78.6,19.05,-255.55,-17.223364150007708,-21.633615609622677,-24.477885639718206,-20.133055127251335,-11.41966595421463,-7.663010744855249,-4.37056713961597,1.5230232305517992,0.15440793590981253,-0.35796413241312647,-0.12830120886078164,0.5526593028348602,-0.6080539248293357
165131060632500,2,-0.0234,-0.8828,0.5137,96.75,-165.0,487.87,-17.58732603901161,-21.570446481282524,-24.057508554335044,-20.060130319412107,-11.417458786907146,-7.270841257661717,-4.277027389124851,1.5206394898597178,-0.2671168764732405,-0.6227359226187557,-0.16922209074151157,0.6868109317836609,-1.283182260842155
165131073653400,3,-0.0234,-0.7891,0.6133,105.9,116.55,-841.43,-17.951909525093367,-21.507169468719393,-23.636413522442194,-19.98708096598493,-11.415247850060076,-6.878001998674413,-4.183327885546047,1.5182516780648827,-0.6893615955265686,-0.8879599067932096,-0.2102128598861796,0.8211916733485436,-1.9594636236237655
165131086649200,4,-0.0117,-0.6719,0.7715,-77.55,-420.6,1577.6,-18.221881325470594,-21.62945748206718,-23.321912649908814,-20.056093569546032,-11.214127062155427,-6.87856706397839,-3.8322180368320002,1.3894476915068676,-0.6504013844193999,-0.24993845753433808,-0.2417121350508487,1.3099650997562773,-1.5591738817508376
165131099633500,5,0.0039,-0.5547,0.8438,169.35,78.9,3434.46,-18.489534591549006,-21.755743965435972,-23.010032657985814,-20.128187983061387,-11.008779243353588,-6.887826896906968,-3.475714469081762,1.2579580639210655,-0.6012801754554215,0.40750968039467284,-0.2729750947954274,1.8061598614004866,-1.135426289162119
165131112630300,0,0.0234,-0.0098,1.0078,37.65,-53.85,450.6,-18.6821923711107,-22.157190404103815,-23.364420808714307,-19.565128421625516,-10.969067078715831,-6.5217720640066466,-2.9522491428491477,1.1598225957952926,-0.1840747125496836,0.8258861940510757,0.06314065490894072,0.8793980133371744,-0.9914285966068641
165131125625800,1,0.0098,-0.6191,0.8008,-86.55,16.2,-259.67,-18.84433509898794,-22.670053942661635,-23.988895386684636,-18.74470563685743,-10.996561613138129,-6.003656760446812,-2.361315248925282,1.0752647660149992,0.3822332580874368,1.147082376274966,0.5481124667333888,-0.6241072815245323,-0.9609771860909966
165131138656500,2,-0.0137,-0.8613,0.5176,92.1,-163.8,476.01,-19.204325686732854,-23.023573146509744,-24.079144581448155,-18.56879472621036,-10.887128128610033,-5.508462844867451,-1.9037050308547,1.3920444345210088,0.6753180560470767,1.3036253245819793,0.6129202720201645,-0.8809088747459085,-1.2289511784480684
165131151715400,3,-0.0137,-0.7676,0.6094,103.5,114.9,-836.59,-19.80958424607527,-23.178790391358696,-23.50586077454462,-19.193477615051016,-10.607781435666167,-5.042323284693934,-1.612207045028373,2.206846274409509,0.6287528825923918,1.2555079786788048,0.15587200761637177,0.4108090368870503,-1.8672044892669493
165131164717400,4,-0.0117,-0.6387,0.7617,-90.0,-417.9,1581.23,-20.30936833088217,-23.392920197716087,-23.18005779143287,-19.58634830253727,-10.34050132845367,-4.53923814982575,-1.4107984385582197,2.974384991639263,0.7108500743567153,1.2014788262414426,-0.264629241293221,1.5591906754393476,-2.410357196270112
165131177642100,5,0.0059,-0.5449,0.8379,169.5,73.35,3433.25,-20.364233385270342,-23.861862790582684,-23.9090168500559,-18.992357277709147,-10.12143613929257,-3.8716401680304533,-1.5922920384742982,3.549502437757855,1.344519506518366,1.12146363092173,-0.5341263884479301,2.1089385204088478,-2.5535330422014897
165131190644600,0,0.0293,-0.0078,1.0078,34.5,-52.8,444.8,-20.419428698870057,-24.333628174982163,-24.642363864667143,-18.3947907345532,-9.90105229115163,-3.200023592149129,-1.7748781358621533,4.1280817930355,1.982003300469627,1.0409667855679068,-0.805245768849727,2.6619955626779856,-2.6975707325713043
165131203755400,1,0.0137,-0.6172,0.7949,-88.5,13.65,-264.75,-20.536874635760608,-24.42088218521425,-25.896865744099618,-17.636421132547603,-9.709728282966626,-3.320495874544701,-1.1698433752109922,4.638941301193402,2.6480909698984276,1.1958472248956142,0.4204188453167107,1.3681799564689507,-1.2369396269507535
165131216719600,2,-0.002,-0.8652,0.5195,94.65,-167.25,480.37,-20.658474954004827,-24.47278905531198,-27.182914584154595,-16.872742957216612,-9.523277396737711,-3.5102046983370014,-0.5017460438004184,5.137669905491193,3.3087919025164494,1.369882727437031,1.7650225091460574,-0.0749983317444669,0.34945583550178094
165131229726500,3,-0.0137,-0.7676,0.6172,110.25,119.1,-840.47,-20.78899164842883,-24.475195884233298,-27.452749285079648,-16.890967713845896,-9.32941133328038,-3.268264001963285,-0.2205910363031453,5.305137889459236,3.6969235074873072,1.6797570271773954,1.8546376513737577,0.030967416072644416,-0.08351848447392873
165131242727900,4,-0.0312,-0.6797,0.7773,-86.7,-418.95,1569.85,-20.923877582670332,-24.451795051124297,-27.192293597324944,-17.316730418883804,-9.132093742404674,-2.801836830334076,-0.14173464397734375,5.2995746725314365,3.9421465774635123,2.0597777263645027,1.289882828171447,0.9442180425378619,-1.568190963951757
165131255708200,5,-0.0371,-0.5723,0.8574,174.15,71.4,3434.46,-21.228166295347773,-24.380759610721345,-26.860474962915035,-17.605167266860004,-8.955957458850806,-2.5883158497185765,-0.027217193953373242,5.522437203705274,3.8920105307589847,2.5042039116919805,0.7657947642419574,1.4373811294267342,-2.8758332319281905
165131268683800,0,0.0215,-0.0078,1.002,32.85,-49.95,453.99,-21.794884961058447,-24.23596235269123,-26.41766679312057,-17.682016450671483,-8.812173693497106,-2.76514828930313,0.1426529915932136,6.098762017392383,3.385352322350514,3.049110452410293,0.3034217793028301,1.2824489446324931,-3.912724369696474
165131281664900,1,-0.0039,-0.6211,0.7969,-85.65,18.15,-264.51,-22.30456594110274,-24.13802290961456,-25.962809060638545,-17.72384088669148,-8.711403140939995,-2.880938195644334,0.2790954774863909,6.566101718825152,2.983956309956268,3.4601620126821575,-0.11096447911907693,1.130669804724605,-4.73401978428589
165131294729100,2,-0.0078,-0.8828,0.5059,95.85,-173.1,472.14,-22.40855933632603,-24.374448166928932,-25.42034863256895,-17.51563226733018,-8.917526568502876,-2.561105266393193,0.17723163984446813,6.256561651217271,3.3330706559511674,2.916503708473045,-0.18399055784669227,1.000899889610222,-4.0181335106839455
165131307709700,3,0.0117,-0.7695,0.5937,106.65,118.8,-838.29,-22.511887260426658,-24.60936049949388,-24.88135949947238,-17.308756009734513,-9.122330977791062,-2.243319001529109,0.076019645930203,5.949002382253931,3.679950960877715,2.376324364646649,-0.25654933048731965,0.8719603938788518,-3.3068283130356075
165131320693500,4,0.0195,-0.6504,0.7617,-86.4,-420.45,1582.92,-22.619191263307833,-24.686648246804175,-25.52141839017029,-16.44439420229889,-9.072105668388927,-2.0061000142223704,0.2496539382110676,5.78218372915988,3.7087407800257064,2.3546053047811886,-0.25869878154900766,-0.04698078305763864,-1.9952350480096694
165131333671000,5,0.0156,-0.541,0.8496,167.55,75.15,3437.85,-22.72707792772319,-24.738564296919083,-26.35062083746398,-15.474824505755645,-8.98092204556402,-1.7819531289215096,0.46736640643486876,5.638070415173679,3.6863966056553688,2.4162170518615276,-0.24953194078168972,-1.0923972726804698,-0.5878605621273079
165131346653900,0,0.0234,-0.0059,1.0078,35.25,-55.5,454.48,-22.650589997876494,-24.955990528977452,-26.6367413932293,-15.055678079916753,-8.831051264026804,-1.7420801637725716,0.654942768303008,5.675884887695058,3.950046304484322,2.4522035767395227,-0.5573232932246397,-0.9898171459511732,-0.06975780335616033
165131359674200,1,-0.002,-0.625,0.791,-86.1,18.45,-264.75,-22.446972097358582,-25.287925291016098,-26.54972292890373,-15.01437968272159,-8.640388856419154,-1.828965978000084,0.8222587586525791,5.839044508305501,4.411270695429454,2.4706419403694837,-1.0841210493094153,-0.09663981903221508,-0.16252443859754517
165131372712800,2,-0.0293,-0.8613,0.5137,99.45,-166.95,476.26,-22.333709489768367,-25.44690703619203,-26.457867046328353,-15.0577488607925,-8.538840634488905,-1.8517634288710123,1.0550747035842922,5.856513849655208,4.667816228543721,2.6534762649106094,-1.391396035334102,0.49132509902767274,-0.44059950608503873
165131385732700,3,-0.0332,-0.7832,0.6152,109.2,114.9,-837.8,-22.40379080518962,-25.255189317790425,-26.35661391553046,-15.272281695129351,-8.61807452548883,-1.7447623037483453,1.4194533284338373,5.57906258513259,4.5090389391571515,3.1682312643643655,-1.2530904488119108,0.4590921154679933,-1.092510493196032
165131398741400,4,-0.0254,-0.6719,0.7812,-88.95,-415.95,1574.94,-22.44519583635675,-25.060852637212342,-26.268945310140907,-15.465961861486264,-8.681784704009809,-1.6502395245055221,1.7498386967384008,5.318079687791789,4.3491292447333505,3.6183714911419047,-1.0926570673314822,0.4277581507039513,-1.7029616115488098
165131411661400,5,-0.0039,-0.5625,0.8555,168.45,72.3,3422.85,-22.101163474282078,-24.830371576381044,-26.36354214378878,-15.380140244317785,-8.537037508182193,-1.723073821284498,1.6246602336598355,5.277318807245001,4.173230030403884,3.2017242127002445,-0.6338887497887276,0.40836492228448906,-1.75877198835776
165131424656000,0,0.0215,-0.0078,1.0039,33.6,-54.75,456.17,-21.75514467147902,-24.59855971933163,-26.458685178968402,-15.293823093663176,-8.391454542942137,-1.7963286628420896,1.4987589909105534,5.236322573626325,3.9963151751000376,2.7826712154527216,-0.17247150682115164,0.3888597174842147,-1.8149046139368301
165131437654600,1,0.0098,-0.6484,0.7871,-77.85,14.55,-264.02,-21.511370694486367,-24.47261664579044,-26.1846327353259,-15.520268411279712,-8.28164445541837,-1.8876556327820615,1.0316713595112341,5.327712500370162,3.759708361993153,2.6731468638824056,-0.0011480986884447736,0.6880837034896562,-2.298087197411257
165131450663300,2,-0.002,-0.8867,0.502,86.4,-165.0,478.92,-21.29348822886253,-24.37357112917879,-25.816282370692573,-15.826593840443477,-8.18087602393257,-1.9836529153855893,0.47729036577369555,5.452910981225385,3.5077210173219506,2.642443637278884,0.09635121226691003,1.0687595360688553,-2.890460672989124
165131463692600,3,-0.0059,-0.7676,0.6094,106.65,113.55,-840.95,-20.90980931053525,-24.355795985107534,-25.68199790568116,-16.10816640650844,-8.151034522890225,-2.087404293987819,0.21848887148372848,5.850495140099014,3.1027973000553852,2.9362438257030097,0.06512374186437421,1.296981468284571,-2.8942334881414187
165131476692400,4,-0.0254,-0.6797,0.7891,-83.85,-418.8,1573.0,-20.38269315468591,-24.409081512754952,-25.752677383529974,-16.367089040851518,-8.183261892552704,-2.197551262902735,0.21884204813756386,6.48457967497875,2.5657480508169255,3.51245153643547,-0.0784425679197171,1.3911913406951648,-2.383804929185803
165131489689600,5,-0.0332,-0.5664,0.877,173.1,79.05,3433.5,-20.042791175192,-24.372780640486887,-25.78852819881177,-16.51801939531355,-8.277011872107197,-2.3679920420740386,0.3347479811110069,6.71620183519865,2.4230893485172653,3.913507935763785,-0.07666787507351876,1.6191215356683175,-1.9292625808706327
165131502667500,0,0.0234,-0.0078,1.0039,41.55,-53.7,448.43,-20.20987081778667,-24.09406482414062,-25.730087785706907,-16.376545997073276,-8.537173077656217,-2.7014461639076637,0.7632669378369302,5.858414685681357,3.3479110895371944,3.8401709467694487,0.31844396767541694,2.208726246465335,-1.626394919591136
165131515678400,1,-0.0078,-0.6328,0.7949,-78.3,12.3,-264.51,-20.377943483155658,-23.81515899641004,-25.670411134380753,-16.235082995950496,-8.797472713288693,-3.0338667139206175,1.1927363653176832,5.002116592894629,4.270042503805536,3.767509301243527,0.710970094029294,2.7976766221890443,-1.327409218300075
165131528676600,2,-0.0156,-0.8789,0.5117,88.8,-166.65,477.71,-20.71055079073731,-23.686883371216638,-25.295516129299006,-16.201049786375783,-8.90588459748518,-2.8205742772604268,1.5814477058039498,5.210553448422241,3.7297487486894907,3.944738012582655,0.06235273801007979,2.7617894634546207,-2.3772300008102816
165131541688100,3,0.0098,-0.7637,0.6152,114.15,118.05,-831.75,-21.043498428302406,-23.558476492017675,-24.9202375246752,-16.166981753388036,-9.014407410737984,-2.607063595811913,1.9705567829636377,5.41920358041725,3.188902154954017,4.12214806763559,-0.5869282953517706,2.725865584311897,-3.428124979471292
165131554697700,4,0.0059,-0.6777,0.7891,-86.55,-413.25,1574.69,-21.301245465547815,-23.501190438596797,-24.46123932785102,-16.444369966665384,-8.697020441849808,-2.3459323034464425,1.5187298077225777,6.074521975661883,3.2409566768920803,3.9808303002214145,-0.3100238431699016,2.3185961775374357,-2.9144248390109446
165131567677300,5,-0.002,-0.5664,0.8789,165.3,77.55,3432.53,-21.53195224505118,-23.469057224562036,-23.973819463932756,-16.83071786929186,-8.230493778826578,-2.068634567516818,0.7720403073811628,6.8855219825557255,3.5015045893193593,3.7276875729214884,0.29213231173942944,1.7815880203556496,-1.8513840668896988
