t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ
165117813807200,3,-0.0254,-0.7812,-0.5918,-56.55,102.75,-764.72
165117826838400,4,-0.0156,-0.8105,-0.6055,42.75,-427.50,1603.49
165117839800700,5,-0.0312,-0.8262,-0.5273,152.55,76.35,3476.57
165117852773500,0,0.0254,-0.0059,1.0059,47.70,-50.10,467.06
165117865839400,1,-0.0020,-0.8359,0.5430,-142.80,31.05,-276.85
165117878859100,2,-0.0176,-0.9746,-0.3242,224.10,-176.55,483.27
165117891782700,3,-0.0215,-0.7832,-0.5898,-53.70,97.50,-769.56
165117904789500,4,-0.0098,-0.8145,-0.6016,42.90,-421.50,1600.10
165117917788200,5,-0.0312,-0.8262,-0.5293,149.25,78.75,3480.93
165117930767700,0,0.0254,-0.0078,1.0039,46.80,-54.30,463.19
165117943797500,1,-0.0039,-0.8340,0.5371,-140.10,24.75,-280.72
165117956801900,2,-0.0137,-0.9727,-0.3281,224.25,-181.20,486.66
165117969849600,3,-0.0195,-0.7812,-0.5859,-53.10,102.45,-763.99
165117982841400,4,-0.0137,-0.8105,-0.6074,51.75,-420.30,1608.82
165117995846500,5,-0.0293,-0.8223,-0.5332,150.15,78.15,3490.85
165118008815900,0,0.0254,-0.0039,1.0059,44.55,-59.40,472.87
165118021845600,1,-0.0039,-0.8379,0.5410,-146.10,29.25,-287.25
165118034800500,2,-0.0137,-0.9766,-0.3223,223.20,-175.05,472.87
165118047813300,3,-0.0234,-0.7812,-0.5859,-56.85,99.90,-766.17
165118060830300,4,-0.0176,-0.8125,-0.6074,44.40,-425.85,1602.52
165118073821300,5,-0.0312,-0.8262,-0.5254,147.00,75.75,3479.48
165118086828900,0,0.0254,-0.0078,1.0117,44.70,-55.80,463.67
165118099805600,1,-0.0039,-0.8359,0.5332,-142.35,17.70,-280.48
165118112823900,2,-0.0156,-0.9766,-0.3262,226.65,-176.25,475.77
165118125811600,3,-0.0254,-0.7773,-0.5879,-61.20,106.50,-769.32
165118138877900,4,-0.0098,-0.8125,-0.6074,52.05,-424.35,1600.10
165118151813500,5,-0.0293,-0.8262,-0.5293,156.15,82.20,3479.96
165118164798000,0,0.0215,-0.0059,1.0039,45.45,-52.65,462.95
165118177826200,1,-0.0020,-0.8340,0.5371,-145.20,25.95,-269.59
165118190842100,2,-0.0137,-0.9727,-0.3242,223.50,-171.15,474.32
165118203822400,3,-0.0234,-0.7812,-0.5898,-60.15,93.90,-768.35
165118216821800,4,-0.0098,-0.8125,-0.6055,43.80,-419.40,1607.85
165118229966100,5,-0.0273,-0.8281,-0.5332,148.05,76.95,3482.86
165118242810700,0,0.0254,-0.0098,1.0039,47.55,-55.35,464.88
165118255881900,1,-0.0020,-0.8340,0.5371,-142.35,22.05,-274.43
165118268842200,2,-0.0156,-0.9746,-0.3281,222.60,-172.50,475.05
165118281839700,3,-0.0234,-0.7793,-0.5859,-58.05,98.70,-766.90
165118294836500,4,-0.0098,-0.8125,-0.6016,47.55,-424.80,1602.04
165118307828700,5,-0.0273,-0.8281,-0.5312,153.45,73.95,3475.60
165118320802700,0,0.0254,-0.0078,1.0039,46.05,-51.60,467.79
165118333824800,1,-0.0039,-0.8359,0.5371,-143.25,25.35,-279.51
165118346887700,2,-0.0156,-0.9746,-0.3242,218.40,-171.45,485.94
165118359896400,3,-0.0215,-0.7832,-0.5937,-59.40,103.35,-764.48
165118372980600,4,-0.0117,-0.8125,-0.6055,43.05,-418.65,1597.20
165118385844500,5,-0.0293,-0.8223,-0.5312,148.65,79.50,3484.32
165118398822500,0,0.0254,-0.0078,1.0020,42.30,-52.65,459.32
165118411884600,1,-0.0059,-0.8359,0.5391,-150.60,28.50,-285.56
165118424859000,2,-0.0156,-0.9727,-0.3223,216.90,-183.90,487.63
165118437855900,3,-0.0195,-0.7773,-0.5879,-53.55,102.90,-761.82
165118450843600,4,-0.0117,-0.8105,-0.6035,42.60,-422.55,1599.86
165118463855800,5,-0.0273,-0.8262,-0.5293,145.05,78.45,3482.86
165118476865700,0,0.0273,-0.0098,1.0059,48.00,-53.85,457.14
165118489851900,1,-0.0059,-0.8340,0.5410,-146.70,24.75,-281.45
165118502870400,2,-0.0156,-0.9727,-0.3262,221.70,-176.25,478.68
165118515849200,3,-0.0215,-0.7773,-0.5840,-53.85,101.40,-762.30
165118528905300,4,-0.0137,-0.8125,-0.6094,45.00,-427.80,1586.79
165118541901600,5,-0.0293,-0.8242,-0.5312,149.10,77.40,3475.12
165118555002600,0,0.0273,-0.0098,1.0078,51.15,-53.55,461.01
165118567918500,1,-0.0039,-0.8398,0.5391,-144.75,27.75,-274.67
165118580885800,2,-0.0137,-0.9766,-0.3262,223.65,-178.95,475.77
165118593877100,3,-0.0215,-0.7812,-0.5898,-57.45,101.70,-767.62
165118606856000,4,-0.0156,-0.8086,-0.6133,47.85,-421.05,1601.56
165118619926100,5,-0.0332,-0.8262,-0.5312,150.15,74.55,3473.91
165118632841700,0,0.0234,-0.0059,1.0059,48.60,-53.25,453.75
165118645871400,1,-0.0039,-0.8379,0.5391,-145.65,27.45,-282.66
165118658877300,2,-0.0117,-0.9805,-0.3262,221.10,-176.25,475.53
165118671925300,3,-0.0215,-0.7852,-0.5957,-51.45,101.70,-762.30
165118684879200,4,-0.0156,-0.8086,-0.6055,42.15,-418.50,1599.14
165118697869600,5,-0.0312,-0.8223,-0.5254,154.95,76.05,3482.86
165118710832400,0,0.0215,-0.0098,1.0078,49.35,-53.70,451.57
165118723882800,1,-0.0039,-0.8340,0.5391,-144.60,25.50,-278.78
165118736887000,2,-0.0156,-0.9766,-0.3281,219.45,-181.20,491.74
165118749881200,3,-0.0215,-0.7793,-0.5859,-55.65,97.05,-771.50
165118762878500,4,-0.0098,-0.8145,-0.5977,47.70,-423.90,1603.01
165118775871300,5,-0.0312,-0.8262,-0.5312,154.65,80.70,3477.06
165118788898100,0,0.0195,-0.0078,1.0078,47.25,-45.30,467.06
165118801928300,1,-0.0039,-0.8379,0.5312,-143.10,26.10,-280.72
165118814891900,2,-0.0117,-0.9746,-0.3242,222.45,-174.90,477.47
165118827892100,3,-0.0215,-0.7773,-0.5840,-61.20,106.95,-769.08
165118840886900,4,-0.0117,-0.8145,-0.6035,43.95,-424.50,1602.28
165118853879600,5,-0.0293,-0.8262,-0.5293,151.05,78.30,3481.90
165118866849000,0,0.0215,-0.0059,1.0020,47.55,-48.30,463.19
165118879932700,1,-0.0059,-0.8379,0.5410,-141.45,24.90,-280.96
165118892947900,2,-0.0176,-0.9688,-0.3281,221.40,-172.20,477.47
165118905903200,3,-0.0215,-0.7773,-0.5820,-54.45,100.80,-769.08
165118918896100,4,-0.0137,-0.8125,-0.6035,49.35,-421.05,1608.57
165118931937100,5,-0.0254,-0.8262,-0.5234,150.30,76.50,3482.62
165118944912200,0,0.0293,-0.0117,1.0059,47.40,-52.65,465.37
165118957880200,1,-0.0039,-0.8398,0.5312,-148.35,25.05,-287.50
165118970907200,2,-0.0156,-0.9766,-0.3262,219.75,-175.05,482.06
165118983955500,3,-0.0195,-0.7793,-0.5898,-54.60,100.95,-762.30
165118996954200,4,-0.0156,-0.8086,-0.6035,43.50,-426.00,1605.43
165119009482300,5,-0.0312,-0.8223,-0.5254,150.15,85.05,3479.23
165119022870900,0,0.0215,-0.0078,1.0059,50.25,-53.25,465.61
165119035891200,1,-0.0039,-0.8379,0.5410,-145.05,29.10,-282.66
165119048962400,2,-0.0137,-0.9746,-0.3242,220.80,-175.50,474.08
165119061947500,3,-0.0234,-0.7793,-0.5879,-55.20,95.55,-762.30
165119074909000,4,-0.0137,-0.8145,-0.6074,49.35,-419.55,1600.10
165119087949400,5,-0.0312,-0.8262,-0.5293,153.45,77.40,3475.12
165119100453300,0,0.0215,-0.0078,1.0098,45.00,-51.45,468.27
165119113913100,1,-0.0059,-0.8359,0.5391,-148.35,17.10,-279.99
165119126956200,2,-0.0156,-0.9746,-0.3184,221.55,-173.25,472.14
165119139958500,3,-0.0234,-0.7812,-0.5918,-51.30,102.15,-773.19
165119152957300,4,-0.0156,-0.8105,-0.6055,52.05,-416.10,1605.91
165119165927400,5,-0.0293,-0.8242,-0.5293,151.95,78.60,3477.30
165119178905100,0,0.0273,-0.0039,1.0078,47.40,-55.20,470.21
165119191905600,1,-0.0059,-0.8379,0.5410,-148.65,24.30,-274.67
165119204966400,2,-0.0176,-0.9746,-0.3223,219.75,-174.75,480.85
165119217903500,3,-0.0215,-0.7812,-0.5918,-50.70,97.35,-759.64
165119230517600,4,-0.0137,-0.8105,-0.6055,45.75,-421.95,1601.31
165119243916700,5,-0.0332,-0.8262,-0.5273,152.55,75.45,3481.17
165119256884500,0,0.0254,-0.0059,1.0078,48.15,-43.50,463.19
165119269915500,1,-0.0059,-0.8340,0.5410,-150.15,23.10,-279.99
165119282920900,2,-0.0176,-0.9766,-0.3301,217.95,-182.10,487.87
165119295927900,3,-0.0215,-0.7812,-0.5937,-61.95,104.85,-761.09
165119308930500,4,-0.0137,-0.8125,-0.6055,45.45,-421.65,1604.70
165119321614000,5,-0.0312,-0.8223,-0.5332,150.30,79.20,3485.04
165119334897800,0,0.0234,-0.0078,1.0039,47.70,-49.05,463.91
165119347931700,1,-0.0059,-0.8359,0.5371,-145.50,28.20,-277.57
165119360507300,2,-0.0117,-0.9746,-0.3262,222.15,-172.65,474.80
165119373929000,3,-0.0273,-0.7793,-0.5918,-56.10,100.65,-772.95
165119386928400,4,-0.0098,-0.8145,-0.6074,51.45,-420.00,1601.56
165119399930300,5,-0.0312,-0.8223,-0.5352,150.45,76.20,3479.23
165119412490700,0,0.0234,-0.0098,1.0059,42.75,-49.20,458.59
165119425929400,1,-0.0039,-0.8359,0.5371,-139.05,24.60,-280.96
165119438939400,2,-0.0156,-0.9766,-0.3281,219.00,-174.60,487.63
165119451571400,3,-0.0215,-0.7793,-0.5859,-49.05,102.45,-771.50
165119464951600,4,-0.0156,-0.8105,-0.6035,40.50,-423.60,1605.19
165119477988700,5,-0.0293,-0.8242,-0.5293,146.55,84.90,3471.25
165119490930100,0,0.0254,-0.0059,1.0078,47.40,-49.80,457.38
165119503956400,1,-0.0039,-0.8359,0.5371,-143.10,24.00,-287.01
165119516948400,2,-0.0156,-0.9727,-0.3281,222.30,-176.25,468.51
165119530049100,3,-0.0215,-0.7812,-0.5898,-52.05,103.80,-771.74
165119542585600,4,-0.0117,-0.8105,-0.5996,46.35,-426.60,1602.28
165119555951900,5,-0.0332,-0.8242,-0.5312,152.25,77.85,3486.25
165119568927300,0,0.0215,-0.0059,1.0098,44.55,-56.85,462.70
165119581530400,1,-0.0039,-0.8340,0.5371,-142.95,25.20,-276.12
165119594589100,2,-0.0156,-0.9688,-0.3223,224.25,-177.00,483.76
165119607983600,3,-0.0215,-0.7773,-0.5840,-60.15,97.95,-775.13
165119621015500,4,-0.0137,-0.8105,-0.6055,46.50,-424.35,1603.49
165119633534500,5,-0.0273,-0.8242,-0.5293,152.70,78.45,3477.78
165119646537000,0,0.0215,-0.0098,1.0039,40.95,-51.60,461.01
165119660002500,1,-0.0039,-0.8379,0.5391,-149.25,24.90,-281.93
165119672544900,2,-0.0176,-0.9766,-0.3262,224.70,-179.10,491.74
165119686020600,3,-0.0195,-0.7773,-0.5918,-56.25,99.75,-760.85
165119698974900,4,-0.0117,-0.8105,-0.6074,49.20,-420.60,1603.49
165119711976900,5,-0.0332,-0.8242,-0.5312,147.30,71.25,3473.18
165119724523100,0,0.0254,-0.0098,1.0039,44.40,-55.35,461.25
165119737960900,1,-0.0059,-0.8379,0.5410,-143.70,22.80,-267.65
165119751062500,2,-0.0176,-0.9746,-0.3242,224.25,-180.15,483.27
165119763565500,3,-0.0234,-0.7832,-0.5918,-55.35,100.65,-766.66
165119776551400,4,-0.0137,-0.8125,-0.6074,43.05,-427.35,1595.02
165119789964100,5,-0.0332,-0.8242,-0.5273,154.05,76.80,3483.59
165119802943100,0,0.0234,-0.0078,1.0098,41.25,-52.35,460.04
165119815557000,1,-0.0020,-0.8379,0.5352,-145.80,21.00,-276.61
165119828977700,2,-0.0137,-0.9766,-0.3281,221.40,-169.05,481.34
165119842027700,3,-0.0254,-0.7793,-0.5918,-56.85,99.45,-763.51
165119854622200,4,-0.0117,-0.8125,-0.6055,41.70,-418.50,1605.43
165119867553800,5,-0.0273,-0.8262,-0.5254,147.90,79.95,3471.49
165119880576500,0,0.0254,-0.0078,1.0059,47.25,-55.95,469.96
165119894027600,1,-0.0039,-0.8379,0.5371,-144.45,22.05,-286.04
165119906560100,2,-0.0137,-0.9727,-0.3242,223.50,-177.75,481.58
165119919992000,3,-0.0195,-0.7793,-0.5859,-58.35,104.40,-763.27
165119932983200,4,-0.0078,-0.8145,-0.5996,47.40,-427.80,1596.72
165119945573500,5,-0.0293,-0.8242,-0.5293,155.40,82.35,3476.33
165119958583900,0,0.0254,-0.0078,1.0078,44.85,-51.75,471.42
165119971994800,1,-0.0078,-0.8359,0.5391,-147.75,25.20,-283.14
165119984986800,2,-0.0195,-0.9766,-0.3262,223.50,-171.30,484.24
165119997586500,3,-0.0234,-0.7793,-0.5937,-57.45,107.10,-766.41
165120010695300,4,-0.0137,-0.8125,-0.6035,45.45,-424.95,1597.20
165120024055400,5,-0.0293,-0.8242,-0.5234,153.75,81.60,3477.54
165120036613300,0,0.0234,-0.0078,1.0098,46.05,-49.05,465.12
165120049608900,1,-0.0020,-0.8340,0.5430,-148.20,28.35,-288.22
165120063045300,2,-0.0176,-0.9766,-0.3184,222.00,-178.50,482.31
165120075625700,3,-0.0215,-0.7773,-0.5918,-57.00,101.55,-765.69
165120088608400,4,-0.0137,-0.8145,-0.6074,52.05,-423.75,1606.15
165120101579200,5,-0.0332,-0.8223,-0.5332,156.30,77.40,3476.09
165120115018400,0,0.0273,-0.0059,1.0039,39.30,-53.10,458.83
165120127593800,1,-0.0039,-0.8398,0.5410,-144.75,28.05,-284.59
165120140592200,2,-0.0137,-0.9766,-0.3281,217.35,-175.65,487.63
165120154065300,3,-0.0215,-0.7812,-0.5918,-47.40,105.75,-771.25
165120166583800,4,-0.0117,-0.8105,-0.6016,42.90,-418.50,1608.33
165120179586100,5,-0.0293,-0.8242,-0.5293,151.80,80.85,3476.57
165120192588700,0,0.0234,-0.0078,1.0059,46.95,-54.60,470.21
165120205734600,1,-0.0078,-0.8379,0.5391,-142.35,21.90,-280.96
165120218646700,2,-0.0137,-0.9766,-0.3281,223.20,-177.00,479.64
165120232053600,3,-0.0254,-0.7793,-0.5879,-52.65,98.40,-764.72
165120244612200,4,-0.0117,-0.8164,-0.6055,48.00,-422.85,1602.28
165120257592000,5,-0.0293,-0.8242,-0.5312,142.20,82.20,3488.91
165120270616100,0,0.0254,-0.0098,1.0039,41.70,-51.75,469.96
165120284030300,1,-0.0059,-0.8379,0.5312,-145.80,25.20,-279.75
165120296661900,2,-0.0195,-0.9766,-0.3262,219.90,-172.80,474.56
165120309623600,3,-0.0215,-0.7793,-0.5937,-56.85,100.05,-771.50
165120323038100,4,-0.0098,-0.8086,-0.6016,46.35,-429.45,1602.04
165120335600000,5,-0.0273,-0.8242,-0.5254,153.75,76.50,3474.15
165120348582800,0,0.0215,-0.0059,1.0078,39.30,-54.00,463.43
165120362027600,1,0.0000,-0.8379,0.5391,-146.10,24.75,-270.80
165120374616600,2,-0.0156,-0.9746,-0.3223,218.40,-174.15,478.92
165120387607200,3,-0.0176,-0.7812,-0.5898,-57.60,102.00,-763.51
165120401089100,4,-0.0098,-0.8105,-0.6016,52.20,-424.20,1603.01
165120413624100,5,-0.0293,-0.8242,-0.5352,147.60,80.10,3478.27
165120426625200,0,0.0195,-0.0117,1.0117,47.70,-55.35,467.54
165120439645400,1,-0.0078,-0.8320,0.5449,-142.65,25.65,-280.24
165120452623000,2,-0.0215,-0.9688,-0.3301,223.05,-179.10,483.03
165120465631800,3,-0.0332,-0.7754,-0.5820,-52.05,107.10,-764.24
165120478675200,4,-0.0156,-0.8086,-0.6055,48.30,-423.60,1609.30
165120492111000,5,-0.0273,-0.8242,-0.5293,147.45,79.20,3472.46
165120504641500,0,0.0312,-0.0098,1.0117,49.95,-56.85,459.32
165120517611300,1,0.0020,-0.8340,0.5391,-141.45,20.85,-287.25
165120531360700,2,-0.0078,-0.9746,-0.3242,223.05,-179.10,485.45
165120543645200,3,-0.0234,-0.7832,-0.5898,-56.10,103.50,-773.67
165120556685900,4,-0.0176,-0.8145,-0.6016,49.95,-423.60,1605.91
165120569699200,5,-0.0371,-0.8301,-0.5273,153.30,77.55,3481.41
165120582645300,0,0.0195,-0.0098,1.0059,53.10,-53.25,465.12
165120595640500,1,-0.0059,-0.8359,0.5352,-147.15,25.50,-269.59
165120608690400,2,-0.0195,-0.9746,-0.3281,219.90,-177.15,482.06
165120622136200,3,-0.0234,-0.7754,-0.5859,-57.00,104.70,-768.59
165120634711200,4,-0.0098,-0.8066,-0.6035,45.15,-415.65,1598.65
165120647682200,5,-0.0254,-0.8281,-0.5254,150.60,83.40,3474.88
165120660621200,0,0.0273,-0.0078,1.0117,44.10,-55.95,469.96
165120673641800,1,-0.0039,-0.8359,0.5391,-146.70,22.80,-284.83
165120686640400,2,-0.0176,-0.9727,-0.3242,225.90,-180.00,477.95
165120699647500,3,-0.0273,-0.7812,-0.5918,-55.80,100.50,-760.61
165120712642300,4,-0.0195,-0.8145,-0.6035,41.85,-424.95,1606.40
165120725655900,5,-0.0312,-0.8203,-0.5312,150.00,81.00,3481.41
165120738628100,0,0.0273,-0.0098,1.0059,40.05,-48.30,460.28
165120751628000,1,0.0000,-0.8359,0.5449,-143.85,26.55,-279.51
165120764656800,2,-0.0059,-0.9785,-0.3242,226.35,-177.15,477.95
165120777653900,3,-0.0156,-0.7773,-0.5918,-59.10,105.00,-768.83
165120790663500,4,-0.0117,-0.8164,-0.5977,42.45,-413.25,1604.22
165120803656700,5,-0.0332,-0.8320,-0.5254,153.15,78.75,3468.34
165120816614300,0,0.0254,-0.0078,1.0039,42.60,-54.90,463.43
165120829639600,1,-0.0098,-0.8359,0.5352,-140.55,17.10,-276.85
165120842653900,2,-0.0176,-0.9766,-0.3242,219.30,-172.05,485.21
165120855667500,3,-0.0215,-0.7773,-0.5879,-57.30,108.00,-761.33
165120868661800,4,-0.0117,-0.8047,-0.5977,45.60,-422.55,1603.49
165120881787300,5,-0.0312,-0.8223,-0.5352,147.45,82.80,3478.51
165120894634100,0,0.0293,-0.0039,1.0059,41.25,-56.40,461.25
165120907708200,1,0.0000,-0.8359,0.5371,-145.35,24.30,-281.93
165120920731700,2,-0.0137,-0.9727,-0.3281,223.50,-174.15,479.16
165120933660500,3,-0.0215,-0.7793,-0.5898,-60.45,98.40,-770.53
165120946675500,4,-0.0117,-0.8184,-0.6074,47.55,-426.75,1595.75
165120959663900,5,-0.0312,-0.8262,-0.5312,152.55,75.45,3475.60
165120972642100,0,0.0234,-0.0098,1.0098,48.75,-52.05,463.19
165120985674400,1,-0.0039,-0.8340,0.5293,-147.15,29.10,-268.62
165120998672900,2,-0.0137,-0.9746,-0.3281,222.15,-177.60,486.42
165121011668800,3,-0.0195,-0.7793,-0.5879,-54.45,106.05,-765.20
165121024683300,4,-0.0098,-0.8066,-0.6016,45.45,-424.35,1600.59
165121037719900,5,-0.0273,-0.8242,-0.5312,151.05,85.95,3474.15
165121050710000,0,0.0254,-0.0078,1.0078,49.35,-54.15,466.82
165121063676100,1,-0.0059,-0.8379,0.5410,-146.85,30.15,-282.41
165121076748500,2,-0.0215,-0.9746,-0.3242,222.30,-180.90,482.06
165121089738400,3,-0.0234,-0.7812,-0.5918,-57.30,105.45,-765.45
165121102735700,4,-0.0156,-0.8145,-0.6094,47.25,-421.95,1603.98
165121115717200,5,-0.0312,-0.8223,-0.5273,150.75,79.65,3479.96
165121128698500,0,0.0234,-0.0059,1.0020,44.25,-50.10,458.35
165121141770100,1,-0.0039,-0.8359,0.5430,-150.75,28.20,-282.66
165121154733700,2,-0.0137,-0.9746,-0.3242,223.20,-180.90,476.50
165121167766700,3,-0.0215,-0.7812,-0.5918,-56.40,100.50,-764.48
165121180742100,4,-0.0137,-0.8105,-0.6055,44.70,-426.60,1599.86
165121193750700,5,-0.0293,-0.8320,-0.5273,157.35,74.55,3478.27
165121206665200,0,0.0234,-0.0098,1.0059,48.15,-48.45,463.19
165121219699700,1,-0.0117,-0.8359,0.5273,-139.50,19.95,-275.40
165121232752800,2,-0.0176,-0.9785,-0.3223,226.65,-171.75,482.55
165121245694900,3,-0.0273,-0.7793,-0.5918,-55.80,101.70,-767.38
165121258765800,4,-0.0137,-0.8066,-0.6035,44.55,-422.25,1604.70
165121271708700,5,-0.0234,-0.8242,-0.5273,150.15,80.55,3474.39
165121284672100,0,0.0234,-0.0078,1.0098,50.25,-51.00,458.11
165121297747700,1,-0.0039,-0.8359,0.5410,-146.25,25.80,-277.82
165121310754600,2,-0.0156,-0.9766,-0.3281,222.90,-178.50,490.53
165121323705700,3,-0.0293,-0.7812,-0.5879,-58.65,100.35,-757.22
165121336700800,4,-0.0156,-0.8145,-0.6055,45.75,-418.50,1608.33
165121349695300,5,-0.0352,-0.8242,-0.5254,151.05,81.75,3477.54
165121362686300,0,0.0273,-0.0078,1.0117,42.60,-55.95,464.16
165121375698000,1,0.0000,-0.8379,0.5352,-149.85,25.35,-286.29
165121388721600,2,-0.0117,-0.9746,-0.3242,216.15,-183.90,481.34
165121401701000,3,-0.0254,-0.7773,-0.5898,-59.85,99.15,-774.64
165121414714000,4,-0.0098,-0.8145,-0.6016,47.10,-425.70,1590.42
165121427696100,5,-0.0293,-0.8262,-0.5293,149.70,82.35,3482.86
165121440688800,0,0.0215,-0.0117,1.0078,43.65,-56.85,455.69
165121453718000,1,-0.0059,-0.8359,0.5371,-148.05,23.55,-276.36
165121466715100,2,-0.0176,-0.9746,-0.3203,220.35,-178.95,486.42
165121479710000,3,-0.0234,-0.7773,-0.5898,-56.70,97.05,-767.14
165121492733800,4,-0.0137,-0.8066,-0.6055,46.65,-426.90,1605.43
165121505769100,5,-0.0293,-0.8242,-0.5332,154.35,76.35,3476.33
165121518693800,0,0.0254,-0.0078,1.0059,49.80,-53.85,469.72
165121531711400,1,-0.0020,-0.8379,0.5391,-148.35,24.00,-282.41
165121544778800,2,-0.0137,-0.9746,-0.3242,224.55,-170.40,476.01
165121557734000,3,-0.0234,-0.7832,-0.5918,-61.05,100.05,-761.82
165121570726900,4,-0.0156,-0.8145,-0.6016,52.95,-423.45,1596.23
165121583723000,5,-0.0332,-0.8242,-0.5352,153.00,79.50,3476.09
165121596723000,0,0.0234,-0.0078,1.0098,49.35,-48.00,459.32
165121609737000,1,-0.0078,-0.8379,0.5410,-145.65,25.65,-279.03
165121622739100,2,-0.0137,-0.9766,-0.3301,220.80,-173.10,493.44
165121635786400,3,-0.0156,-0.7773,-0.5898,-55.80,110.40,-765.20
165121648786800,4,-0.0117,-0.8125,-0.6074,47.85,-426.00,1594.30
165121661774900,5,-0.0293,-0.8262,-0.5332,145.95,80.70,3474.39
165121674755800,0,0.0254,-0.0078,1.0059,42.00,-47.70,458.59
165121688160500,1,-0.0039,-0.8379,0.5391,-144.75,23.85,-284.59
165121700794500,2,-0.0156,-0.9746,-0.3262,218.55,-171.75,479.89
