t_pc_ns,sync_id,state,description
165117078573600,100,MARKER_UPDATE,ArUco ID 100
165118079099900,101,MARKER_UPDATE,ArUco ID 101
165120169896000,102,MARKER_UPDATE,ArUco ID 102
165121170541900,103,MARKER_UPDATE,ArUco ID 103
165122185945600,104,MARKER_UPDATE,ArUco ID 104
165123198907100,105,MARKER_UPDATE,ArUco ID 105
165124201409100,106,MARKER_UPDATE,ArUco ID 106
165125201452100,107,MARKER_UPDATE,ArUco ID 107
165126204427900,108,MARKER_UPDATE,ArUco ID 108
165127211074000,109,MARKER_UPDATE,ArUco ID 109
165128224922000,110,MARKER_UPDATE,ArUco ID 110
165129235818800,111,MARKER_UPDATE,ArUco ID 111
165130238367500,112,MARKER_UPDATE,ArUco ID 112
165131250034400,113,MARKER_UPDATE,ArUco ID 113
165132263176700,114,MARKER_UPDATE,ArUco ID 114
165133265310100,115,MARKER_UPDATE,ArUco ID 115
165134267831500,116,MARKER_UPDATE,ArUco ID 116
165135271234300,117,MARKER_UPDATE,ArUco ID 117
165136284305300,118,MARKER_UPDATE,ArUco ID 118
165137298338100,119,MARKER_UPDATE,ArUco ID 119
165138299708700,120,MARKER_UPDATE,ArUco ID 120
165139312770200,121,MARKER_UPDATE,ArUco ID 121
165140312878800,122,MARKER_UPDATE,ArUco ID 122
165141315416100,123,MARKER_UPDATE,ArUco ID 123
165142316150800,124,MARKER_UPDATE,ArUco ID 124
165143330214600,125,MARKER_UPDATE,ArUco ID 125
165144344252300,126,MARKER_UPDATE,ArUco ID 126
165145359331100,127,MARKER_UPDATE,ArUco ID 127
165146362434100,128,MARKER_UPDATE,ArUco ID 128
165147375556600,129,MARKER_UPDATE,ArUco ID 129
165148389976300,130,MARKER_UPDATE,ArUco ID 130
165149401879700,131,MARKER_UPDATE,ArUco ID 131
165150405071400,132,MARKER_UPDATE,ArUco ID 132
165151415738600,133,MARKER_UPDATE,ArUco ID 133
165152416665100,134,MARKER_UPDATE,ArUco ID 134
165153417793300,135,MARKER_UPDATE,ArUco ID 135
165154418290900,136,MARKER_UPDATE,ArUco ID 136
165155420997100,137,MARKER_UPDATE,ArUco ID 137
165156422728400,138,MARKER_UPDATE,ArUco ID 138
165157437690000,139,MARKER_UPDATE,ArUco ID 139
165158451099000,140,MARKER_UPDATE,ArUco ID 140
165159464695200,141,MARKER_UPDATE,ArUco ID 141
165160466497400,142,MARKER_UPDATE,ArUco ID 142
165161468522300,143,MARKER_UPDATE,ArUco ID 143
165162474551600,144,MARKER_UPDATE,ArUco ID 144
165163475484600,145,MARKER_UPDATE,ArUco ID 145
165164490768800,146,MARKER_UPDATE,ArUco ID 146
165165492332800,147,MARKER_UPDATE,ArUco ID 147
165166495825300,148,MARKER_UPDATE,ArUco ID 148
165167507665900,149,MARKER_UPDATE,ArUco ID 149
165168511064800,150,MARKER_UPDATE,ArUco ID 150
165169526588100,151,MARKER_UPDATE,ArUco ID 151
165170527389200,152,MARKER_UPDATE,ArUco ID 152
165171530927300,153,MARKER_UPDATE,ArUco ID 153
165172532836300,154,MARKER_UPDATE,ArUco ID 154
165173534717300,155,MARKER_UPDATE,ArUco ID 155
165174543245900,156,MARKER_UPDATE,ArUco ID 156
165175555118900,157,MARKER_UPDATE,ArUco ID 157
