t_frame_ns,theta_1,theta_2,theta_3,theta_4,quality
260158202383400,0.0023640617897635607,0.030558170277499297,-0.001418438765026675,-0.001497004869748686,1
260158234699800,-0.026060449482176562,0.02764272664272438,0.001497004869748686,0.026230863782547242,1
260158266702800,-0.05457757404968122,0.029139731512473066,0.026981051188703642,0.0,1
260158298749600,0.03000678843248794,0.001497004869748686,0.0,-0.001497004869748686,1
260158330677000,0.0023640617897635607,0.056120782701176264,-0.026981051188703642,-0.001497004869748686,1
260158378536200,0.004866141639299659,0.02764272664272438,0.02772786865229593,-0.0007930212453390872,1
260158410577300,0.03000678843248794,0.001497004869748686,0.026230863782547242,0.0007501874061563996,1
260158442829300,0.001497004869748686,0.001418438765026675,-0.001418438765026675,-0.001497004869748686,1
260158474670300,0.001497004869748686,0.0,0.026230863782547242,-0.029310145812843746,1
260158506800500,-0.02693484740695684,0.0,0.001497004869748686,0.025437842537208155,1
260158538551000,0.003079282030296504,0.0,0.026981051188703642,-0.028478056058451884,1
260158570859800,0.030985186122301833,-0.05313346256180962,0.026902598779262377,0.025437842537208155,1
260158602607600,-0.025437842537208155,0.026981051188703642,-0.026981051188703642,-0.003079282030296504,1
260158634796700,nan,nan,nan,nan,0
260158682829000,0.001582277160547818,0.001497004869748686,0.0,0.026230863782547242,1
260158714894100,0.001582277160547818,0.0,0.028478056058451884,-0.0007501874061563996,1
260158746781400,0.004866141639299659,0.056120782701176264,-0.026981051188703642,-0.003079282030296504,1
260158778797200,-0.024385409172718475,0.056120782701176264,-0.026981051188703642,-0.001497004869748686,1
260158810630700,-0.026060449482176562,0.02764272664272438,0.02772786865229593,-0.02772786865229593,1
260158843004900,0.0007930212453390872,-0.026230863782547242,0.0,-0.001497004869748686,1
260158874870000,-0.02260921210633393,0.05537059529502031,0.0,-0.02772786865229593,1
260158906847100,0.001582277160547818,0.028478056058451884,-0.0007501874061563996,-0.02772786865229593,1
260158954724700,0.02772786865229593,0.0,-0.026230863782547242,0.026230863782547242,1
260158986696800,0.0,-0.026230863782547242,-0.001497004869748686,0.02693484740695684,1
260159018832200,0.03000678843248794,0.001497004869748686,0.026981051188703642,-0.028478056058451884,1
260159050875900,0.003079282030296504,0.0,0.026230863782547242,-0.03276138318868593,1
260159082837200,0.004866141639299659,0.05683151463551894,-0.0014609193404986343,-0.029310145812843746,1
260159114791500,0.02772786865229593,0.0007501874061563996,0.0007107319343426788,-0.0014609193404986343,1
260159146793200,0.03000678843248794,0.001497004869748686,0.026981051188703642,-0.0007501874061563996,1
260159178860500,-0.05457757404968122,0.056120782701176264,-0.028478056058451884,0.0,1
260159210573400,0.03516138195502849,0.02772786865229593,0.0007501874061563996,-0.0007501874061563996,1
260159258664700,0.032616295052362076,0.060236736934319524,0.0007501874061563996,-0.0015432086514950427,1
260159290845000,0.001582277160547818,0.0,0.0,0.02772786865229593,1
260159322778800,0.001582277160547818,-0.03250886828202404,0.060236736934319524,0.0,1
260159354906500,0.06288925060732398,0.0,0.0,-0.0007930212453390872,1
260159386795900,0.029310145812843746,0.0007501874061563996,-0.0007501874061563996,0.0,1
260159418596400,0.03516138195502849,0.0,0.02693484740695684,-0.0008396303652449255,1
260159450937900,0.003257317470005905,0.02772786865229593,-0.0007930212453390872,-0.0008396303652449255,1
260159482692400,0.001497004869748686,0.025437842537208155,0.0007930212453390872,-0.0007930212453390872,1
260159530682700,0.03250886828202404,0.02772786865229593,0.0007501874061563996,-0.0015432086514950427,1
260159562636500,0.0023828390167404123,-0.0007501874061563996,0.0,-0.0007930212453390872,1
260159594629500,0.030060333218999702,-0.0007501874061563996,0.02777063659342094,-0.028563657838760026,1
260159626644300,0.0,0.029310145812843746,0.0,0.0,1
260159658669800,0.06363943801348038,-0.0007501874061563996,0.0,-0.0007930212453390872,1
260159690658100,0.0,0.0007501874061563996,-0.0007501874061563996,0.02777063659342094,1
260159722862100,0.029310145812843746,0.0,0.0,0.02777063659342094,1
260159754876800,0.030060333218999702,-0.0007501874061563996,0.0,-0.0007930212453390872,1
260159786793600,0.029310145812843746,0.02777063659342094,0.0,-0.060532019782107316,1
260159834853100,0.03276138318868593,0.02777063659342094,0.0,0.0,1
260159866898200,0.028563657838760026,0.0,0.0,0.0,1
260159898945900,nan,nan,nan,nan,0
260159930919600,0.0007930212453390872,0.02777063659342094,0.0,0.0,1
260159962974500,0.0,0.0,0.0,0.0,1
260159994733600,0.0015432086514950427,-0.0007501874061563996,0.02777063659342094,-0.060532019782107316,1
260160026777400,nan,nan,nan,nan,0
260160058799000,0.057080782406264685,0.0,-0.02777063659342094,0.02777063659342094,1
260160106913500,0.0,0.0,0.0,0.0,1
260160138902500,-0.02777063659342094,0.02777063659342094,0.0,-0.028563657838760026,1
260160170870300,0.0007501874061563996,-0.0007501874061563996,0.02777063659342094,-0.02777063659342094,1
260160202725300,0.057080782406264685,0.0,-0.02777063659342094,0.02777063659342094,1
260160234866700,0.0007501874061563996,0.027020449187264983,0.0,0.0,1
260160266900800,-0.02777063659342094,-0.0007930212453390872,0.028563657838760026,-0.028563657838760026,1
260160298964100,0.0,0.02777063659342094,0.02777063659342094,-0.02777063659342094,1
260160330943100,0.0015432086514950427,0.027020449187264983,0.0,0.0,1
260160362716100,0.02777063659342094,0.0,0.0,0.0,1
260160410772800,0.028563657838760026,0.0,0.0,0.0,1
260160442886600,0.028563657838760026,0.0,0.0,0.0,1
260160474886300,0.028563657838760026,0.0,0.0,0.0,1
260160506828600,-0.02777063659342094,0.05479108578068592,-0.027020449187264983,0.02777063659342094,1
260160538939800,0.028563657838760026,0.0,0.02777063659342094,-0.02777063659342094,1
260160570872200,0.02777063659342094,0.0,0.0,0.0,1
260160602865100,0.0015432086514950427,0.027020449187264983,0.0,0.0,1
260160634713900,0.028563657838760026,0.0,0.0,0.0,1
260160682770100,0.02777063659342094,0.0,0.0,0.0,1
260160714806400,nan,nan,nan,nan,0
260160746941100,0.0015432086514950427,0.027020449187264983,0.0,-0.02940328820400495,1
260160778934700,0.02777063659342094,0.027020449187264983,-0.027020449187264983,0.0,1
260160810929200,0.0,0.0,0.02777063659342094,-0.02777063659342094,1
260160842920100,0.05558410702602501,-0.027020449187264983,0.027020449187264983,-0.027020449187264983,1
260160874900300,nan,nan,nan,nan,0
260160907049100,0.0,0.02777063659342094,0.0,-0.02777063659342094,1
260160954641000,0.02777063659342094,0.0,-0.02777063659342094,0.02777063659342094,1
260160986969300,0.02777063659342094,0.0,0.026309717252922304,-0.026309717252922304,1
260161018586000,0.02777063659342094,0.0,0.0,0.0,1
260161050728600,0.057080782406264685,0.0,0.0,0.028563657838760026,1
260161082847400,0.05875582271572277,0.0,0.0,0.028563657838760026,1
260161115037500,0.0,0.0,0.0,0.0,1
260161147023200,0.0007501874061563996,-0.0015432086514950427,0.028563657838760026,0.0,1
260161178930600,0.02777063659342094,0.0,0.0,0.0,1
260161210824600,0.027020449187264983,-0.026309717252922304,0.026309717252922304,0.0,1
260161258787900,0.0014609193404986343,0.026309717252922304,0.0,0.0,1
260161290764000,0.02777063659342094,0.0,0.0,0.0,1
260161323025100,0.0,0.0,0.0,0.0,1
260161355038200,0.0007501874061563996,0.027020449187264983,0.0,-0.02777063659342094,1
260161387080700,0.0,0.027020449187264983,0.0,0.0,1
260161418845700,0.0014609193404986343,-0.0007107319343426788,0.0,0.027020449187264983,1
260161450862000,0.002915443634774917,0.025562612423676967,0.027020449187264983,-0.02777063659342094,1
260161482696000,0.0007501874061563996,0.0007107319343426788,-0.0007107319343426788,-0.0007501874061563996,1
260161530708600,0.001418438765026675,0.0,0.052583061610941506,0.0,1
260161562665500,0.030060333218999702,0.0007107319343426788,0.0,-0.0014609193404986343,1
260161594736000,0.0,0.0007107319343426788,0.0,-0.0014609193404986343,1
260161626636800,0.028478056058451884,0.0007107319343426788,0.026309717252922304,-0.02777063659342094,1
260161658739700,0.035424311916798956,0.026273344358019646,0.0,-0.029188787992794563,1
260161690674400,0.028478056058451884,0.0007107319343426788,0.0,-0.0014609193404986343,1
260161722741200,0.03244610546280047,-0.0007107319343426788,0.027020449187264983,-0.02777063659342094,1
260161754998000,0.0007107319343426788,-0.026273344358019646,0.025562612423676967,-0.0007501874061563996,1
260161786871200,0.02777063659342094,-0.052583061610941506,0.025562612423676967,-0.0015432086514950427,1
260161834874800,0.0616976562748186,-0.0007107319343426788,0.0,0.027020449187264983,1
260161866948900,0.028478056058451884,0.0007107319343426788,0.026309717252922304,-0.02777063659342094,1
260161898982500,0.0007501874061563996,0.0007107319343426788,0.026309717252922304,-0.02777063659342094,1
260161930979200,0.02777063659342094,-0.026309717252922304,-0.0007107319343426788,0.027020449187264983,1
260161962795100,0.05400150037596818,0.0,0.0,0.0,1
260161994727500,0.0014609193404986343,0.0,0.026309717252922304,-0.02777063659342094,1
260162026632200,0.0,0.0007107319343426788,0.026309717252922304,0.0,1
260162058939000,0.0007501874061563996,0.0,0.0,0.027020449187264983,1
260162106823200,0.027020449187264983,0.0,0.0,-0.02777063659342094,1
260162138774100,0.0007107319343426788,0.0,-0.0007107319343426788,-0.0007501874061563996,1
260162171139500,0.0,-0.026309717252922304,-0.0007107319343426788,-0.0007501874061563996,1
260162202825300,0.0,-0.026981051188703642,0.026981051188703642,0.027020449187264983,1
260162234909500,0.0014609193404986343,-0.02769178312304632,0.026981051188703642,0.0,1
260162267164900,0.0014609193404986343,0.0,-0.0007107319343426788,-0.028478056058451884,1
260162298954500,-0.026309717252922304,-0.0249274501504968,0.0249274501504968,-0.0014609193404986343,1
260162331082100,0.0,0.0007107319343426788,-0.0007107319343426788,-0.0007501874061563996,1
260162362893700,0.003093570951083091,-0.026273344358019646,0.025562612423676967,-0.0007501874061563996,1
260162411265800,0.027020449187264983,-0.026309717252922304,0.026309717252922304,0.0,1
260162443124900,0.02777063659342094,-0.026309717252922304,0.026309717252922304,0.0,1
260162474830300,0.027020449187264983,0.0,0.027020449187264983,-0.027020449187264983,1
260162507094400,0.0007107319343426788,0.026309717252922304,0.0,0.02777063659342094,1
260162538811900,-0.026309717252922304,0.05261943450584461,-0.026309717252922304,0.02777063659342094,1
260162570872100,0.027020449187264983,0.026309717252922304,0.02769178312304632,-0.026230863782547242,1
260162602833300,0.0007107319343426788,0.053330166440186844,0.0,0.028478056058451884,1
260162634909300,0.027020449187264983,0.026309717252922304,0.0007107319343426788,0.056120782701176264,1
260162682843700,0.057080782406264685,0.052583061610941506,0.02832103754428905,0.0022371327332106894,1
260162714891000,0.027020449187264983,0.052583061610941506,0.001418438765026675,0.08400452328155117,1
260162747212800,0.05408035384634324,0.026273344358019646,0.02832103754428905,0.08887417481310766,1
260162778910700,0.053330166440186844,0.05247424373622156,0.028905909843676802,0.08435814640790928,1
260162811209900,0.027020449187264983,0.08090409915523056,0.05710192450228879,0.08670514475712343,1
260162842836100,0.053330166440186844,0.05459438190230825,0.07985864147060395,0.09092723113235213,1
260162875214800,0.05404089837452952,0.08066942164555568,0.053072869793013844,0.11753691837927649,1
260162906822200,0.05404089837452952,0.07785648954296898,0.08717107851049599,0.08625164176438105,1
260162938717300,0.08339049965918699,0.13029215972909336,0.030377392936895564,0.1259219579614732,1
260162986884400,0.053330166440186844,0.10380694688679215,0.08784154979988479,0.09423228200644251,1
260163018727000,0.053330166440186844,0.13029215972909336,0.056336472597381615,0.09996287830098716,1
260163050969100,0.08339049965918699,0.1080117247000465,0.08434750392097357,0.09423228200644251,1
260163082861500,0.08035369820436289,0.10401881537107371,0.088376786144849,0.09431395132718068,1
260163114903600,0.10966384401720619,0.07824433446311518,0.11415126705280709,0.09431395132718068,1
260163146858300,0.07960351079820649,0.10401881537107371,0.088376786144849,0.12022278666130903,1
260163178887200,0.10808156685665837,0.10006626678432351,0.11131439523043962,0.1113070992302525,1
260163210849800,0.053330166440186844,0.15585859321984108,0.08877853986565709,0.13028194866642817,1
260163259254800,nan,nan,nan,nan,0
260163290967900,0.10658456198691013,0.16035528796845533,0.11735900524985654,0.09633013829762227,1
260163322950800,0.10658456198691013,0.15491316482426098,0.12280112839405088,0.13335025417155233,1
260163354922500,0.07960351079820649,0.16035528796845533,0.11735900524985654,0.12115573672330049,1
260163387207100,0.10509367824206617,0.15982536151905702,0.07501132970849733,0.15002695678410793,1
260163418722400,0.10308160852270021,0.15578505053513103,0.09774041302434444,0.13335025417155233,1
260163450963300,0.13278546136511205,0.15982536151905702,0.09168803232105249,0.1453978640257385,1
260163483176500,nan,nan,nan,nan,0
260163530834200,nan,nan,nan,nan,0
260163563178800,0.1058044101764084,0.14801488706474197,0.12883703624687382,0.13269806675564588,1
260163594925400,0.13118665598315626,0.13373238377796692,0.11702656179255877,0.10801172470004605,1
260163627096400,0.10509367824206617,0.18517976263656077,0.09167216067505546,0.13269806675564588,1
260163659113600,nan,nan,nan,nan,0
260163691257500,nan,nan,nan,nan,0
260163722940000,nan,nan,nan,nan,0
260163755260800,nan,nan,nan,nan,0
260163786912300,0.13136702260008537,0.18517976263656077,0.15152837231518612,0.13436108673569436,1
260163835084200,nan,nan,nan,nan,0
260163867404800,0.15887843910620214,0.21687361566640817,0.12970253715591218,0.13654951199501308,1
260163899194700,0.15784784526132167,0.1657184129956435,0.15490728248285368,0.1439567839261784,1
260163930987300,0.15887843910620214,0.20874371348646426,0.12622193059903797,0.1481600207318312,1
260163963372300,0.15620821848322164,0.21954383628938867,0.15394466445834976,0.13503074553421657,1
260163994959100,0.186325901319774,0.21571146835988486,0.11710874456686415,0.16309529221024066,1
