t_frame_ns,theta_1,theta_2,theta_3,theta_4,quality
448165239746400,1.0473,0.4439,0.4569,-0.6622,1
448165274451800,1.0473,-0.0717,0.9621,-0.6517,1
448165314356900,1.0473,-0.0717,0.9621,-0.6517,1
448165359121600,1.0473,-0.0717,0.9726,-0.6622,1
448165396661300,1.0473,0.4299,0.4710,-0.6803,1
448165435705800,1.0473,0.4439,0.4569,-0.0900,1
448165485846300,1.0473,0.4439,0.4569,-0.6622,1
448165531224000,1.0473,0.4439,0.4569,-0.6445,1
448165574853100,1.0473,0.4439,0.4569,-0.6622,1
448165623175200,0.5498,0.4257,0.4115,-1.2985,1
448165669858100,0.5498,-0.0896,0.3975,-0.7391,1
448165715990500,0.5498,-0.1130,-0.1237,-0.8132,1
448165752670400,1.0473,-1.1020,0.3677,-0.8132,1
448165794799700,0.5498,-0.1130,-0.1499,-1.3331,1
448165842848800,0.5713,-0.6259,0.3416,-0.7871,1
448165879329700,0.5498,-0.1130,-0.1237,-2.5746,1
448165921916700,0.5528,0.3584,-0.1237,-1.9884,1
448165957983300,0.5498,-0.6045,1.4575,-3.0782,1
448165997143600,0.5498,-0.6045,-0.7200,-0.8528,1
448166034515200,1.0473,-0.6105,-0.1237,-1.9405,1
448166073320300,0.5498,-0.1130,-0.6993,-1.9991,1
448166122599300,0.5498,-1.1516,-1.3526,-2.1313,1
448166159123700,-0.4439,-0.6764,-1.3327,-2.6378,1
448166198880700,0.5271,-1.6908,-1.3032,-3.4817,1
448166234462400,-0.4744,-1.1637,-1.9045,-3.3586,1
448166265610700,-0.4439,-1.7112,-1.9306,-2.9170,1
448166303305000,-0.9400,-1.7312,-1.9562,-3.5283,1
448166342502400,-0.4139,-2.7169,-2.1156,-3.4825,1
448166385584100,-0.4439,-2.6869,-2.6596,-4.2089,1
448166423899600,0.0305,-3.2568,-2.6320,-3.8005,1
448166459229500,0.0305,-3.2568,-2.6320,-3.6666,1
448166511449200,-0.9400,-2.7005,-2.6922,-4.3770,1
448166556759400,-0.9400,-2.7607,-2.6320,-4.2376,1
448166605736200,-0.4314,-3.3738,-2.0531,-4.8060,1
448166652196300,-0.4656,-3.7858,-2.1476,-4.4100,1
448166700520100,-1.9303,-3.8156,-3.2715,-5.0888,1
448166745535900,-1.9303,-3.8156,-3.2715,-5.0888,1
448166789885500,-1.4560,-4.9182,-3.2284,-4.3793,1
448166839462100,-2.4244,-4.9335,-3.5054,-5.2763,1
448166875893500,-1.9303,-5.8385,-4.1585,-5.5203,1
448166917138400,-2.4244,-5.9471,-3.9392,-6.2338,1
448166967548100,-2.9177,-5.9580,-4.6278,-5.5834,1
448167010705800,-3.9619,-7.0350,-5.9469,-6.0587,1
448167050406400,-3.9016,-7.7235,-5.3186,-6.5819,1
448167089654800,-3.9016,-8.7211,-5.5320,-6.9475,1
448167136835100,-4.4565,-8.6615,-5.7458,-5.9638,1
448167183882300,-3.8866,-9.2187,-6.2627,-5.2288,1
448167231549300,-4.4756,-9.7946,-5.4147,-6.2551,1
448167276247900,-5.9332,-9.4623,-5.1944,-6.8362,1
448167323538000,-5.4589,-9.9520,-5.4284,-6.4097,1
448167367340800,-5.4589,-9.9520,-5.4284,-6.4097,1
448167402862400,-5.9332,-9.9520,-6.9121,-5.6201,1
448167448600300,-6.0308,-10.3509,-6.6696,-5.8156,1
448167493316700,-6.0308,-10.0075,-7.7476,-5.0811,1
448167542432200,-5.9486,-10.4331,-6.6696,-5.9954,1
448167581479500,-5.9332,-10.9228,-7.1552,-5.8257,1
448167637179900,-6.0308,-11.0115,-6.4946,-6.4799,1
448167684558500,-6.4229,-11.3921,-6.1961,-7.6078,1
448167731265400,-6.4229,-10.9141,-7.4075,-6.0671,1
448167767963900,-6.9112,-11.0869,-7.4856,-6.1352,1
448167811272400,-5.9486,-11.5752,-6.7464,-7.0618,1
448167855434800,-6.4229,-11.5752,-7.7491,-8.7820,1
448167893794100,-6.4229,-12.2431,-7.7705,-8.9107,1
448167949756500,-5.9176,-12.5288,-9.1575,-8.5084,1
448167996968400,-6.4229,-13.6691,-8.2981,-9.4258,1
448168042743900,-6.9112,-13.1808,-8.7594,-9.3507,1
448168089894900,-6.4059,-13.3834,-10.0545,-8.7285,1
448168135692500,-6.9975,-14.7026,-8.9506,-10.0735,1
448168172354300,-7.3981,-14.5173,-10.5206,-10.7791,1
448168210076200,-6.4921,-15.3824,-11.5583,-10.5120,1
448168250173500,-7.9777,-15.0877,-11.6282,-10.9716,1
448168285656900,-8.9514,-18.2656,-12.4530,-12.2986,1
448168323510700,-9.4357,-19.0991,-12.2724,-12.3024,1
448168370967300,-9.5436,-19.2595,-14.3110,-9.9955,1
448168417027200,-10.0299,-19.9117,-14.3096,-10.9499,1
448168465743900,-10.0299,-20.6207,-14.7666,-10.7807,1
448168504865200,-10.5144,-20.8489,-14.8196,-11.1047,1
448168557629700,-10.5144,-21.2707,-14.8110,-11.4780,1
448168592446700,-10.9968,-21.5014,-14.7945,-11.5616,1
448168635690700,-10.9719,-21.7371,-14.8347,-11.8279,1
448168682958500,-10.9719,-22.4561,-15.3920,-11.0702,1
448168726072600,-11.9557,-23.4230,-17.7419,-10.8673,1
448168775948000,-12.5645,-23.9385,-17.3659,-11.1830,1
448168822939800,-12.5369,-24.5751,-17.4524,-12.0056,1
448168859238900,-12.4006,-25.0468,-18.3226,-12.4333,1
448168899803600,-13.5177,-24.8214,-18.9430,-11.6062,1
448168939587300,-12.5369,-26.0198,-18.9476,-12.6908,1
448168975718800,-13.5996,-25.3033,-19.7623,-12.3551,1
448169014981000,-14.5771,-25.7972,-19.5159,-13.0693,1
448169057572400,-14.5771,-25.7972,-19.5159,-13.0693,1
448169105508100,-17.7368,-27.3710,-22.2655,-13.3451,1
448169142820200,-17.7057,-27.3258,-23.4957,-13.3540,1
448169196028900,-19.3138,-26.2683,-24.1196,-13.8925,1
448169244352600,-18.8084,-27.7104,-23.6975,-13.9709,1
448169281218600,-18.8394,-28.0361,-23.3718,-13.9482,1
448169323196700,-18.8394,-28.0361,-23.3718,-13.9482,1
448169355913200,-18.8084,-27.3210,-23.9363,-14.6712,1
448169401066300,-18.8084,-27.3210,-24.2350,-14.9451,1
448169448880000,-19.2649,-27.2539,-23.6975,-16.2388,1
448169483790700,-19.2960,-26.9237,-24.0277,-16.2388,1
448169524077400,-19.3404,-27.7104,-23.6975,-16.2388,1
448169572386800,-18.6216,-27.1769,-24.4179,-16.8061,1
448169609256400,-18.1651,-27.2979,-24.7534,-17.3962,1
448169648126800,-17.7368,-27.7070,-23.7835,-18.4047,1
448169689362100,-18.6705,-27.6334,-23.9065,-18.4516,1
448169744496300,-18.6526,-27.1769,-24.5659,-17.8092,1
448169784846800,-19.4578,-27.0610,-24.3555,-18.4433,1
448169825977000,-19.7703,-27.5796,-23.8859,-17.9927,1
448169867241300,-19.9453,-26.9303,-24.5422,-17.9309,1
448169901520200,-20.8729,-27.1905,-23.8287,-19.0727,1
448169939093000,-19.7494,-27.4474,-24.7358,-18.5577,1
448169976252900,-21.8289,-27.8518,-23.2322,-17.9533,1
448170016841400,-20.8487,-27.1369,-24.4644,-18.0404,1
448170058005900,-20.3986,-27.9020,-23.6321,-18.5182,1
448170100739600,-21.0534,-27.6471,-23.2322,-18.5182,1
448170146620900,-21.5031,-27.1974,-23.3650,-18.3854,1
448170193611000,-22.6374,-27.2501,-24.1981,-17.4038,1
448170240114500,-22.3617,-27.4279,-23.9081,-17.2864,1
448170281588200,-23.1098,-27.8130,-23.7090,-17.4475,1
448170316771800,-22.5779,-27.1084,-24.5267,-17.3851,1
448170367466900,-23.1098,-27.9250,-23.7101,-17.3344,1
448170415503400,-22.5779,-27.2117,-23.9081,-17.9003,1
448170463294400,-23.0832,-27.2117,-24.3103,-18.6327,1
448170502023200,-23.0513,-26.7693,-24.3103,-18.0660,1
448170541751500,-22.3928,-27.4279,-24.3103,-18.0660,1
448170590013000,-22.6089,-27.2117,-24.3103,-18.0660,1
448170625720200,-22.6089,-27.9250,-23.1949,-17.8496,1
448170667345100,-22.6089,-26.8043,-24.7177,-16.8842,1
448170701765400,-22.6640,-27.6575,-23.2731,-17.4370,1
448170745621000,-22.6640,-27.6575,-23.2731,-17.4370,1
448170775935700,-22.2149,-26.9866,-24.2692,-16.4078,1
448170823340800,-21.0748,-27.0657,-22.5812,-15.0931,1
448170859320500,-19.9632,-27.0610,-22.3565,-14.7174,1
448170902887700,-19.2649,-26.1981,-21.1933,-14.6561,1
448170949644800,-18.1961,-26.1887,-20.9879,-14.7733,1
448170998684700,-18.2111,-25.5736,-20.3935,-14.2516,1
448171040675100,-16.5089,-22.9254,-18.6019,-11.7653,1
448171093394300,-16.1804,-22.1587,-17.2928,-11.9844,1
448171140714600,-16.0575,-20.8814,-17.8900,-11.1521,1
448171186869600,-14.9297,-20.9281,-16.8159,-11.0883,1
448171233614400,-13.9908,-20.6641,-15.4359,-10.3048,1
448171281570700,-13.0433,-18.5615,-14.0479,-9.8697,1
448171324428100,-12.4006,-18.1691,-13.2071,-8.9884,1
448171373668300,-10.4031,-15.3853,-10.7772,-8.5219,1
448171415847800,-9.8108,-14.3863,-9.3717,-7.5053,1
448171450477000,-9.4128,-13.3801,-8.8287,-6.6090,1
448171497777500,-9.0042,-12.0748,-8.1130,-6.2246,1
448171534578200,-7.9100,-11.1576,-7.5980,-5.9260,1
448171577032900,-6.9378,-10.5467,-6.0677,-6.3402,1
448171614681800,-6.3687,-8.7316,-6.2864,-4.3872,1
448171651011200,-3.9177,-8.7888,-5.5812,-5.0149,1
448171697793200,-3.9282,-7.3401,-5.9695,-3.7696,1
448171734596300,-2.8934,-6.0090,-4.6830,-4.1560,1
448171774241200,-1.9405,-5.3777,-2.8461,-3.8696,1
448171816606400,-0.9927,-4.2230,-2.8012,-3.3075,1
448171868850200,-0.4656,-3.2738,-2.6596,-2.1820,1
448171916745000,-1.4134,-2.7689,-2.0315,-2.1611,1
448171951782100,-0.9611,-3.2212,-2.1232,-1.8310,1
448171992067500,-1.4237,-3.2596,-1.5875,-1.7990,1
448172039756500,-0.4607,-2.7136,-1.5576,-2.3364,1
448172077645300,-0.9611,-2.2652,-1.3900,-2.3825,1
448172119358900,-0.9227,-3.8394,0.1458,-1.7110,1
448172156888700,-0.9666,-2.2464,-1.9814,-2.3054,1
448172215793500,-0.4656,-2.1908,-1.4245,-1.7719,1
448172259192400,0.0604,-2.7725,-1.3688,-1.7719,1
448172307709200,-0.9666,-2.2464,-1.3688,-1.6780,1
448172353267600,-0.4656,-1.1228,-1.4176,-1.6103,1
448172400296900,0.5528,-2.7497,-0.2700,-2.1495,1
448172439585900,-0.4656,-1.7312,-0.3271,-2.0924,1
448172480460100,0.0348,-1.6801,-0.3211,-1.6527,1
448172518816500,0.0348,-1.6801,-1.3984,-0.4985,1
448172556794200,0.0690,-1.2027,-1.4341,-1.0514,1
448172603217900,0.5609,-1.6488,-0.8784,-1.5757,1
448172650047900,0.0348,-1.1685,-0.8327,-2.2322,1
448172694773400,0.0690,-1.7143,-0.3211,-1.6527,1
448172744602500,0.5609,-1.6946,-0.2924,-1.6120,1
448172781231700,1.0532,-1.6333,-0.3048,-1.5707,1
448172825892500,0.0519,-0.6154,-0.7806,-0.8902,1
448172868777900,0.5223,-0.6475,0.3380,-0.8151,1
448172915637200,1.0552,-0.0896,-0.7227,0.3811,1
448172963268700,0.5232,-0.0896,0.4181,0.3896,1
448172997869400,0.5232,0.9552,0.4734,-0.0964,1
448173035651300,0.5232,0.9552,0.4734,-0.0964,1
448173072833600,0.5232,1.4479,1.0416,0.0000,1
448173109356900,1.5313,0.9653,1.0618,0.6355,1
448173148917300,1.5698,1.4541,1.6018,0.7090,1
448173186259200,1.5313,1.4815,1.0912,1.8596,1
448173225843600,1.5185,2.5360,1.6847,0.7772,1
448173272541200,2.5260,2.5359,2.3025,0.8162,1
