t_ns,board_id,sensor_id,t,x,y,z
262713985921400,0,0,25.59734535217285,25.950000762939453,-65.25,650.97998046875
262713985921400,0,1,26.659292221069336,9.15000057220459,-173.5500030517578,502.8760070800781
262713985921400,0,2,26.880531311035156,45.0,130.0500030517578,546.4359741210938
262713985921400,0,3,27.964601516723633,117.1500015258789,23.25,548.3720092773438
262713985921400,0,4,27.013275146484375,97.50000762939453,-51.150001525878906,534.093994140625
262713988110900,1,0,26.54867172241211,23.400001525878906,-59.250003814697266,-284.833984375
262713988110900,1,1,27.85398292541504,19.80000114440918,506.5500183105469,-339.0419921875
262713988110900,1,2,26.194690704345703,-7.350000381469727,-484.20001220703125,-301.2900085449219
262713988110900,1,3,28.119468688964844,-483.9000244140625,30.150001525878906,-257.4880065917969
262713988110900,1,4,27.05752182006836,-476.5500183105469,15.15000057220459,-241.2740020751953
262713990341700,2,0,28.14159393310547,32.25,-61.650001525878906,-1503.7879638671875
262713990341700,2,1,28.296459197998047,16.05000114440918,-463.3500061035156,-1302.4439697265625
262713990341700,2,2,27.36725616455078,43.5,367.95001220703125,-1345.52001953125
262713990341700,2,3,26.150442123413086,426.7500305175781,9.600000381469727,-1319.384033203125
262713990341700,2,4,27.610618591308594,373.95001220703125,-3.6000001430511475,-1283.3260498046875
262714002607000,0,0,25.486724853515625,30.750001907348633,-56.10000228881836,648.0759887695312
262714002607000,0,1,26.482301712036133,5.100000381469727,-174.90000915527344,504.81201171875
262714002607000,0,2,27.14601707458496,45.900001525878906,126.45000457763672,544.7420043945312
262714002607000,0,3,27.920352935791016,115.35000610351562,16.5,551.2760009765625
262714002607000,0,4,27.14601707458496,100.05000305175781,-37.20000076293945,535.5460205078125
262714004824900,1,0,26.305309295654297,27.900001525878906,-55.80000305175781,-290.3999938964844
262714004824900,1,1,27.87610626220703,17.25,510.9000244140625,-339.5260009765625
262714004824900,1,2,26.194690704345703,-5.100000381469727,-488.4000244140625,-299.35400390625
262714004824900,1,3,28.429203033447266,-487.20001220703125,30.450000762939453,-255.552001953125
262714004824900,1,4,27.07964515686035,-480.3000183105469,15.000000953674316,-233.77200317382812
262714007023700,2,0,27.964601516723633,27.000001907348633,-64.5,-1504.5140380859375
262714007023700,2,1,28.38495635986328,29.400001525878906,-460.95001220703125,-1302.4439697265625
262714007023700,2,2,27.234512329101562,50.55000305175781,369.1500244140625,-1351.3280029296875
262714007023700,2,3,26.150442123413086,435.0000305175781,16.200000762939453,-1327.85400390625
262714007023700,2,4,27.676990509033203,365.25,-2.8500001430511475,-1278.72802734375
262714019300700,0,0,25.66371726989746,32.10000228881836,-63.45000076293945,650.2539672851562
262714019300700,0,1,26.747787475585938,9.90000057220459,-173.85000610351562,507.23199462890625
262714019300700,0,2,26.85840606689453,45.30000305175781,126.75000762939453,538.4500122070312
262714019300700,0,3,28.185840606689453,118.05000305175781,16.200000762939453,549.5819702148438
262714019300700,0,4,26.99114990234375,106.6500015258789,-41.25,533.8519897460938
262714021518200,1,0,26.371681213378906,25.650001525878906,-64.6500015258789,-281.2040100097656
262714021518200,1,1,28.16371726989746,19.350000381469727,505.6500244140625,-338.3160095214844
262714021518200,1,2,25.973451614379883,-2.25,-489.9000244140625,-294.5140075683594
262714021518200,1,3,28.340707778930664,-483.6000061035156,33.0,-255.7939910888672
262714021518200,1,4,26.83628273010254,-476.4000244140625,10.65000057220459,-232.56199645996094
262714023731100,2,0,28.16371726989746,30.000001907348633,-66.30000305175781,-1499.6739501953125
262714023731100,2,1,28.119468688964844,22.950000762939453,-455.70001220703125,-1305.5899658203125
262714023731100,2,2,27.43362808227539,46.650001525878906,373.20001220703125,-1335.35595703125
262714023731100,2,3,26.194690704345703,432.0000305175781,11.25,-1311.6400146484375
262714023731100,2,4,27.831857681274414,370.3500061035156,1.8000000715255737,-1287.197998046875
262714036001200,0,0,25.486724853515625,29.700000762939453,-58.35000228881836,645.656005859375
262714036001200,0,1,26.54867172241211,13.350000381469727,-173.70001220703125,503.1180114746094
262714036001200,0,2,27.05752182006836,45.900001525878906,125.85000610351562,541.5960083007812
262714036001200,0,3,27.986724853515625,111.30000305175781,21.30000114440918,542.8059692382812
262714036001200,0,4,26.90265464782715,99.45000457763672,-33.30000305175781,534.5780029296875
262714038210000,1,0,26.283185958862305,25.500001907348633,-50.85000228881836,-284.1080017089844
262714038210000,1,1,28.053096771240234,14.40000057220459,507.7500305175781,-330.0880126953125
262714038210000,1,2,26.061946868896484,0.30000001192092896,-489.0000305175781,-298.62799072265625
262714038210000,1,3,28.14159393310547,-482.8500061035156,32.55000305175781,-256.2779846191406
262714038210000,1,4,27.190265655517578,-479.70001220703125,9.0,-241.75799560546875
262714040421800,2,0,28.00885009765625,31.950000762939453,-63.30000305175781,-1508.8699951171875
262714040421800,2,1,28.274335861206055,20.55000114440918,-457.6500244140625,-1308.010009765625
262714040421800,2,2,27.21238899230957,52.35000228881836,372.6000061035156,-1339.22802734375
262714040421800,2,3,26.039823532104492,436.5000305175781,11.100000381469727,-1325.676025390625
262714040421800,2,4,27.65486717224121,373.95001220703125,-0.15000000596046448,-1280.6639404296875
262714052725300,0,0,25.641592025756836,23.700000762939453,-62.70000076293945,652.916015625
262714052725300,0,1,26.659292221069336,12.450000762939453,-171.3000030517578,511.5879821777344
262714052725300,0,2,26.725664138793945,43.20000076293945,131.85000610351562,544.9840087890625
262714052725300,0,3,27.809734344482422,118.20000457763672,18.600000381469727,548.1300048828125
262714052725300,0,4,27.21238899230957,99.00000762939453,-40.80000305175781,525.3820190429688
262714054903600,1,0,26.415929794311523,28.500001907348633,-54.60000228881836,-286.04400634765625
262714054903600,1,1,27.94247817993164,16.650001525878906,506.70001220703125,-327.9100036621094
262714054903600,1,2,25.973451614379883,0.75,-487.0500183105469,-299.11199951171875
262714054903600,1,3,28.45132827758789,-488.1000061035156,26.55000114440918,-257.97198486328125
262714054903600,1,4,26.92477798461914,-475.95001220703125,5.850000381469727,-235.2239990234375
262714057116400,2,0,27.831857681274414,30.750001907348633,-66.60000610351562,-1501.85205078125
262714057116400,2,1,28.274335861206055,21.75,-457.0500183105469,-1301.718017578125
262714057116400,2,2,27.36725616455078,38.85000228881836,374.70001220703125,-1347.697998046875
262714057116400,2,3,26.128318786621094,437.2500305175781,21.75,-1330.031982421875
262714057116400,2,4,27.676990509033203,369.9000244140625,-2.1000001430511475,-1290.10205078125
262714069388400,0,0,25.57522201538086,31.650001525878906,-57.60000228881836,653.1580200195312
262714069388400,0,1,26.637168884277344,7.800000190734863,-176.85000610351562,507.23199462890625
262714069388400,0,2,26.85840606689453,47.10000228881836,123.60000610351562,552.72802734375
262714069388400,0,3,28.185840606689453,121.80000305175781,15.90000057220459,546.4359741210938
262714069388400,0,4,26.880531311035156,103.80000305175781,-46.650001525878906,528.77001953125
262714071606400,1,0,26.415929794311523,27.450000762939453,-58.35000228881836,-285.3179931640625
262714071606400,1,1,27.986724853515625,11.40000057220459,511.95001220703125,-332.2659912109375
262714071606400,1,2,25.973451614379883,-8.25,-486.3000183105469,-295.48199462890625
262714071606400,1,3,28.274335861206055,-493.3500061035156,29.700000762939453,-261.1180114746094
262714071606400,1,4,27.101770401000977,-475.95001220703125,15.90000057220459,-227.2379913330078
262714073817800,2,0,27.94247817993164,29.55000114440918,-60.750003814697266,-1507.41796875
262714073817800,2,1,28.38495635986328,23.25,-456.6000061035156,-1304.3800048828125
262714073817800,2,2,27.5884952545166,47.55000305175781,373.20001220703125,-1335.8399658203125
262714073817800,2,3,26.194690704345703,426.45001220703125,22.200000762939453,-1324.949951171875
262714073817800,2,4,27.72123908996582,369.45001220703125,-4.050000190734863,-1280.6639404296875
262714086086400,0,0,25.530973434448242,27.900001525878906,-62.70000076293945,646.6240234375
262714086086400,0,1,26.570796966552734,5.25,-170.25,499.2460021972656
262714086086400,0,2,26.880531311035156,51.900001525878906,123.45000457763672,552.2440185546875
262714086086400,0,3,27.831857681274414,117.00000762939453,17.400001525878906,553.4539794921875
262714086086400,0,4,26.946903228759766,95.85000610351562,-35.25,530.947998046875
262714088309400,1,0,26.349557876586914,33.60000228881836,-59.55000305175781,-286.2860107421875
262714088309400,1,1,27.87610626220703,19.650001525878906,516.4500122070312,-333.2340087890625
262714088309400,1,2,25.929203033447266,-13.500000953674316,-486.6000061035156,-295.48199462890625
262714088309400,1,3,28.16371726989746,-491.70001220703125,27.900001525878906,-250.71200561523438
262714088309400,1,4,27.07964515686035,-478.20001220703125,12.0,-237.40199279785156
262714090533400,2,0,28.030973434448242,28.350000381469727,-65.25,-1502.5780029296875
