t_frame_ns,theta_1,theta_2,theta_3,theta_4,quality
609717737706300,-12.6757,-0.4113,-0.1954,-0.7100,1
609717772917800,-13.1797,-0.5703,0.3166,-0.3908,1
609717815490100,-13.1797,-0.7194,0.4657,-0.3908,1
609717854565100,-13.5410,-0.2091,-0.2301,0.1559,1
609717887734800,-13.1797,-0.5703,0.3166,-0.3908,1
609717924330500,-13.3185,-0.2851,-0.3766,-0.0121,1
609717954809700,-13.1797,-0.7194,-0.0810,-0.4245,1
609718004351800,-13.1797,-0.5703,-0.3890,0.3148,1
609718049552300,-14.3275,0.5774,-0.2301,-0.5979,1
609718096597100,-14.3077,-0.4565,0.2601,0.1192,1
609718145896900,-13.8045,-0.5976,0.2828,-0.0956,1
609718190825000,-14.3275,-0.0944,-0.1021,-0.4577,1
609718222047000,-14.4572,-0.4648,0.2542,-0.2940,1
609718255356100,-14.3470,-0.6142,-0.1228,0.0830,1
609718302864200,-14.3470,-0.6142,-0.1228,0.0830,1
609718332253000,-14.3275,-0.0944,-0.8110,0.0725,1
609718365535300,-14.8281,-0.6306,0.9348,-1.2151,1
609718407585800,-14.3275,-1.1312,0.9348,-1.2151,1
609718441815700,-14.8281,-0.6306,0.7712,-0.4728,1
609718476622900,-14.8281,0.0441,0.0965,-0.2940,1
609718517025500,-14.8281,-0.6306,0.2258,0.0725,1
609718564021100,-14.3275,-1.1312,-0.3163,0.2200,1
609718595672500,-14.4572,-0.9817,-0.3163,0.0360,1
609718633851800,-14.8281,-1.1447,0.7399,-0.3221,1
609718667431600,-14.8281,-0.4687,0.0639,-0.5061,1
609718705135700,-14.3275,-1.6453,0.1978,0.0360,1
609718759351900,-15.4835,0.0248,-0.3163,-0.5388,1
609718795570100,-14.8281,-1.1447,0.1978,-0.5388,1
609718845602800,-14.8281,-1.1447,0.1978,-0.5388,1
609718880951700,-15.3261,-0.6467,0.1978,-0.5388,1
609718913852700,-15.3261,-0.4807,-0.5070,0.0000,1
609718951221200,-15.4835,-1.0003,0.1700,-0.5710,1
609718986973000,-15.4835,-1.1734,0.3431,0.0000,1
609719024678600,-15.4835,-1.1734,-0.1924,0.5355,1
609719062097000,-15.9629,-0.5012,-0.0107,0.1807,1
609719111719700,-15.4835,-1.1734,0.3431,-0.5710,1
609719155009100,-16.4790,-0.1780,0.1623,-0.3903,1
609719189645900,-15.9827,-0.5012,0.1700,-0.3769,1
609719231601500,-16.4790,-0.6900,0.3196,-0.2336,1
609719264472400,-16.9526,-0.0195,0.1426,-0.0356,1
609719296690400,-16.4790,-0.6900,-0.4020,0.1189,1
609719347065200,-15.8015,-0.8356,-0.7244,-0.0707,1
609719392048300,-15.9827,-1.0092,-0.5790,-0.0841,1
609719438731900,-15.9827,-1.1863,0.1344,-0.4175,1
609719471224700,-16.4790,-1.3830,0.4807,0.1283,1
609719515348300,-16.4790,-0.5129,-0.5790,0.1189,1
609719562423600,-17.0089,-0.6900,-0.4020,-0.0841,1
609719611587300,-16.4790,-1.1988,0.1069,-0.0841,1
609719646881000,-16.9724,-0.7054,-0.4260,-0.1192,1
609719687769200,-16.4790,-1.7044,0.8020,-0.6339,1
609719722827300,-16.4790,-1.1988,0.1069,-0.6521,1
609719756255800,-17.1442,-0.2050,-0.5607,-0.3131,1
609719790453500,-16.9724,-1.2110,0.4193,-0.6709,1
609719823511200,-17.1442,-1.2273,0.2677,-0.4706,1
609719854057700,-16.9724,-1.7133,0.3845,0.0782,1
609719894805700,-16.9724,-1.7133,0.5819,-0.1192,1
609719931777500,-17.4629,-0.2149,-0.2321,-0.3131,1
609719965424500,-17.4629,-0.9086,0.2677,-0.1192,1
609719998014800,-17.1244,-1.0392,0.0796,-0.4706,1
609720040934400,-18.1683,-0.0394,-0.9552,-0.1539,1
609720073928800,-17.4431,-0.2149,-0.2321,-0.3131,1
609720112484700,-17.4629,-0.3991,-0.2418,-0.3312,1
609720147789400,-17.1442,-1.0392,-0.4496,0.4100,1
609720187037200,-17.1442,-1.0392,-0.1179,-0.2731,1
609720220845300,-17.1442,-1.7335,0.2446,-0.1539,1
609720270823800,-17.1442,-1.7335,0.2446,-0.1539,1
609720299280900,-17.6384,-0.7331,-0.4632,0.6117,1
609720346911500,-17.6384,-0.0394,-0.4260,-0.6831,1
609720383594300,-17.4629,-0.9086,0.2677,-0.6831,1
609720424252500,-17.4629,-1.6101,-0.2914,0.5775,1
609720461742500,-17.4431,-1.4147,0.7739,-0.6831,1
609720496941500,-17.4431,-1.4147,0.7739,-0.6831,1
609720536892400,-17.6384,-1.2392,0.5764,-0.4856,1
609720572854700,-17.6384,-1.2392,0.5764,-0.4856,1
609720613717000,-18.3117,-0.5659,-0.4867,0.3607,1
609720653760800,-18.1097,-1.4499,-0.3107,-0.0118,1
609720693670200,-18.1295,-1.4499,0.2151,-0.7636,1
609720761500600,-18.3117,-1.7706,0.4021,0.1123,1
609720793643300,-18.3117,-1.7706,0.1922,-0.2377,1
609720830644500,-18.3117,-1.7706,0.1922,-0.2377,1
609720864555900,-18.8034,-0.5769,-0.5098,-0.2377,1
609720904009400,-18.7836,-1.0762,0.1993,-1.0031,1
609720939324500,-17.9504,-2.1320,-0.3298,-0.2713,1
609720987928300,-19.1026,-0.7770,-0.5326,0.2842,1
609721024716600,-19.0828,-0.9798,-0.5475,-0.0536,1
609721063151400,-19.2721,-0.7905,-0.3298,-0.2713,1
609721096787900,-19.1026,-1.4792,-0.0481,-0.0536,1
609721145870400,-19.2721,-0.7905,-1.0694,-0.0827,1
609721189689300,-19.7573,-1.0146,0.1619,-0.8438,1
609721236956800,-19.7771,-1.3004,-0.0743,-0.0827,1
609721264777100,-19.7771,-1.5139,0.3608,-0.3043,1
609721296908800,-19.9731,-1.8134,0.3423,-0.3367,1
609721337518300,-20.2392,-1.0320,-0.3787,-0.9008,1
609721372183300,-20.4585,-1.1111,-0.1001,-0.3548,1
609721408183400,-20.4585,-1.1111,0.1253,-1.1262,1
609721457926000,-20.4387,-1.1111,-0.6139,-0.3870,1
609721496864400,-20.4585,-1.3281,-0.3969,0.1590,1
609721530730800,-20.4585,-0.6190,-0.5922,-0.6532,1
609721564184600,-20.7377,-1.5407,0.0949,-0.3870,1
609721599138700,-20.9206,-1.1176,-0.6351,0.1226,1
609721635763300,-20.4387,-1.8199,-0.6515,0.3594,1
609721671198600,-20.9404,-1.5620,0.3190,-0.3870,1
609721706965200,-20.7179,-1.5407,-0.1383,-0.4062,1
609721756071000,-20.6977,-1.8051,-0.1504,-0.6750,1
609721793970800,-21.3991,-0.8594,0.0949,-0.9283,1
609721828980100,-20.9404,-1.5620,-0.1906,-0.4186,1
609721865361400,-21.4189,-1.3474,-0.1636,-0.4382,1
609721905953300,-21.1066,-1.6197,-0.4046,0.6005,1
609721945744900,-21.6284,-1.3653,0.0639,-0.1819,1
609721983104300,-21.6284,-1.1379,-0.6726,-0.4696,1
609722022520500,-21.9340,-1.3474,-0.1636,-0.1819,1
609722061947500,-21.3991,-1.5748,-0.1772,-0.7376,1
609722103833300,-21.6284,-1.8527,0.0422,-0.4696,1
609722137698200,-22.8007,-0.6804,-0.7105,-0.5214,1
609722186303000,-22.3458,-1.5989,0.0209,-0.5004,1
609722225214800,-22.5615,-1.3832,-0.2270,-0.5214,1
609722273303200,-22.5615,-1.3832,-0.2270,-0.5214,1
609722304680600,-22.3656,-1.8366,0.0106,0.2831,1
609722348921000,-22.5813,-2.1034,-0.0106,0.2513,1
609722381831900,-23.0524,-0.9121,-0.2270,-0.2524,1
609722418095100,-23.0964,-1.3832,-0.9865,0.2380,1
609722456731200,-23.0326,-0.9121,-0.7307,-0.2792,1
609722490116200,-22.8007,-1.4015,-0.4930,-0.5519,1
609722536495500,-22.7809,-1.8840,-0.5098,-0.0526,1
609722580804500,-23.2550,-1.4099,-0.0106,-0.5519,1
609722628888000,-23.0326,-1.6323,-0.2663,-0.0235,1
609722673933800,-23.8048,-1.4099,-0.7688,0.2064,1
609722706308300,-23.3487,-1.8510,-0.0106,-0.5519,1
609722762935800,-23.2348,-1.4099,-0.2663,-0.2961,1
609722815457600,-23.2748,-1.6547,0.4855,-1.0809,1
609722856056900,-23.2748,-1.6547,0.4855,-1.0809,1
609722895881700,-23.7899,-1.8883,-0.0314,-0.8630,1
609722930927600,-24.4241,-0.7192,-0.2904,-0.3227,1
609722968809500,-24.2120,-0.9511,-0.2904,-0.0465,1
609723017889000,-24.1922,-1.6761,-0.0633,0.1752,1
609723066678200,-24.7271,-1.6761,0.1711,-0.3405,1
609723111595200,-24.2120,-1.4255,-0.5806,-0.3668,1
609723147892800,-24.9590,-0.9669,-0.0426,-0.3227,1
609723191105200,-24.9590,-0.9669,-1.0339,-0.1401,1
609723225635400,-24.9590,-1.4441,-0.5567,-0.1401,1
609723270857900,-24.4241,-1.6990,-0.3018,0.1446,1
609723314170600,-24.9590,-1.4441,-0.0633,-0.3487,1
609723362612900,-24.9590,-1.9171,-0.3533,0.6569,1
609723398393600,-24.4241,-1.9171,-0.3533,0.1295,1
609723438526400,-24.9590,-1.4441,-0.8263,0.1295,1
609723471985600,-24.9739,-1.4441,-0.3300,-0.3668,1
609723509466500,-24.9739,-1.4441,-0.0633,-0.6335,1
609723548539500,-25.4397,-0.9783,-0.0633,-0.6335,1
609723596537200,-24.9590,-1.6990,-0.0751,-0.3668,1
609723631567800,-24.9590,-1.9171,0.1431,-0.6568,1
609723670814700,-24.7271,-2.1491,-0.3533,-0.3926,1
609723706016600,-24.9739,-1.4441,-0.8263,-0.1605,1
609723736966000,-25.2097,-1.2083,-0.8263,0.1295,1
609723772947100,-24.1922,-1.6761,-0.8263,-0.3926,1
609723811385000,-24.1720,-2.1491,-0.3533,-0.6859,1
609723847388900,-24.8698,-1.7089,-0.0957,-0.3926,1
609723881860100,-25.1484,-1.9418,0.1014,-0.1182,1
609723920811600,-24.3802,-2.1804,-0.1159,0.3312,1
609723967129100,-24.9098,-1.7089,-0.5874,-0.1942,1
609724003819700,-25.1484,-1.4703,-0.0957,-1.5077,1
609724039305000,-24.3802,-1.4513,-0.8450,-0.7142,1
609724077784300,-25.0588,-0.7480,-1.1223,0.0831,1
609724105104700,-25.0835,-1.0056,-0.8647,0.6085,1
609724140856000,-25.0835,-1.4771,0.3758,-0.6859,1
609724177984000,-25.3519,-1.7185,-0.3932,0.0831,1
609724219666300,-25.0835,-1.4771,-0.3932,-0.2156,1
609724264119500,-25.5933,-1.4771,0.3758,-0.9846,1
609724298509400,-25.5933,-1.4771,0.3758,-0.9846,1
609724342678700,-25.0835,-1.4771,0.1014,-1.2334,1
609724387943000,-24.3554,-2.4450,-0.1286,-0.4369,1
609724426541600,-25.5933,-1.7417,-0.1286,-0.7388,1
609724466425700,-25.3288,-1.2318,-0.3932,0.0831,1
609724515167200,-25.0835,-1.9443,0.0740,-0.7388,1
609724553761300,-26.3583,-1.4964,-0.1286,-0.2156,1
609724586582800,-25.3288,-1.2318,-0.3932,-0.2156,1
609724622418400,-25.3040,-1.2318,0.1014,-0.7102,1
609724660139300,-25.0588,-1.4771,-0.6752,0.3652,1
609724702703300,-25.3519,-2.1857,-0.2080,-0.4567,1
609724737532800,-24.5940,-1.4703,-0.8647,0.0831,1
609724781323800,-24.8174,-1.7185,-0.3932,-0.7388,1
609724828413100,-24.3802,-1.7089,-0.8647,-0.1404,1
609724864484700,-24.3802,-1.7089,-0.8647,-0.1404,1
609724906058400,-24.3554,-1.9201,-0.1589,-0.4115,1
609724938376100,-23.6577,-2.4067,-0.3701,-0.4115,1
609724972779900,-24.1207,-1.2131,-1.1007,-0.4115,1
609725014209700,-24.6599,-2.4105,0.1014,-0.4115,1
609725047008300,-24.4241,-1.9171,-0.3533,-0.3926,1
609725094614600,-23.8896,-1.6990,-0.5715,-1.2059,1
609725138660000,-24.4440,-1.9171,-0.8450,0.3312,1
609725186904500,-24.4241,-1.9171,-0.3533,-0.3926,1
609725223503800,-24.4440,-1.9171,0.1431,-0.3668,1
609725263938900,-24.4241,-1.4441,-0.8263,0.4143,1
609725310727300,-23.7255,-2.3976,-0.0751,-0.8889,1
609725344933000,-24.1922,-2.1491,0.4097,-0.1061,1
609725390214800,-23.6577,-1.4508,-0.2886,-0.6335,1
609725437757300,-23.4447,-1.1888,-0.7883,-0.1061,1
609725470909900,-23.1909,-1.6656,-0.8072,0.1605,1
609725505079500,-23.1909,-1.4179,-0.2904,-0.3227,1
609725546407600,-23.1909,-1.8922,0.1840,-0.3227,1
609725578641300,-22.9466,-1.9100,-0.5405,-0.3487,1
609725612484200,-22.4981,-2.1107,-0.2904,-0.6040,1
609725650649600,-23.0326,-2.3585,0.4599,-0.5739,1
609725687872600,-22.5615,-2.1034,-0.7688,-0.0465,1
609725733087300,-22.5615,-2.5818,0.4679,-1.0809,1
609725781830000,-21.5771,-1.3744,-0.9629,-0.5305,1
609725831668100,-21.5523,-1.3744,-1.2142,-0.0177,1
609725871591600,-21.3397,-1.8217,-0.7283,0.0000,1
609725906467200,-21.0988,-1.8527,0.0422,-0.2094,1
609725941818400,-20.8646,-2.0621,-0.2023,-0.7605,1
609725986419600,-21.3991,-1.3474,-0.6726,0.0708,1
609726015112900,-20.8646,-1.5748,0.3006,-1.2154,1
609726061643600,-20.9004,-2.3100,0.0795,0.0592,1
609726095175800,-20.3861,-2.3100,0.3206,-0.4382,1
609726140669500,-21.3991,-1.3474,-0.1636,-0.1819,1
609726173732000,-20.9206,-1.8259,-0.1636,-0.1819,1
609726204963900,-20.9404,-1.5620,-0.1906,-0.4186,1
609726246796100,-19.9041,-1.8199,-0.6515,-0.1819,1
609726283029900,-20.9206,-1.3379,-0.6515,0.3594,1
609726315775100,-20.9206,-1.3379,-0.6515,0.3594,1
609726357649900,-20.9206,-0.8461,-0.8675,-0.4577,1
609726404744300,-20.4387,-1.3281,-0.6301,-0.1538,1
609726444109500,-20.4387,-1.3281,-0.3969,-0.9283,1
609726474135600,-19.7573,-2.0095,0.1169,-0.9008,1
609726515161900,-19.0300,-1.9853,-0.8470,-0.1538,1
609726553643500,-19.7771,-1.3004,-0.8217,-0.1253,1
609726592236600,-19.4646,-1.5931,-0.5922,-0.6030,1
609726639061800,-19.5645,-1.4932,-0.3668,-0.5801,1
609726674303800,-18.8764,-2.3746,-0.3787,-0.3548,1
609726706870000,-19.0828,-2.1885,0.1392,-0.8726,1
609726738428800,-19.5645,-1.4932,0.1473,-1.0942,1
609726777906900,-19.2721,-1.2899,-0.5701,-0.3219,1
609726812614300,-19.7573,-1.3004,-0.0743,0.4684,1
609726848484100,-19.7573,-1.3004,-0.0743,0.4684,1
609726881595900,-18.5978,-2.4599,0.1473,-0.3043,1
609726920267400,-18.6176,-1.4648,-0.3298,-0.2713,1
609726956416400,-18.5978,-1.4648,0.1922,-0.7933,1
609726991330800,-18.6176,-1.7578,-0.0368,-0.2713,1
609727026610600,-18.5978,-1.7578,0.4852,-0.7933,1
609727062908300,-18.7836,-1.2790,0.1922,-0.2377,1
609727107092600,-18.1097,-1.7501,-0.7503,-0.0536,1
609727139927800,-18.6176,-0.5671,-0.7055,-0.7933,1
609727172724000,-18.1097,-1.0552,-0.1797,-0.9940,1
609727215245700,-17.6186,-2.2412,-0.0106,-0.2377,1
609727246728500,-17.4629,-2.4167,0.1993,-0.2216,1
609727294903200,-17.6186,-1.2392,0.0429,-0.5119,1
609727340614900,-16.4790,-2.2067,-0.1490,-0.5119,1
609727370756700,-16.8035,-1.5680,-0.2615,-0.7136,1
609727406254600,-16.2940,-1.5482,-0.2418,-0.4706,1
609727450650800,-16.4790,-1.8925,0.2677,-0.6831,1
609727498423300,-16.4592,-1.1988,-0.6235,0.0782,1
609727530547400,-16.0926,-1.0308,-0.2321,-0.1053,1
609727563522100,-16.2940,-1.0354,-0.2217,-0.6521,1
609727596735400,-15.9827,-1.8793,0.2911,-0.4443,1
609727636502700,-16.8438,-0.8551,-0.4020,-0.0841,1
609727672660700,-15.9986,-1.1734,-0.9140,-0.0841,1
609727704827200,-15.9827,-0.1591,-1.4291,-0.0841,1
609727737521500,-15.8560,-0.6467,-0.8765,-0.6027,1
609727780684900,-16.3513,-0.6625,0.1700,-0.5710,1
609727825496600,-14.9816,-1.1602,-0.7075,-0.0356,1
609727864961400,-15.3581,-0.9787,-0.5070,-1.1382,1
609727901448400,-15.3261,-0.8157,-0.1721,-0.5710,1
609727951997100,-15.5116,-0.9912,0.1978,0.0360,1
609727998610900,-15.3261,-0.1327,-0.3163,-0.3497,1
609728031980100,-13.6510,-1.2781,0.2258,0.0725,1
609728073507400,-13.6814,-1.2603,-0.1228,-0.4904,1
609728105102500,-13.6814,-1.2603,-0.2912,-0.5061,1
609728137117100,-13.2056,-1.0744,-0.2301,0.1559,1
609728186419300,-13.0733,-1.2067,-0.2301,0.1559,1
609728232944400,-12.2799,-1.4504,0.3166,-0.5588,1
609728279501300,-12.2799,-1.4504,0.3166,-0.5588,1
609728313753100,-12.6992,-1.0598,0.3452,-0.1975,1
609728357461900,-12.1905,-1.0449,-0.0321,0.2377,1
609728405761700,-11.6795,-0.8964,-0.8379,-0.1975,1
609728454072600,-12.1756,-1.0449,0.3741,-0.3221,1
609728491517600,-11.6605,-0.9072,0.3777,-0.3098,1
609728530730500,-11.6795,-1.0296,0.5395,-0.8601,1
609728578962200,-9.9904,-1.5116,-0.2543,-0.1391,1
609728614912000,-9.9904,-1.6403,0.5637,-0.9764,1
609728650624100,-9.9012,-1.0942,-0.0915,-0.2407,1
609728687582900,-10.5253,-0.9851,0.5876,-0.9198,1
609728736841400,-10.0102,-0.4564,-0.1910,0.0544,1
609728781094600,-9.4974,-0.4382,-0.5958,-0.2055,1
609728828569500,-9.4776,-0.4382,-0.0380,-0.1700,1
609728863880100,-9.4776,-0.4382,-0.0380,-0.1700,1
609728906119700,-8.8626,-0.5202,-0.5710,-0.3006,1
609728938999600,-9.5127,-0.4199,-0.5710,0.4260,1
609728973033400,-8.9629,-0.9529,0.5221,-0.0121,1
609729015177000,-8.9962,-0.8285,-0.1188,0.5806,1
609729050777100,-8.4464,-0.9364,0.6597,-0.8047,1
609729097017200,-7.8408,-0.3941,-0.0867,0.0182,1
609729129662400,-8.3866,-0.9078,-0.0867,-0.5745,1
609729172744800,-7.9580,-0.9025,0.0439,0.7478,1
609729206570200,-6.7843,-0.3382,-0.4601,-0.1222,1
609729254049000,-6.8358,-0.8566,0.1030,-0.5812,1
609729287815900,-6.2861,-0.9451,0.1916,-0.6853,1
609729331850900,-6.8358,-0.3192,0.1305,-0.6446,1
609729366488500,-6.3160,-1.3764,0.1030,0.0182,1
609729407874300,-6.3160,-0.7570,-0.0381,-0.4601,1
609729453843000,-6.2444,-0.4503,0.3162,0.0121,1
609729487085300,-4.6604,-1.4845,0.3162,0.0121,1
609729532896400,-4.7228,-1.3435,0.2376,0.0121,1
609729581859200,-4.6604,-0.8655,0.1859,-0.4766,1
609729628679100,-4.7426,-0.8031,0.1859,0.7353,1
609729662648700,-4.7228,-0.8031,0.7556,-0.4412,1
609729698190100,-4.7228,0.3439,-0.8871,0.0545,1
609729737162500,-4.1993,-1.3266,0.7556,-0.5202,1
609729770715300,-4.6604,-0.3237,0.2822,-0.5096,1
609729806096500,-3.6747,-0.7042,0.1796,0.2029,1
609729846200200,-3.6217,-0.2750,-0.3025,0.2029,1
609729886420200,-4.1195,-0.3271,-0.3667,0.3319,1
609729922847200,-3.1492,-0.1503,-0.2703,0.1831,1
