frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,605012632343017,0.2532,3.9416,2.6949,-2.7663,-10.4551,-12.4374,-8.2429,-5.2143,-4.1798,0.8851,0.0702,-0.3881,nan
1,605012664927657,0.4153,4.4109,2.2086,0.4929,-13.6379,-12.6616,-7.6298,-5.8518,-3.4557,-0.8873,0.0093,0.4367,nan
2,605012697512297,0.8062,4.2921,1.9984,-0.0289,-13.2298,-11.9752,-8.4245,-5.4024,-3.5799,-1.2194,0.0026,0.7189,nan
3,605012730096938,1.1592,3.7722,2.2594,-0.3940,-12.5327,-12.1926,-8.7235,-5.4294,-2.9394,-1.6156,-0.7480,1.6652,nan
4,605012762681578,0.0994,3.8664,2.2628,-2.7309,-10.3322,-11.9730,-9.1442,-4.7194,-3.3468,-0.5966,-0.7607,0.6261,nan
5,605012795266218,1.8502,4.9964,1.4504,0.1157,-13.2082,-12.3929,-8.8431,-4.4528,-2.9673,-0.9173,-1.2987,1.6041,nan
6,605012827850859,0.3291,4.3689,2.0501,-0.3923,-12.5013,-12.9084,-8.6337,-4.1871,-3.7002,-0.7807,-0.3135,0.8395,nan
7,605012860435499,0.1241,4.7817,1.6717,-0.5028,-12.4364,-12.1876,-8.1571,-4.8161,-3.4397,-1.1883,-0.3794,0.8942,nan
8,605012893020139,0.5777,4.5416,1.5905,-0.1688,-12.4532,-11.7602,-9.4311,-3.8855,-3.7665,-0.7039,-1.2132,1.5115,nan
9,605012925604780,0.5161,4.4491,1.7994,-0.1031,-12.1028,-12.5376,-8.7514,-4.7379,-3.9477,0.0157,-2.8273,2.5944,nan
10,605012958189420,0.6412,4.1344,2.2555,-0.5204,-12.3785,-11.7310,-9.4297,-4.9798,-3.0142,-0.3242,-0.7140,0.6316,nan
11,605012990774060,-0.3010,4.9904,1.5871,-0.5554,-12.1928,-11.9215,-9.1402,-4.4511,-3.9637,0.0023,-0.6769,0.7800,nan
12,605013023358701,0.2695,4.8135,1.8909,0.0320,-12.9454,-12.2563,-8.7392,-4.4184,-3.6147,-0.6605,-0.3700,0.1639,nan
13,605013055943341,1.4757,4.4820,1.7696,-0.4003,-12.2578,-12.4076,-9.6667,-4.6283,-3.3198,-0.8073,-0.1535,1.2818,nan
14,605013088527981,1.2824,4.7416,1.8253,-1.0075,-11.9405,-12.6111,-9.5014,-4.0868,-2.8661,-0.3239,-1.2618,0.8923,nan
