t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
423382194718400,2,-0.0352,-0.127,0.9746,161.55,-146.55,480.61,-11.480362431591889,-10.194444206014307,-10.992479847375456,-7.205214334228288,-6.293598200992874,-3.3952016384198793,0.043389268493926214,3.3332312100130723,3.139586163807158,2.2541787185567683,2.3256327041194114,-0.9737350431253223,1.0725887494768107
423382207705200,3,-0.041,-0.5449,0.8789,-153.45,12.6,-838.77,-11.281528339534361,-10.174093964999072,-11.234597859632423,-7.070558285105217,-6.522345787638495,-3.1717568985421476,-0.02559306296528431,3.4033466283884986,3.173125536527142,2.2795598654799996,2.0923980932855764,-0.7479334824618618,0.9360744378111456
423382220730800,4,-0.043,-0.7266,0.7734,182.55,-305.7,1595.99,-11.122307393225224,-10.156999909930988,-11.438496171117722,-6.967585731292812,-6.737334759742446,-2.962068608715754,-0.08423988675203772,3.468528578986838,3.205331714399148,2.2994921350152917,1.901911603797975,-0.5543282344575114,0.7983599387776412
423382233676100,5,-0.0469,-0.7207,0.7578,112.8,67.05,3463.26,-11.428483046853755,-10.178324228731736,-11.191323823323462,-7.235856504680182,-6.784185011005953,-2.9202783653032722,-0.02076389540659207,3.473904837328552,3.220782809801385,2.255488138167986,2.2144122672402866,-0.7415937035869579,0.6523425693623528
423382246737300,0,0.0391,-0.0527,1.0039,-23.85,-55.35,476.26,-11.737399908353524,-10.199839465359727,-10.94193852757826,-7.50652912141113,-6.831454715207703,-2.878113971487825,0.043280400064438715,3.479329229613999,3.236372239730988,2.2110901710585313,2.5297107667229346,-0.930535771008611,0.5050178982147574
423382259720700,1,0.0195,0.2969,0.9043,-74.25,-233.4,-250.95,-11.758777849500433,-10.40488157947711,-10.64507990778396,-7.717545102560294,-6.815042390494676,-2.7682376579767474,-0.0727046604012957,3.465756716911923,3.2156853165453927,1.2292011231265172,3.60623787196743,-0.6772470390719708,0.8246713057884836
423382272698600,2,-0.0117,-0.1172,0.9746,157.5,-144.15,478.92,-11.739573865803315,-10.635918185229464,-10.341394269366095,-7.920228656910773,-6.7896333460274985,-2.64875626884232,-0.21415287051002066,3.4494967401495047,3.1898686403487955,0.11455480523483574,4.790679800418683,-0.3614230336002644,1.2103815066485226
423382285725300,3,0.0312,-0.4941,0.8535,-154.65,15.15,-832.72,-11.447948970990854,-10.619149401526874,-10.518273953457271,-7.826829482273491,-6.663709683912491,-2.7548902368234285,-0.25379679464879507,3.604040197191388,3.023185604146413,0.4387088085874353,4.162294581522507,-0.027522792150538655,1.4374192925534202
423382298731900,4,0.0078,-0.6445,0.707,190.35,-309.6,1599.14,-11.02243896009658,-10.479748799493983,-10.932481212835365,-7.5871566790388245,-6.488448946547141,-2.9723660702130665,-0.24290257631994658,3.84262357859317,2.7873257773268434,1.4741134755917442,2.6385111853511938,0.31419252276434245,1.5851267360620578
423382311714000,5,0.041,-0.7031,0.6816,114.0,66.45,3464.71,-10.828677767919014,-10.297125917958466,-11.228258239388134,-7.404731893029507,-6.441585275978042,-3.047060530759433,-0.2598143962165431,3.889301602228887,2.7060511792172317,2.01182345457378,1.8714413462553237,0.49273473397254597,1.4162659054169278
423382324663600,0,0.0234,-0.0117,1.0078,-23.25,-52.8,488.84,-10.898999084791626,-10.065327695439425,-11.38901204666055,-7.287589956439655,-6.5410113024046135,-2.959068497371917,-0.30839756822043624,3.717339770159293,2.8009126471578565,1.9823571958328143,1.9667095570313298,0.4853229756389288,0.8868223146954322
423382337700200,1,0.0039,0.3008,0.9629,-70.95,-228.45,-248.29,-10.915098952748771,-9.942790246378612,-11.522511890202354,-7.171942392590135,-6.642772012899748,-2.898169135025801,-0.32156166034104705,3.6887648717020833,2.7573303081153933,2.0074814298930783,2.006647296929672,0.47670300410946864,0.6175273834514867
423382350718000,2,-0.0234,-0.0918,1.0293,163.35,-145.8,487.39,-10.775578307808834,-10.135693098353528,-11.57521262225391,-7.062951826907651,-6.749127541979654,-2.916114642922667,-0.2330153441613218,4.071435790728161,2.3181423971305786,2.1884357538252717,1.8872983114991237,0.464799907732307,1.098830448411984
423382363718600,3,-0.0156,-0.4863,0.8828,-170.55,12.75,-842.64,-10.654821833533983,-10.327078978367942,-11.620142579919497,-6.957894176801757,-6.843228006702407,-2.936836139807153,-0.1478396558664354,4.421054259526487,1.9135877283867875,2.3608069906054334,1.7878492316249164,0.43101085663489774,1.570515977125235
423382376749600,4,-0.0137,-0.6738,0.752,195.45,-308.55,1600.59,-10.837187536895907,-10.4983026375095,-11.539419606486225,-6.914462943208082,-6.739720689781774,-3.0033245832772613,-0.1155959442246387,4.240007410378402,2.064164497422033,2.39732560900933,2.010553682837721,0.03949306605065528,1.8966367897956502
423382389691800,5,-0.0254,-0.7187,0.7187,113.4,64.95,3467.13,-11.018310505666586,-10.668359489734337,-11.459246721307185,-6.871327672590626,-6.636918725462057,-3.0693599399712093,-0.08357195797565847,4.06019430846417,2.213715158170092,2.4335953705861018,2.2317405102866013,-0.3493567190233514,2.220535245918975
423382402717200,0,0.0176,-0.0332,1.0039,-20.25,-52.95,481.1,-11.036663736169967,-10.568764631768229,-11.530293333577399,-6.872684255739177,-6.48706017692586,-3.200533697665884,-0.02949971365187684,3.719086469755407,2.573898663305086,2.485395713311117,1.8745190220287975,-0.015608644049554088,2.1934360115998053
423382415695700,1,-0.0156,0.3535,0.9727,-60.75,-232.35,-245.15,-11.026563060805936,-10.422644547802467,-11.627359464990487,-6.881788451919313,-6.329707054887096,-3.342441392354269,0.028160195488983172,3.3514762399146996,2.9690932487363533,2.5396585343250604,1.4181768503130359,0.44250001349220414,2.105292898333416
423382428718600,2,-0.0449,0.0469,1.0625,162.75,-151.35,480.13,-11.10024509413203,-10.343219855380045,-11.484711386882703,-6.992541910907201,-6.419907647992656,-3.321944961712294,0.026749950603038,3.346494388886919,2.99473957903486,2.543445290330871,1.3097773551818161,0.573685296778232,2.0764693140969728
423382441679900,3,-0.0586,-0.4414,0.9316,-174.15,16.65,-837.8,-11.218804668738821,-10.300428036388048,-11.213214032136435,-7.157602531945044,-6.6435469218789525,-3.213653614284342,-0.006633096348435855,3.537881477845843,2.820134482513601,2.5198781257485976,1.390475669221693,0.5270033124233254,2.079952369131205
423382454880600,4,-0.043,-0.7031,0.7617,199.5,-308.4,1598.89,-11.26692093710584,-10.273529021721298,-11.035658446941872,-7.289166775851383,-6.765608245649418,-3.1712375107504007,0.0027684731085812174,3.5506389618848013,2.72422441396596,2.706752796123263,1.5010030742752136,0.2782428376723428,2.1723382408894554
423382467736400,5,-0.0703,-0.7344,0.707,112.65,70.5,3469.55,-11.227662932269238,-10.267113142073717,-10.980069112093242,-7.373964066298446,-6.759147499710595,-3.21040578300452,0.06338283257629594,3.347080598520611,2.7279483161390323,3.138770314490861,1.6422421591045,-0.20258920556636828,2.367641206665149
423382480686800,0,0.0,-0.0176,1.0,-18.75,-50.7,477.95,-11.22702735467228,-10.254103412913372,-10.9478077032388,-7.430348183117338,-6.753777286617967,-3.2011310106896227,0.08303899127592554,3.2257541092800115,2.7103254979830793,3.352616781223598,1.7271182475741953,-0.43494642229746894,2.491436161305336
423382493834600,1,0.0098,0.2422,0.9746,-53.1,-231.45,-247.08,-11.351606105449147,-10.219827049439958,-10.991444680030254,-7.394144634549033,-6.751987757601283,-3.0348883535755946,-0.030251961088009108,3.3720366350541,2.623648054072398,2.857376097196078,1.6285564955783542,0.14018067244921273,2.3823666620064
423382506703100,2,0.0352,-0.0879,0.9922,151.05,-154.05,492.23,-11.46854744561099,-10.179955507380857,-11.043634740017165,-7.3607405536633745,-6.747228255334481,-2.8810000931541406,-0.13815933504164785,3.511602080772862,2.5411512724551315,2.392374531123227,1.5335908599287267,0.6837230913173026,2.286406929862596
423382519740100,3,0.0195,-0.4707,0.8652,-185.25,12.3,-841.19,-11.453168894711391,-9.96997913932861,-11.350750771296184,-7.381351451762544,-6.661736251960662,-2.961714736041397,-0.16764247404443366,3.556190778647446,2.520312880999459,2.4501123450036824,1.4776729929002947,0.7149806785008116,2.4786388161076114
423382532722100,4,-0.0449,-0.6855,0.7109,217.2,-299.55,1593.33,-11.437855222257712,-9.760888611595675,-11.656571153137422,-7.401875397388334,-6.576604919000709,-3.042088863061598,-0.19700123070119258,3.6005913674184704,2.4995624017574904,2.5076065767898355,1.4219910300435716,0.7461063973637643,2.670059721778609
423382545768700,5,-0.041,-0.7031,0.6738,115.65,64.2,3461.33,-11.526395657569399,-9.692926086809944,-11.64327484621819,-7.380883781651887,-6.63052238836161,-2.9062686810138656,-0.36487730816501,3.756319982686983,2.2905936645412317,2.5487929917039347,1.5004540911391748,0.7673623022725534,2.5518953170605116
423382558787900,0,0.0156,-0.0059,1.0039,-15.0,-51.9,469.72,-11.63539794084398,-9.653350851823632,-11.566305330642058,-7.3516680800489045,-6.712035558930428,-2.727703039801234,-0.5598909804511715,3.933795146701369,2.0446910563369665,2.5865962012430974,1.6054579580201904,0.7865819628916229,2.372284635199562
423382571775100,1,-0.0469,0.252,0.9727,-33.3,-234.75,-257.25,-11.541329380582898,-9.788229385943483,-11.380422886623887,-7.357665584731041,-6.7553048703854985,-2.703962825460159,-0.4692714255082366,3.862258276640018,2.041302436700414,2.5923258115354786,1.6783092538999658,0.6725446405657316,2.479533607167606
423382584751600,2,-0.0508,0.0039,1.0176,140.55,-146.4,483.03,-11.330334785631006,-10.023588671190312,-11.131749068018856,-7.383932351220008,-6.776590008747248,-2.7693127289835715,-0.21421206539468146,3.647368954243211,2.177482034687179,2.579600016046858,1.7326995755434993,0.48174828329328717,2.751938090669565
423382597722000,3,-0.0273,-0.4453,0.9121,-193.35,11.7,-843.37,-11.126884360706304,-10.224100470639222,-10.964932717988532,-7.419946263578974,-6.796688602029282,-2.813319187007084,-0.1365829140006679,3.6166030203727053,2.1574071566477393,2.7166672033965176,1.707734696554354,0.37451806658525044,2.653180205302771
423382610773300,4,-0.0059,-0.6621,0.7305,219.45,-299.55,1588.49,-10.932255280985279,-10.37878344623777,-10.907860348016511,-7.46941202079335,-6.815317970998601,-2.8287146068399194,-0.2987814051980864,3.8350540071131767,1.925519338988077,3.0575983201088675,1.5750972333791553,0.37975615321476547,2.0509368886467008
423382623749500,5,-0.0332,-0.7129,0.6816,112.65,70.5,3469.8,-10.825851092707984,-10.504789811023292,-10.881555036151846,-7.504036845652537,-6.790414198799703,-2.8422803511979513,-0.4246782140377274,4.0236212720335445,1.7268317929059065,3.1908764600861104,1.5428192334229462,0.44982970400142613,1.531580915420563
423382636734000,0,0.0332,-0.0059,1.0039,-6.45,-54.9,469.24,-11.022157614084158,-10.534290167767494,-10.96103833220305,-7.488085807904519,-6.614544944538177,-2.8498027155904824,-0.4277143490636285,4.112802073988371,1.638783877154774,2.6092526831093803,1.856719342742604,0.7454223722693818,1.2879650661781088
423382649713900,1,0.0195,0.1934,0.9707,-30.3,-231.9,-248.29,-11.214388815961032,-10.563552204492115,-11.039956613476345,-7.473192748038081,-6.440623629393098,-2.8564861580457093,-0.43003704140815335,4.197203643041652,1.5518364420625357,2.047560740652897,2.1636913514379215,1.0296872214519481,1.0455903534650326
423382662767000,2,-0.0137,-0.0605,0.9961,139.95,-146.1,479.89,-11.164278470253494,-10.579131966521187,-11.086695899563558,-7.522164222252267,-6.380308995105115,-2.8123890538230754,-0.389083222507174,3.9935734200301085,1.5293778962136115,2.6814110589935276,2.058140741433951,0.6335421612039875,0.872026337878012
423382675764100,3,-0.0293,-0.4277,0.8867,-189.6,9.9,-842.64,-11.114383106378595,-10.59464488874411,-11.13323466623233,-7.570925600584555,-6.320253120768418,-2.7684811336131636,-0.34830510239486967,3.7908168050111986,1.5070157013133156,3.312542052589303,1.9530429613447309,0.2390966300620544,0.6992069411840418
423382688786300,4,-0.0469,-0.6914,0.7285,225.9,-301.35,1588.0,-11.177208656854235,-10.417756598424127,-11.454839179049992,-7.316387640579273,-6.392783464138378,-2.7690069079805166,-0.33115432726321425,3.828439457416566,1.3949797615718857,3.3449310421551455,2.3505414571943253,-0.07345465869819287,0.6513362450191222
423382701743900,5,-0.0508,-0.748,0.6836,107.25,73.2,3468.1,-11.264983720525153,-10.198658101007538,-11.836418770629182,-6.995178842405893,-6.494667657054699,-2.77949831177838,-0.3193967195587121,3.919787024966929,1.2634302199857441,3.2428207413983534,2.8586509963011957,-0.36594776113173144,0.6317553060343166
423382714720700,0,0.0234,-0.0059,1.0059,-13.5,-56.85,466.09,-11.386958212325489,-10.183706356461599,-11.781404680831713,-7.028378702073664,-6.5058695854546365,-2.6566819521070015,-0.36096205701046186,3.6804050621697115,1.513019681570015,3.1354791009452465,2.8738113451605685,-0.23808724512393442,0.5016822004878063
423382727772000,1,0.0098,0.207,0.9785,-33.0,-234.3,-246.11,-11.531574951879492,-10.30035626827193,-11.444527387684815,-7.290328582128804,-6.458635708630226,-2.4472951326645607,-0.43711928174567205,3.226559017156772,2.0096358426274294,3.024249470081979,2.5710954865539852,0.16151044183898394,0.2997197994854605
423382740727000,2,-0.0137,-0.0488,1.0059,139.5,-149.1,487.87,-11.645052998912806,-10.265401574211449,-11.358332307120813,-7.44626144662392,-6.394794877848439,-2.3408003634588956,-0.4899541928018498,3.017387883972909,2.23473528608498,2.966488863159317,2.400764412563538,0.39600802214480396,0.1807
423382753772000,3,-0.0469,-0.4609,0.8906,-186.9,10.2,-848.45,-11.715072895900212,-10.008403967908517,-11.636727411202731,-7.4501312068605445,-6.3055627594509644,-2.382684827196486,-0.5096672067131288,3.1618437572765767,2.0672884843166566,2.985792137751424,2.4207505860209317,0.3935495862297715,0.1807
423382766791600,4,-0.0723,-0.7207,0.7168,228.15,-294.6,1591.39,-11.769582539803746,-9.813038385480853,-11.827461587967495,-7.451305097065693,-6.2372456382698935,-2.4559729965368384,-0.5391150558757327,3.3043661536511455,1.9661999525364786,3.0340321061686386,2.437505446229693,0.30866299225953725,0.18546059357879977
423382779952100,5,-0.0684,-0.7559,0.6621,110.4,69.75,3464.96,-11.764576204470618,-9.85455881796846,-11.67965987143528,-7.4419813716287635,-6.249279214942186,-2.6531491211710203,-0.6070909851696039,3.4419714807892796,2.12217715245674,3.1960720241070018,2.441960625379359,-0.09942223191346677,0.20888473137601216
423382792762200,0,-0.0059,0.0078,0.9961,-11.25,-49.95,462.7,-11.759703163457667,-9.894973763617145,-11.535793394557555,-7.432905891577123,-6.26099239609258,-2.845075406203985,-0.6732570466298387,3.575913048447971,2.274001439429008,3.3537976084527505,2.4462971848129014,-0.4966421346662952,0.23168519850082278
423382805729300,1,0.0449,0.1309,0.9668,-28.65,-231.6,-252.16,-11.729353555157358,-10.044063907900666,-11.38202307067765,-7.590330662439993,-6.078197719740748,-2.843390971991497,-0.6604106754394146,3.928353430356217,1.9178119337252888,2.962742918861389,2.4506868929206203,-0.25742991737438503,0.4051405603152471
423382818785100,2,-0.0098,-0.1738,0.9688,137.25,-148.95,482.06,-11.698779921506503,-10.194243783479234,-11.227195638269894,-7.748939930306799,-5.894026889313393,-2.8415684006859316,-0.647424854887263,4.283344756397664,1.5588565150942375,2.5686574383155696,2.455106628336616,-0.016167040800201482,0.5798795842363035
423382831787100,3,0.0176,-0.4609,0.834,-178.95,13.65,-847.97,-11.424497695590192,-10.26528731855673,-11.10873872202514,-7.803278567316395,-6.08797630241299,-3.0521592259034684,-0.5195553918560415,4.2962932622460075,2.056971288450338,2.3214767470624267,2.3056920036250963,-0.01651411431114517,1.2404103785690475
423382844768100,4,0.0059,-0.7148,0.6699,229.05,-302.4,1593.09,-11.088664827352837,-10.316253455986518,-10.999557929842215,-7.831185359011284,-6.377554569480733,-3.316412985572765,-0.3626702950388335,4.222630204947485,2.7718110062322396,2.111632170551509,2.1174117661511382,-0.07803590509305922,2.0235673721235012
423382857721900,5,-0.002,-0.7441,0.6387,114.3,69.45,3466.89,-10.972562402513502,-10.2776079578355,-10.988380947496164,-7.793779176160971,-6.547328560145515,-3.46280967378844,-0.13504361329960024,4.002338889440109,3.230697683923159,2.056426396594101,2.0985581398738162,-0.24264614546809032,2.3054569359824915
423382870766500,0,0.0156,-0.0059,1.0,-14.25,-54.6,464.88,-11.00884598422124,-10.176086769368425,-11.045515069256783,-7.710468066342698,-6.634919038446256,-3.5281838561376424,0.14388926640343724,3.677835287918443,3.5148204360411053,2.1086893223161653,2.1978030685097916,-0.4806063482113215,2.2398551276501792
423382883752000,1,-0.002,0.1562,0.9629,-35.55,-241.5,-251.44,-11.026987420432294,-10.173885683340695,-11.054747526257099,-7.676298638987011,-6.656299363458337,-3.577456844930812,0.3044576670757836,3.5166718030037707,3.6508200537321964,2.1495012682113344,2.437967316200305,-0.8113372470089606,2.3745662384642703
423382896731700,2,0.0273,-0.1367,0.9668,144.0,-147.45,479.16,-11.016614018975776,-10.32844483517315,-10.988430234849504,-7.719468296576792,-6.573312151806211,-3.6016463487639103,0.27927159192371886,3.61225205223193,3.553926142310854,2.1725130059401994,2.9021883560534696,-1.2907333501282072,2.8263754355266695
423382909789900,3,-0.0059,-0.5,0.8457,-167.25,18.15,-849.42,-11.062221522640938,-10.433535560141447,-10.935443688259031,-7.7716702857066675,-6.4818407882274,-3.615095731734641,0.2565771577300766,3.6916904372939876,3.4687679370824958,2.190997110253293,3.1628115075621954,-1.567857192102042,3.529399383232478
423382922803100,4,-0.0293,-0.7207,0.6914,216.9,-305.7,1594.78,-11.355061376810664,-10.315772883053652,-10.943255173202765,-7.862410674762361,-6.355449145213387,-3.5804436211993584,0.24563199568682229,3.6970494792902695,3.438294062679908,2.18881716096667,2.511415411353079,-0.9383514199794344,5.3268584012736415
423382935766900,5,0.0039,-0.7715,0.6309,112.65,71.25,3465.92,-11.646789568299729,-10.198457250216936,-10.951037004613454,-7.9528066001028,-6.229537303260213,-3.5459230551158973,0.23472838307068322,3.702388177583649,3.4079358715370476,2.1866454870846175,1.8624921094722393,-0.31123534333087277,7.117494003437756
423382948732000,0,0.0117,-0.0059,1.0098,-16.95,-61.35,464.64,-11.633496558287439,-10.218105747521847,-10.930290355049477,-7.877352033721157,-6.334726431799945,-3.459922316674242,0.2675035709494491,3.5276475241107708,3.4713579377085955,2.1246241667674104,1.9703708611320665,-0.34815910761460067,6.717137858705564
423382961730700,1,0.0,0.252,0.9707,-53.55,-238.8,-247.81,-11.613626685813545,-10.240742885340278,-10.908878072383546,-7.798144733859471,-6.445144855547564,-3.372594680801536,0.3013005001573276,3.348591846817487,3.536955735875833,2.0611585238656356,2.0947617066193187,-0.39942156399702045,6.26875014287916
423382974749800,2,0.0117,-0.0937,1.0059,153.6,-145.95,490.53,-11.620543024790303,-10.261695586366983,-10.83088398577239,-7.837455529163665,-6.467386591847868,-3.4047552324049666,0.303629500635226,3.4861497207347507,3.456354253131275,2.0079130601432986,1.9570708366314955,-0.21295314435196466,4.926049748040237
423382987785100,3,-0.0352,-0.5371,0.8789,-162.3,9.3,-840.47,-11.63537365801338,-10.282167319343623,-10.73612260846052,-7.9117906662388435,-6.463610694432176,-3.4722209657479834,0.29666911142316826,3.717298332410994,3.3325230149925753,1.9576435825006597,1.7418901766770318,0.04385337265500089,3.3182453327948553
423383000749500,4,-0.0449,-0.7402,0.7422,191.85,-301.8,1585.34,-11.69927005735827,-10.317798756602317,-10.581231708214931,-8.070241979956155,-6.442284580895709,-3.455186843942454,0.34933210659441416,3.6883053217077486,3.3083299926180265,1.8724543395409103,1.7276697092412592,0.15197883610650592,2.364601043778677
423383013782100,5,-0.041,-0.6836,0.6953,110.85,72.0,3461.57,-11.800606884192916,-10.365146887991393,-10.379740620747478,-8.293337642264925,-6.407580811203234,-3.3745449256400177,0.44725768476990524,3.4637087099889494,3.3587255061426173,1.7602470003124218,1.8642106222383907,0.14947725375645854,1.8932119623988402
423383026771400,0,0.0176,-0.0059,1.0078,-20.7,-54.75,473.84,-11.855273208140385,-10.4062253749339,-10.246121330713812,-8.458299439211514,-6.393427854553901,-3.298051517213344,0.5368968887452265,3.2405411557102246,3.47110951732949,1.6822051717788602,1.982094125740082,0.07556794756983978,1.623480517271417
423383039765700,1,0.0,0.252,0.9629,-58.05,-236.4,-247.81,-11.83014950214954,-10.436791038901102,-10.22820821904164,-8.524464578274047,-6.41447009206248,-3.2282130565167697,0.6128575521652021,3.0184639206250776,3.6906018223758674,1.662342025165159,2.068666607213953,-0.1213855815244613,1.6983074394463185
423383052778300,2,0.0215,-0.0879,0.9883,151.35,-150.45,486.66,-11.794701613641072,-10.47691707475756,-10.21724282357837,-8.575248898378646,-6.433865489929637,-3.1704937286658454,0.6786363911753587,2.889785840738108,3.8155267019302017,1.6474358178299788,2.0926786990346478,-0.23647669232581864,1.7614154093952086
423383065754700,3,-0.0117,-0.4824,0.8516,-165.6,11.85,-842.4,-11.706799198362063,-10.565544084907494,-10.24192433636923,-8.546853836874298,-6.4446438386346365,-3.1753394568651516,0.6916790988519971,3.240127460830031,3.4554936254396655,1.6580330178172475,1.7964552583648872,0.06830602525673579,1.7639514914434438
423383078851900,4,-0.0234,-0.6699,0.7031,204.3,-307.2,1593.81,-11.618078481260843,-10.65499614228363,-10.26683561448369,-8.518194439850875,-6.45552252522407,-3.1802302949536787,0.704843223800555,3.593730483753795,3.092108926338848,1.668728869337951,1.4974742122242022,0.3759260283949122,1.7665111824056634
423383091180400,5,0.002,-0.7441,0.6543,104.7,68.85,3458.42,-11.583422717898047,-10.626108317870463,-10.294636001793004,-8.517282880005517,-6.463897920532384,-3.167760799158667,0.7138780805710029,3.5621564770815404,3.0986452812744125,1.3430500582963723,1.8198217821477412,0.399612160866159,2.039648178175547
423383104950500,0,0.0176,-0.0039,1.0078,-18.3,-58.8,483.27,-11.546803158543797,-10.589008186871142,-10.325873158722484,-8.517378994334532,-6.473172953282214,-3.1531033639840658,0.7238259136239292,3.5113119970332507,3.120847691276596,0.9649362879561593,2.2056727559735636,0.41470211052132255,2.356296835111447
423383117749100,1,0.0195,0.502,0.9766,-66.45,-245.1,-256.52,-11.496300192810093,-10.561187468851626,-10.356204716516606,-8.517297508503562,-6.406154895232474,-3.188334311164506,0.7064241241802116,3.545637896754483,3.053033529024974,0.9534290985284458,2.2097491582885116,0.46637598631905824,2.0987571093534796
423383130850900,2,-0.0254,0.0645,1.0801,161.85,-150.9,481.1,-11.43941851347526,-10.534804246201949,-10.387663394476705,-8.517160334035712,-6.31374502872468,-3.2397747366079837,0.6802238008210002,3.6064519108343274,2.9557768313198385,1.0486281792158418,2.1023415499625298,0.5311223351439155,1.6614449058499945
423383143819400,3,-0.1016,-0.4258,0.9551,-171.3,14.1,-847.97,-11.484261877878872,-10.454620683594065,-10.382764543189431,-8.540739368324743,-6.288566182467785,-3.311011594650777,0.7247554808466543,3.517970653548959,3.0386407278195984,1.0895946624896906,2.0407403411559266,0.5813532485115998,1.4669875458092783
