t_pc_ns,sync_id,state,description
423362048281600,100,MARKER_UPDATE,ArUco ID 100
423363056446200,101,MARKER_UPDATE,ArUco ID 101
423364065336600,102,MARKER_UPDATE,ArUco ID 102
423366011513700,103,MARKER_UPDATE,ArUco ID 103
423367014428100,104,MARKER_UPDATE,ArUco ID 104
423368038437900,105,MARKER_UPDATE,ArUco ID 105
423369039258200,106,MARKER_UPDATE,ArUco ID 106
423370047739400,107,MARKER_UPDATE,ArUco ID 107
423371063332100,108,MARKER_UPDATE,ArUco ID 108
423372063338000,109,MARKER_UPDATE,ArUco ID 109
423373080086900,110,MARKER_UPDATE,ArUco ID 110
423374097460100,111,MARKER_UPDATE,ArUco ID 111
423375113386800,112,MARKER_UPDATE,ArUco ID 112
423376113388700,113,MARKER_UPDATE,ArUco ID 113
423377129833700,114,MARKER_UPDATE,ArUco ID 114
423378130057800,115,MARKER_UPDATE,ArUco ID 115
423379130746900,116,MARKER_UPDATE,ArUco ID 116
423380130758400,117,MARKER_UPDATE,ArUco ID 117
423381146410200,118,MARKER_UPDATE,ArUco ID 118
423382163057300,119,MARKER_UPDATE,ArUco ID 119
423383188086200,120,MARKER_UPDATE,ArUco ID 120
423384196048000,121,MARKER_UPDATE,ArUco ID 121
423385212989200,122,MARKER_UPDATE,ArUco ID 122
423386221363700,123,MARKER_UPDATE,ArUco ID 123
423387222124900,124,MARKER_UPDATE,ArUco ID 124
423388237931500,125,MARKER_UPDATE,ArUco ID 125
423389238060100,126,MARKER_UPDATE,ArUco ID 126
423390262870700,127,MARKER_UPDATE,ArUco ID 127
423391263036000,128,MARKER_UPDATE,ArUco ID 128
423392279673800,129,MARKER_UPDATE,ArUco ID 129
423393287761200,130,MARKER_UPDATE,ArUco ID 130
423394287947400,131,MARKER_UPDATE,ArUco ID 131
423395288731700,132,MARKER_UPDATE,ArUco ID 132
423396297022000,133,MARKER_UPDATE,ArUco ID 133
423397312711200,134,MARKER_UPDATE,ArUco ID 134
423398321898900,135,MARKER_UPDATE,ArUco ID 135
423399338568700,136,MARKER_UPDATE,ArUco ID 136
423400346136600,137,MARKER_UPDATE,ArUco ID 137
423401362605500,138,MARKER_UPDATE,ArUco ID 138
423402371855000,139,MARKER_UPDATE,ArUco ID 139
423403387560000,140,MARKER_UPDATE,ArUco ID 140
423404387718400,141,MARKER_UPDATE,ArUco ID 141
423405394994300,142,MARKER_UPDATE,ArUco ID 142
423406404335400,143,MARKER_UPDATE,ArUco ID 143
423407420771300,144,MARKER_UPDATE,ArUco ID 144
423408429356800,145,MARKER_UPDATE,ArUco ID 145
423409437573000,146,MARKER_UPDATE,ArUco ID 146
423410445875500,147,MARKER_UPDATE,ArUco ID 147
423411454002000,148,MARKER_UPDATE,ArUco ID 148
423412454910100,149,MARKER_UPDATE,ArUco ID 149
423413454917100,150,MARKER_UPDATE,ArUco ID 150
423414462258900,151,MARKER_UPDATE,ArUco ID 151
423415487296300,152,MARKER_UPDATE,ArUco ID 152
423416511950600,153,MARKER_UPDATE,ArUco ID 153
423417513254200,154,MARKER_UPDATE,ArUco ID 154
423418529951900,155,MARKER_UPDATE,ArUco ID 155
423419537388900,156,MARKER_UPDATE,ArUco ID 156
423420553999300,157,MARKER_UPDATE,ArUco ID 157
423421562306800,158,MARKER_UPDATE,ArUco ID 158
423422570600500,159,MARKER_UPDATE,ArUco ID 159
423423578877600,160,MARKER_UPDATE,ArUco ID 160
423424587253400,161,MARKER_UPDATE,ArUco ID 161
423425603837200,162,MARKER_UPDATE,ArUco ID 162
423426612884100,163,MARKER_UPDATE,ArUco ID 163
423427628796000,164,MARKER_UPDATE,ArUco ID 164
423428631606400,165,MARKER_UPDATE,ArUco ID 165
423429646195300,166,MARKER_UPDATE,ArUco ID 166
423430646213700,167,MARKER_UPDATE,ArUco ID 167
423431661854100,168,MARKER_UPDATE,ArUco ID 168
423432678524000,169,MARKER_UPDATE,ArUco ID 169
423433695200200,170,MARKER_UPDATE,ArUco ID 170
423434703529900,171,MARKER_UPDATE,ArUco ID 171
423435711739100,172,MARKER_UPDATE,ArUco ID 172
423436711858400,173,MARKER_UPDATE,ArUco ID 173
423437718515000,174,MARKER_UPDATE,ArUco ID 174
423438728522800,175,MARKER_UPDATE,ArUco ID 175
423439728524600,176,MARKER_UPDATE,ArUco ID 176
423440729377900,177,MARKER_UPDATE,ArUco ID 177
423441745128400,178,MARKER_UPDATE,ArUco ID 178
423442754244100,179,MARKER_UPDATE,ArUco ID 179
423443761592400,180,MARKER_UPDATE,ArUco ID 180
423444786113000,181,MARKER_UPDATE,ArUco ID 181
423445787456000,182,MARKER_UPDATE,ArUco ID 182
423446803158600,183,MARKER_UPDATE,ArUco ID 183
423447811473300,184,MARKER_UPDATE,ArUco ID 184
423448829066800,185,MARKER_UPDATE,ArUco ID 185
423449836617200,186,MARKER_UPDATE,ArUco ID 186
423450853067600,187,MARKER_UPDATE,ArUco ID 187
423451853246900,188,MARKER_UPDATE,ArUco ID 188
423452869898500,189,MARKER_UPDATE,ArUco ID 189
423453878890700,190,MARKER_UPDATE,ArUco ID 190
423454886480100,191,MARKER_UPDATE,ArUco ID 191
423455895592500,192,MARKER_UPDATE,ArUco ID 192
423456903099700,193,MARKER_UPDATE,ArUco ID 193
423457920591200,194,MARKER_UPDATE,ArUco ID 194
423458934127700,195,MARKER_UPDATE,ArUco ID 195
423459945414200,196,MARKER_UPDATE,ArUco ID 196
423460945452500,197,MARKER_UPDATE,ArUco ID 197
423461961177900,198,MARKER_UPDATE,ArUco ID 198
423462961984000,199,MARKER_UPDATE,ArUco ID 199
423463963279500,200,MARKER_UPDATE,ArUco ID 200
423464964118100,201,MARKER_UPDATE,ArUco ID 201
423465966340700,202,MARKER_UPDATE,ArUco ID 202
423466978637400,203,MARKER_UPDATE,ArUco ID 203
423467994550300,204,MARKER_UPDATE,ArUco ID 204
423469018914900,205,MARKER_UPDATE,ArUco ID 205
423470020281300,206,MARKER_UPDATE,ArUco ID 206
423471036095300,207,MARKER_UPDATE,ArUco ID 207
423472052766400,208,MARKER_UPDATE,ArUco ID 208
423473070093000,209,MARKER_UPDATE,ArUco ID 209
423474086057900,210,MARKER_UPDATE,ArUco ID 210
423475103456100,211,MARKER_UPDATE,ArUco ID 211
423476119140200,212,MARKER_UPDATE,ArUco ID 212
423477128394000,213,MARKER_UPDATE,ArUco ID 213
423478152373500,214,MARKER_UPDATE,ArUco ID 214
423479153313700,215,MARKER_UPDATE,ArUco ID 215
423480160690700,216,MARKER_UPDATE,ArUco ID 216
423481161636500,217,MARKER_UPDATE,ArUco ID 217
423482168978800,218,MARKER_UPDATE,ArUco ID 218
423483169844500,219,MARKER_UPDATE,ArUco ID 219
423484186523700,220,MARKER_UPDATE,ArUco ID 220
423485193990400,221,MARKER_UPDATE,ArUco ID 221
