t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ
423362538923300,2,-0.0371,-0.5352,0.8438,92.70,-145.35,481.82
423362551746600,3,-0.0449,-0.5703,0.8066,27.90,86.70,-825.46
423362564777700,4,-0.0488,-0.5293,0.8574,-44.85,-277.65,1629.14
423362577786900,5,-0.0469,-0.4062,0.9258,297.30,86.55,3593.22
423362590925200,0,0.0215,-0.0059,1.0039,22.80,-56.40,458.35
423362603778000,1,-0.0098,-0.3184,0.9688,-42.75,-238.80,-244.66
423362616767600,2,-0.0332,-0.5352,0.8516,98.25,-148.95,499.73
423362629759100,3,-0.0488,-0.5762,0.8086,21.45,85.05,-827.40
423362642775900,4,-0.0527,-0.5312,0.8652,-39.90,-282.45,1625.03
423362655790900,5,-0.0469,-0.4102,0.9258,297.15,93.45,3591.76
423362668759600,0,0.0215,-0.0059,1.0039,22.05,-52.35,453.51
423362681790100,1,-0.0098,-0.3184,0.9668,-42.15,-234.45,-243.94
423362694803900,2,-0.0312,-0.5352,0.8496,96.15,-146.40,502.39
423362707756000,3,-0.0469,-0.5742,0.8027,19.20,94.65,-822.32
423362720827000,4,-0.0508,-0.5352,0.8633,-40.05,-280.20,1629.39
423362733766000,5,-0.0508,-0.4082,0.9297,302.85,93.00,3589.59
423362747084300,0,0.0156,-0.0039,1.0078,21.00,-55.80,455.93
423362759792000,1,-0.0117,-0.3145,0.9668,-41.10,-234.30,-239.82
423362772783600,2,-0.0293,-0.5352,0.8418,93.45,-146.85,501.18
423362785765800,3,-0.0410,-0.5723,0.8105,25.35,89.85,-820.62
423362798794700,4,-0.0469,-0.5293,0.8652,-46.95,-282.60,1624.79
423362811818000,5,-0.0469,-0.4043,0.9277,299.85,90.60,3595.64
423362824770300,0,0.0195,-0.0078,1.0020,20.70,-51.90,450.12
423362837783600,1,-0.0117,-0.3184,0.9688,-41.55,-231.60,-248.29
423362850792700,2,-0.0391,-0.5312,0.8438,101.40,-151.05,493.20
423362863937500,3,-0.0488,-0.5762,0.8164,22.35,83.40,-824.49
423362876811400,4,-0.0527,-0.5312,0.8633,-47.85,-276.15,1628.42
423362889795400,5,-0.0469,-0.4082,0.9258,295.35,87.45,3598.78
423362902760700,0,0.0176,-0.0078,1.0078,20.40,-56.85,451.81
423362915840300,1,-0.0059,-0.3145,0.9688,-44.40,-232.95,-245.87
423362928850600,2,-0.0312,-0.5371,0.8418,103.05,-150.75,500.94
423362941783200,3,-0.0449,-0.5723,0.8066,28.20,89.25,-820.86
423362954856700,4,-0.0527,-0.5332,0.8613,-42.60,-286.20,1632.29
423362967802600,5,-0.0527,-0.4082,0.9316,298.65,85.95,3601.93
423362980815100,0,0.0156,-0.0059,1.0117,24.60,-53.70,459.07
423362993930600,1,-0.0039,-0.3184,0.9707,-40.05,-235.50,-239.82
423363006850800,2,-0.0352,-0.5371,0.8418,96.90,-148.80,490.05
423363019843400,3,-0.0410,-0.5723,0.8047,24.30,85.35,-821.59
423363032854600,4,-0.0469,-0.5293,0.8652,-39.90,-280.05,1629.63
423363045849200,5,-0.0488,-0.4082,0.9277,298.80,88.95,3588.13
423363058793600,0,0.0195,-0.0059,1.0059,23.70,-54.30,450.36
423363072269300,1,-0.0117,-0.3145,0.9707,-36.30,-233.55,-244.66
423363084860000,2,-0.0352,-0.5332,0.8477,91.20,-141.45,499.00
423363097800600,3,-0.0469,-0.5742,0.8125,24.75,94.65,-820.62
423363110873700,4,-0.0527,-0.5332,0.8613,-46.95,-281.40,1628.42
423363123850800,5,-0.0488,-0.4082,0.9238,295.95,85.20,3589.10
423363136854800,0,0.0215,-0.0039,1.0059,14.85,-51.30,444.80
423363149831700,1,-0.0059,-0.3184,0.9688,-37.50,-238.35,-246.84
423363162859600,2,-0.0312,-0.5332,0.8496,98.40,-143.40,485.45
423363175800600,3,-0.0410,-0.5781,0.8105,25.95,87.90,-832.00
423363188897800,4,-0.0508,-0.5332,0.8594,-44.25,-283.50,1637.13
423363201839100,5,-0.0449,-0.4082,0.9277,298.95,82.80,3588.13
423363214885300,0,0.0234,-0.0039,1.0078,22.05,-50.25,455.93
423363227871400,1,-0.0117,-0.3145,0.9648,-40.80,-231.30,-241.76
423363240837600,2,-0.0332,-0.5332,0.8535,94.35,-150.75,490.78
423363253812700,3,-0.0410,-0.5723,0.8066,22.20,88.35,-825.70
423363266837700,4,-0.0449,-0.5312,0.8613,-42.00,-283.50,1632.77
423363279861900,5,-0.0488,-0.4062,0.9316,301.95,86.85,3602.41
423363292812600,0,0.0176,-0.0098,1.0098,17.10,-59.85,449.64
423363305899000,1,-0.0098,-0.3125,0.9688,-37.50,-230.70,-245.15
423363318826500,2,-0.0332,-0.5371,0.8516,99.90,-146.85,493.68
423363331847400,3,-0.0449,-0.5684,0.8086,21.45,90.15,-821.35
423363344881500,4,-0.0508,-0.5332,0.8594,-41.85,-274.20,1631.56
423363357922000,5,-0.0508,-0.4062,0.9238,299.55,89.25,3589.59
423363370932500,0,0.0176,-0.0020,1.0039,19.05,-55.35,453.51
423363383863100,1,-0.0098,-0.3184,0.9668,-45.75,-240.75,-246.11
423363397132600,2,-0.0293,-0.5352,0.8535,94.05,-147.15,489.32
423363409823100,3,-0.0449,-0.5742,0.8066,22.65,90.15,-829.82
423363422872600,4,-0.0527,-0.5352,0.8633,-44.70,-277.65,1633.26
423363435348200,5,-0.0508,-0.4043,0.9297,299.70,92.70,3587.65
423363448843300,0,0.0176,-0.0078,1.0059,14.40,-52.20,449.15
423363461849300,1,-0.0039,-0.3242,0.9668,-40.65,-238.80,-247.08
423363475083300,2,-0.0312,-0.5332,0.8477,100.50,-147.15,493.92
423363487878800,3,-0.0430,-0.5742,0.8105,25.80,89.85,-830.06
423363500866800,4,-0.0488,-0.5332,0.8594,-46.35,-276.75,1631.08
423363513915800,5,-0.0469,-0.4062,0.9258,297.75,90.00,3596.36
423363526878700,0,0.0215,-0.0039,1.0078,16.95,-58.05,464.64
423363539961600,1,-0.0156,-0.3164,0.9707,-34.20,-237.75,-246.11
423363552845200,2,-0.0352,-0.5371,0.8516,92.85,-151.80,495.62
423363565848300,3,-0.0430,-0.5723,0.8066,28.80,91.20,-830.30
423363578923900,4,-0.0508,-0.5293,0.8652,-41.85,-277.80,1619.95
423363591849300,5,-0.0469,-0.4043,0.9277,297.75,86.40,3592.49
423363604865300,0,0.0195,-0.0098,1.0098,20.85,-53.70,446.49
423363617870700,1,-0.0117,-0.3184,0.9688,-41.85,-236.70,-243.94
423363630933300,2,-0.0352,-0.5332,0.8457,98.55,-140.10,499.00
423363643844000,3,-0.0430,-0.5723,0.8047,25.95,90.15,-822.07
423363656883500,4,-0.0508,-0.5352,0.8633,-45.00,-281.85,1628.42
423363669449500,5,-0.0469,-0.4102,0.9316,302.85,92.70,3589.59
423363682850500,0,0.0215,-0.0078,1.0039,27.60,-54.00,453.99
423363695951000,1,-0.0098,-0.3242,0.9668,-45.60,-232.95,-248.53
423363708284400,2,-0.0312,-0.5371,0.8516,99.30,-144.75,493.92
423363722112800,3,-0.0391,-0.5762,0.8086,23.85,91.80,-825.22
423363734932500,4,-0.0488,-0.5352,0.8613,-48.30,-277.95,1624.55
423363748087200,5,-0.0469,-0.4102,0.9277,298.65,97.80,3580.63
423363760315400,0,0.0156,-0.0039,1.0078,23.40,-62.40,452.30
423363773914500,1,-0.0078,-0.3203,0.9688,-46.50,-232.95,-251.68
423363786911000,2,-0.0371,-0.5371,0.8496,91.20,-152.55,494.65
423363799354900,3,-0.0449,-0.5742,0.8066,22.80,91.80,-825.95
423363812936300,4,-0.0488,-0.5332,0.8633,-43.95,-278.25,1628.18
423363825876100,5,-0.0430,-0.4062,0.9277,295.80,88.80,3584.26
423363838910300,0,0.0176,-0.0059,1.0078,20.10,-48.30,452.06
423363851887300,1,-0.0078,-0.3145,0.9668,-41.55,-236.40,-242.00
423363864979000,2,-0.0391,-0.5352,0.8496,88.05,-148.35,484.97
423363877878500,3,-0.0449,-0.5723,0.8086,20.40,92.40,-824.01
423363890330100,4,-0.0488,-0.5273,0.8594,-43.20,-274.65,1624.06
423363903879400,5,-0.0488,-0.4023,0.9277,295.50,84.90,3599.02
423363916873300,0,0.0195,-0.0039,1.0078,24.45,-54.90,456.90
423363929939800,1,-0.0078,-0.3184,0.9668,-41.70,-231.00,-243.69
423363942359900,2,-0.0273,-0.5332,0.8496,105.15,-154.65,491.99
423363955910900,3,-0.0430,-0.5742,0.8086,19.65,87.45,-829.09
423363968893800,4,-0.0488,-0.5312,0.8613,-44.55,-283.65,1627.21
423363981329100,5,-0.0488,-0.4062,0.9258,296.70,93.00,3589.83
423363994337700,0,0.0195,-0.0059,1.0078,24.75,-52.50,447.46
423364007924300,1,-0.0117,-0.3223,0.9688,-43.20,-230.85,-249.74
423364020942700,2,-0.0312,-0.5352,0.8457,96.00,-141.75,492.23
423364033311400,3,-0.0410,-0.5742,0.8066,24.15,83.40,-831.27
423364047148500,4,-0.0449,-0.5312,0.8652,-51.45,-276.00,1622.37
423364059893000,5,-0.0488,-0.4082,0.9277,299.85,90.45,3588.62
423364072353300,0,0.0215,-0.0039,1.0039,15.30,-52.20,452.30
423364086099800,1,-0.0078,-0.3203,0.9688,-45.00,-230.85,-242.24
423364098920100,2,-0.0332,-0.5391,0.8516,97.20,-149.25,498.52
423364111943000,3,-0.0430,-0.5703,0.8105,30.00,91.50,-827.16
423364124347800,4,-0.0488,-0.5312,0.8594,-44.40,-271.20,1632.77
423364137958100,5,-0.0488,-0.4062,0.9277,297.60,90.30,3596.85
423364150887400,0,0.0176,-0.0059,1.0039,20.70,-56.55,459.80
423364163487000,1,-0.0098,-0.3184,0.9668,-38.85,-234.30,-249.99
423364176948600,2,-0.0312,-0.5352,0.8555,96.30,-147.75,493.68
423364189912300,3,-0.0391,-0.5742,0.8086,30.15,90.15,-812.88
423364202383500,4,-0.0469,-0.5312,0.8594,-38.25,-279.75,1621.16
423364215334300,5,-0.0449,-0.4062,0.9258,295.20,92.40,3588.13
423364228945500,0,0.0195,-0.0039,1.0020,23.40,-54.75,452.54
423364241927300,1,-0.0098,-0.3145,0.9688,-47.70,-229.35,-242.48
423364254318000,2,-0.0352,-0.5332,0.8457,95.85,-145.35,493.20
423364267954000,3,-0.0488,-0.5742,0.8125,29.40,86.10,-818.93
423364280961500,4,-0.0566,-0.5312,0.8633,-45.00,-275.85,1629.63
423364293372700,5,-0.0449,-0.4062,0.9297,296.55,92.85,3592.73
423364306328200,0,0.0215,-0.0039,1.0039,18.75,-55.50,452.78
423364319956600,1,-0.0059,-0.3203,0.9688,-39.00,-232.05,-251.44
423364332343100,2,-0.0312,-0.5352,0.8496,91.05,-145.80,496.10
423364345366900,3,-0.0430,-0.5723,0.8047,25.05,85.95,-819.17
423364358955100,4,-0.0488,-0.5332,0.8574,-46.65,-287.40,1627.69
423364371383400,5,-0.0527,-0.4082,0.9316,299.40,94.20,3592.25
423364384319700,0,0.0176,-0.0059,1.0098,20.25,-51.75,450.85
423364397987100,1,-0.0137,-0.3203,0.9707,-41.85,-235.50,-249.99
423364410960300,2,-0.0352,-0.5332,0.8496,94.95,-145.20,491.74
423364423346700,3,-0.0391,-0.5684,0.8066,18.60,86.55,-818.69
423364436951600,4,-0.0430,-0.5312,0.8574,-45.15,-280.65,1624.55
423364449941000,5,-0.0469,-0.4082,0.9258,298.80,90.00,3587.89
423364462325100,0,0.0195,-0.0039,1.0078,17.40,-53.10,460.28
423364475955000,1,-0.0098,-0.3184,0.9707,-39.75,-234.15,-254.83
423364489003100,2,-0.0371,-0.5352,0.8457,96.60,-147.75,504.81
423364501359400,3,-0.0508,-0.5723,0.8047,20.70,87.00,-816.27
423364514388200,4,-0.0488,-0.5312,0.8633,-46.95,-280.50,1630.35
423364527365000,5,-0.0488,-0.4043,0.9258,298.65,88.95,3589.59
423364540391500,0,0.0195,-0.0059,1.0078,22.80,-55.95,453.99
423364553408000,1,-0.0059,-0.3164,0.9688,-35.85,-237.00,-248.78
423364566382400,2,-0.0293,-0.5352,0.8496,94.95,-147.15,491.74
423364579939300,3,-0.0430,-0.5742,0.8105,30.75,92.40,-826.43
423364592411500,4,-0.0527,-0.5293,0.8574,-47.10,-277.50,1619.22
423364605535900,5,-0.0527,-0.4062,0.9258,301.20,93.45,3593.46
423364619000900,0,0.0176,-0.0059,1.0039,23.40,-53.10,458.83
423364631404100,1,-0.0117,-0.3223,0.9688,-43.20,-236.40,-246.36
423364644418200,2,-0.0312,-0.5332,0.8555,95.25,-144.75,488.84
423364657369600,3,-0.0391,-0.5723,0.8066,22.20,93.45,-829.82
423364671019400,4,-0.0469,-0.5352,0.8633,-37.35,-282.75,1635.68
423364683422200,5,-0.0508,-0.4121,0.9297,298.65,85.65,3592.49
423364696352200,0,0.0195,-0.0078,1.0059,20.85,-55.05,453.99
423364710020400,1,-0.0098,-0.3145,0.9668,-44.85,-236.55,-241.03
423364722384100,2,-0.0371,-0.5391,0.8516,95.55,-147.15,503.84
423364735422700,3,-0.0430,-0.5684,0.8047,24.90,92.85,-827.40
423364748983800,4,-0.0508,-0.5293,0.8652,-46.20,-281.55,1628.66
423364761366400,5,-0.0469,-0.4082,0.9297,300.60,90.45,3591.76
423364774399400,0,0.0215,-0.0039,1.0059,15.90,-54.75,458.83
423364787978300,1,-0.0078,-0.3184,0.9707,-44.10,-234.45,-243.45
423364800972500,2,-0.0352,-0.5293,0.8516,100.80,-146.40,498.04
423364813564300,3,-0.0469,-0.5703,0.8105,22.05,90.30,-819.41
423364826419500,4,-0.0508,-0.5312,0.8613,-45.60,-280.65,1622.85
423364839402800,5,-0.0469,-0.4043,0.9316,295.35,88.80,3588.86
423364852380200,0,0.0234,-0.0059,1.0059,20.70,-52.35,455.93
423364865464700,1,-0.0059,-0.3223,0.9688,-40.05,-230.55,-244.66
423364878436600,2,-0.0273,-0.5371,0.8574,97.20,-151.05,485.94
423364891964400,3,-0.0430,-0.5742,0.8086,23.85,86.70,-817.23
423364904395800,4,-0.0527,-0.5273,0.8594,-45.75,-273.60,1633.74
423364917393500,5,-0.0488,-0.4102,0.9258,295.35,91.35,3590.31
423364930388500,0,0.0195,-0.0059,1.0039,25.35,-56.25,454.96
423364943405900,1,-0.0098,-0.3145,0.9766,-42.75,-233.25,-241.76
423364956415500,2,-0.0352,-0.5352,0.8535,97.20,-142.20,492.47
423364969974700,3,-0.0430,-0.5723,0.8066,22.05,90.15,-819.90
423364982423700,4,-0.0469,-0.5332,0.8574,-43.80,-278.85,1619.46
423364995390600,5,-0.0469,-0.4062,0.9297,298.20,83.55,3596.85
423365008428800,0,0.0195,-0.0020,1.0059,24.45,-57.75,454.96
423365021424700,1,-0.0059,-0.3203,0.9648,-35.55,-234.45,-250.95
423365034417400,2,-0.0391,-0.5352,0.8477,97.20,-145.35,493.68
423365047421700,3,-0.0449,-0.5742,0.8105,14.55,86.10,-826.43
423365061064400,4,-0.0508,-0.5352,0.8574,-40.20,-281.25,1630.84
423365073423600,5,-0.0469,-0.4062,0.9258,298.50,90.75,3595.64
423365086413500,0,0.0215,-0.0039,1.0137,22.80,-53.25,453.27
423365100098500,1,-0.0078,-0.3184,0.9707,-46.50,-231.90,-250.47
423365112438200,2,-0.0352,-0.5352,0.8535,94.50,-147.15,500.21
423365125445400,3,-0.0469,-0.5762,0.8066,22.20,88.20,-823.53
423365138725400,4,-0.0527,-0.5352,0.8594,-38.25,-276.75,1623.58
423365151470400,5,-0.0488,-0.4082,0.9277,292.35,88.35,3579.18
423365164449600,0,0.0195,-0.0039,1.0059,20.85,-47.40,459.80
423365177491300,1,-0.0078,-0.3203,0.9648,-39.00,-240.30,-248.53
423365190423700,2,-0.0293,-0.5352,0.8555,95.25,-154.05,496.34
423365203399600,3,-0.0449,-0.5703,0.8086,20.70,88.80,-826.19
423365216447500,4,-0.0527,-0.5312,0.8633,-33.90,-275.85,1626.97
423365229467400,5,-0.0488,-0.4082,0.9277,299.70,87.00,3591.76
423365242450200,0,0.0176,-0.0059,1.0078,18.60,-51.00,460.53
423365255501500,1,-0.0059,-0.3184,0.9688,-45.00,-232.50,-243.69
423365268470900,2,-0.0371,-0.5371,0.8535,98.85,-146.55,491.02
423365281427100,3,-0.0449,-0.5742,0.8125,25.35,86.70,-825.70
423365294592700,4,-0.0527,-0.5312,0.8574,-45.60,-274.05,1626.00
423365307483200,5,-0.0449,-0.4043,0.9277,302.55,88.20,3594.91
423365320429500,0,0.0215,-0.0059,1.0078,23.10,-60.30,458.11
423365333564900,1,-0.0020,-0.3164,0.9746,-39.90,-234.00,-251.20
423365346471700,2,-0.0293,-0.5332,0.8516,96.90,-148.95,505.05
423365359472300,3,-0.0430,-0.5703,0.8086,25.65,90.75,-818.69
423365372508300,4,-0.0508,-0.5293,0.8613,-37.50,-276.15,1626.24
423365385490000,5,-0.0488,-0.4043,0.9297,300.60,85.05,3584.02
423365398651700,0,0.0195,-0.0039,1.0078,30.00,-58.95,444.55
423365411452900,1,-0.0117,-0.3145,0.9688,-38.10,-236.85,-260.63
423365424555200,2,-0.0312,-0.5332,0.8535,89.85,-154.35,497.31
423365437426500,3,-0.0391,-0.5723,0.8086,23.85,88.80,-820.38
423365450455000,4,-0.0469,-0.5312,0.8652,-45.45,-278.40,1623.09
423365463689400,5,-0.0469,-0.4102,0.9277,298.95,87.45,3595.39
423365476467200,0,0.0176,-0.0078,1.0059,17.85,-54.00,451.09
423365489490500,1,-0.0117,-0.3203,0.9688,-47.85,-240.30,-240.31
423365502501300,2,-0.0332,-0.5371,0.8555,98.10,-147.90,491.74
423365515505500,3,-0.0449,-0.5742,0.8066,21.45,87.15,-823.28
423365528459800,4,-0.0547,-0.5332,0.8613,-43.20,-282.15,1629.63
423365541459500,5,-0.0488,-0.4043,0.9277,303.75,88.05,3591.52
423365554428100,0,0.0195,-0.0039,1.0098,25.95,-59.25,452.54
423365567523400,1,-0.0078,-0.3203,0.9727,-41.70,-237.30,-246.84
423365580508600,2,-0.0293,-0.5332,0.8457,94.95,-145.65,497.07
423365593447300,3,-0.0391,-0.5781,0.8086,24.15,87.75,-835.38
423365606487500,4,-0.0488,-0.5312,0.8633,-41.10,-275.10,1633.02
423365619474800,5,-0.0488,-0.4062,0.9238,295.50,90.00,3596.12
423365632460700,0,0.0195,-0.0059,1.0000,16.80,-55.65,451.81
423365645561500,1,-0.0078,-0.3203,0.9707,-37.35,-237.15,-243.45
423365658464900,2,-0.0332,-0.5352,0.8457,93.15,-153.45,492.95
423365671486500,3,-0.0469,-0.5742,0.8125,24.45,86.70,-821.35
423365684707800,4,-0.0488,-0.5312,0.8613,-43.80,-278.55,1621.16
423365697503000,5,-0.0449,-0.4062,0.9336,297.30,86.40,3589.34
423365710490800,0,0.0195,-0.0059,1.0078,21.00,-56.25,452.30
423365723501500,1,-0.0078,-0.3184,0.9668,-39.00,-236.10,-244.90
423365736485600,2,-0.0352,-0.5352,0.8496,97.65,-149.70,487.63
423365749469900,3,-0.0449,-0.5703,0.8086,17.10,91.20,-828.37
423365762541700,4,-0.0488,-0.5332,0.8574,-41.85,-282.45,1631.32
423365775482400,5,-0.0488,-0.4102,0.9258,301.65,87.90,3591.76
423365788598700,0,0.0156,-0.0059,1.0000,20.10,-57.90,453.02
423365801489000,1,-0.0039,-0.3223,0.9648,-42.60,-233.10,-249.26
423365814538400,2,-0.0312,-0.5352,0.8496,98.25,-141.60,495.37
423365827530300,3,-0.0430,-0.5723,0.8066,22.20,85.95,-822.56
423365840516800,4,-0.0488,-0.5312,0.8613,-42.60,-281.25,1630.60
423365853471800,5,-0.0488,-0.4062,0.9258,302.25,90.30,3598.30
423365866481200,0,0.0195,-0.0059,1.0078,14.55,-53.10,452.06
423365879505900,1,-0.0059,-0.3164,0.9688,-46.80,-231.75,-242.24
423365892482800,2,-0.0312,-0.5352,0.8477,97.65,-140.40,495.86
423365905527000,3,-0.0410,-0.5742,0.8105,30.90,91.05,-820.14
423365918557100,4,-0.0508,-0.5352,0.8613,-42.00,-280.35,1621.64
423365931500700,5,-0.0488,-0.4102,0.9277,295.05,83.70,3592.25
423365944515700,0,0.0176,-0.0039,1.0059,25.65,-53.25,460.53
423365957513300,1,-0.0078,-0.3145,0.9727,-42.30,-241.95,-246.60
423365970482500,2,-0.0312,-0.5371,0.8535,99.90,-147.45,495.37
423365983482500,3,-0.0430,-0.5762,0.8105,26.40,91.05,-821.59
423365996516500,4,-0.0508,-0.5293,0.8594,-47.25,-278.85,1631.56
423366009651000,5,-0.0508,-0.4082,0.9258,295.95,90.30,3592.73
423366022495200,0,0.0195,-0.0059,1.0059,17.55,-56.10,453.99
423366035508800,1,-0.0098,-0.3145,0.9668,-46.80,-236.10,-249.74
423366048523200,2,-0.0312,-0.5371,0.8457,93.60,-148.20,499.73
423366061532300,3,-0.0430,-0.5723,0.8125,24.45,90.30,-825.95
423366074528300,4,-0.0508,-0.5312,0.8594,-46.80,-282.15,1628.18
423366087528900,5,-0.0508,-0.4082,0.9277,299.10,89.25,3586.20
423366100495200,0,0.0156,-0.0059,1.0078,16.35,-49.80,453.51
423366113756100,1,-0.0078,-0.3164,0.9707,-37.95,-241.65,-240.79
423366126531400,2,-0.0332,-0.5352,0.8477,97.95,-148.80,504.81
423366139514600,3,-0.0430,-0.5762,0.8066,24.90,87.00,-823.77
423366152576700,4,-0.0469,-0.5312,0.8613,-40.65,-278.70,1630.35
423366165617900,5,-0.0488,-0.4082,0.9316,300.30,93.30,3591.76
423366178532600,0,0.0215,-0.0039,1.0039,21.45,-49.35,451.33
423366191537000,1,-0.0137,-0.3223,0.9688,-42.60,-230.85,-242.48
423366204581600,2,-0.0352,-0.5371,0.8535,98.85,-147.15,501.42
423366217569000,3,-0.0449,-0.5742,0.8086,31.05,83.85,-825.70
423366230571000,4,-0.0488,-0.5352,0.8652,-46.95,-277.65,1634.71
423366243560300,5,-0.0508,-0.4082,0.9316,301.05,90.00,3583.05
423366256516100,0,0.0195,-0.0059,1.0020,25.95,-50.55,461.49
423366269596300,1,-0.0098,-0.3164,0.9746,-45.30,-236.85,-240.55
423366282534400,2,-0.0312,-0.5332,0.8516,97.05,-153.60,503.60
423366295522900,3,-0.0430,-0.5762,0.8145,23.85,91.50,-819.17
423366308547400,4,-0.0508,-0.5312,0.8652,-49.80,-279.45,1625.27
423366321519500,5,-0.0508,-0.4062,0.9297,296.55,89.40,3593.22
423366334554300,0,0.0176,-0.0039,1.0039,30.75,-53.85,447.94
423366347599400,1,-0.0078,-0.3184,0.9688,-44.85,-234.30,-245.87
423366360582900,2,-0.0332,-0.5352,0.8418,91.95,-146.55,487.63
423366373532200,3,-0.0410,-0.5723,0.8105,26.55,84.30,-829.09
423366386612500,4,-0.0488,-0.5293,0.8652,-40.50,-287.55,1629.14
423366399542900,5,-0.0508,-0.4102,0.9297,294.30,85.80,3596.60
423366412561800,0,0.0156,-0.0059,1.0020,24.60,-53.70,445.76
423366425563300,1,-0.0098,-0.3164,0.9688,-45.45,-234.00,-249.74
423366438710400,2,-0.0312,-0.5352,0.8477,99.00,-143.10,502.15
423366451577700,3,-0.0391,-0.5742,0.8047,24.30,84.15,-823.28
423366464594400,4,-0.0508,-0.5352,0.8633,-47.70,-275.55,1633.02
423366477608200,5,-0.0488,-0.4062,0.9277,293.10,89.85,3596.36
423366490543700,0,0.0195,-0.0078,1.0020,20.10,-55.95,455.20
423366503623500,1,-0.0078,-0.3164,0.9707,-36.90,-236.55,-242.24
423366516572700,2,-0.0312,-0.5332,0.8496,99.15,-149.25,497.31
423366529530100,3,-0.0410,-0.5723,0.8066,26.85,87.75,-821.83
423366542568600,4,-0.0508,-0.5312,0.8613,-41.85,-283.20,1631.32
423366555597700,5,-0.0469,-0.4043,0.9219,295.65,95.55,3594.67
423366568545100,0,0.0176,-0.0078,1.0078,20.55,-56.10,454.96
423366581585300,1,-0.0117,-0.3184,0.9688,-46.20,-228.30,-246.60
423366594560200,2,-0.0352,-0.5332,0.8535,97.20,-148.80,491.26
423366607560300,3,-0.0469,-0.5742,0.8125,27.60,90.15,-826.91
423366620847900,4,-0.0469,-0.5273,0.8594,-45.30,-283.80,1636.40
423366633602900,5,-0.0469,-0.4062,0.9238,295.05,89.25,3589.34
423366646611800,0,0.0215,-0.0020,1.0039,17.40,-53.55,453.51
423366659589300,1,-0.0059,-0.3145,0.9668,-45.00,-233.25,-248.29
423366672571800,2,-0.0312,-0.5371,0.8457,94.95,-148.80,491.99
423366685564700,3,-0.0449,-0.5762,0.8086,27.00,91.20,-824.25
423366698596800,4,-0.0527,-0.5332,0.8652,-44.40,-283.20,1635.44
423366711563000,5,-0.0547,-0.4082,0.9336,301.50,91.35,3589.83
423366724563800,0,0.0195,-0.0059,1.0000,24.30,-50.85,465.61
423366737576400,1,-0.0078,-0.3203,0.9707,-42.90,-229.65,-248.53
