frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,423381990470170,-11.6887,-10.4497,-10.8375,-7.5422,-6.8695,-2.4360,-1.4448,4.2994,3.0596,3.4080,-0.3885,0.9283,2.7425
1,423382019123754,-11.6766,-10.6600,-10.2485,-7.9557,-6.8449,-2.3417,-1.6275,5.2127,2.1669,2.7692,3.6067,-1.5861,2.9480
2,423382047777338,-11.7031,-11.0613,-10.1887,-7.3491,-6.4925,-2.9066,-1.7726,5.3906,1.7606,2.8424,3.6062,-1.8004,1.8119
3,423382076430922,-11.7570,-10.6858,-10.4705,-7.5996,-6.4737,-2.8124,-0.5960,4.5596,1.8654,2.0164,4.1683,-2.0815,2.8796
4,423382105084505,-12.3169,-10.1371,-10.8066,-6.7174,-6.8634,-2.9495,-0.4638,3.3948,3.0430,2.3158,2.1970,-0.6658,2.9325
5,423382133738089,-11.9256,-10.4757,-10.5738,-6.3445,-6.8397,-3.6289,-0.2273,3.9652,2.7217,1.8260,3.3533,-1.4584,3.8981
6,423382162391673,-11.8307,-10.3132,-11.2777,-6.6913,-6.1556,-3.3468,0.0265,3.7417,2.3493,2.1094,3.4084,-1.6447,2.0103
7,423382191045257,-11.5366,-10.2002,-10.9240,-7.2433,-6.2289,-3.4584,0.0629,3.3134,3.1301,2.2470,2.3916,-1.0376,1.1112
8,423382219698840,-11.0979,-10.1553,-11.4582,-6.9462,-6.7336,-2.9654,-0.0893,3.4681,3.2041,2.3030,1.8770,-0.5394,0.8100
9,423382248352424,-11.7756,-10.2025,-10.9111,-7.5400,-6.8373,-2.8729,0.0512,3.4800,3.2383,2.2056,2.5687,-0.9539,0.4868
10,423382277006008,-11.7332,-10.7126,-10.2406,-7.9875,-6.7812,-2.6091,-0.2611,3.4441,3.1813,-0.2554,5.1838,-0.2566,1.3384
11,423382305659592,-10.7958,-10.4055,-11.1531,-7.4595,-6.3951,-3.0882,-0.2371,3.9697,2.6617,2.0256,1.8269,0.4962,1.6638
12,423382334313176,-10.9514,-9.8926,-11.5088,-7.2003,-6.6151,-2.8935,-0.3446,3.5892,2.8716,1.9604,2.0377,0.4798,0.4923
13,423382362966759,-10.6443,-10.3172,-11.6248,-6.9604,-6.8492,-2.9330,-0.1497,4.4315,1.9049,2.3587,1.7750,0.4536,1.5517
14,423382391620343,-11.0453,-10.6937,-11.4473,-6.8649,-6.6216,-3.0792,-0.0788,4.0334,2.2360,2.4390,2.2647,-0.4073,2.2688
15,423382420273927,-11.0230,-10.3711,-11.6616,-6.8850,-6.2742,-3.3925,0.0485,3.2218,3.1085,2.5588,1.2572,0.6041,2.0742
16,423382448927511,-11.2851,-10.2765,-11.0614,-7.2499,-6.7686,-3.1531,-0.0253,3.6449,2.7225,2.5067,1.4356,0.5009,2.0819
17,423382477581094,-11.1976,-10.2622,-10.9375,-7.4389,-6.7542,-3.2404,0.1098,3.1912,2.7308,3.4696,1.7504,-0.5708,2.5172
18,423382506234678,-11.4691,-10.1875,-11.0326,-7.3600,-6.7503,-2.8781,-0.1371,3.5100,2.5419,2.3903,1.5356,0.6826,2.2795
19,423382534888262,-11.4353,-9.7260,-11.7076,-7.4053,-6.5624,-3.0555,-0.2019,3.6080,2.4961,2.5172,1.4127,0.7513,2.7020
20,423382563541846,-11.6752,-9.6389,-11.5382,-7.3410,-6.7418,-2.6625,-0.6311,3.9986,1.9549,2.6004,1.6438,0.7936,2.3067
21,423382592195430,-11.2093,-10.1586,-10.9891,-7.3990,-6.7888,-2.8068,-0.0679,3.5241,2.2556,2.5723,1.7639,0.3723,2.9082
22,423382620849013,-10.7820,-10.4982,-10.8638,-7.5076,-6.8297,-2.8406,-0.4240,4.0037,1.7465,3.3208,1.4727,0.3838,1.5860
23,423382649502597,-11.2152,-10.5633,-11.0392,-7.4724,-6.4416,-2.8572,-0.4307,4.2005,1.5522,2.0373,2.1654,1.0361,1.0484
24,423382678156181,-11.1052,-10.5975,-11.1418,-7.5799,-6.3092,-2.7604,-0.3408,3.7535,1.5029,3.4287,1.9337,0.1665,0.6674
25,423382706809765,-11.2993,-10.1130,-11.9856,-6.8696,-6.5345,-2.7836,-0.3148,3.9555,1.2120,3.2029,3.0573,-0.4803,0.6241
26,423382735463348,-11.6168,-10.3691,-11.2460,-7.4447,-6.4308,-2.3239,-0.4820,2.9591,2.3023,2.9587,2.3927,0.3970,0.1807
27,423382764116932,-11.7706,-9.8046,-11.8575,-7.4532,-6.2348,-2.4159,-0.5253,3.2764,1.9345,3.0011,2.4366,0.3916,0.1807
28,423382792770516,-11.7597,-9.8950,-11.5357,-7.4329,-6.2610,-2.8452,-0.6733,3.5760,2.2741,3.3539,2.4463,-0.4969,0.2317
29,423382821424100,-11.6926,-10.2246,-11.1959,-7.7810,-5.8568,-2.8412,-0.6448,4.3551,1.4863,2.4890,2.4560,0.0326,0.6152
30,423382850077684,-10.9513,-10.3371,-10.9549,-7.8426,-6.4960,-3.4245,-0.2985,4.1925,3.0642,2.0258,2.0404,-0.1032,2.3439
31,423382878731267,-11.0310,-10.1141,-11.0804,-7.6596,-6.6884,-3.5681,0.3142,3.4797,3.6883,2.1406,2.2584,-0.6259,2.1998
32,423382907384851,-11.0081,-10.4553,-10.9340,-7.7549,-6.5052,-3.6215,0.2586,3.6907,3.4744,2.1914,3.2832,-1.6842,3.1972
33,423382936038435,-11.6529,-10.1960,-10.9512,-7.9547,-6.2269,-3.5452,0.2345,3.7025,3.4073,2.1866,1.8489,-0.2981,7.1550
34,423382964692019,-11.6091,-10.2459,-10.9040,-7.7801,-6.4703,-3.3527,0.3090,3.3078,3.5519,2.0467,2.1231,-0.4111,6.1666
35,423382993345602,-11.6417,-10.2909,-10.6957,-7.9435,-6.4620,-3.5010,0.2937,3.8159,3.2797,1.9362,1.6501,0.1534,2.6324
36,423383021999186,-11.8645,-10.3950,-10.2527,-8.4340,-6.3857,-3.3237,0.5090,3.3221,3.3905,1.6895,1.9503,0.1479,1.5960
37,423383050652770,-11.8091,-10.4624,-10.2132,-8.5799,-6.4321,-3.1697,0.6765,2.8324,3.8745,1.6457,2.1412,-0.2864,1.7610
38,423383079306354,-11.6150,-10.6581,-10.2677,-8.5172,-6.4559,-3.1804,0.7053,3.6060,3.0795,1.6691,1.4871,0.3866,1.7666
39,423383107959938,-11.5388,-10.5809,-10.3327,-8.5174,-6.4752,-3.1499,0.7260,3.5002,3.1257,0.8823,2.2900,0.4180,2.4255
40,423383136613521,-11.4144,-10.5232,-10.4015,-8.5171,-6.2731,-3.2624,0.6687,3.6332,2.9130,1.0905,2.0551,0.5596,1.4691
41,423383165267105,-11.6922,-10.2505,-10.3270,-8.6111,-6.3346,-3.4557,0.8916,3.1750,3.4126,1.0869,1.9980,0.6461,1.4607
42,423383193920689,-11.9703,-10.1582,-10.2346,-8.7147,-6.2109,-3.6361,0.9498,3.5342,3.2908,1.3254,1.5122,0.7878,2.2618
43,423383222574273,-12.0066,-10.2172,-10.3206,-8.5622,-6.1283,-3.5618,0.7256,3.9025,2.9390,1.3087,nan,nan,2.1695
44,423383251227856,-11.8128,-10.3521,-10.3820,-8.3864,-6.5954,-2.9310,0.1669,3.7725,3.2345,1.0845,nan,nan,1.9178
45,423383279881440,-11.6746,-10.5362,-10.2017,-8.5225,-6.3976,-2.7630,-0.0370,3.7846,3.1775,1.2004,1.9333,0.6967,1.5432
46,423383308535024,-11.7765,-10.3944,-10.0656,-8.5267,-6.3569,-2.8927,-0.0396,3.6802,3.1520,1.2818,2.7754,-0.1431,1.5357
47,423383337188608,-11.7291,-10.4508,-10.0368,-8.5640,-6.3256,-3.1307,-0.0460,3.7555,3.3264,1.4031,3.6730,-1.2062,1.4356
48,423383365842192,-11.7290,-10.5810,-10.0400,-8.3421,-6.5293,-3.0893,-0.0508,3.5602,3.5163,1.3899,2.6358,-0.1419,1.4168
49,423383394495775,-11.6052,-10.3544,-10.2543,-8.3785,-6.3935,-3.1134,-0.1151,3.3338,3.5564,1.4488,2.5733,0.0195,1.8933
50,423383423149359,-11.4952,-10.3826,-10.2590,-8.5298,-6.2321,-3.1206,-0.1104,4.0314,2.8610,1.3545,2.6827,0.0356,2.3964
51,423383451802943,-11.4916,-10.3825,-10.1141,-8.6162,-6.1700,-3.1165,-0.1296,4.1302,2.7646,1.0883,3.6376,-0.6623,6.5535
52,423383480456527,-11.5271,-10.6614,-9.8594,-8.5785,-6.1441,-3.1324,-0.1280,4.1535,2.6972,1.1263,3.7535,-0.7730,1.7469
53,423383509110110,-11.8616,-10.5461,-9.9540,-8.4906,-6.3048,-3.2937,-0.0436,4.2462,2.5920,1.3949,3.2396,-0.1537,1.4773
54,423383537763694,-11.7437,-10.5832,-9.9363,-8.5435,-6.2770,-3.3108,-0.0163,3.9391,2.8832,1.5810,2.2319,0.6161,1.3859
55,423383566417278,-11.4753,-10.7424,-9.8728,-8.7146,-6.2824,-3.2592,-0.0389,4.4416,2.3543,1.7479,2.0037,0.6858,1.5472
56,423383595070862,-11.4767,-10.8064,-9.9809,-8.5868,-6.2754,-3.2332,0.1909,3.9820,2.5087,1.6574,1.9857,0.6503,1.7591
57,423383623724446,-11.5570,-10.7738,-9.9997,-8.8225,-6.0280,-3.2129,0.1678,3.6923,2.8115,1.4798,3.0165,-0.2068,1.8880
58,423383652378029,-11.3934,-10.8038,-10.2099,-8.6223,-5.9689,-3.2772,0.1814,3.6873,2.8116,1.4226,3.0550,-0.1573,1.8769
59,423383681031613,-11.8197,-10.2865,-10.3013,-8.5756,-5.7902,-3.4795,0.0105,3.9412,2.9951,1.1866,2.7390,-0.0155,1.1498
60,423383709685197,-12.1247,-10.4295,-10.4732,-6.8815,-7.1291,-3.2497,-0.6245,3.9755,3.6713,0.2891,0.0133,3.3944,0.7057
61,423383738338781,-11.7686,-10.9084,-9.8310,-6.9695,-7.0668,-3.3356,-0.7418,4.2252,3.3290,0.7972,3.1108,-0.2387,0.9062
62,423383766992364,-11.3030,-10.8132,-10.4145,-6.0957,-7.8975,-3.0525,-0.3052,3.5568,3.5815,0.5811,nan,nan,0.4206
63,423383795645948,-11.5725,-10.7618,-10.3535,-7.6168,-6.3410,-3.0255,-0.3897,3.7363,3.8401,0.2022,nan,nan,0.4276
64,423383824299532,-11.6637,-10.4188,-10.8212,-6.6461,-7.3266,-2.9476,-0.4046,3.6548,3.9512,0.2029,nan,nan,0.5492
65,423383852953116,-11.6659,-10.4067,-10.6600,-6.8304,-7.2666,-2.9499,-0.3887,3.6310,3.8759,0.2632,-0.0680,2.8822,0.6018
66,423383881606699,-11.5857,-10.3489,-10.6451,-7.1367,-7.0389,-2.9768,-0.5044,3.8504,3.7968,0.9203,2.9702,-0.6808,0.7412
67,423383910260283,-11.5574,-10.8026,-10.0448,-8.2017,-6.3539,-2.8861,-0.5345,4.1673,3.3652,0.9846,3.3476,-0.5101,-0.0675
68,423383938913867,-11.6699,-10.7980,-10.0406,-8.2760,-6.2853,-2.8800,-0.7672,4.2948,3.4269,0.8950,3.4506,-0.4624,-0.0545
69,423383967567451,-11.8551,-10.7179,-10.8751,-5.7483,-8.0541,-2.8971,-0.8168,4.6352,3.1047,0.4003,3.8672,-0.2809,-0.7866
70,423383996221035,-11.9710,-10.7039,-10.6851,-7.8364,-6.2114,-2.9794,-0.6186,4.1427,3.8635,0.8290,3.0045,-0.3821,-0.3505
71,423384024874618,-11.9605,-10.7798,-10.6567,-7.8233,-6.2025,-3.1227,-0.5038,4.3360,3.7041,1.1685,3.1328,-0.7986,0.9658
72,423384053528202,-11.9902,-10.7170,-10.9017,-6.9825,-6.8880,-3.1426,-0.4820,4.4979,3.6343,1.0005,3.3946,-1.0117,2.7975
73,423384082181786,-11.9172,-10.8186,-10.5512,-7.9591,-5.9734,-3.1028,-0.6137,4.4370,3.6123,0.8626,3.7791,-1.2180,2.7733
