t_ns,board_id,sensor_id,t,x,y,z,in_label_time,t_frame_ns,theta_1,theta_2,theta_3,theta_4
265222599729700,0,3,28.38495635986328,110.4000015258789,21.75,546.677978515625,false,,,,,
265222599729700,0,4,27.4115047454834,95.10000610351562,-42.60000228881836,531.916015625,false,,,,,
265222601960400,1,0,26.570796966552734,30.000001907348633,-63.900001525878906,-279.7519836425781,false,,,,,
265222601960400,1,1,28.318584442138672,15.15000057220459,508.3500061035156,-325.24798583984375,false,,,,,
265222601960400,1,2,26.570796966552734,-6.150000095367432,-493.20001220703125,-292.33599853515625,false,,,,,
265222601960400,1,3,28.694690704345703,-474.6000061035156,29.850000381469727,-265.71600341796875,false,,,,,
265222601960400,1,4,27.27876091003418,-471.9000244140625,19.950000762939453,-226.99600219726562,false,,,,,
265222604332500,2,0,28.23008918762207,30.000001907348633,-49.500003814697266,-1504.998046875,false,,,,,
265222604332500,2,1,28.539823532104492,38.70000076293945,-457.5000305175781,-1311.8819580078125,false,,,,,
265222604332500,2,2,27.676990509033203,52.20000076293945,381.9000244140625,-1332.6939697265625,false,,,,,
265222604332500,2,3,26.349557876586914,422.2500305175781,17.700000762939453,-1331.241943359375,false,,,,,
265222604332500,2,4,27.5884952545166,371.5500183105469,-9.450000762939453,-1282.5999755859375,false,,,,,
265222616444200,0,0,26.283185958862305,31.80000114440918,-58.05000305175781,652.916015625,false,,,,,
265222616444200,0,1,26.792036056518555,5.700000286102295,-174.60000610351562,507.23199462890625,false,,,,,
265222616444200,0,2,27.36725616455078,43.80000305175781,123.00000762939453,544.5,false,,,,,
265222616444200,0,3,28.296459197998047,117.30000305175781,21.450000762939453,550.3079833984375,false,,,,,
265222616444200,0,4,27.21238899230957,100.6500015258789,-35.85000228881836,528.0440063476562,false,,,,,
265222618644000,1,0,26.592920303344727,19.350000381469727,-68.4000015258789,-292.093994140625,false,,,,,
265222618644000,1,1,28.252212524414062,13.65000057220459,511.5000305175781,-322.58599853515625,false,,,,,
265222618644000,1,2,26.460176467895508,-11.100000381469727,-492.7500305175781,-293.7879943847656,false,,,,,
265222618644000,1,3,28.672565460205078,-480.1500244140625,34.05000305175781,-255.30999755859375,false,,,,,
265222618644000,1,4,27.34513282775879,-476.1000061035156,19.950000762939453,-235.2239990234375,false,,,,,
265222621030900,2,0,28.252212524414062,26.700000762939453,-50.85000228881836,-1494.3499755859375,false,,,,,
265222621030900,2,1,28.45132827758789,29.400001525878906,-453.3000183105469,-1299.2979736328125,false,,,,,
265222621030900,2,2,27.63274383544922,51.60000228881836,374.5500183105469,-1348.907958984375,false,,,,,
265222621030900,2,3,26.261062622070312,421.6500244140625,11.850000381469727,-1324.7080078125,false,,,,,
265222621030900,2,4,27.831857681274414,369.6000061035156,-9.15000057220459,-1271.468017578125,false,,,,,
265222633124600,0,0,26.194690704345703,33.30000305175781,-62.250003814697266,648.0759887695312,false,,,,,
265222633124600,0,1,27.05752182006836,7.950000286102295,-172.20001220703125,508.20001220703125,false,,,,,
265222633124600,0,2,27.21238899230957,51.000003814697266,122.85000610351562,555.6320190429688,false,,,,,
265222633124600,0,3,28.362831115722656,111.9000015258789,21.600000381469727,543.2899780273438,false,,,,,
265222633124600,0,4,27.300884246826172,94.5,-43.35000228881836,531.4320068359375,false,,,,,
265222635424600,1,0,26.659292221069336,22.950000762939453,-67.95000457763672,-282.89801025390625,false,,,,,
265222635424600,1,1,28.407079696655273,14.40000057220459,508.5000305175781,-333.2340087890625,false,,,,,
265222635424600,1,2,26.460176467895508,-13.050000190734863,-490.8000183105469,-287.4960021972656,false,,,,,
265222635424600,1,3,28.561946868896484,-479.8500061035156,27.750001907348633,-269.5880126953125,false,,,,,
265222635424600,1,4,27.256637573242188,-471.7500305175781,12.0,-234.98199462890625,false,,,,,
265222637729100,2,0,28.09734535217285,25.500001907348633,-60.000003814697266,-1499.18994140625,false,,,,,
265222637729100,2,1,28.429203033447266,28.80000114440918,-457.0500183105469,-1304.3800048828125,false,,,,,
265222637729100,2,2,27.544246673583984,53.85000228881836,379.8000183105469,-1339.7120361328125,false,,,,,
265222637729100,2,3,26.3938045501709,427.5000305175781,15.450000762939453,-1324.4659423828125,false,,,,,
265222637729100,2,4,27.63274383544922,370.8000183105469,-13.65000057220459,-1279.93798828125,false,,,,,
265222649829700,0,0,26.216814041137695,26.850000381469727,-63.000003814697266,649.2860107421875,false,,,,,
265222649829700,0,1,26.83628273010254,13.350000381469727,-175.20001220703125,504.3280029296875,false,,,,,
265222649829700,0,2,27.27876091003418,44.400001525878906,121.95000457763672,547.64599609375,false,,,,,
265222649829700,0,3,28.23008918762207,120.30000305175781,17.100000381469727,540.385986328125,false,,,,,
265222649829700,0,4,27.168142318725586,95.70000457763672,-37.80000305175781,528.5280151367188,false,,,,,
265222652039600,1,0,26.482301712036133,27.150001525878906,-73.05000305175781,-280.2359924316406,false,,,,,
265222652039600,1,1,28.207963943481445,4.800000190734863,507.7500305175781,-328.635986328125,false,,,,,
265222652039600,1,2,26.349557876586914,-7.050000190734863,-497.8500061035156,-285.802001953125,false,,,,,
265222652039600,1,3,28.429203033447266,-473.2500305175781,40.20000076293945,-255.7939910888672,false,,,,,
265222652039600,1,4,27.323009490966797,-472.20001220703125,17.100000381469727,-238.3699951171875,false,,,,,
265222654429400,2,0,28.340707778930664,28.350000381469727,-49.650001525878906,-1506.2080078125,false,,,,,
265222654429400,2,1,28.296459197998047,36.900001525878906,-459.0000305175781,-1299.0560302734375,false,,,,,
265222654429400,2,2,27.610618591308594,45.75,378.3000183105469,-1335.8399658203125,false,,,,,
265222654429400,2,3,26.261062622070312,422.1000061035156,15.15000057220459,-1322.2879638671875,false,,,,,
265222654429400,2,4,27.63274383544922,375.75,-11.100000381469727,-1285.5040283203125,false,,,,,
265222666523600,0,0,26.128318786621094,26.55000114440918,-54.750003814697266,661.385986328125,false,,,,,
265222666523600,0,1,26.92477798461914,12.600000381469727,-175.5,504.81201171875,false,,,,,
265222666523600,0,2,27.34513282775879,48.0,130.35000610351562,551.2760009765625,false,,,,,
265222666523600,0,3,28.296459197998047,113.55000305175781,24.450000762939453,547.1619873046875,false,,,,,
265222666523600,0,4,27.389381408691406,103.05000305175781,-44.10000228881836,531.6740112304688,false,,,,,
265222668754400,1,0,26.76991081237793,25.200000762939453,-66.45000457763672,-286.7699890136719,false,,,,,
265222668754400,1,1,28.38495635986328,6.300000190734863,510.9000244140625,-337.1059875488281,false,,,,,
265222668754400,1,2,26.371681213378906,-3.0,-489.0000305175781,-292.33599853515625,false,,,,,
265222668754400,1,3,28.827434539794922,-479.70001220703125,35.10000228881836,-252.406005859375,false,,,,,
265222668754400,1,4,27.256637573242188,-474.6000061035156,26.100000381469727,-242.24200439453125,false,,,,,
265222671124000,2,0,28.429203033447266,27.750001907348633,-58.80000305175781,-1499.18994140625,false,,,,,
265222671124000,2,1,28.429203033447266,30.900001525878906,-457.8000183105469,-1305.10595703125,false,,,,,
265222671124000,2,2,27.699115753173828,49.500003814697266,377.5500183105469,-1345.761962890625,false,,,,,
265222671124000,2,3,26.371681213378906,420.1500244140625,13.950000762939453,-1324.949951171875,false,,,,,
265222671124000,2,4,27.85398292541504,371.1000061035156,-4.950000286102295,-1281.6319580078125,false,,,,,
265222683223900,0,0,26.172565460205078,30.750001907348633,-57.750003814697266,647.5919799804688,false,,,,,
265222683223900,0,1,26.747787475585938,9.0,-172.35000610351562,504.3280029296875,false,,,,,
265222683223900,0,2,27.43362808227539,43.95000076293945,123.60000610351562,544.2579956054688,false,,,,,
265222683223900,0,3,28.362831115722656,115.6500015258789,13.800000190734863,556.115966796875,false,,,,,
265222683223900,0,4,27.477876663208008,94.20000457763672,-40.05000305175781,529.0120239257812,false,,,,,
265222685447800,1,0,26.681415557861328,24.600000381469727,-62.55000305175781,-286.5279846191406,false,,,,,
265222685447800,1,1,28.053096771240234,9.15000057220459,508.3500061035156,-334.9280090332031,false,,,,,
265222685447800,1,2,26.54867172241211,-3.1500000953674316,-490.0500183105469,-293.7879943847656,false,,,,,
265222685447800,1,3,28.584070205688477,-479.4000244140625,33.30000305175781,-268.37799072265625,false,,,,,
265222685447800,1,4,27.21238899230957,-470.1000061035156,16.950000762939453,-234.74000549316406,false,,,,,
265222687815400,2,0,28.45132827758789,22.80000114440918,-55.650001525878906,-1499.6739501953125,false,,,,,
265222687815400,2,1,28.539823532104492,29.55000114440918,-460.6500244140625,-1303.4119873046875,false,,,,,
265222687815400,2,2,27.5884952545166,52.80000305175781,376.95001220703125,-1335.8399658203125,false,,,,,
265222687815400,2,3,26.3938045501709,421.8000183105469,9.600000381469727,-1330.031982421875,false,,,,,
265222687815400,2,4,27.765487670898438,367.6500244140625,-13.950000762939453,-1282.5999755859375,false,,,,,
265222699929100,0,0,26.305309295654297,30.30000114440918,-55.95000076293945,652.1900024414062,false,,,,,
265222699929100,0,1,27.035398483276367,12.0,-179.25,499.4880065917969,false,,,,,
265222699929100,0,2,27.4115047454834,47.55000305175781,130.65000915527344,548.3720092773438,false,,,,,
265222699929100,0,3,28.207963943481445,115.6500015258789,19.650001525878906,542.8059692382812,false,,,,,
265222699929100,0,4,27.36725616455078,103.35000610351562,-46.35000228881836,529.2539672851562,false,,,,,
265222702300800,1,0,26.637168884277344,28.650001525878906,-63.000003814697266,-278.0579833984375,false,,,,,
265222702300800,1,1,28.38495635986328,10.050000190734863,506.8500061035156,-332.50799560546875,false,,,,,
265222702300800,1,2,26.305309295654297,-3.1500000953674316,-498.1500244140625,-286.7699890136719,false,,,,,
265222702300800,1,3,28.561946868896484,-477.1500244140625,30.150001525878906,-262.08599853515625,false,,,,,
265222702300800,1,4,27.4115047454834,-478.3500061035156,21.30000114440918,-235.2239990234375,false,,,,,
265222704530500,2,0,28.296459197998047,24.450000762939453,-52.05000305175781,-1495.5599365234375,false,,,,,
265222704530500,2,1,28.407079696655273,30.750001907348633,-457.0500183105469,-1308.7359619140625,false,,,,,
265222704530500,2,2,27.5,50.10000228881836,378.45001220703125,-1336.8079833984375,false,,,,,
265222704530500,2,3,26.3938045501709,426.0000305175781,12.0,-1330.2740478515625,false,,,,,
265222704530500,2,4,27.898229598999023,370.6500244140625,-10.5,-1281.14794921875,false,,,,,
265222716612300,0,0,26.128318786621094,28.200000762939453,-57.150001525878906,651.947998046875,false,,,,,
265222716612300,0,1,26.99114990234375,11.40000057220459,-176.85000610351562,505.5379943847656,false,,,,,
265222716612300,0,2,27.455751419067383,50.400001525878906,122.4000015258789,546.9199829101562,false,,,,,
265222716612300,0,3,28.207963943481445,116.10000610351562,19.350000381469727,558.5360107421875,false,,,,,
265222716612300,0,4,27.190265655517578,93.60000610351562,-38.55000305175781,527.3179931640625,false,,,,,
265222718999500,1,0,26.814159393310547,20.400001525878906,-68.10000610351562,-279.510009765625,false,,,,,
265222718999500,1,1,28.119468688964844,10.5,514.050048828125,-331.7820129394531,false,,,,,
265222718999500,1,2,26.504425048828125,-6.150000095367432,-489.3000183105469,-286.04400634765625,false,,,,,
265222718999500,1,3,28.539823532104492,-476.8500061035156,31.350000381469727,-262.57000732421875,false,,,,,
265222718999500,1,4,27.300884246826172,-476.5500183105469,21.450000762939453,-230.62599182128906,false,,,,,
265222721217100,2,0,28.23008918762207,30.600000381469727,-51.750003814697266,-1497.011962890625,false,,,,,
265222721217100,2,1,28.517698287963867,31.200000762939453,-460.20001220703125,-1302.4439697265625,false,,,,,
265222721217100,2,2,27.765487670898438,52.650001525878906,375.6000061035156,-1336.323974609375,false,,,,,
265222721217100,2,3,26.504425048828125,424.0500183105469,12.750000953674316,-1336.323974609375,false,,,,,
265222721217100,2,4,27.699115753173828,367.6500244140625,-15.750000953674316,-1285.261962890625,false,,,,,
265222733312300,0,0,26.061946868896484,28.200000762939453,-60.900001525878906,644.2039794921875,false,,,,,
265222733312300,0,1,26.92477798461914,11.40000057220459,-181.35000610351562,499.0039978027344,false,,,,,
265222733312300,0,2,27.14601707458496,48.60000228881836,126.1500015258789,545.468017578125,false,,,,,
265222733312300,0,3,28.252212524414062,117.75000762939453,16.200000762939453,548.3720092773438,false,,,,,
265222733312300,0,4,27.4115047454834,93.30000305175781,-39.0,528.5280151367188,false,,,,,
265222735694400,1,0,26.681415557861328,24.750001907348633,-63.150001525878906,-285.07598876953125,false,,,,,
265222735694400,1,1,28.16371726989746,8.850000381469727,504.3000183105469,-338.3160095214844,false,,,,,
265222735694400,1,2,26.570796966552734,-9.90000057220459,-495.9000244140625,-298.8699951171875,false,,,,,
265222735694400,1,3,28.407079696655273,-479.1000061035156,24.750001907348633,-264.5060119628906,false,,,,,
265222735694400,1,4,27.27876091003418,-478.95001220703125,22.350000381469727,-232.8040008544922,false,,,,,
265222737911700,2,0,28.362831115722656,31.200000762939453,-56.400001525878906,-1494.1080322265625,false,,,,,
265222737911700,2,1,28.584070205688477,34.35000228881836,-454.0500183105469,-1301.718017578125,false,,,,,
265222737911700,2,2,27.544246673583984,50.70000076293945,382.20001220703125,-1339.469970703125,false,,,,,
265222737911700,2,3,26.3938045501709,423.7500305175781,12.300000190734863,-1319.384033203125,false,,,,,
265222737911700,2,4,27.743362426757812,373.95001220703125,-11.850000381469727,-1283.3260498046875,false,,,,,
265222750010800,0,0,26.261062622070312,26.700000762939453,-60.000003814697266,657.5139770507812,false,,,,,
265222750010800,0,1,26.99114990234375,14.700000762939453,-177.3000030517578,504.3280029296875,false,,,,,
265222750010800,0,2,27.34513282775879,49.20000076293945,124.6500015258789,546.677978515625,false,,,,,
265222750010800,0,3,28.45132827758789,113.25000762939453,19.5,546.677978515625,false,,,,,
265222750010800,0,4,27.36725616455078,99.75000762939453,-37.20000076293945,526.833984375,false,,,,,
265222752224200,1,0,26.85840606689453,21.30000114440918,-66.0,-285.802001953125,false,,,,,
265222752224200,1,1,28.318584442138672,6.900000095367432,508.95001220703125,-323.5539855957031,false,,,,,
265222752224200,1,2,26.415929794311523,-10.350000381469727,-496.8000183105469,-291.1260070800781,false,,,,,
265222752224200,1,3,28.473451614379883,-471.3000183105469,27.600000381469727,-266.9259948730469,false,,,,,
265222752224200,1,4,27.256637573242188,-475.20001220703125,20.850000381469727,-236.91799926757812,false,,,,,
265222754608400,2,0,28.23008918762207,24.900001525878906,-51.150001525878906,-1494.3499755859375,false,,,,,
265222754608400,2,1,28.539823532104492,31.80000114440918,-460.6500244140625,-1301.718017578125,false,,,,,
265222754608400,2,2,27.5884952545166,49.05000305175781,377.25,-1343.342041015625,false,,,,,
265222754608400,2,3,26.570796966552734,421.0500183105469,17.55000114440918,-1326.4019775390625,false,,,,,
265222754608400,2,4,27.72123908996582,370.95001220703125,-8.100000381469727,-1283.083984375,false,,,,,
265222766710500,0,0,26.172565460205078,30.450000762939453,-64.35000610351562,645.8980102539062,false,,,,,
265222766710500,0,1,26.85840606689453,8.40000057220459,-171.15000915527344,500.45599365234375,false,,,,,
265222766710500,0,2,27.300884246826172,56.10000228881836,126.30000305175781,544.9840087890625,false,,,,,
265222766710500,0,3,28.6061954498291,116.55000305175781,18.600000381469727,546.4359741210938,false,,,,,
265222766710500,0,4,27.234512329101562,96.1500015258789,-41.400001525878906,532.6419677734375,false,,,,,
265222768920700,1,0,26.814159393310547,24.900001525878906,-68.4000015258789,-290.3999938964844,false,,,,,
265222768920700,1,1,28.14159393310547,10.800000190734863,504.7500305175781,-326.9419860839844,false,,,,,
265222768920700,1,2,26.460176467895508,-5.25,-493.20001220703125,-292.093994140625,false,,,,,
265222768920700,1,3,28.584070205688477,-479.1000061035156,31.05000114440918,-268.135986328125,false,,,,,
265222768920700,1,4,27.12389373779297,-474.6000061035156,16.05000114440918,-235.2239990234375,false,,,,,
265222771304300,2,0,28.252212524414062,30.450000762939453,-49.95000076293945,-1504.998046875,false,,,,,
265222771304300,2,1,28.296459197998047,29.700000762939453,-454.0500183105469,-1294.2159423828125,false,,,,,
265222771304300,2,2,27.63274383544922,41.25,377.70001220703125,-1338.260009765625,false,,,,,
265222771304300,2,3,26.261062622070312,427.0500183105469,12.600000381469727,-1315.9959716796875,false,,,,,
265222771304300,2,4,27.898229598999023,370.5,-5.550000190734863,-1274.614013671875,false,,,,,
265222783410200,0,0,26.238937377929688,27.450000762939453,-56.250003814697266,649.5280151367188,false,,,,,
265222783410200,0,1,26.814159393310547,7.800000190734863,-178.20001220703125,503.60198974609375,false,,,,,
265222783410200,0,2,27.544246673583984,46.95000076293945,130.95001220703125,549.823974609375,false,,,,,
265222783410200,0,3,28.495574951171875,114.75000762939453,17.55000114440918,554.906005859375,false,,,,,
265222783410200,0,4,27.34513282775879,98.25000762939453,-40.650001525878906,536.9979858398438,false,,,,,
265222785623900,1,0,26.747787475585938,23.400001525878906,-69.75,-281.44598388671875,false,,,,,
265222785623900,1,1,28.274335861206055,4.050000190734863,509.8500061035156,-326.4580078125,false,,,,,
265222785623900,1,2,26.438053131103516,-1.350000023841858,-490.5000305175781,-291.3680114746094,false,,,,,
265222785623900,1,3,28.45132827758789,-472.20001220703125,31.200000762939453,-264.74798583984375,false,,,,,
265222785623900,1,4,27.323009490966797,-474.1500244140625,22.200000762939453,-242.24200439453125,false,,,,,
265222788010800,2,0,28.362831115722656,28.05000114440918,-55.05000305175781,-1509.35400390625,false,,,,,
265222788010800,2,1,28.473451614379883,34.5,-456.7500305175781,-1298.81396484375,false,,,,,
265222788010800,2,2,27.522123336791992,49.20000076293945,376.6500244140625,-1337.533935546875,false,,,,,
265222788010800,2,3,26.238937377929688,426.6000061035156,8.550000190734863,-1323.2559814453125,false,,,,,
265222788010800,2,4,27.831857681274414,369.1500244140625,-10.350000381469727,-1284.2939453125,false,,,,,
265222800106900,0,0,26.150442123413086,29.55000114440918,-60.60000228881836,656.3040161132812,false,,,,,
265222800106900,0,1,26.85840606689453,10.050000190734863,-172.0500030517578,497.0679931640625,false,,,,,
265222800106900,0,2,27.36725616455078,50.10000228881836,123.60000610351562,548.1300048828125,false,,,,,
265222800106900,0,3,28.473451614379883,112.6500015258789,22.950000762939453,544.9840087890625,false,,,,,
265222800106900,0,4,27.300884246826172,96.60000610351562,-37.20000076293945,533.8519897460938,false,,,,,
265222802482100,1,0,26.792036056518555,26.55000114440918,-69.30000305175781,-289.4320068359375,false,,,,,
265222802482100,1,1,28.09734535217285,13.050000190734863,508.95001220703125,-336.8639831542969,false,,,,,
265222802482100,1,2,26.637168884277344,-10.200000762939453,-495.45001220703125,-285.07598876953125,false,,,,,
265222802482100,1,3,28.6061954498291,-475.95001220703125,28.950000762939453,-262.57000732421875,false,,,,,
265222802482100,1,4,27.21238899230957,-476.4000244140625,19.950000762939453,-227.2379913330078,false,,,,,
265222804708800,2,0,28.16371726989746,30.450000762939453,-55.20000076293945,-1497.4959716796875,false,,,,,
265222804708800,2,1,28.584070205688477,33.75,-455.5500183105469,-1293.0059814453125,false,,,,,
265222804708800,2,2,27.5884952545166,49.35000228881836,378.75,-1343.583984375,false,,,,,
265222804708800,2,3,26.305309295654297,429.7500305175781,8.550000190734863,-1330.031982421875,false,,,,,
265222804708800,2,4,27.72123908996582,372.0,-8.550000190734863,-1289.8599853515625,false,,,,,
265222816795500,0,0,26.261062622070312,30.900001525878906,-58.05000305175781,647.5919799804688,false,,,,,
265222816795500,0,1,27.013275146484375,9.300000190734863,-176.25,495.6159973144531,false,,,,,
265222816795500,0,2,27.477876663208008,49.650001525878906,128.85000610351562,547.1619873046875,false,,,,,
265222816795500,0,3,28.252212524414062,111.60000610351562,18.150001525878906,546.677978515625,false,,,,,
265222816795500,0,4,27.43362808227539,94.80000305175781,-39.75,528.0440063476562,false,,,,,
265222819174800,1,0,26.725664138793945,19.650001525878906,-67.05000305175781,-283.8659973144531,false,,,,,
265222819174800,1,1,28.23008918762207,2.1000001430511475,507.6000061035156,-330.0880126953125,false,,,,,
265222819174800,1,2,26.3938045501709,-14.250000953674316,-493.8000183105469,-294.5140075683594,false,,,,,
265222819174800,1,3,28.407079696655273,-473.5500183105469,32.25,-261.1180114746094,false,,,,,
265222819174800,1,4,27.168142318725586,-474.7500305175781,19.5,-226.99600219726562,false,,,,,
265222821417900,2,0,28.340707778930664,30.000001907348633,-54.750003814697266,-1511.2900390625,false,,,,,
265222821417900,2,1,28.38495635986328,31.05000114440918,-457.8000183105469,-1305.10595703125,false,,,,,
265222821417900,2,2,27.72123908996582,53.400001525878906,383.70001220703125,-1343.342041015625,false,,,,,
265222821417900,2,3,26.349557876586914,425.2500305175781,10.5,-1331.0,false,,,,,
265222821417900,2,4,27.809734344482422,370.5,-15.300000190734863,-1284.052001953125,false,,,,,
265222833699900,0,0,26.349557876586914,31.200000762939453,-55.05000305175781,659.9340209960938,false,,,,,
265222833699900,0,1,26.814159393310547,11.25,-177.3000030517578,502.1499938964844,false,,,,,
265222833699900,0,2,27.522123336791992,49.650001525878906,126.9000015258789,555.8740234375,false,,,,,
265222833699900,0,3,28.38495635986328,116.10000610351562,22.5,544.7420043945312,false,,,,,
265222833699900,0,4,27.36725616455078,97.35000610351562,-37.05000305175781,527.802001953125,false,,,,,
265222835871000,1,0,26.747787475585938,27.750001907348633,-63.30000305175781,-289.67401123046875,false,,,,,
265222835871000,1,1,28.296459197998047,9.0,502.6500244140625,-333.7179870605469,false,,,,,
265222835871000,1,2,26.592920303344727,-15.750000953674316,-494.5500183105469,-287.9800109863281,false,,,,,
