t_pc_ns,frame_id,t_esp_us,sensor_id,accX,accY,accZ,magX,magY,magZ
439095235446500,6168,444485729,0,-0.984375,-0.009765625,-0.1171875,-6.900000095367432,-90.9000015258789,472.3840026855469
439095235446500,6168,444485729,1,-1.013671875,0.0,-0.05859375,-2.1000001430511475,-34.20000076293945,-240.7899932861328
439095235446500,6168,444485729,2,-0.98046875,0.001953125,-0.056640625,16.200000762939453,-162.90000915527344,470.9320068359375
439095235446500,6168,444485729,3,-1.0546875,0.015625,0.01171875,-42.45000076293945,11.700000762939453,-794.2440185546875
439095235446500,6168,444485729,4,-1.041015625,0.0078125,0.029296875,53.250003814697266,-389.2500305175781,1615.3499755859375
439095235446500,6168,444485729,5,-1.0390625,-0.001953125,0.052734375,117.30000305175781,88.80000305175781,3456.969970703125
439095307426900,6169,444557729,0,-0.982421875,-0.005859375,-0.115234375,-2.8500001430511475,-96.0,464.6399841308594
439095307426900,6169,444557729,1,-1.01171875,0.001953125,-0.060546875,-0.30000001192092896,-29.850000381469727,-238.3699951171875
439095307426900,6169,444557729,2,-0.98046875,0.001953125,-0.0546875,14.100000381469727,-168.60000610351562,472.1419982910156
439095307426900,6169,444557729,3,-1.052734375,0.013671875,0.01171875,-43.20000076293945,8.550000190734863,-801.2620239257812
439095307426900,6169,444557729,4,-1.0390625,0.01171875,0.033203125,52.80000305175781,-381.1500244140625,1610.510009765625
439095307426900,6169,444557729,5,-1.037109375,-0.00390625,0.05078125,116.70000457763672,86.4000015258789,3459.8740234375
439095380802400,6170,444629729,0,-0.98046875,-0.01171875,-0.119140625,-2.4000000953674316,-96.1500015258789,468.2699890136719
439095380802400,6170,444629729,1,-1.01171875,0.0,-0.0625,-3.0,-40.650001525878906,-237.88600158691406
439095380802400,6170,444629729,2,-0.982421875,0.0,-0.0546875,16.5,-167.25,472.3840026855469
439095380802400,6170,444629729,3,-1.0625,0.015625,0.013671875,-52.500003814697266,8.550000190734863,-795.4539794921875
439095380802400,6170,444629729,4,-1.0390625,0.009765625,0.03125,52.650001525878906,-392.8500061035156,1603.9759521484375
439095380802400,6170,444629729,5,-1.03515625,-0.00390625,0.048828125,114.45000457763672,79.20000457763672,3462.535888671875
439095451588400,6171,444701729,0,-0.984375,-0.009765625,-0.111328125,0.75,-88.5,467.05999755859375
439095451588400,6171,444701729,1,-1.0078125,0.0,-0.0546875,-1.9500000476837158,-34.80000305175781,-246.59799194335938
439095451588400,6171,444701729,2,-0.982421875,0.001953125,-0.05859375,10.5,-171.90000915527344,475.0459899902344
439095451588400,6171,444701729,3,-1.0546875,0.009765625,0.01171875,-44.55000305175781,4.800000190734863,-799.083984375
439095451588400,6171,444701729,4,-1.041015625,0.009765625,0.03515625,50.55000305175781,-386.5500183105469,1608.573974609375
439095451588400,6171,444701729,5,-1.033203125,-0.001953125,0.05078125,121.05000305175781,81.9000015258789,3459.14794921875
439095523101500,6172,444773729,0,-0.978515625,-0.01171875,-0.111328125,2.25,-94.35000610351562,473.593994140625
439095523101500,6172,444773729,1,-1.01171875,0.001953125,-0.05859375,0.15000000596046448,-34.95000076293945,-237.88600158691406
439095523101500,6172,444773729,2,-0.982421875,0.0,-0.052734375,19.80000114440918,-173.10000610351562,468.0279846191406
439095523101500,6172,444773729,3,-1.060546875,0.01171875,0.01171875,-43.35000228881836,7.950000286102295,-794.0020141601562
439095523101500,6172,444773729,4,-1.0390625,0.0078125,0.03125,58.650001525878906,-390.1500244140625,1609.783935546875
439095523101500,6172,444773729,5,-1.0390625,-0.001953125,0.05078125,117.60000610351562,84.9000015258789,3451.404052734375
439095595443100,6173,444845729,0,-0.982421875,-0.009765625,-0.115234375,-3.3000001907348633,-88.20000457763672,454.9599914550781
439095595443100,6173,444845729,1,-1.015625,0.001953125,-0.05859375,0.6000000238418579,-36.30000305175781,-238.61199951171875
439095595443100,6173,444845729,2,-0.982421875,0.001953125,-0.052734375,14.550000190734863,-171.45001220703125,473.593994140625
439095595443100,6173,444845729,3,-1.0546875,0.01171875,0.015625,-45.150001525878906,15.000000953674316,-792.3079833984375
439095595443100,6173,444845729,4,-1.0390625,0.009765625,0.033203125,58.650001525878906,-382.3500061035156,1601.072021484375
439095595443100,6173,444845729,5,-1.0390625,-0.00390625,0.05078125,124.05000305175781,80.4000015258789,3459.389892578125
439095667676700,6174,444917729,0,-0.98046875,-0.009765625,-0.115234375,-2.700000047683716,-84.9000015258789,473.593994140625
439095667676700,6174,444917729,1,-1.013671875,0.00390625,-0.056640625,0.6000000238418579,-32.25,-249.01800537109375
439095667676700,6174,444917729,2,-0.984375,0.001953125,-0.056640625,12.450000762939453,-167.85000610351562,476.0140075683594
439095667676700,6174,444917729,3,-1.052734375,0.015625,0.015625,-41.400001525878906,7.050000190734863,-792.7919921875
439095667676700,6174,444917729,4,-1.041015625,0.01171875,0.029296875,50.400001525878906,-388.3500061035156,1614.6240234375
439095667676700,6174,444917729,5,-1.033203125,-0.001953125,0.052734375,119.70000457763672,81.9000015258789,3439.303955078125
439095739132500,6175,444989729,0,-0.98046875,-0.01171875,-0.119140625,0.0,-92.25,469.2380065917969
439095739132500,6175,444989729,1,-1.009765625,0.00390625,-0.0625,-0.9000000357627869,-35.25,-234.74000549316406
439095739132500,6175,444989729,2,-0.98046875,0.001953125,-0.056640625,3.3000001907348633,-163.8000030517578,465.1239929199219
439095739132500,6175,444989729,3,-1.05859375,0.013671875,0.01171875,-37.20000076293945,10.200000762939453,-793.5180053710938
439095739132500,6175,444989729,4,-1.041015625,0.005859375,0.025390625,52.20000076293945,-387.0000305175781,1611.2359619140625
439095739132500,6175,444989729,5,-1.03515625,-0.00390625,0.056640625,118.20000457763672,79.35000610351562,3458.421875
439095810979300,6176,445061729,0,-0.98046875,-0.013671875,-0.1171875,0.6000000238418579,-97.35000610351562,472.6260070800781
439095810979300,6176,445061729,1,-1.01171875,0.0,-0.05859375,-7.350000381469727,-33.150001525878906,-243.69400024414062
439095810979300,6176,445061729,2,-0.982421875,0.001953125,-0.052734375,17.25,-164.85000610351562,467.7860107421875
439095810979300,6176,445061729,3,-1.05859375,0.015625,0.015625,-43.35000228881836,4.5,-796.1799926757812
439095810979300,6176,445061729,4,-1.03515625,0.009765625,0.02734375,51.150001525878906,-384.7500305175781,1613.656005859375
439095810979300,6176,445061729,5,-1.0390625,-0.005859375,0.052734375,112.50000762939453,83.70000457763672,3450.194091796875
439095883335800,6177,445133729,0,-0.984375,-0.01171875,-0.1171875,4.5,-89.70000457763672,461.9779968261719
439095883335800,6177,445133729,1,-1.009765625,0.005859375,-0.060546875,0.30000001192092896,-33.60000228881836,-247.80799865722656
439095883335800,6177,445133729,2,-0.982421875,0.001953125,-0.0546875,16.05000114440918,-173.25,469.9639892578125
439095883335800,6177,445133729,3,-1.05859375,0.015625,0.01171875,-45.150001525878906,8.850000381469727,-801.9879760742188
439095883335800,6177,445133729,4,-1.04296875,0.00390625,0.03125,51.000003814697266,-386.70001220703125,1601.5560302734375
439095883335800,6177,445133729,5,-1.03515625,-0.001953125,0.048828125,118.05000305175781,85.35000610351562,3465.924072265625
439095955379800,6178,445205729,0,-0.984375,-0.01171875,-0.11328125,-4.950000286102295,-94.35000610351562,475.2879943847656
439095955379800,6178,445205729,1,-1.009765625,0.001953125,-0.05859375,-2.25,-38.85000228881836,-240.06399536132812
439095955379800,6178,445205729,2,-0.982421875,0.001953125,-0.052734375,11.550000190734863,-166.95001220703125,469.2380065917969
439095955379800,6178,445205729,3,-1.0625,0.013671875,0.013671875,-41.70000076293945,10.65000057220459,-799.8099975585938
439095955379800,6178,445205729,4,-1.0390625,0.0078125,0.029296875,52.95000076293945,-384.45001220703125,1602.7659912109375
439095955379800,6178,445205729,5,-1.0390625,-0.001953125,0.0546875,114.45000457763672,84.75,3456.72802734375
439096027065000,6179,445277729,0,-0.98046875,-0.009765625,-0.11328125,-3.3000001907348633,-89.25,467.302001953125
439096027065000,6179,445277729,1,-1.009765625,0.0,-0.05859375,-2.25,-33.0,-238.85400390625
439096027065000,6179,445277729,2,-0.98046875,0.005859375,-0.048828125,12.600000381469727,-168.90000915527344,481.09600830078125
439096027065000,6179,445277729,3,-1.05078125,0.01171875,0.017578125,-38.55000305175781,6.750000476837158,-801.5039672851562
439096027065000,6179,445277729,4,-1.041015625,0.01171875,0.03125,57.000003814697266,-383.25,1614.1400146484375
439096027065000,6179,445277729,5,-1.0390625,-0.00390625,0.048828125,124.05000305175781,79.5,3458.421875
439096099989300,6180,445349729,0,-0.982421875,-0.0078125,-0.115234375,1.8000000715255737,-95.85000610351562,456.89599609375
439096099989300,6180,445349729,1,-1.009765625,0.00390625,-0.0625,-1.5,-36.900001525878906,-238.3699951171875
439096099989300,6180,445349729,2,-0.98046875,0.001953125,-0.056640625,11.850000381469727,-167.5500030517578,473.1099853515625
439096099989300,6180,445349729,3,-1.05859375,0.015625,0.013671875,-48.0,9.75,-799.5679931640625
439096099989300,6180,445349729,4,-1.0390625,0.01171875,0.0234375,55.35000228881836,-385.3500061035156,1603.0079345703125
439096099989300,6180,445349729,5,-1.0390625,-0.001953125,0.052734375,115.35000610351562,82.6500015258789,3456.72802734375
439096171233400,6181,445421729,0,-0.98046875,-0.0078125,-0.115234375,-2.1000001430511475,-94.80000305175781,466.8179931640625
439096171233400,6181,445421729,1,-1.009765625,0.0,-0.060546875,2.700000047683716,-36.45000076293945,-246.83999633789062
439096171233400,6181,445421729,2,-0.982421875,0.0,-0.056640625,16.650001525878906,-169.0500030517578,466.333984375
439096171233400,6181,445421729,3,-1.05859375,0.013671875,0.013671875,-41.55000305175781,12.300000190734863,-794.7279663085938
439096171233400,6181,445421729,4,-1.041015625,0.009765625,0.02734375,56.250003814697266,-384.7500305175781,1604.9439697265625
439096171233400,6181,445421729,5,-1.037109375,-0.00390625,0.0546875,114.45000457763672,81.75,3457.4541015625
439096243479200,6182,445493729,0,-0.982421875,-0.0078125,-0.115234375,-1.5,-89.10000610351562,471.8999938964844
439096243479200,6182,445493729,1,-1.013671875,0.001953125,-0.05859375,1.8000000715255737,-37.20000076293945,-240.7899932861328
439096243479200,6182,445493729,2,-0.982421875,0.001953125,-0.05859375,13.050000190734863,-167.40000915527344,472.3840026855469
439096243479200,6182,445493729,3,-1.05078125,0.013671875,0.013671875,-51.60000228881836,14.700000762939453,-799.5679931640625
439096243479200,6182,445493729,4,-1.0390625,0.009765625,0.029296875,56.85000228881836,-387.45001220703125,1609.0579833984375
439096243479200,6182,445493729,5,-1.037109375,-0.001953125,0.0546875,119.10000610351562,82.95000457763672,3459.14794921875
439096315993100,6183,445565729,0,-0.986328125,-0.009765625,-0.115234375,-2.5500001907348633,-90.60000610351562,474.0780029296875
439096315993100,6183,445565729,1,-1.015625,0.0,-0.0625,-1.2000000476837158,-39.75,-248.7760009765625
439096315993100,6183,445565729,2,-0.984375,0.0,-0.060546875,19.5,-175.8000030517578,477.2239990234375
439096315993100,6183,445565729,3,-1.056640625,0.009765625,0.015625,-42.0,10.950000762939453,-802.22998046875
439096315993100,6183,445565729,4,-1.037109375,0.0078125,0.029296875,53.400001525878906,-390.1500244140625,1605.9119873046875
439096315993100,6183,445565729,5,-1.03515625,0.0,0.048828125,118.80000305175781,75.75,3462.535888671875
439096387581200,6184,445637729,0,-0.984375,-0.01171875,-0.1171875,3.750000238418579,-96.0,468.9960021972656
439096387581200,6184,445637729,1,-1.01171875,0.00390625,-0.0625,-1.8000000715255737,-35.70000076293945,-236.91799926757812
439096387581200,6184,445637729,2,-0.982421875,0.001953125,-0.048828125,15.300000190734863,-166.8000030517578,473.593994140625
439096387581200,6184,445637729,3,-1.05078125,0.01171875,0.015625,-43.95000076293945,8.40000057220459,-798.3579711914062
439096387581200,6184,445637729,4,-1.041015625,0.009765625,0.03125,59.250003814697266,-388.20001220703125,1616.3179931640625
439096387581200,6184,445637729,5,-1.037109375,-0.001953125,0.0546875,116.4000015258789,81.30000305175781,3456.001953125
439096460138900,6185,445709729,0,-0.982421875,-0.009765625,-0.115234375,-4.950000286102295,-93.60000610351562,473.83599853515625
439096460138900,6185,445709729,1,-1.0078125,-0.001953125,-0.056640625,-4.200000286102295,-31.950000762939453,-246.3560028076172
439096460138900,6185,445709729,2,-0.98046875,0.0,-0.0546875,15.600000381469727,-169.8000030517578,463.91400146484375
439096460138900,6185,445709729,3,-1.05859375,0.013671875,0.013671875,-44.10000228881836,7.800000190734863,-796.4219970703125
439096460138900,6185,445709729,4,-1.037109375,0.009765625,0.02734375,54.150001525878906,-384.0,1604.7020263671875
439096460138900,6185,445709729,5,-1.0390625,-0.001953125,0.05078125,115.50000762939453,78.1500015258789,3456.486083984375
439096532159900,6186,445781729,0,-0.982421875,-0.01171875,-0.115234375,-2.4000000953674316,-93.0,476.2560119628906
439096532159900,6186,445781729,1,-1.009765625,0.00390625,-0.060546875,-3.1500000953674316,-29.55000114440918,-234.98199462890625
439096532159900,6186,445781729,2,-0.98046875,0.00390625,-0.0546875,15.000000953674316,-164.40000915527344,480.12799072265625
439096532159900,6186,445781729,3,-1.05078125,0.015625,0.01171875,-42.900001525878906,3.750000238418579,-788.1939697265625
439096532159900,6186,445781729,4,-1.0390625,0.005859375,0.029296875,50.10000228881836,-384.7500305175781,1608.573974609375
439096532159900,6186,445781729,5,-1.037109375,-0.00390625,0.052734375,116.70000457763672,79.6500015258789,3456.486083984375
439096603406700,6187,445853729,0,-0.98046875,-0.01171875,-0.115234375,1.0500000715255737,-94.05000305175781,468.5119934082031
439096603406700,6187,445853729,1,-1.0078125,0.0,-0.060546875,-0.15000000596046448,-36.0,-247.08200073242188
439096603406700,6187,445853729,2,-0.98046875,0.0,-0.052734375,18.0,-168.90000915527344,474.32000732421875
439096603406700,6187,445853729,3,-1.05078125,0.013671875,0.013671875,-46.650001525878906,10.350000381469727,-793.0339965820312
439096603406700,6187,445853729,4,-1.041015625,0.01171875,0.029296875,53.55000305175781,-387.7500305175781,1609.300048828125
439096603406700,6187,445853729,5,-1.0390625,-0.001953125,0.052734375,115.35000610351562,76.5,3467.3759765625
439096675071900,6188,445925729,0,-0.98046875,-0.01171875,-0.111328125,-5.25,-91.35000610351562,462.4620056152344
439096675071900,6188,445925729,1,-1.009765625,0.0,-0.060546875,-1.9500000476837158,-36.150001525878906,-250.71200561523438
439096675071900,6188,445925729,2,-0.982421875,0.005859375,-0.0546875,15.750000953674316,-171.60000610351562,472.3840026855469
439096675071900,6188,445925729,3,-1.052734375,0.017578125,0.009765625,-39.900001525878906,6.750000476837158,-798.3579711914062
439096675071900,6188,445925729,4,-1.03515625,0.0078125,0.029296875,47.55000305175781,-389.4000244140625,1604.7020263671875
439096675071900,6188,445925729,5,-1.0390625,-0.005859375,0.048828125,116.10000610351562,78.1500015258789,3453.097900390625
439096747689200,6189,445997729,0,-0.98046875,-0.009765625,-0.115234375,0.0,-88.35000610351562,475.5299987792969
439096747689200,6189,445997729,1,-1.01171875,0.0,-0.0546875,-4.200000286102295,-42.0,-242.0
439096747689200,6189,445997729,2,-0.978515625,0.0,-0.05078125,12.300000190734863,-166.95001220703125,474.56201171875
439096747689200,6189,445997729,3,-1.052734375,0.015625,0.015625,-44.25,11.40000057220459,-795.2119750976562
439096747689200,6189,445997729,4,-1.037109375,0.01171875,0.03125,48.750003814697266,-387.1500244140625,1609.783935546875
439096747689200,6189,445997729,5,-1.041015625,-0.001953125,0.05078125,115.35000610351562,82.80000305175781,3460.115966796875
439096820102000,6190,446069729,0,-0.982421875,-0.009765625,-0.1171875,-5.400000095367432,-96.30000305175781,468.5119934082031
439096820102000,6190,446069729,1,-1.01171875,0.0,-0.060546875,-2.5500001907348633,-40.650001525878906,-243.93600463867188
439096820102000,6190,446069729,2,-0.98046875,0.001953125,-0.052734375,16.950000762939453,-171.15000915527344,469.2380065917969
439096820102000,6190,446069729,3,-1.0546875,0.01171875,0.01171875,-42.30000305175781,16.80000114440918,-794.4860229492188
439096820102000,6190,446069729,4,-1.0390625,0.0078125,0.025390625,50.70000076293945,-384.6000061035156,1615.833984375
439096820102000,6190,446069729,5,-1.03515625,0.0,0.056640625,121.50000762939453,79.80000305175781,3460.35791015625
439096891518100,6191,446141729,0,-0.98046875,-0.0078125,-0.1171875,-5.25,-90.45000457763672,475.2879943847656
439096891518100,6191,446141729,1,-1.013671875,0.00390625,-0.060546875,3.3000001907348633,-37.05000305175781,-245.6300048828125
439096891518100,6191,446141729,2,-0.982421875,0.00390625,-0.0546875,16.80000114440918,-170.5500030517578,470.447998046875
439096891518100,6191,446141729,3,-1.056640625,0.01171875,0.015625,-47.55000305175781,9.450000762939453,-803.197998046875
439096891518100,6191,446141729,4,-1.037109375,0.005859375,0.029296875,55.500003814697266,-384.45001220703125,1605.9119873046875
439096891518100,6191,446141729,5,-1.03515625,0.0,0.048828125,119.10000610351562,84.9000015258789,3452.85595703125
439096963302200,6192,446213729,0,-0.982421875,-0.009765625,-0.109375,3.450000047683716,-84.1500015258789,469.2380065917969
439096963302200,6192,446213729,1,-1.009765625,0.0,-0.05859375,-2.5500001907348633,-36.30000305175781,-231.11000061035156
439096963302200,6192,446213729,2,-0.982421875,0.0,-0.056640625,7.950000286102295,-171.0,472.3840026855469
439096963302200,6192,446213729,3,-1.056640625,0.015625,0.01171875,-51.150001525878906,4.650000095367432,-799.8099975585938
439096963302200,6192,446213729,4,-1.041015625,0.0078125,0.03125,54.750003814697266,-387.6000061035156,1604.7020263671875
439096963302200,6192,446213729,5,-1.037109375,-0.00390625,0.05078125,115.20000457763672,88.05000305175781,3463.74609375
439097035421500,6193,446285729,0,-0.982421875,-0.009765625,-0.111328125,-4.800000190734863,-87.60000610351562,469.4800109863281
439097035421500,6193,446285729,1,-1.01171875,0.001953125,-0.060546875,-1.0500000715255737,-31.650001525878906,-246.59799194335938
439097035421500,6193,446285729,2,-0.982421875,0.00390625,-0.056640625,16.350000381469727,-164.10000610351562,478.4339904785156
439097035421500,6193,446285729,3,-1.056640625,0.01171875,0.013671875,-50.85000228881836,9.15000057220459,-801.5039672851562
439097035421500,6193,446285729,4,-1.0390625,0.009765625,0.029296875,55.20000076293945,-386.4000244140625,1604.218017578125
439097035421500,6193,446285729,5,-1.041015625,0.0,0.0546875,121.05000305175781,79.35000610351562,3450.43603515625
439097107229700,6194,446357729,0,-0.982421875,-0.009765625,-0.111328125,-9.15000057220459,-89.70000457763672,465.6080017089844
439097107229700,6194,446357729,1,-1.009765625,-0.001953125,-0.05859375,-2.8500001430511475,-27.150001525878906,-239.82200622558594
439097107229700,6194,446357729,2,-0.98046875,0.005859375,-0.060546875,15.15000057220459,-175.20001220703125,470.9320068359375
439097107229700,6194,446357729,3,-1.0546875,0.015625,0.015625,-42.60000228881836,8.40000057220459,-808.0380249023438
439097107229700,6194,446357729,4,-1.037109375,0.009765625,0.029296875,51.000003814697266,-385.20001220703125,1605.427978515625
439097107229700,6194,446357729,5,-1.0390625,-0.00390625,0.056640625,122.25000762939453,82.95000457763672,3453.097900390625
439097180181500,6195,446429729,0,-0.984375,-0.009765625,-0.119140625,-3.0,-83.55000305175781,469.72198486328125
439097180181500,6195,446429729,1,-1.013671875,0.001953125,-0.060546875,0.0,-36.45000076293945,-244.90399169921875
439097180181500,6195,446429729,2,-0.984375,0.001953125,-0.0546875,12.300000190734863,-169.0500030517578,487.14599609375
439097180181500,6195,446429729,3,-1.056640625,0.009765625,0.017578125,-48.60000228881836,9.0,-797.8740234375
439097180181500,6195,446429729,4,-1.03515625,0.005859375,0.033203125,46.80000305175781,-385.3500061035156,1613.656005859375
439097180181500,6195,446429729,5,-1.0390625,0.001953125,0.0546875,122.70000457763672,78.9000015258789,3458.179931640625
439097252077900,6196,446501729,0,-0.98046875,-0.009765625,-0.115234375,2.8500001430511475,-95.4000015258789,460.5260009765625
439097252077900,6196,446501729,1,-1.01171875,0.0,-0.060546875,-4.050000190734863,-33.0,-247.32400512695312
