t_pc_ns,sync_id,state,description
439094328883200,100,MARKER_UPDATE,ArUco ID 100
439095331848100,101,MARKER_UPDATE,ArUco ID 101
439096347720600,102,MARKER_UPDATE,ArUco ID 102
439097372601100,103,MARKER_UPDATE,ArUco ID 103
439098388363300,104,MARKER_UPDATE,ArUco ID 104
439099394339300,105,MARKER_UPDATE,ArUco ID 105
439100396827900,106,MARKER_UPDATE,ArUco ID 106
