frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,519313685048782,24.9901,30.5324,30.8982,20.6403,9.2578,3.8037,0.7999,0.8275,-1.8073,0.1399,-1.7439,0.6139,2.0012
1,519313714367334,24.9699,30.4755,31.0505,20.6221,9.5048,3.8433,0.5628,0.8032,-1.7523,-0.0118,-1.6828,0.4692,2.0613
2,519313743685887,24.6457,30.6916,31.0898,20.7716,9.7219,3.1899,1.3157,0.4008,-1.5812,-0.5017,-1.7788,1.2229,1.6049
3,519313773004439,24.7120,30.9864,30.6029,21.1263,8.7271,4.1471,1.2325,0.5153,-1.4125,-0.8677,-2.0006,1.6403,1.4625
4,519313802322991,24.6910,30.6518,30.8540,21.0802,9.0483,4.0836,0.7339,0.7959,-1.9293,-0.4976,-1.5751,1.5107,-0.7963
5,519313831641544,24.8457,31.0100,30.5269,21.0811,8.9962,4.2409,0.6832,0.3938,-1.6930,-0.2242,-1.8036,1.6485,-2.1310
6,519313860960096,24.8811,30.7773,30.8663,21.3763,9.1008,4.0039,0.6299,0.0915,-1.3804,-0.4584,-2.1077,1.9153,-1.8788
7,519313890278649,24.7985,31.0722,30.6985,21.4585,8.8714,3.9473,0.2525,0.5677,-1.5013,-0.0419,-2.3484,2.1864,-0.6977
8,519313919597201,25.0069,30.7259,30.9551,21.2996,8.8646,3.9218,0.2608,0.6435,-1.7480,0.0173,-2.0354,1.9395,-0.6936
9,519313948915753,24.8380,30.7507,31.0535,21.1096,9.1489,4.1640,-0.5436,1.3689,-2.2778,0.1730,-2.0360,2.1982,-0.8403
10,519313978234306,24.3261,31.2438,31.1474,21.0918,9.0550,4.6624,-0.1153,0.5183,-1.9602,0.1152,-2.0019,1.9166,-0.7758
11,519314007552858,24.7211,30.7050,31.0125,21.1766,9.0403,4.8103,-0.0691,0.1444,-1.3175,-0.2550,-2.2742,1.7133,-0.1746
12,519314036871410,24.7179,30.9851,30.7241,21.1250,9.1887,4.3928,0.8297,-0.2967,-1.2240,-0.3600,-2.3098,1.9999,-0.5267
13,519314066189963,24.6568,30.8300,30.9937,20.9635,8.9652,4.4218,1.0002,-0.1715,-1.4592,-0.2491,-2.2024,2.3233,-1.1709
14,519314095508515,24.7394,30.8710,31.0320,20.9954,8.8987,4.4860,0.2733,0.4186,-1.4081,-0.0563,-2.0105,2.3443,-1.0208
15,519314124827067,24.5834,30.4934,31.1358,21.3381,8.6750,4.5369,0.9339,-0.2584,-1.4696,0.0338,-2.1871,2.2914,-0.7851
