t_pc_ns,frame_id,t_esp_us,sensor_id,accX,accY,accZ,magX,magY,magZ
519285193104200,75887,1169286435,0,-0.0078125,-0.005859375,1.005859375,-36.60000228881836,-37.95000076293945,609.5980224609375
519285193104200,75887,1169286435,1,-0.0234375,0.80078125,0.544921875,186.45001220703125,-10.350000381469727,61.709999084472656
519285193104200,75887,1169286435,2,-0.02734375,0.94140625,-0.3046875,-230.70001220703125,-140.85000610351562,501.6659851074219
519285193104200,75887,1169286435,3,-0.03125,0.77734375,-0.5859375,60.60000228881836,39.150001525878906,-782.8699951171875
519285193104200,75887,1169286435,4,-0.029296875,0.791015625,-0.587890625,-67.80000305175781,-303.0,1625.5140380859375
519285193104200,75887,1169286435,5,-0.025390625,0.796875,-0.548828125,97.50000762939453,100.50000762939453,3494.9638671875
519285265135100,75888,1169358435,0,-0.00390625,-0.001953125,1.009765625,-35.55000305175781,-32.70000076293945,615.6480102539062
519285265135100,75888,1169358435,1,-0.015625,0.794921875,0.5546875,181.0500030517578,-11.850000381469727,64.61399841308594
519285265135100,75888,1169358435,2,-0.021484375,0.943359375,-0.3046875,-229.95001220703125,-132.75,490.7760009765625
519285265135100,75888,1169358435,3,-0.03125,0.7890625,-0.578125,67.35000610351562,34.05000305175781,-778.0299682617188
519285265135100,75888,1169358435,4,-0.03125,0.802734375,-0.587890625,-71.55000305175781,-292.8000183105469,1626.9659423828125
519285265135100,75888,1169358435,5,-0.02734375,0.79296875,-0.548828125,95.85000610351562,94.20000457763672,3499.803955078125
519285336746700,75889,1169430435,0,-0.005859375,-0.0078125,1.005859375,-34.80000305175781,-38.70000076293945,605.2420043945312
519285336746700,75889,1169430435,1,-0.017578125,0.794921875,0.55078125,183.3000030517578,-7.350000381469727,60.98400115966797
519285336746700,75889,1169430435,2,-0.021484375,0.9375,-0.30859375,-228.00001525878906,-133.65000915527344,498.0360107421875
519285336746700,75889,1169430435,3,-0.029296875,0.783203125,-0.58203125,65.25,32.10000228881836,-771.4959716796875
519285336746700,75889,1169430435,4,-0.029296875,0.796875,-0.58984375,-59.10000228881836,-297.1500244140625,1635.9200439453125
519285336746700,75889,1169430435,5,-0.0234375,0.79296875,-0.544921875,90.9000015258789,105.00000762939453,3496.416015625
519285408556300,75890,1169502435,0,-0.00390625,-0.001953125,1.0078125,-33.45000076293945,-37.20000076293945,610.5659790039062
519285408556300,75890,1169502435,1,-0.017578125,0.79296875,0.546875,184.35000610351562,-16.05000114440918,66.06600189208984
519285408556300,75890,1169502435,2,-0.02734375,0.9375,-0.302734375,-231.45001220703125,-132.60000610351562,497.0679931640625
519285408556300,75890,1169502435,3,-0.033203125,0.78515625,-0.580078125,69.1500015258789,35.55000305175781,-777.06201171875
519285408556300,75890,1169502435,4,-0.03125,0.798828125,-0.587890625,-58.20000076293945,-300.45001220703125,1630.8380126953125
519285408556300,75890,1169502435,5,-0.02734375,0.791015625,-0.544921875,89.10000610351562,98.55000305175781,3489.39794921875
519285480500500,75891,1169574435,0,-0.00390625,-0.005859375,1.009765625,-28.650001525878906,-32.400001525878906,606.4520263671875
519285480500500,75891,1169574435,1,-0.017578125,0.794921875,0.546875,184.20001220703125,-6.300000190734863,60.5
519285480500500,75891,1169574435,2,-0.0234375,0.939453125,-0.306640625,-228.00001525878906,-131.85000610351562,508.6839904785156
519285480500500,75891,1169574435,3,-0.0234375,0.787109375,-0.580078125,70.95000457763672,33.0,-776.5780029296875
519285480500500,75891,1169574435,4,-0.029296875,0.802734375,-0.58984375,-67.05000305175781,-300.75,1631.56396484375
519285480500500,75891,1169574435,5,-0.025390625,0.791015625,-0.544921875,94.80000305175781,105.00000762939453,3491.81787109375
519285552736600,75892,1169646435,0,-0.00390625,-0.005859375,1.00390625,-31.650001525878906,-35.400001525878906,610.8079833984375
519285552736600,75892,1169646435,1,-0.021484375,0.791015625,0.55078125,184.5,-8.850000381469727,65.33999633789062
519285552736600,75892,1169646435,2,-0.021484375,0.939453125,-0.306640625,-227.10000610351562,-134.10000610351562,494.64801025390625
519285552736600,75892,1169646435,3,-0.025390625,0.787109375,-0.580078125,70.35000610351562,27.900001525878906,-769.3179931640625
519285552736600,75892,1169646435,4,-0.02734375,0.798828125,-0.58984375,-59.250003814697266,-296.25,1630.8380126953125
519285552736600,75892,1169646435,5,-0.0234375,0.7890625,-0.544921875,93.0,101.10000610351562,3494.47998046875
