frame_idx,t_estimated_ns,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13
0,437688893511968,-1.5235,-0.3671,0.3593,1.2230,3.1161,5.8035,5.2335,5.5927,2.1361,0.5931,3.0144,0.4802,nan
1,437688922664205,-3.9256,-0.8216,0.8164,0.6798,3.8876,5.3757,4.5973,5.4711,3.3115,-0.3535,1.0261,4.8667,nan
2,437688951816443,-3.5517,-1.0529,-1.3778,3.0583,3.5720,6.5040,4.5588,5.0184,2.1302,0.8266,1.0169,4.5502,nan
3,437688980968681,-3.6231,-1.1310,0.0625,2.3088,3.5140,5.9994,4.9961,4.6401,2.7328,0.5535,2.9150,-0.3979,nan
4,437689010120918,-2.9141,-2.4530,-0.2461,3.1581,3.5868,5.8360,4.4651,4.7075,3.0236,0.6398,2.6106,1.1190,nan
5,437689039273156,-2.9793,-1.6791,-0.0261,1.9553,4.2936,5.2001,5.0891,3.3634,3.8267,1.2338,2.2954,0.6724,nan
6,437689068425393,-3.4909,-0.8361,-0.9860,2.4477,4.4667,5.5300,3.7790,4.2605,4.0809,0.7012,1.3973,2.3527,nan
7,437689097577631,-4.4819,-1.0919,-0.3509,2.8662,2.9045,6.4406,3.8653,3.8956,4.0713,0.4256,3.3152,-1.8233,nan
8,437689126729868,-3.8771,-2.2465,0.2180,2.2541,3.7795,6.2727,3.5148,4.4139,2.2032,3.0850,1.4291,-0.9530,nan
9,437689155882106,-5.2195,-2.1094,1.6166,1.1831,3.8946,5.7467,4.5676,3.5996,3.1721,1.1975,2.8715,-1.2168,nan
10,437689185034343,-3.7117,-2.3855,0.5351,2.1301,3.7292,5.7991,4.1607,4.2352,2.8169,1.5786,4.4662,-3.2152,nan
11,437689214186581,-3.0150,-2.9033,0.2736,2.5213,3.8861,5.8006,4.1483,4.7087,2.3354,2.1799,1.4954,-0.6341,nan
12,437689243338818,-4.6059,-1.3348,-0.3479,2.8477,3.9437,5.4083,4.6663,4.6303,nan,nan,2.0804,-0.7630,nan
13,437689272491056,-3.9162,-1.0509,0.2578,1.3201,3.9935,6.0626,4.4066,5.5354,1.7753,1.6108,2.9260,-1.3086,nan
14,437689301643293,-4.2717,-0.8582,-0.0715,2.2993,2.9820,7.0058,4.2616,5.2419,2.0108,0.7898,2.1852,0.4267,nan
15,437689330795531,-3.8672,-1.7146,0.0654,2.4260,4.1007,6.1239,4.6792,4.3738,2.6325,0.3861,3.7193,-0.6900,nan
16,437689359947768,-3.9108,-1.4676,0.6351,2.2056,3.8784,6.1227,4.4230,5.0266,2.0095,2.4561,-0.0557,1.8858,0.5958
17,437689389100006,-4.5900,-0.6621,0.0171,2.7953,3.4358,6.0862,4.6445,4.7842,2.9238,0.9921,2.8744,0.1448,nan
18,437689418252244,-3.8725,-2.2779,0.7519,2.7188,3.3874,6.7583,3.7542,5.2160,2.8277,0.7615,2.6098,2.9463,nan
19,437689447404481,-4.3189,-1.0473,-0.1355,2.5755,3.3693,6.4141,3.5257,5.9632,2.1242,1.5399,2.2698,0.9314,nan
20,437689476556719,-4.2668,-1.3598,0.0190,2.1025,4.0777,6.0603,3.9840,5.4731,3.0803,1.6808,-0.3622,2.5355,nan
21,437689505708956,-4.3050,-0.8061,0.3864,2.0715,3.9829,6.5314,3.8803,4.7003,2.7372,2.1533,2.4618,0.3175,nan
22,437689534861194,-4.5520,-0.8026,-0.1655,2.2881,4.0969,5.7186,4.2198,4.5370,3.1568,1.7070,0.5802,1.9425,nan
23,437689564013431,-4.2056,-2.1380,1.0048,1.7988,4.1682,5.8683,5.0617,4.0843,2.9777,1.7972,-0.3453,2.7264,nan
24,437689593165669,-3.2960,-2.2838,0.3277,2.3745,4.5178,5.8684,3.6259,5.5778,2.6434,2.1622,-0.7807,2.5736,nan
25,437689622317906,-3.7931,-1.2270,-0.6217,3.4320,3.6794,5.8674,6.0253,3.0341,3.6893,0.7720,-0.0823,2.6174,nan
