t_frame_ns,theta_1,theta_2,theta_3,theta_4,quality
1226067748633200,-1.5482,-1.7223,-0.0960,-0.1018,1
1226067763434500,-1.5482,-1.7223,-0.0960,-1.8280,1
1226067791587100,-1.5482,-1.7223,-0.0960,-1.8280,1
1226067823727800,-1.5482,-1.7223,-0.0960,-0.1018,1
1226067871714700,-1.5482,-1.7223,-0.0960,-0.1018,1
1226067903627900,-1.5482,-1.7223,-0.0960,-0.1018,1
1226067935714600,-1.5482,-1.7223,-0.0960,-0.1018,1
1226067967683300,-1.5482,-1.7223,-0.0960,-0.1018,1
1226067999755100,-1.5482,-1.7223,-0.0960,-1.8280,1
1226068031859700,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068063741200,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068095762300,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068143615800,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068175559300,-1.5482,-1.7223,-0.0960,-1.8280,1
1226068207799200,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068239718800,-1.5482,-1.7223,-0.0960,-1.8280,1
1226068271601400,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068303709300,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068335695700,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068367574300,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068399689800,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068447594400,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068479693400,-1.5482,-1.7223,-0.0960,-1.8280,1
1226068511744000,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068543774200,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068575662900,-1.5482,-1.7223,-0.0960,-1.8280,1
1226068607591500,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068639938100,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068671783900,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068719813100,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068751795200,-1.5482,-1.7223,-0.0960,-0.1018,1
1226068783627000,-1.5482,-1.7223,-0.0960,-0.1018,1
