t_pc_ns,sensor_id,accX,accY,accZ,magX,magY,magZ
433390214122800,5,0.0352,-0.8555,0.3242,81.45,31.50,3465.68
433390227096100,0,-0.0020,0.0156,1.0117,35.85,-36.60,457.86
433390240051200,1,0.0059,-0.5176,0.8496,-75.30,1.05,-263.78
433390253117500,2,-0.0488,-0.7383,0.6523,72.00,-128.25,463.19
433390266137000,3,-0.0449,-0.7363,0.5898,-29.55,-2.25,-846.03
433390279154000,4,-0.0723,-0.9395,0.4062,270.75,-300.75,1596.23
433390292129000,5,-0.0820,-1.0117,0.3066,69.30,29.85,3473.91
433390305392900,0,0.0117,0.0332,1.0117,34.65,-37.35,448.67
433390318131200,1,0.0332,-0.5723,0.8633,-72.60,-0.30,-263.54
433390331089600,2,-0.0137,-0.8125,0.6074,71.55,-124.50,470.69
433390344130700,3,-0.0469,-0.8008,0.5586,-38.40,2.40,-845.06
433390357147600,4,-0.0430,-0.9551,0.3672,271.05,-297.60,1594.05
433390370141000,5,-0.0703,-0.9785,0.2949,63.15,33.90,3472.70
433390383126600,0,-0.0059,-0.0059,1.0098,34.05,-40.80,455.69
433390396120500,1,0.0098,-0.5430,0.8438,-68.10,5.10,-269.35
433390409152700,2,-0.0371,-0.8047,0.6250,68.70,-127.05,467.54
433390422100800,3,-0.0703,-0.8027,0.5664,-39.90,5.40,-842.40
433390435165900,4,-0.0586,-0.9414,0.3633,271.65,-301.95,1582.92
433390448094700,5,-0.0508,-0.9531,0.2715,66.15,31.50,3472.94
433390461081400,0,-0.0020,-0.0039,1.0059,36.15,-39.00,451.09
433390474099100,1,0.0098,-0.5762,0.8379,-72.75,-0.15,-269.35
433390487319200,2,0.0039,-0.7734,0.6348,67.05,-120.60,465.61
433390500094800,3,-0.0020,-0.7402,0.5957,-33.45,0.60,-847.00
433390513122800,4,0.0039,-0.8691,0.4121,263.55,-300.75,1592.36
433390526076400,5,0.0000,-0.8730,0.3340,72.90,30.75,3461.81
433390539106300,0,-0.0020,-0.0039,1.0059,31.95,-30.30,453.02
433390552077400,1,0.0176,-0.5469,0.8418,-71.70,1.80,-268.38
433390565113100,2,-0.0039,-0.7715,0.6367,67.35,-122.85,457.38
433390578115000,3,-0.0117,-0.7734,0.5977,-31.65,1.20,-838.29
433390591176400,4,-0.0215,-0.8965,0.3887,269.40,-299.40,1596.72
433390604246200,5,-0.0488,-0.9219,0.3105,69.45,30.00,3467.62
433390617166400,0,-0.0039,-0.0078,1.0039,41.85,-33.60,456.17
433390630224200,1,0.0117,-0.5586,0.8398,-71.85,2.10,-267.41
433390643172700,2,-0.0449,-0.7871,0.6250,61.95,-119.85,469.24
433390656124800,3,-0.0508,-0.8145,0.5703,-33.00,0.90,-847.97
433390669197300,4,-0.0508,-0.9668,0.3477,265.50,-303.15,1589.21
433390682116300,5,-0.0801,-0.9863,0.2578,60.75,28.80,3474.88
433390695143100,0,0.0000,-0.0039,1.0059,35.55,-38.40,462.22
433390708153800,1,0.0039,-0.5645,0.8418,-68.25,6.90,-269.83
433390721185400,2,-0.0312,-0.7832,0.6270,74.85,-124.95,475.53
433390734182400,3,-0.0645,-0.7773,0.5840,-40.20,-4.35,-842.89
433390747288200,4,-0.0508,-0.9375,0.3750,273.90,-303.45,1581.71
433390760182000,5,-0.0742,-0.9688,0.2812,71.55,24.60,3468.10
433390773122900,0,-0.0020,-0.0098,1.0098,33.30,-37.80,461.49
433390786163300,1,0.0020,-0.5781,0.8359,-70.65,4.65,-264.51
433390799197000,2,-0.0234,-0.8105,0.6094,71.25,-123.15,461.01
433390812370900,3,-0.0410,-0.8027,0.5684,-33.15,-1.65,-836.84
433390825209800,4,-0.0332,-0.9492,0.3672,274.95,-302.55,1583.89
433390838130100,5,-0.0391,-0.9688,0.2930,69.75,31.65,3475.60
433390851171100,0,0.0000,-0.0039,1.0078,36.90,-35.25,457.14
433390864128100,1,0.0234,-0.5430,0.8496,-69.15,3.60,-268.86
433390877177500,2,-0.0117,-0.7656,0.6270,69.60,-119.55,465.37
433390890195200,3,-0.0293,-0.7578,0.5957,-31.35,2.25,-835.63
433390903218600,4,-0.0156,-0.9082,0.3926,264.60,-298.35,1584.37
433390916170000,5,-0.0254,-0.9277,0.3027,67.95,32.10,3463.50
433390929189000,0,0.0000,-0.0098,1.0039,35.55,-32.70,455.93
433390942175100,1,0.0215,-0.5625,0.8379,-69.75,-0.75,-257.49
433390955356800,2,0.0059,-0.8008,0.6152,68.85,-118.80,466.58
433390968214900,3,-0.0020,-0.7520,0.5723,-35.25,5.10,-844.82
433390981167000,4,0.0020,-0.8984,0.3730,256.95,-299.55,1588.00
433390994144200,5,0.0215,-0.8789,0.3145,71.85,37.35,3471.49
433391007149500,0,-0.0020,-0.0059,1.0078,35.25,-35.40,457.62
433391020191100,1,0.0039,-0.5469,0.8477,-76.95,6.30,-266.68
433391033200400,2,-0.0215,-0.7734,0.6270,71.85,-126.30,469.00
433391046210000,3,-0.0195,-0.7676,0.6035,-30.60,-2.85,-839.01
433391059229000,4,-0.0488,-0.9531,0.3809,275.85,-301.50,1586.55
433391072253700,5,-0.0586,-1.0332,0.2734,66.30,33.30,3471.49
433391084604600,0,0.0000,-0.0078,1.0039,31.50,-33.45,454.96
433391098145900,1,0.0059,-0.5312,0.8496,-71.55,7.80,-263.54
433391111200600,2,-0.0312,-0.7812,0.6172,71.70,-123.45,465.61
433391124158700,3,-0.0391,-0.7773,0.5742,-32.25,0.30,-845.06
433391137514900,4,-0.0566,-0.9453,0.3437,277.95,-306.15,1591.15
433391150212300,5,-0.0605,-0.9746,0.2383,67.95,29.10,3458.18
433391163224500,0,-0.0020,-0.0098,1.0078,38.10,-34.05,449.39
433391176216200,1,-0.0039,-0.5898,0.8418,-75.00,3.45,-261.36
433391189235000,2,-0.0371,-0.8320,0.5996,75.75,-125.85,459.07
433391202201300,3,-0.0332,-0.8203,0.5684,-31.05,0.30,-852.57
433391215236100,4,-0.0156,-0.9492,0.3848,277.50,-301.05,1592.36
433391228235400,5,-0.0410,-0.9805,0.3027,61.95,30.90,3471.25
433391241196300,0,0.0000,-0.0078,1.0039,33.60,-36.00,457.14
433391254289000,1,0.0254,-0.5117,0.8516,-71.85,1.05,-264.75
433391267259000,2,-0.0195,-0.7090,0.6113,68.55,-128.40,466.09
433391280193300,3,-0.0098,-0.7207,0.6094,-30.60,2.70,-838.53
433391293256200,4,-0.0156,-0.8555,0.4102,259.50,-299.70,1584.62
433391306188200,5,-0.0391,-0.8418,0.3203,73.95,32.10,3464.47
433391319231900,0,-0.0078,-0.0098,1.0059,36.90,-30.60,460.28
433391332240700,1,-0.0078,-0.6328,0.8164,-66.75,-2.10,-270.80
433391345224100,2,-0.0605,-0.8535,0.5879,64.80,-123.45,469.96
433391358266400,3,-0.0820,-0.8398,0.5645,-30.00,-0.90,-842.16
433391370712500,4,-0.0781,-0.9883,0.3672,260.40,-303.90,1588.49
433391384214500,5,-0.1016,-1.0117,0.2773,68.70,29.70,3473.91
433391397210500,0,-0.0078,0.0000,1.0078,38.10,-35.40,453.51
433391409643500,1,0.0059,-0.5566,0.8398,-67.65,3.75,-270.07
433391423321300,2,-0.0312,-0.7461,0.6406,67.35,-121.20,465.61
433391436223400,3,-0.0449,-0.7461,0.6152,-28.20,1.80,-843.37
433391448641100,4,-0.0566,-0.9414,0.3984,279.45,-298.95,1590.67
433391462449700,5,-0.0781,-0.9941,0.2891,61.80,28.20,3468.10
433391475227500,0,-0.0020,-0.0078,1.0020,36.60,-32.55,466.82
433391488824000,1,0.0020,-0.6191,0.8145,-73.05,-2.70,-265.96
433391501241700,2,-0.0352,-0.8496,0.5957,61.35,-122.70,468.75
433391514207400,3,-0.0410,-0.8047,0.5566,-36.15,-2.25,-843.85
433391527252600,4,-0.0273,-0.8926,0.3828,258.00,-304.20,1584.37
433391539619700,5,-0.0234,-0.8711,0.3359,71.85,33.15,3474.15
433391553247600,0,-0.0020,-0.0078,1.0039,44.40,-33.90,457.62
433391566247300,1,0.0117,-0.5449,0.8438,-68.25,-4.65,-271.77
433391578636300,2,-0.0117,-0.7422,0.6445,67.05,-121.05,459.56
433391592209400,3,-0.0215,-0.7187,0.6191,-26.10,-1.35,-840.22
433391605249800,4,-0.0293,-0.8750,0.4297,259.05,-295.05,1595.99
433391617668100,5,-0.0781,-0.9004,0.3496,67.50,30.75,3472.46
433391631205600,0,-0.0020,-0.0059,1.0098,37.65,-38.25,463.67
433391644234300,1,0.0137,-0.5410,0.8438,-66.45,7.20,-263.54
433391656641000,2,-0.0215,-0.7891,0.6367,69.00,-119.10,472.87
433391670199500,3,-0.0254,-0.8027,0.5918,-33.90,3.75,-833.93
433391683280200,4,-0.0059,-0.9453,0.3867,272.10,-299.25,1580.26
433391696262500,5,-0.0371,-0.9746,0.2969,66.60,30.75,3475.85
433391708672500,0,-0.0059,-0.0098,1.0059,38.70,-37.35,459.56
433391722395100,1,0.0098,-0.5664,0.8340,-76.80,6.15,-266.93
433391735262000,2,-0.0254,-0.7891,0.6309,70.20,-121.65,467.06
433391747638100,3,-0.0586,-0.7852,0.5918,-31.95,1.50,-847.00
433391761286700,4,-0.0645,-0.9590,0.3750,269.70,-300.30,1587.04
433391774224600,5,-0.0527,-0.9551,0.2871,71.40,27.75,3470.04
433391786678900,0,-0.0059,-0.0059,1.0059,36.90,-39.30,465.37
433391800277000,1,0.0020,-0.5957,0.8301,-70.50,7.95,-259.67
433391813236300,2,-0.0098,-0.7852,0.6152,63.45,-123.15,469.48
433391825691900,3,-0.0039,-0.7324,0.5879,-33.15,4.80,-844.82
433391839265800,4,0.0039,-0.8906,0.4023,274.95,-307.50,1586.79
433391852271700,5,0.0234,-0.9121,0.3301,71.70,34.65,3464.23
433391864647900,0,-0.0020,-0.0078,1.0059,36.30,-33.75,461.98
433391878280300,1,-0.0078,-0.5176,0.8516,-75.45,1.05,-271.52
433391891296300,2,-0.0312,-0.7617,0.6426,65.70,-127.95,469.00
433391903637500,3,-0.0254,-0.7559,0.6074,-28.65,0.00,-839.50
433391917316500,4,-0.0605,-0.9180,0.4062,262.35,-302.25,1586.79
433391930255000,5,-0.1035,-0.9160,0.3301,70.95,30.75,3463.99
433391942696100,0,-0.0020,-0.0078,1.0098,32.85,-40.05,461.01
433391956243800,1,-0.0059,-0.5586,0.8359,-71.55,6.30,-260.39
433391969302500,2,-0.0645,-0.7910,0.6270,70.50,-118.95,456.65
433391981658000,3,-0.0527,-0.7930,0.5684,-32.40,-5.55,-844.82
433391994724200,4,-0.1426,-0.9043,0.4062,265.80,-303.75,1594.78
433392008275400,5,-0.1035,-0.9785,0.2871,68.70,32.25,3463.99
433392021264900,0,-0.0020,0.0000,1.0117,35.85,-38.70,462.95
433392033664200,1,0.0293,-0.5703,0.8418,-74.40,0.00,-267.17
433392047339000,2,-0.0391,-0.7734,0.6230,69.30,-124.05,468.75
433392060321200,3,-0.0586,-0.7949,0.5723,-36.30,-2.25,-835.38
433392072824400,4,-0.0371,-0.9668,0.3359,268.50,-298.65,1592.12
433392085708400,5,-0.0117,-0.9902,0.2539,67.35,30.15,3472.22
433392099289500,0,0.0000,-0.0098,1.0078,35.85,-32.70,458.59
433392111710200,1,-0.0078,-0.6133,0.8203,-67.50,1.95,-267.65
433392124719700,2,-0.0195,-0.8301,0.5918,69.30,-129.90,465.37
433392138368500,3,-0.0352,-0.8145,0.5625,-32.55,6.60,-840.47
433392150746900,4,-0.0605,-0.9746,0.3613,272.10,-307.80,1593.81
433392163681300,5,-0.0977,-0.9551,0.2910,72.00,25.35,3465.92
433392177299600,0,-0.0020,-0.0078,1.0098,38.55,-37.80,455.69
433392189672400,1,0.0039,-0.5684,0.8359,-70.35,1.80,-258.94
433392202728400,2,-0.0352,-0.7910,0.6211,67.50,-125.10,466.09
433392216260200,3,-0.0469,-0.7969,0.5703,-29.55,-4.05,-839.26
433392229397800,4,-0.0449,-0.9590,0.3691,273.30,-303.75,1599.38
433392241670100,5,-0.0469,-0.9902,0.2793,68.70,26.10,3478.75
433392254788200,0,-0.0039,-0.0078,1.0078,33.30,-32.40,457.14
433392268318000,1,0.0000,-0.5684,0.8281,-62.10,5.40,-266.20
433392280700900,2,-0.0293,-0.7930,0.6230,66.15,-127.80,469.96
433392293752500,3,-0.0176,-0.7812,0.5801,-36.30,-0.90,-849.66
433392307296500,4,-0.0137,-0.9531,0.3770,267.30,-309.00,1589.70
433392319731200,5,-0.0176,-0.9707,0.3047,69.60,30.15,3467.86
433392332748000,0,-0.0039,-0.0059,1.0098,35.55,-36.75,466.58
433392345749100,1,0.0117,-0.5410,0.8496,-72.45,2.10,-261.60
433392359336000,2,0.0020,-0.7754,0.6367,61.20,-124.35,463.19
433392372166300,3,-0.0176,-0.7617,0.5859,-32.10,-2.40,-843.13
433392384727200,4,-0.0312,-0.8887,0.3887,271.20,-300.15,1588.25
433392398298700,5,-0.0312,-0.9082,0.3145,65.55,28.35,3467.86
433392410741200,0,-0.0020,-0.0117,1.0098,32.10,-32.70,448.91
433392423825200,1,0.0020,-0.5762,0.8418,-69.75,5.10,-275.15
433392437441000,2,-0.0449,-0.8086,0.6406,64.50,-124.65,458.11
433392449763500,3,-0.0488,-0.8184,0.5918,-38.55,-3.30,-842.64
433392462782300,4,-0.0547,-0.9707,0.3906,270.90,-301.95,1583.16
433392475746400,5,-0.0859,-0.9961,0.2988,71.70,29.70,3472.70
433392488705500,0,0.0000,-0.0059,1.0039,30.30,-35.55,453.27
433392501689500,1,0.0117,-0.5039,0.8672,-67.35,3.60,-267.41
433392514722500,2,-0.0234,-0.7344,0.6816,68.70,-124.05,460.28
433392527715200,3,-0.0117,-0.7676,0.6250,-42.75,1.05,-845.06
433392540718800,4,0.0020,-0.9902,0.3965,273.75,-298.35,1584.86
433392553844600,5,-0.0020,-1.0039,0.3203,67.50,34.80,3469.80
433392566749500,0,-0.0059,-0.0059,1.0137,36.15,-35.55,452.54
433392579757800,1,0.0117,-0.4941,0.8789,-56.70,3.60,-270.80
433392592772000,2,-0.0020,-0.6738,0.7109,63.15,-118.50,459.80
433392606328800,3,-0.0391,-0.7383,0.6543,-42.00,-2.85,-846.52
433392618751000,4,-0.0586,-0.9336,0.4355,263.25,-305.10,1579.78
433392631724300,5,-0.0176,-0.9375,0.3320,72.30,34.80,3460.84
433392644710900,0,-0.0391,-0.0234,1.0059,37.65,-30.45,457.62
433392657753900,1,0.0117,-0.5039,0.8828,-59.40,4.80,-272.98
433392670787300,2,-0.0371,-0.6777,0.7363,58.80,-121.20,459.56
433392683779300,3,-0.0156,-0.7109,0.6914,-45.60,-6.00,-843.13
433392696950300,4,-0.0352,-0.8672,0.4980,279.90,-296.55,1592.12
433392709779300,5,-0.0742,-0.9434,0.3867,73.65,32.85,3464.47
433392722718300,0,0.0059,0.0293,1.0039,32.25,-38.55,447.46
433392736356300,1,0.0078,-0.4844,0.8926,-52.20,-0.45,-270.07
433392748747300,2,-0.0391,-0.6895,0.7363,51.90,-124.95,452.54
433392761729700,3,-0.0059,-0.7324,0.6816,-44.40,-7.05,-842.16
433392774796000,4,0.0293,-0.8965,0.4707,249.45,-295.35,1580.26
433392787798600,5,0.0176,-0.7539,0.4355,72.15,37.80,3456.00
433392800726700,0,-0.0039,-0.0020,1.0059,32.55,-37.20,458.11
433392813867400,1,-0.0020,-0.4727,0.9102,-54.30,2.25,-280.96
433392826781300,2,0.0000,-0.6094,0.7695,53.85,-118.05,454.23
433392839759600,3,-0.0215,-0.6348,0.7559,-57.30,-5.25,-861.28
433392852811400,4,-0.0547,-0.8203,0.5703,268.20,-297.90,1580.50
433392865784700,5,-0.0312,-0.8809,0.5000,69.45,35.40,3463.02
433392879059600,0,-0.0020,-0.0039,1.0098,31.05,-29.85,439.47
433392891787900,1,0.0254,-0.3594,0.9453,-52.50,0.60,-279.03
433392905136900,2,0.0215,-0.5703,0.8105,55.05,-124.20,448.43
433392917765900,3,0.0352,-0.6113,0.7559,-71.70,-1.80,-854.26
433392930771000,4,0.0605,-0.8301,0.5117,273.45,-295.50,1581.23
433392943788100,5,0.0586,-0.8457,0.4336,71.10,37.95,3459.63
433392956759700,0,-0.0039,-0.0098,1.0098,24.75,-34.80,448.91
433392969739000,1,0.0000,-0.3398,0.9551,-46.20,4.20,-278.06
433392982754000,2,-0.0488,-0.5000,0.8613,63.45,-115.35,445.76
433392995856900,3,-0.0488,-0.5234,0.8340,-85.20,0.45,-865.15
433393008835000,4,-0.1133,-0.7734,0.6289,285.90,-305.25,1580.74
433393022024400,5,-0.1328,-0.8750,0.5410,63.00,33.45,3464.23
433393034791900,0,0.0000,-0.0098,1.0137,27.60,-36.60,442.62
433393047760300,1,0.0156,-0.2871,0.9766,-52.95,4.20,-274.19
433393060815600,2,-0.0059,-0.4629,0.8672,52.80,-122.25,451.09
433393073765500,3,0.0020,-0.5371,0.8184,-101.55,4.05,-874.35
433393086770300,4,0.1758,-1.0391,0.4668,288.45,-299.25,1573.48
433393099769900,5,0.0937,-0.8535,0.5312,61.65,27.45,3459.63
433393112822700,0,-0.0078,-0.0059,1.0059,31.50,-39.00,442.62
433393125800300,1,0.0625,-0.3594,0.9727,-43.50,2.55,-278.78
433393138789200,2,0.0352,-0.4551,0.8750,41.85,-122.85,444.55
433393151814000,3,-0.0176,-0.4355,0.8730,-90.15,1.35,-874.10
433393164802600,4,-0.0332,-0.7441,0.6816,271.35,-300.45,1570.58
433393177812300,5,-0.0391,-0.7520,0.6172,68.25,39.30,3453.82
433393190773800,0,-0.0020,-0.0059,1.0156,23.40,-33.45,447.70
433393203857200,1,0.0039,-0.3555,0.9668,-46.50,9.30,-276.36
433393216833500,2,-0.0059,-0.4043,0.8848,37.20,-125.55,445.76
433393229795100,3,-0.0273,-0.4414,0.9199,-72.30,0.60,-869.99
433393242855500,4,-0.0859,-0.6133,0.7305,256.95,-301.05,1563.32
433393255786100,5,-0.0723,-0.6484,0.6875,74.40,30.90,3449.71
433393268815900,0,0.0000,-0.0078,1.0059,24.00,-40.50,442.13
433393281780700,1,0.0273,-0.3555,0.9570,-39.75,4.95,-270.07
433393294784800,2,-0.0039,-0.4395,0.9180,19.35,-133.80,441.89
433393307832200,3,-0.0117,-0.3730,0.9375,-68.55,0.60,-869.51
433393320907300,4,-0.0117,-0.6641,0.7480,236.55,-295.35,1559.45
433393333777300,5,0.0332,-0.5879,0.7090,69.90,35.25,3446.81
433393346802700,0,0.0117,-0.0273,1.0059,27.30,-28.80,451.33
433393359840200,1,0.0273,-0.4023,0.9453,-34.65,-1.50,-265.96
433393372806200,2,-0.0039,-0.3984,0.9492,9.45,-129.60,447.70
433393385841400,3,-0.0098,-0.3359,0.9590,-54.00,1.65,-870.96
433393398943300,4,-0.0391,-0.5234,0.8477,231.60,-297.00,1553.40
433393411882200,5,-0.0273,-0.5937,0.8047,77.40,36.15,3446.08
433393424885100,0,0.0078,0.0156,1.0039,22.65,-33.00,446.25
433393437818600,1,0.0723,-0.3125,0.9570,-33.75,1.65,-276.36
433393450848100,2,-0.0312,-0.3652,0.9180,9.30,-136.50,449.39
433393463827200,3,-0.0684,-0.2734,0.9785,-47.70,-0.15,-867.33
433393476890600,4,-0.0605,-0.5137,0.8809,215.55,-299.10,1545.65
433393489824100,5,-0.0352,-0.5801,0.8320,74.25,36.30,3438.34
433393502855400,0,-0.0020,-0.0117,0.9980,27.15,-32.55,446.01
433393515804400,1,0.0137,-0.3340,0.9668,-29.55,5.55,-277.57
433393528905400,2,-0.0039,-0.3320,0.9512,0.60,-132.60,450.12
433393541809700,3,0.0625,-0.2305,1.0234,-41.70,-3.00,-865.63
433393554926500,4,-0.0293,-0.5312,0.8730,198.15,-294.45,1561.63
433393567847300,5,0.0156,-0.4648,0.8730,75.30,34.05,3435.92
433393580951500,0,0.0098,-0.0645,1.0176,29.70,-36.75,444.07
433393593822800,1,0.0605,-0.3633,0.9648,-27.90,0.90,-279.99
433393606953000,2,0.0234,-0.3516,0.9512,-3.75,-133.65,449.64
433393619815700,3,-0.0410,-0.1621,1.0059,-38.70,-0.15,-868.30
433393632890000,4,-0.0566,-0.4004,0.9180,191.10,-293.40,1545.41
433393645885600,5,-0.0625,-0.4531,0.9004,76.80,26.55,3445.11
433393658871400,0,-0.0039,-0.0098,1.0078,30.45,-37.20,447.46
433393671825500,1,0.0137,-0.2891,0.9746,-29.70,6.00,-279.75
433393684874400,2,-0.0078,-0.2832,0.9570,-4.20,-135.15,450.12
433393697833100,3,0.0293,-0.1641,1.0020,-29.10,-0.30,-871.44
433393710831700,4,0.0176,-0.3594,0.9395,170.25,-291.15,1548.07
433393723861100,5,0.0195,-0.3906,0.9316,76.65,34.65,3440.27
433393736873000,0,-0.0020,-0.0078,1.0039,24.75,-35.70,446.97
433393749824600,1,0.0117,-0.2305,0.9922,-31.35,2.85,-280.96
433393762986800,2,-0.0039,-0.1895,0.9766,-1.95,-132.15,435.12
433393775922400,3,0.0000,-0.0957,1.0020,-32.70,-2.25,-863.94
433393788900600,4,-0.0293,-0.2852,0.9688,157.95,-287.70,1552.19
433393801877700,5,-0.0449,-0.2930,0.9512,84.90,32.55,3437.61
433393814841100,0,-0.0039,-0.0078,1.0098,27.60,-33.15,438.75
433393827878700,1,0.0234,-0.3145,0.9746,-27.00,-2.25,-273.22
433393840854800,2,-0.0176,-0.2773,0.9688,-11.55,-135.45,450.85
433393854188600,3,-0.0332,-0.1289,1.0176,-19.65,-0.15,-872.17
433393866915300,4,-0.0391,-0.2930,0.9824,150.00,-287.70,1548.07
433393879849200,5,-0.0430,-0.3066,0.9648,79.05,35.55,3436.88
433393892877400,0,0.0000,-0.0078,1.0078,26.85,-36.00,442.38
433393905938700,1,0.0215,-0.2539,0.9805,-25.05,-1.35,-272.25
433393918859800,2,-0.0234,-0.2598,0.9727,-6.00,-132.60,448.91
433393931892900,3,-0.0312,-0.1270,1.0117,-25.50,4.05,-865.63
433393944862800,4,-0.0352,-0.3027,0.9746,154.50,-289.65,1547.83
433393957838900,5,-0.0723,-0.3125,0.9688,83.10,33.15,3435.19
433393970883300,0,-0.0020,-0.0098,1.0098,30.15,-33.15,448.67
433393983896900,1,0.0156,-0.2207,0.9902,-25.80,3.60,-271.04
433393997068600,2,-0.0195,-0.2031,0.9805,-9.15,-136.35,443.83
433394009922700,3,-0.0371,-0.0937,1.0039,-16.05,-2.70,-862.97
